"Season","PlayerId","Player","Position","Team","Conference","Category","StatType","Stat"
"2020","4259360","Maurice Burkley","RB","Louisville","ACC","defensive","TFL","0"
"2020","4259360","Maurice Burkley","RB","Louisville","ACC","defensive","TOT","3"
"2020","4259363","Isaac Martin","TE","Louisville","ACC","defensive","PD","0"
"2020","4259363","Isaac Martin","TE","Louisville","ACC","defensive","QB HUR","0"
"2020","4259363","Isaac Martin","TE","Louisville","ACC","defensive","SACKS","0"
"2020","4259363","Isaac Martin","TE","Louisville","ACC","defensive","SOLO","1"
"2020","4259363","Isaac Martin","TE","Louisville","ACC","defensive","TD","0"
"2020","4259363","Isaac Martin","TE","Louisville","ACC","defensive","TFL","0"
"2020","4259363","Isaac Martin","TE","Louisville","ACC","defensive","TOT","1"
"2020","4259365","Nick Okeke","LB","Louisville","ACC","defensive","PD","0"
"2020","4259365","Nick Okeke","LB","Louisville","ACC","defensive","QB HUR","3"
"2020","4259365","Nick Okeke","LB","Louisville","ACC","defensive","SACKS","0"
"2020","4259365","Nick Okeke","LB","Louisville","ACC","defensive","SOLO","10"
"2020","4259365","Nick Okeke","LB","Louisville","ACC","defensive","TD","0"
"2020","4259365","Nick Okeke","LB","Louisville","ACC","defensive","TFL","2.0"
"2020","4259365","Nick Okeke","LB","Louisville","ACC","defensive","TOT","30"
"2020","4259370","Jalen Harris","DL","Arizona","Pac-12","defensive","PD","2"
"2020","4259370","Jalen Harris","DL","Arizona","Pac-12","defensive","QB HUR","0"
"2020","4259370","Jalen Harris","DL","Arizona","Pac-12","defensive","SACKS","0"
"2020","4259370","Jalen Harris","DL","Arizona","Pac-12","defensive","SOLO","12"
"2020","4259370","Jalen Harris","DL","Arizona","Pac-12","defensive","TD","0"
"2020","4259370","Jalen Harris","DL","Arizona","Pac-12","defensive","TFL","2.5"
"2020","4259370","Jalen Harris","DL","Arizona","Pac-12","defensive","TOT","18"
"2020","4259381","Cole McGowan","WR","Houston","American Athletic","defensive","PD","0"
"2020","4259381","Cole McGowan","WR","Houston","American Athletic","defensive","QB HUR","0"
"2020","4259381","Cole McGowan","WR","Houston","American Athletic","defensive","SACKS","0"
"2020","4259381","Cole McGowan","WR","Houston","American Athletic","defensive","SOLO","2"
"2020","4259381","Cole McGowan","WR","Houston","American Athletic","defensive","TD","0"
"2020","4259381","Cole McGowan","WR","Houston","American Athletic","defensive","TFL","0"
"2020","4259381","Cole McGowan","WR","Houston","American Athletic","defensive","TOT","2"
"2020","4259389","Jordan Boatman","OL","Houston","American Athletic","defensive","PD","0"
"2020","4259389","Jordan Boatman","OL","Houston","American Athletic","defensive","QB HUR","0"
"2020","4259389","Jordan Boatman","OL","Houston","American Athletic","defensive","SACKS","0"
"2020","4259389","Jordan Boatman","OL","Houston","American Athletic","defensive","SOLO","0"
"2020","4259389","Jordan Boatman","OL","Houston","American Athletic","defensive","TD","0"
"2020","4259389","Jordan Boatman","OL","Houston","American Athletic","defensive","TFL","0"
"2020","4259389","Jordan Boatman","OL","Houston","American Athletic","defensive","TOT","1"
"2020","4259433","Erik Askeland","WR","Florida","SEC","defensive","PD","0"
"2020","4259433","Erik Askeland","WR","Florida","SEC","defensive","QB HUR","0"
"2020","4259433","Erik Askeland","WR","Florida","SEC","defensive","SACKS","0"
"2020","4259433","Erik Askeland","WR","Florida","SEC","defensive","SOLO","0"
"2020","4259433","Erik Askeland","WR","Florida","SEC","defensive","TD","0"
"2020","4259433","Erik Askeland","WR","Florida","SEC","defensive","TFL","0"
"2020","4259433","Erik Askeland","WR","Florida","SEC","defensive","TOT","1"
"2020","4259435","Patrick Moorer","CB","Florida","SEC","defensive","PD","1"
"2020","4259435","Patrick Moorer","CB","Florida","SEC","defensive","QB HUR","0"
"2020","4259435","Patrick Moorer","CB","Florida","SEC","defensive","SACKS","0"
"2020","4259435","Patrick Moorer","CB","Florida","SEC","defensive","SOLO","1"
"2020","4259435","Patrick Moorer","CB","Florida","SEC","defensive","TD","0"
"2020","4259435","Patrick Moorer","CB","Florida","SEC","defensive","TFL","0"
"2020","4259435","Patrick Moorer","CB","Florida","SEC","defensive","TOT","2"
"2020","4259485","Eric Douglas","OL","South Carolina","SEC","defensive","PD","0"
"2020","4259485","Eric Douglas","OL","South Carolina","SEC","defensive","QB HUR","0"
"2020","4259485","Eric Douglas","OL","South Carolina","SEC","defensive","SACKS","0"
"2020","4259485","Eric Douglas","OL","South Carolina","SEC","defensive","SOLO","1"
"2020","4259485","Eric Douglas","OL","South Carolina","SEC","defensive","TD","0"
"2020","4259485","Eric Douglas","OL","South Carolina","SEC","defensive","TFL","0"
"2020","4259485","Eric Douglas","OL","South Carolina","SEC","defensive","TOT","1"
"2020","4259487","Sherrod Greene","LB","South Carolina","SEC","defensive","PD","0"
"2020","4259487","Sherrod Greene","LB","South Carolina","SEC","defensive","QB HUR","0"
"2020","4259487","Sherrod Greene","LB","South Carolina","SEC","defensive","SACKS","0"
"2020","4259487","Sherrod Greene","LB","South Carolina","SEC","defensive","SOLO","1"
"2020","4259487","Sherrod Greene","LB","South Carolina","SEC","defensive","TD","0"
"2020","4259487","Sherrod Greene","LB","South Carolina","SEC","defensive","TFL","0"
"2020","4259487","Sherrod Greene","LB","South Carolina","SEC","defensive","TOT","1"
"2020","4259490","Brad Johnson","LB","South Carolina","SEC","defensive","PD","0"
"2020","4259490","Brad Johnson","LB","South Carolina","SEC","defensive","QB HUR","0"
"2020","4259490","Brad Johnson","LB","South Carolina","SEC","defensive","SACKS","0"
"2020","4259490","Brad Johnson","LB","South Carolina","SEC","defensive","SOLO","3"
"2020","4259490","Brad Johnson","LB","South Carolina","SEC","defensive","TD","0"
"2020","4259490","Brad Johnson","LB","South Carolina","SEC","defensive","TFL","0"
"2020","4259490","Brad Johnson","LB","South Carolina","SEC","defensive","TOT","8"
"2020","4259501","Damani Staley","LB","South Carolina","SEC","defensive","PD","1"
"2020","4259501","Damani Staley","LB","South Carolina","SEC","defensive","QB HUR","1"
"2020","4259501","Damani Staley","LB","South Carolina","SEC","defensive","SACKS","0"
"2020","4259501","Damani Staley","LB","South Carolina","SEC","defensive","SOLO","27"
"2020","4259501","Damani Staley","LB","South Carolina","SEC","defensive","TD","0"
"2020","4259501","Damani Staley","LB","South Carolina","SEC","defensive","TFL","0.5"
"2020","4259501","Damani Staley","LB","South Carolina","SEC","defensive","TOT","50"
"2020","4259502","Aaron Sterling","LB","South Carolina","SEC","defensive","PD","0"
"2020","4259502","Aaron Sterling","LB","South Carolina","SEC","defensive","QB HUR","0"
"2020","4259502","Aaron Sterling","LB","South Carolina","SEC","defensive","SACKS","0.5"
"2020","4259502","Aaron Sterling","LB","South Carolina","SEC","defensive","SOLO","4"
"2020","4259502","Aaron Sterling","LB","South Carolina","SEC","defensive","TD","0"
"2020","4259502","Aaron Sterling","LB","South Carolina","SEC","defensive","TFL","0.5"
"2020","4259502","Aaron Sterling","LB","South Carolina","SEC","defensive","TOT","9"
"2020","4259506","Jamyest Williams","RB","Georgia State","Sun Belt","defensive","PD","0"
"2020","4259506","Jamyest Williams","RB","Georgia State","Sun Belt","defensive","QB HUR","0"
"2020","4259506","Jamyest Williams","RB","Georgia State","Sun Belt","defensive","SACKS","0"
"2020","4259506","Jamyest Williams","RB","Georgia State","Sun Belt","defensive","SOLO","4"
"2020","4259506","Jamyest Williams","RB","Georgia State","Sun Belt","defensive","TD","0"
"2020","4259506","Jamyest Williams","RB","Georgia State","Sun Belt","defensive","TFL","0"
"2020","4259506","Jamyest Williams","RB","Georgia State","Sun Belt","defensive","TOT","4"
"2020","4259546","Ameer Speed","CB","Georgia","SEC","defensive","PD","0"
"2020","4259546","Ameer Speed","CB","Georgia","SEC","defensive","QB HUR","0"
"2020","4259546","Ameer Speed","CB","Georgia","SEC","defensive","SACKS","0"
"2020","4259546","Ameer Speed","CB","Georgia","SEC","defensive","SOLO","1"
"2020","4259546","Ameer Speed","CB","Georgia","SEC","defensive","TD","0"
"2020","4259546","Ameer Speed","CB","Georgia","SEC","defensive","TFL","0"
"2020","4259546","Ameer Speed","CB","Georgia","SEC","defensive","TOT","1"
"2020","4259547","Malik Herring","DL","Georgia","SEC","defensive","PD","2"
"2020","4259547","Malik Herring","DL","Georgia","SEC","defensive","QB HUR","3"
"2020","4259547","Malik Herring","DL","Georgia","SEC","defensive","SACKS","2"
"2020","4259547","Malik Herring","DL","Georgia","SEC","defensive","SOLO","12"
"2020","4259547","Malik Herring","DL","Georgia","SEC","defensive","TD","0"
"2020","4259547","Malik Herring","DL","Georgia","SEC","defensive","TFL","4.5"
"2020","4259547","Malik Herring","DL","Georgia","SEC","defensive","TOT","20"
"2020","4259553","Stetson Bennett","QB","Georgia","SEC","defensive","PD","0"
"2020","4259553","Stetson Bennett","QB","Georgia","SEC","defensive","QB HUR","0"
"2020","4259553","Stetson Bennett","QB","Georgia","SEC","defensive","SACKS","0"
"2020","4259553","Stetson Bennett","QB","Georgia","SEC","defensive","SOLO","1"
"2020","4259553","Stetson Bennett","QB","Georgia","SEC","defensive","TD","0"
"2020","4259553","Stetson Bennett","QB","Georgia","SEC","defensive","TFL","0"
"2020","4259553","Stetson Bennett","QB","Georgia","SEC","defensive","TOT","1"
"2020","4259554","Nate McBride","LB","Georgia","SEC","defensive","PD","0"
"2020","4259554","Nate McBride","LB","Georgia","SEC","defensive","QB HUR","0"
"2020","4259554","Nate McBride","LB","Georgia","SEC","defensive","SACKS","0"
"2020","4259554","Nate McBride","LB","Georgia","SEC","defensive","SOLO","1"
"2020","4259554","Nate McBride","LB","Georgia","SEC","defensive","TD","0"
"2020","4259554","Nate McBride","LB","Georgia","SEC","defensive","TFL","0"
"2020","4259554","Nate McBride","LB","Georgia","SEC","defensive","TOT","4"
"2020","4259559","Latavious Brini","DB","Georgia","SEC","defensive","PD","1"
"2020","4259559","Latavious Brini","DB","Georgia","SEC","defensive","QB HUR","0"
"2020","4259559","Latavious Brini","DB","Georgia","SEC","defensive","SACKS","0"
"2020","4259559","Latavious Brini","DB","Georgia","SEC","defensive","SOLO","9"
"2020","4259559","Latavious Brini","DB","Georgia","SEC","defensive","TD","0"
"2020","4259559","Latavious Brini","DB","Georgia","SEC","defensive","TFL","3.5"
"2020","4259559","Latavious Brini","DB","Georgia","SEC","defensive","TOT","11"
"2020","4259561","Eric Stokes","DB","Georgia","SEC","defensive","PD","4"
"2020","4259561","Eric Stokes","DB","Georgia","SEC","defensive","QB HUR","1"
"2020","4259561","Eric Stokes","DB","Georgia","SEC","defensive","SACKS","0"
"2020","4259561","Eric Stokes","DB","Georgia","SEC","defensive","SOLO","14"
"2020","4259561","Eric Stokes","DB","Georgia","SEC","defensive","TD","2"
"2020","4259561","Eric Stokes","DB","Georgia","SEC","defensive","TFL","0"
"2020","4259561","Eric Stokes","DB","Georgia","SEC","defensive","TOT","20"
"2020","4259570","Mark Webb","DB","Georgia","SEC","defensive","PD","2"
"2020","4259570","Mark Webb","DB","Georgia","SEC","defensive","QB HUR","0"
"2020","4259570","Mark Webb","DB","Georgia","SEC","defensive","SACKS","0"
"2020","4259570","Mark Webb","DB","Georgia","SEC","defensive","SOLO","10"
"2020","4259570","Mark Webb","DB","Georgia","SEC","defensive","TD","0"
"2020","4259570","Mark Webb","DB","Georgia","SEC","defensive","TFL","0"
"2020","4259570","Mark Webb","DB","Georgia","SEC","defensive","TOT","21"
"2020","4259573","Jaden Hunter","LB","Western Kentucky","Conference USA","defensive","PD","0"
"2020","4259573","Jaden Hunter","LB","Western Kentucky","Conference USA","defensive","QB HUR","1"
"2020","4259573","Jaden Hunter","LB","Western Kentucky","Conference USA","defensive","SACKS","0"
"2020","4259573","Jaden Hunter","LB","Western Kentucky","Conference USA","defensive","SOLO","10"
"2020","4259573","Jaden Hunter","LB","Western Kentucky","Conference USA","defensive","TD","0"
"2020","4259573","Jaden Hunter","LB","Western Kentucky","Conference USA","defensive","TFL","2.5"
"2020","4259573","Jaden Hunter","LB","Western Kentucky","Conference USA","defensive","TOT","15"
"2020","4259581","Dalton Rigdon","WR","Texas Tech","Big 12","defensive","PD","0"
"2020","4259581","Dalton Rigdon","WR","Texas Tech","Big 12","defensive","QB HUR","0"
"2020","4259581","Dalton Rigdon","WR","Texas Tech","Big 12","defensive","SACKS","0"
"2020","4259581","Dalton Rigdon","WR","Texas Tech","Big 12","defensive","SOLO","1"
"2020","4259581","Dalton Rigdon","WR","Texas Tech","Big 12","defensive","TD","0"
"2020","4259581","Dalton Rigdon","WR","Texas Tech","Big 12","defensive","TFL","0"
"2020","4259581","Dalton Rigdon","WR","Texas Tech","Big 12","defensive","TOT","1"
"2020","4259585","Ellis Brooks","LB","Penn State","Big Ten","defensive","PD","1"
"2020","4259585","Ellis Brooks","LB","Penn State","Big Ten","defensive","QB HUR","2"
"2020","4259585","Ellis Brooks","LB","Penn State","Big Ten","defensive","SACKS","1"
"2020","4259585","Ellis Brooks","LB","Penn State","Big Ten","defensive","SOLO","27"
"2020","4259585","Ellis Brooks","LB","Penn State","Big Ten","defensive","TD","0"
"2020","4259585","Ellis Brooks","LB","Penn State","Big Ten","defensive","TFL","5.5"
"2020","4259585","Ellis Brooks","LB","Penn State","Big Ten","defensive","TOT","58"
"2020","4259587","DJ Brown","DB","Louisiana Tech","Conference USA","defensive","PD","0"
"2020","4259587","DJ Brown","DB","Louisiana Tech","Conference USA","defensive","QB HUR","0"
"2020","4259587","DJ Brown","DB","Louisiana Tech","Conference USA","defensive","SACKS","0"
"2020","4259587","DJ Brown","DB","Louisiana Tech","Conference USA","defensive","SOLO","1"
"2020","4259587","DJ Brown","DB","Louisiana Tech","Conference USA","defensive","TD","0"
"2020","4259587","DJ Brown","DB","Louisiana Tech","Conference USA","defensive","TFL","0"
"2020","4259587","DJ Brown","DB","Louisiana Tech","Conference USA","defensive","TOT","2"
"2020","4259590","Tariq Castro-Fields","CB","Penn State","Big Ten","defensive","PD","1"
"2020","4259590","Tariq Castro-Fields","CB","Penn State","Big Ten","defensive","QB HUR","0"
"2020","4259590","Tariq Castro-Fields","CB","Penn State","Big Ten","defensive","SACKS","0"
"2020","4259590","Tariq Castro-Fields","CB","Penn State","Big Ten","defensive","SOLO","6"
"2020","4259590","Tariq Castro-Fields","CB","Penn State","Big Ten","defensive","TD","0"
"2020","4259590","Tariq Castro-Fields","CB","Penn State","Big Ten","defensive","TFL","0"
"2020","4259590","Tariq Castro-Fields","CB","Penn State","Big Ten","defensive","TOT","12"
"2020","4259595","Fred Hansard","DT","Penn State","Big Ten","defensive","PD","0"
"2020","4259595","Fred Hansard","DT","Penn State","Big Ten","defensive","QB HUR","0"
"2020","4259595","Fred Hansard","DT","Penn State","Big Ten","defensive","SACKS","0"
"2020","4259595","Fred Hansard","DT","Penn State","Big Ten","defensive","SOLO","0"
"2020","4259595","Fred Hansard","DT","Penn State","Big Ten","defensive","TD","0"
"2020","4259595","Fred Hansard","DT","Penn State","Big Ten","defensive","TFL","1.0"
"2020","4259595","Fred Hansard","DT","Penn State","Big Ten","defensive","TOT","6"
"2020","4259596","Drew Hartlaub","S","Penn State","Big Ten","defensive","PD","0"
"2020","4259596","Drew Hartlaub","S","Penn State","Big Ten","defensive","QB HUR","0"
"2020","4259596","Drew Hartlaub","S","Penn State","Big Ten","defensive","SACKS","0"
"2020","4259596","Drew Hartlaub","S","Penn State","Big Ten","defensive","SOLO","1"
"2020","4259596","Drew Hartlaub","S","Penn State","Big Ten","defensive","TD","0"
"2020","4259596","Drew Hartlaub","S","Penn State","Big Ten","defensive","TFL","0"
"2020","4259596","Drew Hartlaub","S","Penn State","Big Ten","defensive","TOT","4"
"2020","4259608","Jonathan Sutherland","LB","Penn State","Big Ten","defensive","PD","2"
"2020","4259608","Jonathan Sutherland","LB","Penn State","Big Ten","defensive","QB HUR","0"
"2020","4259608","Jonathan Sutherland","LB","Penn State","Big Ten","defensive","SACKS","0.5"
"2020","4259608","Jonathan Sutherland","LB","Penn State","Big Ten","defensive","SOLO","6"
"2020","4259608","Jonathan Sutherland","LB","Penn State","Big Ten","defensive","TD","0"
"2020","4259608","Jonathan Sutherland","LB","Penn State","Big Ten","defensive","TFL","2.0"
"2020","4259608","Jonathan Sutherland","LB","Penn State","Big Ten","defensive","TOT","13"
"2020","4259619","Blake Grupe","PK","Arkansas State","Sun Belt","defensive","PD","0"
"2020","4259619","Blake Grupe","PK","Arkansas State","Sun Belt","defensive","QB HUR","0"
"2020","4259619","Blake Grupe","PK","Arkansas State","Sun Belt","defensive","SACKS","0"
"2020","4259619","Blake Grupe","PK","Arkansas State","Sun Belt","defensive","SOLO","1"
"2020","4259619","Blake Grupe","PK","Arkansas State","Sun Belt","defensive","TD","0"
"2020","4259619","Blake Grupe","PK","Arkansas State","Sun Belt","defensive","TFL","0"
"2020","4259619","Blake Grupe","PK","Arkansas State","Sun Belt","defensive","TOT","1"
"2020","4259631","Bubba Bolden","S","Miami","ACC","defensive","PD","3"
"2020","4259631","Bubba Bolden","S","Miami","ACC","defensive","QB HUR","0"
"2020","4259631","Bubba Bolden","S","Miami","ACC","defensive","SACKS","1"
"2020","4259631","Bubba Bolden","S","Miami","ACC","defensive","SOLO","50"
"2020","4259631","Bubba Bolden","S","Miami","ACC","defensive","TD","0"
"2020","4259631","Bubba Bolden","S","Miami","ACC","defensive","TFL","6.5"
"2020","4259631","Bubba Bolden","S","Miami","ACC","defensive","TOT","74"
"2020","4259632","Isaiah Pola-Mao","S","USC","Pac-12","defensive","PD","4"
"2020","4259632","Isaiah Pola-Mao","S","USC","Pac-12","defensive","QB HUR","0"
"2020","4259632","Isaiah Pola-Mao","S","USC","Pac-12","defensive","SACKS","0"
"2020","4259632","Isaiah Pola-Mao","S","USC","Pac-12","defensive","SOLO","18"
"2020","4259632","Isaiah Pola-Mao","S","USC","Pac-12","defensive","TD","0"
"2020","4259632","Isaiah Pola-Mao","S","USC","Pac-12","defensive","TFL","2.5"
"2020","4259632","Isaiah Pola-Mao","S","USC","Pac-12","defensive","TOT","34"
"2020","4259635","Greg Johnson","S","USC","Pac-12","defensive","PD","1"
"2020","4259635","Greg Johnson","S","USC","Pac-12","defensive","QB HUR","0"
"2020","4259635","Greg Johnson","S","USC","Pac-12","defensive","SACKS","0"
"2020","4259635","Greg Johnson","S","USC","Pac-12","defensive","SOLO","8"
"2020","4259635","Greg Johnson","S","USC","Pac-12","defensive","TD","0"
"2020","4259635","Greg Johnson","S","USC","Pac-12","defensive","TFL","1"
"2020","4259635","Greg Johnson","S","USC","Pac-12","defensive","TOT","12"
"2020","4259636","Levi Jones","LB","NC State","ACC","defensive","PD","1"
"2020","4259636","Levi Jones","LB","NC State","ACC","defensive","QB HUR","2"
"2020","4259636","Levi Jones","LB","NC State","ACC","defensive","SACKS","3"
"2020","4259636","Levi Jones","LB","NC State","ACC","defensive","SOLO","16"
"2020","4259636","Levi Jones","LB","NC State","ACC","defensive","TD","0"
"2020","4259636","Levi Jones","LB","NC State","ACC","defensive","TFL","5.0"
"2020","4259636","Levi Jones","LB","NC State","ACC","defensive","TOT","35"
"2020","4259638","Hunter Echols","DL","USC","Pac-12","defensive","PD","1"
"2020","4259638","Hunter Echols","DL","USC","Pac-12","defensive","QB HUR","0"
"2020","4259638","Hunter Echols","DL","USC","Pac-12","defensive","SACKS","0"
"2020","4259638","Hunter Echols","DL","USC","Pac-12","defensive","SOLO","5"
"2020","4259638","Hunter Echols","DL","USC","Pac-12","defensive","TD","0"
"2020","4259638","Hunter Echols","DL","USC","Pac-12","defensive","TFL","0"
"2020","4259638","Hunter Echols","DL","USC","Pac-12","defensive","TOT","11"
"2020","4259643","Bryce Matthews","LB","USC","Pac-12","defensive","PD","0"
"2020","4259643","Bryce Matthews","LB","USC","Pac-12","defensive","QB HUR","0"
"2020","4259643","Bryce Matthews","LB","USC","Pac-12","defensive","SACKS","0"
"2020","4259643","Bryce Matthews","LB","USC","Pac-12","defensive","SOLO","0"
"2020","4259643","Bryce Matthews","LB","USC","Pac-12","defensive","TD","0"
"2020","4259643","Bryce Matthews","LB","USC","Pac-12","defensive","TFL","0"
"2020","4259643","Bryce Matthews","LB","USC","Pac-12","defensive","TOT","1"
"2020","4259651","Brandon Pili","DL","USC","Pac-12","defensive","PD","0"
"2020","4259651","Brandon Pili","DL","USC","Pac-12","defensive","QB HUR","0"
"2020","4259651","Brandon Pili","DL","USC","Pac-12","defensive","SACKS","0"
"2020","4259651","Brandon Pili","DL","USC","Pac-12","defensive","SOLO","0"
"2020","4259651","Brandon Pili","DL","USC","Pac-12","defensive","TD","0"
"2020","4259651","Brandon Pili","DL","USC","Pac-12","defensive","TFL","0"
"2020","4259651","Brandon Pili","DL","USC","Pac-12","defensive","TOT","3"
"2020","4259659","Jackson Hubbard","P","Duke","ACC","defensive","PD","0"
"2020","4259659","Jackson Hubbard","P","Duke","ACC","defensive","QB HUR","0"
"2020","4259659","Jackson Hubbard","P","Duke","ACC","defensive","SACKS","0"
"2020","4259659","Jackson Hubbard","P","Duke","ACC","defensive","SOLO","0"
"2020","4259659","Jackson Hubbard","P","Duke","ACC","defensive","TD","0"
"2020","4259659","Jackson Hubbard","P","Duke","ACC","defensive","TFL","0"
"2020","4259659","Jackson Hubbard","P","Duke","ACC","defensive","TOT","1"
"2020","4259660","John Taylor","LS","Duke","ACC","defensive","PD","0"
"2020","4259660","John Taylor","LS","Duke","ACC","defensive","QB HUR","0"
"2020","4259660","John Taylor","LS","Duke","ACC","defensive","SACKS","0"
"2020","4259660","John Taylor","LS","Duke","ACC","defensive","SOLO","0"
"2020","4259660","John Taylor","LS","Duke","ACC","defensive","TD","0"
"2020","4259660","John Taylor","LS","Duke","ACC","defensive","TFL","0"
"2020","4259660","John Taylor","LS","Duke","ACC","defensive","TOT","2"
"2020","4259723","Alex Spillum","S","Coastal Carolina","Sun Belt","defensive","PD","4"
"2020","4259723","Alex Spillum","S","Coastal Carolina","Sun Belt","defensive","QB HUR","0"
"2020","4259723","Alex Spillum","S","Coastal Carolina","Sun Belt","defensive","SACKS","0"
"2020","4259723","Alex Spillum","S","Coastal Carolina","Sun Belt","defensive","SOLO","40"
"2020","4259723","Alex Spillum","S","Coastal Carolina","Sun Belt","defensive","TD","0"
"2020","4259723","Alex Spillum","S","Coastal Carolina","Sun Belt","defensive","TFL","1.5"
"2020","4259723","Alex Spillum","S","Coastal Carolina","Sun Belt","defensive","TOT","61"
"2020","4259726","Greg Latushko","WR","Coastal Carolina","Sun Belt","defensive","PD","0"
"2020","4259726","Greg Latushko","WR","Coastal Carolina","Sun Belt","defensive","QB HUR","0"
"2020","4259726","Greg Latushko","WR","Coastal Carolina","Sun Belt","defensive","SACKS","0"
"2020","4259726","Greg Latushko","WR","Coastal Carolina","Sun Belt","defensive","SOLO","0"
"2020","4259726","Greg Latushko","WR","Coastal Carolina","Sun Belt","defensive","TD","0"
"2020","4259726","Greg Latushko","WR","Coastal Carolina","Sun Belt","defensive","TFL","0"
"2020","4259726","Greg Latushko","WR","Coastal Carolina","Sun Belt","defensive","TOT","1"
"2020","4259731","Brayden Matts","S","Coastal Carolina","Sun Belt","defensive","PD","4"
"2020","4259731","Brayden Matts","S","Coastal Carolina","Sun Belt","defensive","QB HUR","0"
"2020","4259731","Brayden Matts","S","Coastal Carolina","Sun Belt","defensive","SACKS","0"
"2020","4259731","Brayden Matts","S","Coastal Carolina","Sun Belt","defensive","SOLO","26"
"2020","4259731","Brayden Matts","S","Coastal Carolina","Sun Belt","defensive","TD","0"
"2020","4259731","Brayden Matts","S","Coastal Carolina","Sun Belt","defensive","TFL","0"
"2020","4259731","Brayden Matts","S","Coastal Carolina","Sun Belt","defensive","TOT","39"
"2020","4259735","Kameron Burton","S","Coastal Carolina","Sun Belt","defensive","PD","0"
"2020","4259735","Kameron Burton","S","Coastal Carolina","Sun Belt","defensive","QB HUR","0"
"2020","4259735","Kameron Burton","S","Coastal Carolina","Sun Belt","defensive","SACKS","0"
"2020","4259735","Kameron Burton","S","Coastal Carolina","Sun Belt","defensive","SOLO","1"
"2020","4259735","Kameron Burton","S","Coastal Carolina","Sun Belt","defensive","TD","0"
"2020","4259735","Kameron Burton","S","Coastal Carolina","Sun Belt","defensive","TFL","0"
"2020","4259735","Kameron Burton","S","Coastal Carolina","Sun Belt","defensive","TOT","1"
"2020","4259738","E.J. Porter","LB","Coastal Carolina","Sun Belt","defensive","PD","0"
"2020","4259738","E.J. Porter","LB","Coastal Carolina","Sun Belt","defensive","QB HUR","0"
"2020","4259738","E.J. Porter","LB","Coastal Carolina","Sun Belt","defensive","SACKS","0"
"2020","4259738","E.J. Porter","LB","Coastal Carolina","Sun Belt","defensive","SOLO","3"
"2020","4259738","E.J. Porter","LB","Coastal Carolina","Sun Belt","defensive","TD","0"
"2020","4259738","E.J. Porter","LB","Coastal Carolina","Sun Belt","defensive","TFL","1"
"2020","4259738","E.J. Porter","LB","Coastal Carolina","Sun Belt","defensive","TOT","14"
"2020","4259739","Chris Evans","LB","Coastal Carolina","Sun Belt","defensive","PD","0"
"2020","4259739","Chris Evans","LB","Coastal Carolina","Sun Belt","defensive","QB HUR","0"
"2020","4259739","Chris Evans","LB","Coastal Carolina","Sun Belt","defensive","SACKS","0"
"2020","4259739","Chris Evans","LB","Coastal Carolina","Sun Belt","defensive","SOLO","1"
"2020","4259739","Chris Evans","LB","Coastal Carolina","Sun Belt","defensive","TD","0"
"2020","4259739","Chris Evans","LB","Coastal Carolina","Sun Belt","defensive","TFL","0"
"2020","4259739","Chris Evans","LB","Coastal Carolina","Sun Belt","defensive","TOT","1"
"2020","4259751","Michael McFarlane","TE","Coastal Carolina","Sun Belt","defensive","PD","0"
"2020","4259751","Michael McFarlane","TE","Coastal Carolina","Sun Belt","defensive","QB HUR","0"
"2020","4259751","Michael McFarlane","TE","Coastal Carolina","Sun Belt","defensive","SACKS","0"
"2020","4259751","Michael McFarlane","TE","Coastal Carolina","Sun Belt","defensive","SOLO","1"
"2020","4259751","Michael McFarlane","TE","Coastal Carolina","Sun Belt","defensive","TD","0"
"2020","4259751","Michael McFarlane","TE","Coastal Carolina","Sun Belt","defensive","TFL","0"
"2020","4259751","Michael McFarlane","TE","Coastal Carolina","Sun Belt","defensive","TOT","1"
"2020","4259753","Myles Olufemi","DB","Coastal Carolina","Sun Belt","defensive","PD","0"
"2020","4259753","Myles Olufemi","DB","Coastal Carolina","Sun Belt","defensive","QB HUR","0"
"2020","4259753","Myles Olufemi","DB","Coastal Carolina","Sun Belt","defensive","SACKS","1"
"2020","4259753","Myles Olufemi","DB","Coastal Carolina","Sun Belt","defensive","SOLO","5"
"2020","4259753","Myles Olufemi","DB","Coastal Carolina","Sun Belt","defensive","TD","0"
"2020","4259753","Myles Olufemi","DB","Coastal Carolina","Sun Belt","defensive","TFL","2"
"2020","4259753","Myles Olufemi","DB","Coastal Carolina","Sun Belt","defensive","TOT","8"
"2020","4259762","Jonathan Ford","DL","Miami","ACC","defensive","PD","0"
"2020","4259762","Jonathan Ford","DL","Miami","ACC","defensive","QB HUR","1"
"2020","4259762","Jonathan Ford","DL","Miami","ACC","defensive","SACKS","0"
"2020","4259762","Jonathan Ford","DL","Miami","ACC","defensive","SOLO","9"
"2020","4259762","Jonathan Ford","DL","Miami","ACC","defensive","TD","0"
"2020","4259762","Jonathan Ford","DL","Miami","ACC","defensive","TFL","1.5"
"2020","4259762","Jonathan Ford","DL","Miami","ACC","defensive","TOT","19"
"2020","4259800","Barrett Banister","WR","Missouri","SEC","defensive","PD","0"
"2020","4259800","Barrett Banister","WR","Missouri","SEC","defensive","QB HUR","0"
"2020","4259800","Barrett Banister","WR","Missouri","SEC","defensive","SACKS","0"
"2020","4259800","Barrett Banister","WR","Missouri","SEC","defensive","SOLO","1"
