"Season","PlayerId","Player","Position","Team","Conference","Category","StatType","Stat"
"2020","107494","Trey Sanders","RB","Alabama","SEC","defensive","PD","0"
"2020","107494","Trey Sanders","RB","Alabama","SEC","defensive","QB HUR","0"
"2020","107494","Trey Sanders","RB","Alabama","SEC","defensive","SACKS","0"
"2020","107494","Trey Sanders","RB","Alabama","SEC","defensive","SOLO","1"
"2020","107494","Trey Sanders","RB","Alabama","SEC","defensive","TD","0"
"2020","107494","Trey Sanders","RB","Alabama","SEC","defensive","TFL","0"
"2020","107494","Trey Sanders","RB","Alabama","SEC","defensive","TOT","1"
"2020","479316","Jonathan Jones","DB","Campbell","Big South","defensive","PD","0"
"2020","479316","Jonathan Jones","DB","Campbell","Big South","defensive","QB HUR","0"
"2020","479316","Jonathan Jones","DB","Campbell","Big South","defensive","SACKS","0"
"2020","479316","Jonathan Jones","DB","Campbell","Big South","defensive","SOLO","20"
"2020","479316","Jonathan Jones","DB","Campbell","Big South","defensive","TD","0"
"2020","479316","Jonathan Jones","DB","Campbell","Big South","defensive","TFL","2"
"2020","479316","Jonathan Jones","DB","Campbell","Big South","defensive","TOT","29"
"2020","548077","Ryan Smith","LB","Duke","ACC","defensive","PD","0"
"2020","548077","Ryan Smith","LB","Duke","ACC","defensive","QB HUR","0"
"2020","548077","Ryan Smith","LB","Duke","ACC","defensive","SACKS","0"
"2020","548077","Ryan Smith","LB","Duke","ACC","defensive","SOLO","1"
"2020","548077","Ryan Smith","LB","Duke","ACC","defensive","TD","0"
"2020","548077","Ryan Smith","LB","Duke","ACC","defensive","TFL","0"
"2020","548077","Ryan Smith","LB","Duke","ACC","defensive","TOT","1"
"2020","3118460","Tony Fair","DL","UAB","Conference USA","defensive","PD","0"
"2020","3118460","Tony Fair","DL","UAB","Conference USA","defensive","QB HUR","1"
"2020","3118460","Tony Fair","DL","UAB","Conference USA","defensive","SACKS","0"
"2020","3118460","Tony Fair","DL","UAB","Conference USA","defensive","SOLO","9"
"2020","3118460","Tony Fair","DL","UAB","Conference USA","defensive","TD","0"
"2020","3118460","Tony Fair","DL","UAB","Conference USA","defensive","TFL","2"
"2020","3118460","Tony Fair","DL","UAB","Conference USA","defensive","TOT","20"
"2020","3121655","Justus Reed","DL","Virginia Tech","ACC","defensive","PD","0"
"2020","3121655","Justus Reed","DL","Virginia Tech","ACC","defensive","QB HUR","7"
"2020","3121655","Justus Reed","DL","Virginia Tech","ACC","defensive","SACKS","6.5"
"2020","3121655","Justus Reed","DL","Virginia Tech","ACC","defensive","SOLO","17"
"2020","3121655","Justus Reed","DL","Virginia Tech","ACC","defensive","TD","0"
"2020","3121655","Justus Reed","DL","Virginia Tech","ACC","defensive","TFL","9.0"
"2020","3121655","Justus Reed","DL","Virginia Tech","ACC","defensive","TOT","29"
"2020","3138827","Kavika Fonua","LB","BYU","FBS Independents","defensive","PD","3"
"2020","3138827","Kavika Fonua","LB","BYU","FBS Independents","defensive","QB HUR","0"
"2020","3138827","Kavika Fonua","LB","BYU","FBS Independents","defensive","SACKS","0"
"2020","3138827","Kavika Fonua","LB","BYU","FBS Independents","defensive","SOLO","11"
"2020","3138827","Kavika Fonua","LB","BYU","FBS Independents","defensive","TD","0"
"2020","3138827","Kavika Fonua","LB","BYU","FBS Independents","defensive","TFL","2"
"2020","3138827","Kavika Fonua","LB","BYU","FBS Independents","defensive","TOT","28"
"2020","3138841","Bracken El-Bakri","DL","BYU","FBS Independents","defensive","PD","0"
"2020","3138841","Bracken El-Bakri","DL","BYU","FBS Independents","defensive","QB HUR","3"
"2020","3138841","Bracken El-Bakri","DL","BYU","FBS Independents","defensive","SACKS","2.5"
"2020","3138841","Bracken El-Bakri","DL","BYU","FBS Independents","defensive","SOLO","18"
"2020","3138841","Bracken El-Bakri","DL","BYU","FBS Independents","defensive","TD","0"
"2020","3138841","Bracken El-Bakri","DL","BYU","FBS Independents","defensive","TFL","4.5"
"2020","3138841","Bracken El-Bakri","DL","BYU","FBS Independents","defensive","TOT","49"
"2020","3672814","Jared Kapisi","DB","BYU","FBS Independents","defensive","PD","2"
"2020","3672814","Jared Kapisi","DB","BYU","FBS Independents","defensive","QB HUR","1"
"2020","3672814","Jared Kapisi","DB","BYU","FBS Independents","defensive","SACKS","2"
"2020","3672814","Jared Kapisi","DB","BYU","FBS Independents","defensive","SOLO","1"
"2020","3672814","Jared Kapisi","DB","BYU","FBS Independents","defensive","TD","0"
"2020","3672814","Jared Kapisi","DB","BYU","FBS Independents","defensive","TFL","0"
"2020","3672814","Jared Kapisi","DB","BYU","FBS Independents","defensive","TOT","5"
"2020","3672865","Scott Patchan","DL","Colorado State","Mountain West","defensive","PD","0"
"2020","3672865","Scott Patchan","DL","Colorado State","Mountain West","defensive","QB HUR","3"
"2020","3672865","Scott Patchan","DL","Colorado State","Mountain West","defensive","SACKS","5.5"
"2020","3672865","Scott Patchan","DL","Colorado State","Mountain West","defensive","SOLO","10"
"2020","3672865","Scott Patchan","DL","Colorado State","Mountain West","defensive","TD","0"
"2020","3672865","Scott Patchan","DL","Colorado State","Mountain West","defensive","TFL","7.5"
"2020","3672865","Scott Patchan","DL","Colorado State","Mountain West","defensive","TOT","22"
"2020","3707332","Dahu Green","WR","Arkansas State","Sun Belt","defensive","PD","0"
"2020","3707332","Dahu Green","WR","Arkansas State","Sun Belt","defensive","QB HUR","0"
"2020","3707332","Dahu Green","WR","Arkansas State","Sun Belt","defensive","SACKS","0"
"2020","3707332","Dahu Green","WR","Arkansas State","Sun Belt","defensive","SOLO","8"
"2020","3707332","Dahu Green","WR","Arkansas State","Sun Belt","defensive","TD","0"
"2020","3707332","Dahu Green","WR","Arkansas State","Sun Belt","defensive","TFL","0"
"2020","3707332","Dahu Green","WR","Arkansas State","Sun Belt","defensive","TOT","8"
"2020","3722357","Sam Whitney","DE","Boise State","Mountain West","defensive","PD","1"
"2020","3722357","Sam Whitney","DE","Boise State","Mountain West","defensive","QB HUR","0"
"2020","3722357","Sam Whitney","DE","Boise State","Mountain West","defensive","SACKS","2"
"2020","3722357","Sam Whitney","DE","Boise State","Mountain West","defensive","SOLO","12"
"2020","3722357","Sam Whitney","DE","Boise State","Mountain West","defensive","TD","0"
"2020","3722357","Sam Whitney","DE","Boise State","Mountain West","defensive","TFL","2"
"2020","3722357","Sam Whitney","DE","Boise State","Mountain West","defensive","TOT","21"
"2020","3722370","Riley Whimpey","LB","Boise State","Mountain West","defensive","PD","2"
"2020","3722370","Riley Whimpey","LB","Boise State","Mountain West","defensive","QB HUR","0"
"2020","3722370","Riley Whimpey","LB","Boise State","Mountain West","defensive","SACKS","1"
"2020","3722370","Riley Whimpey","LB","Boise State","Mountain West","defensive","SOLO","33"
"2020","3722370","Riley Whimpey","LB","Boise State","Mountain West","defensive","TD","0"
"2020","3722370","Riley Whimpey","LB","Boise State","Mountain West","defensive","TFL","7.5"
"2020","3722370","Riley Whimpey","LB","Boise State","Mountain West","defensive","TOT","61"
"2020","3722376","Evan Tyler","S","Boise State","Mountain West","defensive","PD","1"
"2020","3722376","Evan Tyler","S","Boise State","Mountain West","defensive","QB HUR","0"
"2020","3722376","Evan Tyler","S","Boise State","Mountain West","defensive","SACKS","0"
"2020","3722376","Evan Tyler","S","Boise State","Mountain West","defensive","SOLO","8"
"2020","3722376","Evan Tyler","S","Boise State","Mountain West","defensive","TD","0"
"2020","3722376","Evan Tyler","S","Boise State","Mountain West","defensive","TFL","0"
"2020","3722376","Evan Tyler","S","Boise State","Mountain West","defensive","TOT","12"
"2020","3728271","Bryce Witham","TE","Minnesota","Big Ten","defensive","PD","0"
"2020","3728271","Bryce Witham","TE","Minnesota","Big Ten","defensive","QB HUR","0"
"2020","3728271","Bryce Witham","TE","Minnesota","Big Ten","defensive","SACKS","0"
"2020","3728271","Bryce Witham","TE","Minnesota","Big Ten","defensive","SOLO","2"
"2020","3728271","Bryce Witham","TE","Minnesota","Big Ten","defensive","TD","0"
"2020","3728271","Bryce Witham","TE","Minnesota","Big Ten","defensive","TFL","0"
"2020","3728271","Bryce Witham","TE","Minnesota","Big Ten","defensive","TOT","2"
"2020","3728284","Zo Craighton","DB","North Alabama","Big South","defensive","PD","0"
"2020","3728284","Zo Craighton","DB","North Alabama","Big South","defensive","QB HUR","0"
"2020","3728284","Zo Craighton","DB","North Alabama","Big South","defensive","SACKS","0"
"2020","3728284","Zo Craighton","DB","North Alabama","Big South","defensive","SOLO","9"
"2020","3728284","Zo Craighton","DB","North Alabama","Big South","defensive","TD","0"
"2020","3728284","Zo Craighton","DB","North Alabama","Big South","defensive","TFL","0"
"2020","3728284","Zo Craighton","DB","North Alabama","Big South","defensive","TOT","16"
"2020","3858274","Luc Bequette","DL","Boston College","ACC","defensive","PD","1"
"2020","3858274","Luc Bequette","DL","Boston College","ACC","defensive","QB HUR","0"
"2020","3858274","Luc Bequette","DL","Boston College","ACC","defensive","SACKS","1"
"2020","3858274","Luc Bequette","DL","Boston College","ACC","defensive","SOLO","7"
"2020","3858274","Luc Bequette","DL","Boston College","ACC","defensive","TD","0"
"2020","3858274","Luc Bequette","DL","Boston College","ACC","defensive","TFL","3"
"2020","3858274","Luc Bequette","DL","Boston College","ACC","defensive","TOT","18"
"2020","3860070","Seth Collins","DB","Texas Tech","Big 12","defensive","PD","0"
"2020","3860070","Seth Collins","DB","Texas Tech","Big 12","defensive","QB HUR","0"
"2020","3860070","Seth Collins","DB","Texas Tech","Big 12","defensive","SACKS","0"
"2020","3860070","Seth Collins","DB","Texas Tech","Big 12","defensive","SOLO","4"
"2020","3860070","Seth Collins","DB","Texas Tech","Big 12","defensive","TD","0"
"2020","3860070","Seth Collins","DB","Texas Tech","Big 12","defensive","TFL","0"
"2020","3860070","Seth Collins","DB","Texas Tech","Big 12","defensive","TOT","5"
"2020","3863052","Micah Dew-Treadway","DL","Minnesota","Big Ten","defensive","PD","0"
"2020","3863052","Micah Dew-Treadway","DL","Minnesota","Big Ten","defensive","QB HUR","1"
"2020","3863052","Micah Dew-Treadway","DL","Minnesota","Big Ten","defensive","SACKS","0.5"
"2020","3863052","Micah Dew-Treadway","DL","Minnesota","Big Ten","defensive","SOLO","8"
"2020","3863052","Micah Dew-Treadway","DL","Minnesota","Big Ten","defensive","TD","0"
"2020","3863052","Micah Dew-Treadway","DL","Minnesota","Big Ten","defensive","TFL","1.5"
"2020","3863052","Micah Dew-Treadway","DL","Minnesota","Big Ten","defensive","TOT","10"
"2020","3863561","Zeandae Johnson","DE","California","Pac-12","defensive","PD","0"
"2020","3863561","Zeandae Johnson","DE","California","Pac-12","defensive","QB HUR","1"
"2020","3863561","Zeandae Johnson","DE","California","Pac-12","defensive","SACKS","0"
"2020","3863561","Zeandae Johnson","DE","California","Pac-12","defensive","SOLO","3"
"2020","3863561","Zeandae Johnson","DE","California","Pac-12","defensive","TD","0"
"2020","3863561","Zeandae Johnson","DE","California","Pac-12","defensive","TFL","0.5"
"2020","3863561","Zeandae Johnson","DE","California","Pac-12","defensive","TOT","8"
"2020","3886632","Justin Hughes","LB","Kansas State","Big 12","defensive","PD","1"
"2020","3886632","Justin Hughes","LB","Kansas State","Big 12","defensive","QB HUR","0"
"2020","3886632","Justin Hughes","LB","Kansas State","Big 12","defensive","SACKS","0"
"2020","3886632","Justin Hughes","LB","Kansas State","Big 12","defensive","SOLO","29"
"2020","3886632","Justin Hughes","LB","Kansas State","Big 12","defensive","TD","0"
"2020","3886632","Justin Hughes","LB","Kansas State","Big 12","defensive","TFL","2"
"2020","3886632","Justin Hughes","LB","Kansas State","Big 12","defensive","TOT","44"
"2020","3895797","Tre Tipton","WR","Pittsburgh","ACC","defensive","PD","0"
"2020","3895797","Tre Tipton","WR","Pittsburgh","ACC","defensive","QB HUR","0"
"2020","3895797","Tre Tipton","WR","Pittsburgh","ACC","defensive","SACKS","0"
"2020","3895797","Tre Tipton","WR","Pittsburgh","ACC","defensive","SOLO","1"
"2020","3895797","Tre Tipton","WR","Pittsburgh","ACC","defensive","TD","0"
"2020","3895797","Tre Tipton","WR","Pittsburgh","ACC","defensive","TFL","0"
"2020","3895797","Tre Tipton","WR","Pittsburgh","ACC","defensive","TOT","1"
"2020","3895858","Richard Moore","LB","SMU","American Athletic","defensive","PD","0"
"2020","3895858","Richard Moore","LB","SMU","American Athletic","defensive","QB HUR","0"
"2020","3895858","Richard Moore","LB","SMU","American Athletic","defensive","SACKS","0"
"2020","3895858","Richard Moore","LB","SMU","American Athletic","defensive","SOLO","0"
"2020","3895858","Richard Moore","LB","SMU","American Athletic","defensive","TD","0"
"2020","3895858","Richard Moore","LB","SMU","American Athletic","defensive","TFL","0"
"2020","3895858","Richard Moore","LB","SMU","American Athletic","defensive","TOT","1"
"2020","3910654","Tyree Thompson","LB","Buffalo","Mid-American","defensive","PD","1"
"2020","3910654","Tyree Thompson","LB","Buffalo","Mid-American","defensive","QB HUR","1"
"2020","3910654","Tyree Thompson","LB","Buffalo","Mid-American","defensive","SACKS","0"
"2020","3910654","Tyree Thompson","LB","Buffalo","Mid-American","defensive","SOLO","19"
"2020","3910654","Tyree Thompson","LB","Buffalo","Mid-American","defensive","TD","0"
"2020","3910654","Tyree Thompson","LB","Buffalo","Mid-American","defensive","TFL","1.5"
"2020","3910654","Tyree Thompson","LB","Buffalo","Mid-American","defensive","TOT","32"
"2020","3913010","Thad Mangum","DT","South Florida","American Athletic","defensive","PD","0"
"2020","3913010","Thad Mangum","DT","South Florida","American Athletic","defensive","QB HUR","1"
"2020","3913010","Thad Mangum","DT","South Florida","American Athletic","defensive","SACKS","0"
"2020","3913010","Thad Mangum","DT","South Florida","American Athletic","defensive","SOLO","20"
"2020","3913010","Thad Mangum","DT","South Florida","American Athletic","defensive","TD","0"
"2020","3913010","Thad Mangum","DT","South Florida","American Athletic","defensive","TFL","4"
"2020","3913010","Thad Mangum","DT","South Florida","American Athletic","defensive","TOT","37"
"2020","3914376","Ephraim Kitchen","CB","Georgia Southern","Sun Belt","defensive","PD","1"
"2020","3914376","Ephraim Kitchen","CB","Georgia Southern","Sun Belt","defensive","QB HUR","0"
"2020","3914376","Ephraim Kitchen","CB","Georgia Southern","Sun Belt","defensive","SACKS","0"
"2020","3914376","Ephraim Kitchen","CB","Georgia Southern","Sun Belt","defensive","SOLO","16"
"2020","3914376","Ephraim Kitchen","CB","Georgia Southern","Sun Belt","defensive","TD","0"
"2020","3914376","Ephraim Kitchen","CB","Georgia Southern","Sun Belt","defensive","TFL","0.5"
"2020","3914376","Ephraim Kitchen","CB","Georgia Southern","Sun Belt","defensive","TOT","20"
"2020","3914489","Eli Howard","DL","Texas Tech","Big 12","defensive","PD","1"
"2020","3914489","Eli Howard","DL","Texas Tech","Big 12","defensive","QB HUR","3"
"2020","3914489","Eli Howard","DL","Texas Tech","Big 12","defensive","SACKS","2.5"
"2020","3914489","Eli Howard","DL","Texas Tech","Big 12","defensive","SOLO","11"
"2020","3914489","Eli Howard","DL","Texas Tech","Big 12","defensive","TD","0"
"2020","3914489","Eli Howard","DL","Texas Tech","Big 12","defensive","TFL","3.0"
"2020","3914489","Eli Howard","DL","Texas Tech","Big 12","defensive","TOT","16"
"2020","3914537","Miles Fox","DL","Wake Forest","ACC","defensive","PD","1"
"2020","3914537","Miles Fox","DL","Wake Forest","ACC","defensive","QB HUR","1"
"2020","3914537","Miles Fox","DL","Wake Forest","ACC","defensive","SACKS","3.5"
"2020","3914537","Miles Fox","DL","Wake Forest","ACC","defensive","SOLO","17"
"2020","3914537","Miles Fox","DL","Wake Forest","ACC","defensive","TD","0"
"2020","3914537","Miles Fox","DL","Wake Forest","ACC","defensive","TFL","11.0"
"2020","3914537","Miles Fox","DL","Wake Forest","ACC","defensive","TOT","24"
"2020","3914628","Jarrid Williams","OL","Miami","ACC","defensive","PD","0"
"2020","3914628","Jarrid Williams","OL","Miami","ACC","defensive","QB HUR","0"
"2020","3914628","Jarrid Williams","OL","Miami","ACC","defensive","SACKS","0"
"2020","3914628","Jarrid Williams","OL","Miami","ACC","defensive","SOLO","1"
"2020","3914628","Jarrid Williams","OL","Miami","ACC","defensive","TD","0"
"2020","3914628","Jarrid Williams","OL","Miami","ACC","defensive","TFL","0"
"2020","3914628","Jarrid Williams","OL","Miami","ACC","defensive","TOT","1"
"2020","3914827","EJ Muhammad","DB","Nevada","Mountain West","defensive","PD","3"
"2020","3914827","EJ Muhammad","DB","Nevada","Mountain West","defensive","QB HUR","0"
"2020","3914827","EJ Muhammad","DB","Nevada","Mountain West","defensive","SACKS","0"
"2020","3914827","EJ Muhammad","DB","Nevada","Mountain West","defensive","SOLO","17"
"2020","3914827","EJ Muhammad","DB","Nevada","Mountain West","defensive","TD","0"
"2020","3914827","EJ Muhammad","DB","Nevada","Mountain West","defensive","TFL","3.5"
"2020","3914827","EJ Muhammad","DB","Nevada","Mountain West","defensive","TOT","32"
"2020","3915243","Eli Brown","LB","Western Kentucky","Conference USA","defensive","PD","0"
"2020","3915243","Eli Brown","LB","Western Kentucky","Conference USA","defensive","QB HUR","4"
"2020","3915243","Eli Brown","LB","Western Kentucky","Conference USA","defensive","SACKS","2"
"2020","3915243","Eli Brown","LB","Western Kentucky","Conference USA","defensive","SOLO","29"
"2020","3915243","Eli Brown","LB","Western Kentucky","Conference USA","defensive","TD","1"
"2020","3915243","Eli Brown","LB","Western Kentucky","Conference USA","defensive","TFL","8.5"
"2020","3915243","Eli Brown","LB","Western Kentucky","Conference USA","defensive","TOT","52"
"2020","3915523","Justin Hilliard","LB","Ohio State","Big Ten","defensive","PD","1"
"2020","3915523","Justin Hilliard","LB","Ohio State","Big Ten","defensive","QB HUR","0"
"2020","3915523","Justin Hilliard","LB","Ohio State","Big Ten","defensive","SACKS","0"
"2020","3915523","Justin Hilliard","LB","Ohio State","Big Ten","defensive","SOLO","20"
"2020","3915523","Justin Hilliard","LB","Ohio State","Big Ten","defensive","TD","0"
"2020","3915523","Justin Hilliard","LB","Ohio State","Big Ten","defensive","TFL","5"
"2020","3915523","Justin Hilliard","LB","Ohio State","Big Ten","defensive","TOT","33"
"2020","3915835","Christian Taylor","LB","Texas State","Sun Belt","defensive","PD","0"
"2020","3915835","Christian Taylor","LB","Texas State","Sun Belt","defensive","QB HUR","1"
"2020","3915835","Christian Taylor","LB","Texas State","Sun Belt","defensive","SACKS","1"
"2020","3915835","Christian Taylor","LB","Texas State","Sun Belt","defensive","SOLO","20"
"2020","3915835","Christian Taylor","LB","Texas State","Sun Belt","defensive","TD","0"
"2020","3915835","Christian Taylor","LB","Texas State","Sun Belt","defensive","TFL","4.5"
"2020","3915835","Christian Taylor","LB","Texas State","Sun Belt","defensive","TOT","47"
"2020","3915874","Stephen Forester","LB","UTEP","Conference USA","defensive","PD","0"
"2020","3915874","Stephen Forester","LB","UTEP","Conference USA","defensive","QB HUR","1"
"2020","3915874","Stephen Forester","LB","UTEP","Conference USA","defensive","SACKS","1"
"2020","3915874","Stephen Forester","LB","UTEP","Conference USA","defensive","SOLO","29"
"2020","3915874","Stephen Forester","LB","UTEP","Conference USA","defensive","TD","0"
"2020","3915874","Stephen Forester","LB","UTEP","Conference USA","defensive","TFL","5.0"
"2020","3915874","Stephen Forester","LB","UTEP","Conference USA","defensive","TOT","62"
"2020","3915898","Jayson VanHook","LB","UTEP","Conference USA","defensive","PD","1"
"2020","3915898","Jayson VanHook","LB","UTEP","Conference USA","defensive","QB HUR","1"
"2020","3915898","Jayson VanHook","LB","UTEP","Conference USA","defensive","SACKS","1"
"2020","3915898","Jayson VanHook","LB","UTEP","Conference USA","defensive","SOLO","10"
"2020","3915898","Jayson VanHook","LB","UTEP","Conference USA","defensive","TD","0"
"2020","3915898","Jayson VanHook","LB","UTEP","Conference USA","defensive","TFL","2.5"
"2020","3915898","Jayson VanHook","LB","UTEP","Conference USA","defensive","TOT","24"
"2020","3916127","Elijah Sullivan","LB","Kansas State","Big 12","defensive","PD","0"
"2020","3916127","Elijah Sullivan","LB","Kansas State","Big 12","defensive","QB HUR","1"
"2020","3916127","Elijah Sullivan","LB","Kansas State","Big 12","defensive","SACKS","0"
"2020","3916127","Elijah Sullivan","LB","Kansas State","Big 12","defensive","SOLO","27"
"2020","3916127","Elijah Sullivan","LB","Kansas State","Big 12","defensive","TD","0"
"2020","3916127","Elijah Sullivan","LB","Kansas State","Big 12","defensive","TFL","1.5"
"2020","3916127","Elijah Sullivan","LB","Kansas State","Big 12","defensive","TOT","39"
"2020","3916437","Tyrone Riley","OT","NC State","ACC","defensive","PD","0"
"2020","3916437","Tyrone Riley","OT","NC State","ACC","defensive","QB HUR","0"
"2020","3916437","Tyrone Riley","OT","NC State","ACC","defensive","SACKS","0"
"2020","3916437","Tyrone Riley","OT","NC State","ACC","defensive","SOLO","1"
"2020","3916437","Tyrone Riley","OT","NC State","ACC","defensive","TD","0"
"2020","3916437","Tyrone Riley","OT","NC State","ACC","defensive","TFL","0"
"2020","3916437","Tyrone Riley","OT","NC State","ACC","defensive","TOT","1"
"2020","3916461","Troy Henderson","LB","Austin Peay","OVC","defensive","PD","0"
"2020","3916461","Troy Henderson","LB","Austin Peay","OVC","defensive","QB HUR","1"
"2020","3916461","Troy Henderson","LB","Austin Peay","OVC","defensive","SACKS","0"
"2020","3916461","Troy Henderson","LB","Austin Peay","OVC","defensive","SOLO","3"
"2020","3916461","Troy Henderson","LB","Austin Peay","OVC","defensive","TD","0"
"2020","3916461","Troy Henderson","LB","Austin Peay","OVC","defensive","TFL","0"
"2020","3916461","Troy Henderson","LB","Austin Peay","OVC","defensive","TOT","3"
"2020","3916642","Clay Holford","DL","Eastern Michigan","Mid-American","defensive","PD","0"
"2020","3916642","Clay Holford","DL","Eastern Michigan","Mid-American","defensive","QB HUR","0"
"2020","3916642","Clay Holford","DL","Eastern Michigan","Mid-American","defensive","SACKS","0"
"2020","3916642","Clay Holford","DL","Eastern Michigan","Mid-American","defensive","SOLO","2"
"2020","3916642","Clay Holford","DL","Eastern Michigan","Mid-American","defensive","TD","0"
"2020","3916642","Clay Holford","DL","Eastern Michigan","Mid-American","defensive","TFL","0"
"2020","3916642","Clay Holford","DL","Eastern Michigan","Mid-American","defensive","TOT","3"
"2020","3916938","Richard McBryde","LB","SMU","American Athletic","defensive","PD","2"
"2020","3916938","Richard McBryde","LB","SMU","American Athletic","defensive","QB HUR","0"
"2020","3916938","Richard McBryde","LB","SMU","American Athletic","defensive","SACKS","3"
"2020","3916938","Richard McBryde","LB","SMU","American Athletic","defensive","SOLO","41"
"2020","3916938","Richard McBryde","LB","SMU","American Athletic","defensive","TD","0"
"2020","3916938","Richard McBryde","LB","SMU","American Athletic","defensive","TFL","8"
"2020","3916938","Richard McBryde","LB","SMU","American Athletic","defensive","TOT","51"
"2020","3917015","Cristian Williams","S","Tulsa","American Athletic","defensive","PD","4"
"2020","3917015","Cristian Williams","S","Tulsa","American Athletic","defensive","QB HUR","0"
"2020","3917015","Cristian Williams","S","Tulsa","American Athletic","defensive","SACKS","0"
"2020","3917015","Cristian Williams","S","Tulsa","American Athletic","defensive","SOLO","30"
"2020","3917015","Cristian Williams","S","Tulsa","American Athletic","defensive","TD","0"
"2020","3917015","Cristian Williams","S","Tulsa","American Athletic","defensive","TFL","1.5"
"2020","3917015","Cristian Williams","S","Tulsa","American Athletic","defensive","TOT","48"
"2020","3917582","Joe Dillon","LB","Louisiana","Sun Belt","defensive","PD","1"
"2020","3917582","Joe Dillon","LB","Louisiana","Sun Belt","defensive","QB HUR","6"
"2020","3917582","Joe Dillon","LB","Louisiana","Sun Belt","defensive","SACKS","0"
"2020","3917582","Joe Dillon","LB","Louisiana","Sun Belt","defensive","SOLO","13"
"2020","3917582","Joe Dillon","LB","Louisiana","Sun Belt","defensive","TD","0"
"2020","3917582","Joe Dillon","LB","Louisiana","Sun Belt","defensive","TFL","1.5"
"2020","3917582","Joe Dillon","LB","Louisiana","Sun Belt","defensive","TOT","26"
"2020","3917594","Terrence Jones","LB","Louisiana","Sun Belt","defensive","PD","0"
"2020","3917594","Terrence Jones","LB","Louisiana","Sun Belt","defensive","QB HUR","0"
"2020","3917594","Terrence Jones","LB","Louisiana","Sun Belt","defensive","SACKS","0"
"2020","3917594","Terrence Jones","LB","Louisiana","Sun Belt","defensive","SOLO","2"
"2020","3917594","Terrence Jones","LB","Louisiana","Sun Belt","defensive","TD","0"
"2020","3917594","Terrence Jones","LB","Louisiana","Sun Belt","defensive","TFL","0"
"2020","3917594","Terrence Jones","LB","Louisiana","Sun Belt","defensive","TOT","2"
"2020","3917818","David Curry","LB","Georgia Tech","ACC","defensive","PD","2"
"2020","3917818","David Curry","LB","Georgia Tech","ACC","defensive","QB HUR","1"
"2020","3917818","David Curry","LB","Georgia Tech","ACC","defensive","SACKS","1.5"
"2020","3917818","David Curry","LB","Georgia Tech","ACC","defensive","SOLO","41"
"2020","3917818","David Curry","LB","Georgia Tech","ACC","defensive","TD","0"
"2020","3917818","David Curry","LB","Georgia Tech","ACC","defensive","TFL","9.0"
"2020","3917818","David Curry","LB","Georgia Tech","ACC","defensive","TOT","84"
"2020","3917820","Meiko Dotson","DB","Florida State","ACC","defensive","PD","0"
"2020","3917820","Meiko Dotson","DB","Florida State","ACC","defensive","QB HUR","0"
"2020","3917820","Meiko Dotson","DB","Florida State","ACC","defensive","SACKS","0"
"2020","3917820","Meiko Dotson","DB","Florida State","ACC","defensive","SOLO","6"
"2020","3917820","Meiko Dotson","DB","Florida State","ACC","defensive","TD","0"
"2020","3917820","Meiko Dotson","DB","Florida State","ACC","defensive","TFL","0"
"2020","3917820","Meiko Dotson","DB","Florida State","ACC","defensive","TOT","9"
"2020","3917922","Richard Burney","DE","Virginia","ACC","defensive","PD","1"
"2020","3917922","Richard Burney","DE","Virginia","ACC","defensive","QB HUR","0"
"2020","3917922","Richard Burney","DE","Virginia","ACC","defensive","SACKS","2"
"2020","3917922","Richard Burney","DE","Virginia","ACC","defensive","SOLO","9"
"2020","3917922","Richard Burney","DE","Virginia","ACC","defensive","TD","0"
"2020","3917922","Richard Burney","DE","Virginia","ACC","defensive","TFL","4.0"
"2020","3917922","Richard Burney","DE","Virginia","ACC","defensive","TOT","16"
"2020","3917959","Denzel Feaster","LB","Kansas","Big 12","defensive","PD","0"
"2020","3917959","Denzel Feaster","LB","Kansas","Big 12","defensive","QB HUR","0"
"2020","3917959","Denzel Feaster","LB","Kansas","Big 12","defensive","SACKS","0"
"2020","3917959","Denzel Feaster","LB","Kansas","Big 12","defensive","SOLO","16"
"2020","3917959","Denzel Feaster","LB","Kansas","Big 12","defensive","TD","0"
"2020","3917959","Denzel Feaster","LB","Kansas","Big 12","defensive","TFL","1.5"
"2020","3917959","Denzel Feaster","LB","Kansas","Big 12","defensive","TOT","20"
"2020","3918640","Tyree Turner","DL","UAB","Conference USA","defensive","PD","0"
"2020","3918640","Tyree Turner","DL","UAB","Conference USA","defensive","QB HUR","2"
"2020","3918640","Tyree Turner","DL","UAB","Conference USA","defensive","SACKS","2"
"2020","3918640","Tyree Turner","DL","UAB","Conference USA","defensive","SOLO","10"
"2020","3918640","Tyree Turner","DL","UAB","Conference USA","defensive","TD","0"
"2020","3918640","Tyree Turner","DL","UAB","Conference USA","defensive","TFL","5.5"
"2020","3918640","Tyree Turner","DL","UAB","Conference USA","defensive","TOT","23"
"2020","3919597","Kevin Henry","LB","Tulane","American Athletic","defensive","PD","1"
"2020","3919597","Kevin Henry","LB","Tulane","American Athletic","defensive","QB HUR","2"
"2020","3919597","Kevin Henry","LB","Tulane","American Athletic","defensive","SACKS","1"
"2020","3919597","Kevin Henry","LB","Tulane","American Athletic","defensive","SOLO","31"
"2020","3919597","Kevin Henry","LB","Tulane","American Athletic","defensive","TD","0"
"2020","3919597","Kevin Henry","LB","Tulane","American Athletic","defensive","TFL","7.0"
