player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Preston Smith,9471,ED,MISS STATE,13,10,1.4,0,0,227,69.7,87.2,69.7,82.6,82.7,71.3,8.1,3,2,231,233,8.2,19,24
Eddie Goldman,9472,DI,FLORIDA ST,14,6,1.4,1,1,167,53.3,68.9,33.8,61.0,76.9,57.5,17.2,5,4,336,337,4.8,16,18
Jalen Collins,9475,CB,LSU,13,3,9.7,0,0,211,79.3,81.9,85.8,,84.2,76.6,6.3,1,2,260,263,2.3,6,12
Benardrick McKinney,9476,LB,MISS STATE,13,13,3.0,0,0,227,48.5,68.5,82.3,60.4,83.7,68.8,7.0,4,1,248,251,10.9,27,40
Hau'oli Kikaha,9477,ED,WASHINGTON,14,3,3.5,1,0,340,77.4,86.1,57.9,91.1,73.0,73.7,10.0,4,3,375,383,5.9,22,33
Eric Kendricks,9478,LB,UCLA,13,12,4.0,0,0,324,92.1,84.2,65.9,63.9,72.8,75.9,12.2,12,2,426,436,9.9,42,74
Eric Rowe,9480,CB,UTAH,12,1,7.4,0,0,328,81.2,86.2,53.2,60.7,92.1,88.9,0.0,0,4,337,341,4.2,14,26
Denzel Perryman,9481,LB,MIAMI FL,13,11,3.1,0,2,220,82.0,74.3,69.2,56.3,69.1,72.6,11.5,9,1,355,364,11.3,40,58
Ronald Darby,9483,CB,FLORIDA ST,14,1,6.6,1,1,167,80.0,81.7,57.1,60.0,82.4,84.3,7.7,1,2,443,445,1.4,6,11
Nate Orchard,9484,ED,UTAH,13,10,2.8,0,0,328,58.0,77.0,46.6,71.5,80.4,77.5,7.1,4,3,359,364,8.1,29,42
Jordan Phillips,9485,DI,OKLAHOMA,13,6,1.3,0,0,261,59.0,85.3,88.3,78.6,83.8,56.3,16.2,6,0,238,245,8.8,21,25
Senquez Golson,9489,CB,OLE MISS,13,2,4.6,0,0,226,94.4,93.5,47.7,88.7,62.9,70.8,30.4,7,3,319,327,2.8,9,14
Markus Golden,9491,ED,MISSOURI,13,12,1.9,0,1,229,67.2,89.4,37.3,81.6,87.5,86.6,0.0,0,3,305,308,8.5,26,38
Randy Gregory,9493,ED,NEBRASKA,11,6,3.4,1,0,238,78.5,84.4,49.4,79.1,77.9,78.9,10.3,4,2,282,285,6.4,18,29
Quinten Rollins,9495,CB,MIAMI OH,12,3,9.1,0,1,221,91.1,92.0,87.5,66.1,90.6,89.8,3.7,1,1,428,438,1.6,7,23
Frank Clark,9496,ED,MICHIGAN,10,3,2.7,0,0,222,67.4,92.1,82.3,90.8,87.6,87.7,3.3,1,0,190,192,11.6,22,26
Jordan Richards,9497,S,STANFORD,13,5,8.1,0,1,300,89.2,89.7,25.6,49.2,82.5,80.9,14.3,6,2,340,348,3.2,11,31
D'Joun Smith,9498,CB,FAU,11,2,13.6,0,1,165,72.9,69.4,52.4,49.6,54.7,73.3,16.7,3,5,381,383,0.8,3,13
Owa Odighizuwa,9507,ED,UCLA,13,9,2.5,1,0,324,74.7,77.6,6.4,72.5,80.9,79.9,4.3,2,8,370,379,6.8,25,35
P.J. Williams,9511,CB,FLORIDA ST,13,6,7.6,0,0,167,63.9,71.7,87.6,72.3,88.6,61.8,9.6,5,3,463,465,4.5,21,41
Eli Harold,9512,ED,VIRGINIA,12,2,2.1,0,0,335,48.3,67.1,21.2,70.9,66.4,62.7,15.0,6,6,358,364,5.9,21,32
Alex Carter,9513,CB,STANFORD,13,1,11.3,0,1,300,65.6,68.3,22.9,,84.9,67.8,14.3,2,5,322,330,0.9,3,11
Lorenzo Mauldin IV,9515,ED,LOUISVILLE,12,3,1.7,0,1,210,67.1,90.3,61.9,85.1,88.1,79.5,6.8,3,1,303,307,10.9,33,38
Craig Mager,9516,CB,TEXAS ST,12,1,9.2,1,0,314,77.6,83.3,87.5,84.5,89.9,83.4,6.9,2,3,435,440,3.2,14,26
Jordan Hicks,9517,LB,TEXAS,13,13,2.8,0,0,311,83.4,78.5,60.6,71.8,72.1,89.8,6.0,4,2,409,419,7.3,30,50
Danielle Hunter,9521,ED,LSU,13,11,1.9,0,1,211,74.4,78.8,86.9,57.3,80.6,72.8,9.0,6,0,333,337,12.3,41,50
Carl Davis Jr.,9523,DI,IOWA,13,7,0.5,0,0,192,60.4,83.8,84.5,81.9,78.5,62.1,16.1,5,0,318,326,5.0,16,19
Henry Anderson,9526,DI,STANFORD,13,7,1.5,0,0,300,66.8,90.9,68.4,76.3,92.9,84.7,3.9,2,1,281,289,13.2,37,42
Xavier Cooper,9529,DI,WASH STATE,12,4,0.4,0,0,341,68.1,66.0,20.9,62.2,67.4,80.6,4.5,1,5,304,312,4.6,14,17
Geneo Grissom,9530,ED,OKLAHOMA,10,4,2.8,0,0,261,83.3,82.2,90.0,76.7,74.2,69.3,10.3,3,0,193,197,8.3,16,22
Steven Nelson,9531,CB,OREGON ST,12,3,8.6,0,0,265,88.3,88.4,87.5,48.5,75.8,91.7,0.0,0,8,346,353,1.2,4,11
Paul Dawson,9532,LB,TCU,13,9,2.6,1,2,305,90.5,92.5,59.2,74.9,94.1,80.0,8.8,10,2,318,319,23.3,74,95
Angelo Blackson,9533,DI,AUBURN,13,0,0.5,0,0,115,62.9,66.1,9.7,59.9,73.4,40.8,26.7,4,4,207,210,4.3,9,11
Trey Flowers,9534,ED,ARKANSAS,13,11,1.8,0,1,111,75.6,91.2,52.7,83.1,90.9,76.3,6.9,4,2,289,293,12.1,35,43
James Sample,9537,S,LOUISVILLE,13,4,6.4,0,0,210,91.8,92.4,55.3,65.9,78.0,90.6,9.8,6,1,343,346,6.4,22,51
Clayton Geathers,9542,S,UCF,13,8,6.5,0,1,323,77.2,80.2,89.2,90.4,77.3,67.6,19.6,9,0,327,339,4.0,13,29
Gabe Wright,9546,DI,AUBURN,13,9,0.8,0,0,115,57.6,67.6,29.4,61.1,75.1,62.4,5.6,1,3,237,240,3.4,8,8
Ibraheim Campbell,9548,S,NWESTERN,8,7,6.0,0,2,256,62.5,74.6,85.9,60.0,91.1,82.4,10.5,4,0,242,243,4.1,10,27
Ramik Wilson,9551,LB,GEORGIA,13,19,3.7,0,1,173,60.9,69.8,82.0,61.1,74.3,90.0,6.0,5,0,339,342,9.7,33,60
Josh Shaw,9553,CB,USC,3,0,2.0,0,0,326,58.0,55.1,82.5,55.5,41.9,77.2,50.0,1,0,70,73,1.4,1,1
Doran Grant,9554,CB,OHIO STATE,15,7,6.4,0,0,260,80.8,80.2,87.8,49.1,67.3,90.8,0.0,0,2,423,434,0.9,4,12
Za'Darius Smith,9555,DI,KENTUCKY,12,17,3.7,2,0,202,66.8,64.8,22.2,72.5,59.2,68.5,9.1,5,5,342,344,4.7,16,33
Kwon Alexander,9557,LB,LSU,12,17,3.1,0,2,211,53.6,66.1,78.4,64.5,71.5,67.2,13.3,10,0,308,312,9.7,30,48
Damien Wilson,9560,LB,MINNESOTA,13,16,4.4,0,1,225,65.7,62.3,34.2,68.8,58.7,91.0,5.3,4,2,380,386,9.2,35,56
Jake Ryan,9562,LB,MICHIGAN,12,13,2.3,0,3,222,74.9,80.0,32.6,68.5,84.3,79.7,9.1,8,2,350,354,14.6,51,67
Marcus Hardison,9568,ED,ARIZONA ST,13,7,2.1,0,1,110,71.4,70.7,40.0,63.7,67.3,62.0,15.6,7,4,404,409,5.4,22,31
Grady Jarrett,9570,DI,CLEMSON,13,7,0.6,0,1,140,76.1,92.3,71.6,79.9,93.5,78.5,9.8,4,1,218,222,13.8,30,30
Ben Heeney,9573,LB,KANSAS,12,12,2.5,0,2,198,83.9,69.1,60.1,60.1,61.9,63.9,16.2,16,1,393,400,13.0,51,71
Martrell Spaight,9574,LB,ARKANSAS,13,15,4.6,0,2,111,48.4,67.9,78.4,58.4,79.9,76.9,8.3,8,1,343,348,11.7,40,73
Adrian Amos,9575,S,PENN STATE,13,6,5.0,0,0,266,83.5,82.8,89.7,59.9,74.3,83.4,15.4,4,1,369,376,2.2,8,16
Mykkele Thompson,9577,CB,TEXAS,13,4,8.8,1,0,311,72.8,75.5,60.3,58.4,81.1,86.8,7.7,2,2,450,460,1.3,6,20
Bobby McCain,9578,CB,MEMPHIS,13,4,4.1,1,0,218,84.1,85.0,88.4,57.9,77.6,79.0,6.7,1,2,285,288,2.1,6,10
Cedric Thompson,9583,S,MINNESOTA,13,11,5.8,0,1,225,59.9,62.7,88.3,67.2,64.3,69.8,21.9,14,1,372,377,5.9,22,39
David Parry,9584,DI,STANFORD,12,8,2.0,0,0,300,58.4,79.5,67.0,69.1,84.8,79.4,3.3,1,1,193,199,8.3,16,21
Tyeler Davison,9587,DI,FRESNO ST,14,3,1.9,0,0,169,73.3,70.0,64.8,67.5,68.1,80.1,5.7,2,2,423,427,5.4,23,30
Tony Lippett,9589,WR,MICH STATE,3,0,,0,0,223,79.9,79.7,78.4,,63.0,79.6,,0,3,18,18,0.0,0,0
Shaquille Riddick,9591,DI,W VIRGINIA,13,1,1.2,1,0,343,57.4,61.4,29.7,57.7,69.9,69.3,0.0,0,3,186,189,8.1,15,19
Neiron Ball,9594,LB,FLORIDA,9,5,2.4,0,0,163,82.1,75.9,82.5,81.2,63.8,63.0,27.6,8,0,204,205,5.4,11,16
Ryan Russell,9596,ED,PURDUE,12,8,2.8,2,0,273,62.9,69.6,28.8,71.7,66.8,56.7,13.2,5,5,359,362,5.6,20,25
Lorenzo Doss,9597,CB,TULANE,12,3,9.9,1,0,319,74.2,75.8,52.7,72.4,75.3,49.3,20.0,4,3,364,376,2.2,8,13
Damian Swann,9600,CB,GEORGIA,12,5,5.9,1,3,173,88.8,92.1,0.0,96.6,93.2,85.9,7.4,2,3,375,379,1.9,7,20
David Mayo,9602,LB,TEXAS ST,12,28,4.2,1,2,314,55.5,72.3,58.8,72.5,80.2,75.9,9.8,12,1,425,430,11.3,48,82
D.J. Alexander,9605,LB,OREGON ST,12,4,4.4,0,0,265,52.2,65.1,25.4,54.6,79.5,75.4,10.0,5,2,245,250,9.0,22,41
Deiontrez Mount,9610,ED,LOUISVILLE,13,3,3.1,0,0,210,62.0,76.2,52.4,73.7,76.7,53.4,12.0,3,2,230,234,5.7,13,19
Matthew Wells,9611,LB,MISS STATE,13,7,4.5,0,1,227,81.5,78.2,56.4,70.2,77.6,67.4,19.2,5,1,253,255,4.0,10,14
Max Valles,9612,ED,VIRGINIA,12,7,2.8,0,0,335,86.9,85.9,85.7,81.0,76.8,70.1,13.3,6,0,358,363,6.4,23,32
Michael Bennett,9613,DI,OHIO STATE,15,8,1.2,0,2,260,54.9,86.9,77.0,80.0,86.1,66.3,8.3,3,1,352,361,6.3,22,25
Kyshoen Jarrett,9614,S,VA TECH,13,4,7.0,1,0,337,62.4,66.9,89.3,50.4,74.2,65.1,11.4,8,1,394,405,7.9,31,58
Tevin Mitchel,9615,CB,ARKANSAS,11,0,7.3,0,0,111,74.0,69.8,37.0,59.8,47.2,45.7,50.0,4,2,174,176,1.1,2,4
Tony Steward,9621,LB,CLEMSON,12,13,3.4,0,0,140,62.9,70.2,80.8,77.5,70.1,60.7,8.3,3,0,223,225,5.8,13,20
Charles Gaines,9622,CB,LOUISVILLE,13,1,20.8,0,0,210,79.3,81.6,87.0,90.1,72.1,77.1,15.4,2,0,340,344,0.3,1,10
JaCorey Shepherd,9624,CB,KANSAS,12,1,14.6,1,0,198,90.2,90.4,23.2,60.0,80.1,76.1,10.0,1,5,397,403,0.0,0,8
Darius Philon,9625,DI,ARKANSAS,13,3,1.6,0,1,111,58.8,79.3,70.4,69.2,84.2,40.9,9.1,3,1,287,291,6.6,19,27
B.J. Dubose,9626,DI,LOUISVILLE,13,10,1.4,0,0,210,66.7,74.0,58.2,56.7,86.1,75.0,3.1,1,2,271,273,7.0,19,21
Randall Evans,9629,CB,KANSAS ST,13,6,4.8,0,1,199,80.1,82.0,90.6,70.0,75.9,79.5,10.3,3,1,348,356,3.4,12,20
Derron Smith,9630,S,FRESNO ST,14,6,7.4,0,0,169,84.9,86.1,61.6,61.4,81.4,89.7,6.5,4,1,502,508,4.2,21,52
L.T. Walton,9632,DI,C MICHIGAN,13,6,2.1,1,0,134,59.2,79.4,37.6,81.2,76.2,77.4,3.8,1,3,281,288,6.0,17,19
Quandre Diggs,9633,CB,TEXAS,13,3,4.3,1,1,311,81.4,85.3,90.6,69.6,85.2,86.4,7.7,2,3,466,476,2.4,11,21
Darius Kilgo,9636,DI,MARYLAND,13,5,2.5,0,0,215,83.6,68.8,35.8,66.1,68.5,73.5,9.3,4,4,391,394,6.4,25,34
Amarlo Herrera,9640,LB,GEORGIA,13,33,5.5,0,1,173,65.3,75.5,83.9,63.8,77.8,75.1,9.4,9,1,389,393,7.2,28,54
Obum Gwacham,9642,ED,OREGON ST,12,1,4.8,0,1,265,57.4,56.3,62.9,59.5,54.7,45.5,25.0,5,1,174,178,3.4,6,14
Christian Ringo,9643,DI,LA LAFAYET,13,4,-0.1,0,0,207,67.5,85.8,84.8,84.8,76.0,78.7,10.0,3,1,209,211,10.5,22,23
Reshard Cliett,9644,ED,USF,11,2,5.3,0,0,327,57.3,63.6,82.8,68.5,61.1,57.7,21.7,5,0,262,267,3.1,8,16
Anthony Chickillo,9645,DI,MIAMI FL,13,4,2.3,0,0,220,61.1,61.8,85.6,64.2,56.5,63.4,6.9,2,0,354,364,5.1,18,23
Kristjan Sokoli,9647,DI,BUFFALO,11,4,1.7,0,0,126,87.6,68.5,86.7,61.5,67.2,70.5,8.0,2,0,308,311,4.9,15,19
Christian Covington,9649,DI,RICE,6,3,1.8,0,0,275,57.8,82.8,81.7,67.2,88.4,63.7,14.3,3,0,125,126,11.2,14,15
Rakeem Nunez-Roches,9650,DI,SO MISS,11,6,2.7,1,0,296,67.3,75.0,37.4,61.2,80.5,70.6,5.7,2,3,298,304,6.0,18,27
Hayes Pullard,9652,LB,USC,13,13,5.3,1,0,326,65.4,71.8,42.6,59.7,81.3,75.1,5.5,3,4,334,345,7.2,24,39
Bryce Hager,9657,LB,BAYLOR,13,13,3.2,0,0,118,80.9,78.5,79.0,55.6,82.4,76.8,7.4,7,0,374,381,12.0,45,74
Martin Ifedi,9660,DI,MEMPHIS,9,4,1.1,0,0,218,60.0,80.1,85.4,73.6,77.9,84.8,4.0,1,0,190,194,8.4,16,20
Mark Nzeocha,9669,LB,WYOMING,7,4,4.2,0,1,351,70.2,68.0,79.6,74.9,63.3,69.9,13.3,4,0,225,232,6.2,14,22
Brian Mihalik,9670,ED,BOSTON COL,13,5,2.2,1,0,121,68.6,66.0,47.4,59.1,66.6,79.0,4.8,1,2,213,218,5.2,11,15
Gerod Holliman,9672,S,LOUISVILLE,13,6,7.6,0,0,210,91.2,90.7,88.6,65.3,60.9,55.0,29.7,11,0,339,342,2.4,8,20
Ifo Ekpre-Olomu,9674,CB,OREGON,13,3,9.2,0,0,264,75.3,76.4,87.3,64.6,71.0,68.1,19.0,4,3,297,303,1.3,4,14
Dexter McDonald,9675,CB,KANSAS,11,0,15.7,0,1,198,79.4,81.2,87.1,,79.2,59.6,7.7,1,3,339,344,0.3,1,12
Darryl Roberts,9680,CB,MARSHALL,14,2,6.9,0,1,214,88.2,87.8,30.7,59.3,78.4,73.1,14.8,4,10,465,473,1.5,7,21
Ryan Murphy,9681,S,OREGON ST,12,3,7.6,0,1,265,74.4,71.9,59.4,53.3,61.4,55.9,24.0,6,4,349,356,1.7,6,16
Akeem King,9682,S,S JOSE ST,12,9,7.4,0,0,285,62.6,66.0,88.5,71.4,64.6,90.5,5.9,3,0,478,486,2.9,14,39
Taurean Nixon,9684,CB,TULANE,11,2,8.5,0,0,319,62.1,58.1,0.0,55.7,47.3,43.8,41.2,7,2,188,192,2.1,4,8
Josh Furman,9685,LB,OKLA STATE,13,5,2.5,0,0,262,68.7,70.1,83.8,76.5,67.4,58.7,16.2,6,1,319,325,5.6,18,26
Xzavier Dickson,9686,ED,ALABAMA,14,2,3.9,0,0,103,66.0,76.3,64.7,66.3,82.9,69.6,10.3,3,1,208,210,8.7,18,24
Marcus Rush,9695,ED,MICH STATE,13,2,2.5,0,0,223,59.1,80.4,85.0,77.8,76.1,69.0,9.5,2,0,239,243,6.3,15,17
Jermaine Whitehead,9698,S,AUBURN,7,5,11.8,0,0,115,85.2,75.4,30.8,58.4,57.1,63.4,26.7,8,1,238,241,1.3,3,17
Donald Celiscar,9701,CB,W MICHIGAN,13,4,4.6,0,1,347,86.5,88.6,54.1,70.8,85.5,65.7,17.9,5,4,364,371,2.7,10,19
Cody Galea,9702,ED,S DIEGO ST,13,8,2.7,0,0,284,79.2,64.6,50.3,51.1,65.9,71.6,13.5,5,2,428,434,3.7,16,24
Terrell Hartsfield,9703,ED,CINCINNATI,13,6,2.2,0,0,138,66.1,65.1,87.0,62.8,61.2,62.4,14.3,4,0,324,330,4.0,13,18
Josh Mitchell,9705,CB,NEBRASKA,13,2,11.3,0,0,238,80.5,76.0,56.4,66.1,48.0,52.1,33.3,6,4,409,415,0.7,3,10
Robert Smith,9710,S,CLEMSON,13,7,7.7,0,0,140,64.2,65.0,49.3,59.8,66.1,47.8,21.4,12,1,281,286,4.6,13,37
Junior Sylvestre,9711,LB,TOLEDO,13,9,4.2,0,0,316,53.5,63.3,36.8,78.6,63.0,42.0,19.4,14,3,314,320,11.1,35,49
Dylan Wynn,9722,DI,OREGON ST,12,6,1.8,0,0,265,57.8,72.8,11.6,72.0,76.7,82.3,2.9,1,6,287,292,8.0,23,28
Corey Crawford,9723,ED,CLEMSON,11,3,1.5,0,0,140,64.3,63.2,40.8,53.5,73.3,66.1,0.0,0,2,189,191,5.8,11,15
Dyshawn Davis,9726,LB,SYRACUSE,12,7,2.4,1,1,304,58.6,61.9,0.0,63.8,67.5,54.9,18.0,9,4,305,312,6.6,20,34
Terrance Plummer,9727,LB,UCF,13,12,3.2,0,1,323,79.5,78.3,37.9,80.4,78.0,75.1,2.9,2,4,325,337,8.9,29,54
Justin Hamilton,9732,DI,LA LAFAYET,13,5,0.6,0,0,207,63.8,71.1,51.2,72.3,66.0,57.9,17.9,5,2,249,250,6.4,16,18
Andrew Hudson,9733,ED,WASHINGTON,14,10,2.8,0,0,340,71.9,76.9,66.6,70.6,76.2,73.0,9.1,5,2,357,365,7.6,27,40
B.J. Larsen,9734,DI,UTAH ST,14,3,1.7,0,0,329,67.0,71.6,74.5,64.7,73.0,86.6,4.5,1,1,302,308,5.0,15,18
Merrill Noel,9735,CB,WAKE,12,1,21.6,0,0,339,73.4,74.9,86.3,,73.2,66.3,23.1,3,4,360,364,0.8,3,9
Cedric Reed,9736,ED,TEXAS,13,8,1.8,0,0,311,65.5,74.7,71.6,59.7,82.0,76.7,9.1,4,1,361,370,7.2,26,32
A.J. Tarpley,9738,LB,STANFORD,13,9,4.1,0,0,300,84.0,78.9,85.2,70.0,72.5,90.3,2.6,1,0,305,313,4.9,15,29
Cameron Thomas,9739,CB,W KENTUCKY,11,4,7.9,0,0,346,66.5,68.9,29.6,63.8,78.7,64.1,18.5,5,3,409,412,2.4,10,18
Jordan DeWalt-Ondijo,9746,ED,DUKE,13,3,5.0,1,0,154,65.2,70.1,21.6,81.0,61.9,76.1,5.9,2,4,298,309,6.0,18,29
Travis Raciti,9749,DI,S JOSE ST,12,9,3.6,0,0,285,60.7,73.0,45.6,67.6,74.3,86.3,1.6,1,3,476,483,6.9,33,51
Isaiah Johnson,9753,S,GA TECH,13,4,5.4,0,2,176,71.0,67.6,88.5,52.1,58.2,69.7,15.6,7,0,340,345,3.2,11,34
Kevin Snyder,9757,LB,RUTGERS,11,5,6.0,0,0,278,65.5,53.8,87.6,51.9,46.5,70.4,7.1,3,0,340,354,5.0,17,34
Brian Suite,9758,S,UTAH ST,14,9,7.0,0,0,329,60.8,57.9,61.6,60.2,52.5,76.5,8.8,3,4,417,426,1.2,5,22
Derek Akunne,9762,LB,N TEXAS,12,20,4.0,0,1,251,61.3,71.4,82.1,77.1,73.8,81.2,10.4,8,0,375,383,6.9,26,49
Terell Floyd,9766,CB,LOUISVILLE,13,3,7.2,1,0,210,72.9,74.9,54.4,67.0,75.1,57.4,20.0,5,6,323,326,2.8,9,17
Warren Herring,9768,DI,WISCONSIN,9,3,1.8,0,1,349,65.2,63.8,61.0,65.0,60.6,72.7,6.7,1,1,212,215,3.8,8,11
Joey Mbu,9772,DI,HOUSTON,13,6,2.2,0,0,182,78.2,76.5,70.4,63.4,80.0,79.4,0.0,0,1,264,270,6.1,16,21
Jordan Ozerities,9773,CB,UCF,13,5,4.1,1,0,323,73.0,76.3,87.2,72.4,78.4,67.4,17.9,5,4,325,337,4.0,13,18
Damian Parms,9774,S,FAU,12,9,6.6,1,0,165,51.6,56.9,10.1,61.5,69.6,88.2,8.9,5,4,321,324,5.0,16,42
Robenson Therezie,9776,CB,AUBURN,13,3,8.9,0,0,115,53.1,54.6,89.2,57.6,59.6,64.2,13.0,3,3,273,275,1.5,4,17
Kevin White,9779,CB,TCU,13,2,7.8,1,0,305,78.1,79.1,57.8,61.2,76.3,67.8,20.0,3,4,380,382,1.6,6,10
B.J. McBryde,9782,DI,UCONN,12,4,2.3,0,0,146,60.1,68.0,58.5,56.0,74.9,82.8,0.0,0,1,176,186,7.4,13,14
Chuka Ndulue,9789,DI,OKLAHOMA,13,8,3.0,0,0,261,74.7,64.2,66.7,53.8,69.6,65.9,11.8,4,1,280,287,5.7,16,22
Josh Watson,9790,DI,CLEMSON,13,4,1.7,0,0,140,55.6,72.3,82.2,69.9,72.2,82.0,0.0,0,0,147,149,7.5,11,12
Zaire Anderson,9792,LB,NEBRASKA,13,17,3.3,0,1,238,64.2,76.1,78.9,85.9,80.7,89.9,5.6,4,0,356,360,9.0,32,50
Edwin Jackson,9800,LB,GA SOUTHRN,12,11,5.2,0,0,174,61.9,69.3,54.0,62.8,74.7,77.6,6.4,5,1,305,309,9.8,30,62
Andrae Kirk,9801,LB,FAU,12,16,3.4,0,0,165,84.0,73.3,79.8,80.8,63.7,68.7,14.3,14,1,406,409,9.9,40,68
Gabe Martin,9803,LB,BOWL GREEN,14,16,2.2,0,1,122,66.0,75.6,43.6,79.8,78.1,63.6,12.5,11,2,417,423,10.8,45,61
Ray Drew,9813,DI,GEORGIA,13,11,5.1,0,0,173,61.3,74.5,81.5,68.3,73.5,87.9,0.0,0,0,245,248,5.3,13,26
Mike Hull,9815,LB,PENN STATE,13,16,4.3,0,0,266,90.6,80.9,56.2,67.4,76.6,90.1,5.9,6,1,344,351,14.0,48,80
Jeff Luc,9819,LB,CINCINNATI,13,15,5.7,0,2,138,62.5,78.2,59.6,90.9,74.7,78.7,6.7,6,3,371,376,10.0,37,69
Ellis McCarthy,9820,DI,UCLA,13,2,2.5,1,0,324,66.3,68.2,32.2,62.0,70.7,72.4,0.0,0,2,130,134,6.2,8,11
Kendall Montgomery,9821,ED,BOWL GREEN,14,4,8.0,0,1,122,62.6,59.2,0.0,61.0,64.2,72.6,14.3,2,7,226,228,1.8,4,8
Zach Vigil,9824,LB,UTAH ST,14,20,3.1,0,0,329,79.2,83.5,64.4,75.9,82.1,82.8,9.2,10,1,449,458,12.9,58,79
Thurston Armbrister,9825,ED,MIAMI FL,13,2,3.7,0,0,220,55.8,65.3,89.0,69.4,66.3,80.8,8.3,3,1,331,340,5.7,19,31
Eric Crume,9826,DI,SYRACUSE,11,8,1.7,0,0,304,65.2,76.7,50.5,70.3,76.2,66.4,5.1,2,2,293,300,8.2,24,29
Matt Robinson,9831,ED,MARYLAND,7,5,3.7,0,0,215,80.0,73.7,27.9,55.5,73.4,77.5,15.4,4,2,206,208,5.3,11,17
Todd Thomas,9832,LB,PITTSBURGH,13,10,4.1,0,0,268,75.9,73.3,79.4,70.2,69.8,78.1,11.3,8,0,317,320,8.5,27,53
Justin Currie,9834,S,W MICHIGAN,13,6,12.1,0,0,347,60.5,72.7,89.0,77.2,86.5,90.8,5.2,3,0,365,375,2.7,10,49
Neville Hewitt,9836,LB,MARSHALL,14,11,3.7,0,0,214,63.4,67.3,58.8,66.5,67.9,80.0,7.8,6,1,411,418,8.3,34,60
Cole Farrand,9837,LB,MARYLAND,13,23,4.3,0,0,215,84.6,66.1,89.8,53.7,53.2,75.3,10.2,9,0,401,404,6.7,27,56
Brad Harrah,9838,DI,CINCINNATI,13,6,1.9,0,1,138,66.0,64.9,84.0,64.2,60.4,60.1,12.0,3,0,209,211,6.2,13,16
Joel Ross,9849,CB,APP STATE,12,5,6.0,0,0,108,73.8,77.2,46.9,62.9,87.0,76.7,4.8,1,3,306,311,2.6,8,15
