player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Jayon Brown,11910,LB,UCLA,12,13,4.1,0,0,324,81.7,79.6,65.1,68.4,74.7,90.8,3.3,3,2,440,444,11.6,51,75
Nate Hairston,11913,CB,TEMPLE,14,1,9.3,0,0,306,80.3,80.2,86.5,,71.9,51.2,38.5,5,2,368,379,1.1,4,7
Anthony Walker Jr.,11916,LB,NWESTERN,13,15,1.5,0,3,256,73.8,85.9,90.0,72.0,85.5,60.3,16.2,12,1,385,394,10.4,40,47
Matt Milano,11918,LB,BOSTON COL,13,8,2.8,0,1,121,77.0,78.5,67.5,65.8,84.7,82.2,4.9,2,2,310,319,7.7,24,31
Marquel Lee,11923,LB,WAKE,13,12,2.1,0,1,339,63.6,78.2,87.8,76.6,78.0,81.4,8.5,7,1,381,385,12.3,47,63
Treston Decoud,11924,CB,OREGON ST,12,1,8.1,0,0,265,77.5,77.0,29.2,54.8,73.8,68.1,12.5,3,8,425,432,1.2,5,20
Brian Allen,11928,CB,UTAH,13,0,7.5,0,0,328,72.6,72.4,16.3,56.6,73.4,41.4,16.7,2,4,265,271,1.5,4,10
Trent Taylor,11932,WR,LA TECH,1,0,,0,0,208,60.0,62.5,60.0,,60.0,,,0,2,1,1,0.0,0,0
Davon Godchaux,11934,DI,LSU,12,6,2.7,0,0,211,67.8,74.0,55.6,68.4,72.8,79.5,8.3,3,2,280,285,8.2,23,27
Ukeme Eligwe,11938,LB,GA SOUTHRN,11,12,4.3,0,2,174,68.9,80.6,85.9,63.3,84.7,83.1,10.0,7,0,333,339,9.3,31,51
Caleb Brantley,11939,DI,FLORIDA,13,5,0.9,0,1,163,,84.7,0.0,83.0,86.1,62.6,6.7,2,5,177,181,11.3,20,23
Nathan Gerry,11940,S,NEBRASKA,11,15,8.8,0,0,238,89.7,90.1,52.6,78.8,82.1,87.9,9.5,6,1,312,324,7.4,23,42
Chuck Clark,11941,S,VA TECH,14,10,6.8,1,1,337,80.2,82.5,88.6,52.9,82.9,75.2,14.1,9,2,432,435,5.1,22,45
Mike Tyson,11942,CB,CINCINNATI,10,4,9.9,0,0,138,85.5,83.2,90.8,69.8,71.6,90.4,6.3,1,1,351,355,1.1,4,11
Tanzel Smart,11944,DI,TULANE,12,16,0.8,1,0,319,62.8,82.8,4.5,78.9,85.6,61.0,7.8,4,8,394,403,6.1,24,31
Xavier Woods,11946,S,LA TECH,14,5,8.7,1,0,208,82.9,83.2,89.4,75.4,75.5,79.0,9.8,5,2,426,434,3.1,13,41
Jordan Evans,11947,LB,OKLAHOMA,13,16,4.3,1,1,261,86.9,78.9,38.7,64.5,70.2,69.0,11.4,8,2,353,360,7.4,26,46
Vincent Taylor,11949,DI,OKLA STATE,13,2,0.9,0,1,262,65.3,92.7,88.3,91.1,91.2,83.4,3.1,1,0,268,271,9.3,25,29
Tanner Vallejo,11950,LB,BOISE ST,9,7,3.7,0,0,120,74.5,73.6,85.9,76.5,67.4,48.1,21.4,9,0,205,210,9.8,20,26
Jeremy Clark,11952,CB,MICHIGAN,4,1,3.7,0,0,222,76.0,76.1,81.4,,69.6,65.3,0.0,0,1,85,87,1.2,1,3
D.J. Jones,11953,DI,OLE MISS,12,6,2.1,0,0,226,76.9,77.5,87.0,65.5,75.3,45.8,16.7,4,0,232,240,5.6,13,14
Temuchin Hodges,11956,WR,VA TECH,1,0,,0,0,337,60.0,62.5,60.0,,60.0,,,0,2,1,1,0.0,0,0
Pita Taumoepenu,11957,ED,UTAH,13,4,4.0,0,0,328,49.6,66.8,61.8,81.0,49.9,26.0,29.4,10,2,227,233,4.8,11,20
Derrick Jones,11959,CB,OLE MISS,9,2,5.7,0,0,226,75.5,74.7,82.1,,69.3,79.7,0.0,0,0,173,178,1.7,3,6
Jeremiah Ledbetter,11960,DI,ARKANSAS,13,5,4.9,0,1,111,69.6,71.3,71.5,64.3,72.5,81.8,0.0,0,1,290,294,4.5,13,25
Brandon Wilson,11962,CB,HOUSTON,9,3,4.3,0,0,182,65.3,70.4,87.1,67.6,82.2,53.9,14.3,3,2,213,216,4.2,9,15
Rudy Ford,11963,CB,AUBURN,12,9,4.9,0,0,115,68.2,71.2,55.6,59.7,81.1,74.5,9.5,2,2,247,251,3.2,8,10
Elijah Qualls,11969,DI,WASHINGTON,14,3,2.4,0,1,340,61.2,80.9,71.2,69.6,85.1,63.9,12.5,4,1,265,271,7.5,20,25
Marquez White,11971,CB,FLORIDA ST,13,0,7.5,1,0,167,76.4,74.5,86.8,67.1,54.1,48.9,26.7,4,3,321,325,1.6,5,11
Leon McQuay,11973,S,USC,13,3,6.7,0,0,326,88.3,82.7,88.0,65.4,65.0,63.1,22.2,6,0,298,299,2.0,6,18
Ifeadi Odenigbo,11975,ED,NWESTERN,13,4,1.3,0,0,256,67.8,81.8,87.4,80.7,70.8,73.6,7.7,1,0,178,181,3.9,7,8
Shalom Luani,11976,S,WASH STATE,12,7,4.5,0,0,341,76.6,73.8,89.4,80.1,61.6,43.7,23.5,12,0,330,334,6.1,20,32
Jalen Myrick,11977,CB,MINNESOTA,13,3,8.9,0,0,225,88.7,86.0,58.6,51.1,73.6,52.1,20.0,4,2,362,370,1.7,6,13
Stevie Tu'ikolovatu,11978,DI,USC,13,8,2.0,0,0,326,60.0,83.3,29.0,58.9,92.5,84.8,0.0,0,4,286,288,12.6,36,40
Isaac Rochell,11980,DI,NOTRE DAME,12,15,2.2,2,0,258,61.4,74.3,30.8,71.8,74.8,70.3,7.5,4,4,402,408,6.7,27,34
Josh Carraway,11982,ED,TCU,13,6,3.9,0,0,305,58.1,67.2,66.8,63.1,70.6,50.6,17.1,6,2,385,392,3.4,13,23
Adrian Colbert,11983,CB,MIAMI FL,7,0,3.5,0,0,220,77.7,76.7,82.2,57.4,64.5,54.3,50.0,2,0,91,95,1.1,1,2
Joey Ivie,11984,DI,FLORIDA,11,4,2.4,0,0,163,60.0,74.0,64.1,72.2,72.8,65.7,4.8,1,1,179,181,7.3,13,16
Josh Harvey-Clemons,11985,S,LOUISVILLE,10,6,6.1,1,0,210,56.8,64.9,47.1,66.7,75.0,70.7,8.3,4,3,244,250,6.6,16,38
Elijah Lee,11987,LB,KANSAS ST,13,8,3.6,0,0,199,74.0,75.7,88.3,71.9,73.9,77.8,10.3,6,0,311,319,9.3,29,44
Ejuan Price,11989,ED,PITTSBURGH,13,4,0.6,0,1,268,68.8,88.4,66.7,81.9,80.0,69.8,11.1,3,2,291,291,5.8,17,20
Joshua Holsey,11990,CB,AUBURN,12,0,6.4,0,0,115,81.3,81.4,85.7,56.9,74.6,86.5,12.5,1,3,234,238,1.3,3,7
Treyvon Hester,11999,DI,TOLEDO,10,5,1.4,0,0,316,70.1,84.3,51.7,75.2,84.4,75.4,2.9,1,2,258,262,10.1,26,28
Jack Tocho,12000,CB,NC STATE,13,1,11.4,0,0,248,89.2,86.5,86.3,64.1,64.9,71.9,0.0,0,2,318,321,0.3,1,5
Jordan Carrell,12001,DI,COLORADO,14,8,2.8,0,0,143,65.0,56.7,49.3,61.6,52.7,61.2,15.4,6,3,363,369,5.5,20,25
Keion Adams,12003,ED,W MICHIGAN,14,7,3.1,2,0,347,70.3,72.0,45.0,77.5,64.0,56.7,12.5,6,5,381,389,6.6,25,35
Patrick O'Connor,12005,ED,E MICHIGAN,13,9,2.1,0,0,160,68.3,80.2,23.5,84.3,70.5,62.3,13.8,4,5,295,299,3.4,10,16
Ironhead Gallon,12012,LB,GA SOUTHRN,12,18,4.0,0,1,174,63.3,63.1,33.4,63.0,63.1,53.7,18.8,18,2,397,407,8.3,33,60
Gump Hayes,12013,CB,ARIZONA ST,12,1,9.8,0,0,110,66.4,65.7,52.5,60.0,61.1,49.2,30.8,4,2,270,277,0.7,2,8
Drico Johnson,12015,S,UCF,13,7,9.1,0,1,323,72.1,72.2,60.5,62.7,71.5,64.3,16.7,7,1,432,439,1.6,7,28
Ryan Lewis,12017,CB,PITTSBURGH,13,4,7.3,2,0,268,64.0,66.2,86.0,68.7,71.1,85.1,16.7,4,7,280,281,1.8,5,16
Cyril Noland-Lewis,12019,CB,LA TECH,13,0,9.5,0,0,208,55.5,58.3,85.0,48.3,76.5,67.5,0.0,0,2,220,223,0.5,1,8
Sojourn Shelton,12021,CB,WISCONSIN,14,1,6.7,0,0,349,74.0,72.9,55.2,59.1,65.3,38.0,27.3,3,3,337,342,0.6,2,7
Pasoni Tasini,12023,DI,UTAH,13,4,0.9,0,1,328,56.3,70.6,73.0,62.6,77.1,37.1,17.9,5,1,280,284,5.4,15,19
Quincy Mauger,12026,S,GEORGIA,11,2,7.8,0,0,173,65.9,65.5,84.3,66.7,60.9,65.4,33.3,4,0,125,127,2.4,3,6
Chris Odom,12031,ED,ARK STATE,13,10,1.3,1,0,113,69.2,89.9,35.5,88.5,79.7,77.5,4.9,2,4,287,292,8.4,24,29
J.T. Jones,12032,ED,MIAMI OH,13,7,2.7,0,0,221,65.5,70.0,35.7,70.5,68.2,57.5,8.3,3,4,300,304,6.3,19,26
Deante Gray,12033,WR,TCU,1,0,,0,0,305,54.4,55.3,75.2,,62.0,23.7,,0,1,13,13,0.0,0,0
Nigel Harris,12038,LB,USF,13,15,3.0,0,0,327,44.9,47.3,46.2,69.8,47.3,64.0,17.9,12,4,450,453,5.6,25,40
James Onwualu,12039,ED,NOTRE DAME,12,13,3.3,1,1,258,75.0,70.9,92.1,65.8,65.6,87.6,7.5,4,1,437,445,5.3,23,36
Brad Watson,12045,CB,WAKE,13,2,9.3,1,0,339,69.5,69.3,8.5,60.7,75.1,71.4,5.9,1,7,406,411,1.2,5,14
Dontre Wilson,12046,WR,OHIO STATE,1,0,,0,0,260,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Brandon Stewart,12048,CB,KANSAS,12,2,11.5,1,0,198,71.7,71.6,49.8,59.4,71.1,64.8,11.1,1,3,345,351,0.3,1,6
Cody Hollister,12052,WR,ARKANSAS,1,0,,0,0,111,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Terrish Webb,12054,S,PITTSBURGH,13,0,11.7,0,0,268,54.8,56.6,90.9,55.3,61.9,58.7,30.8,4,1,258,259,1.6,4,9
Nelson Adams,12056,DI,MISS STATE,13,5,4.6,0,0,227,61.3,64.0,83.4,56.3,67.1,73.8,6.3,1,0,175,177,4.0,7,10
Christian Brown,12057,DI,W VIRGINIA,13,7,1.3,0,0,343,61.7,71.0,60.6,55.0,81.5,64.0,11.1,4,2,310,318,6.1,19,25
Francis Kallon,12059,DI,GA TECH,12,2,2.8,0,0,176,47.8,58.0,53.0,64.6,57.0,78.8,0.0,0,1,124,125,3.2,4,8
Keith Kelsey,12060,LB,LOUISVILLE,13,16,2.9,0,0,210,64.6,70.0,39.1,61.2,75.2,64.0,16.7,12,2,367,374,9.0,33,44
Riley Bullough,12062,LB,MICH STATE,9,10,3.0,0,0,223,67.3,71.7,0.0,57.7,77.4,80.2,5.8,3,3,240,241,9.6,23,39
Maurice Fleming,12063,CB,W VIRGINIA,11,3,7.5,1,0,343,62.5,63.3,0.0,58.9,78.5,75.7,17.6,3,6,241,247,2.1,5,11
Jonathan Moxey,12066,CB,BOISE ST,13,2,4.6,0,0,120,72.5,71.5,53.7,53.8,69.4,56.3,16.0,4,1,330,334,2.1,7,19
Greg Mabin,12068,CB,IOWA,9,4,5.2,0,0,192,63.9,64.3,46.5,60.0,67.3,71.6,18.8,3,3,307,312,1.0,3,9
Charmeachealle Moore,12069,LB,KANSAS ST,13,7,3.5,0,1,199,63.0,75.7,88.9,76.0,77.0,55.7,18.0,11,0,305,313,9.2,28,43
Bam Bradley,12083,LB,PITTSBURGH,10,5,2.7,0,0,268,68.3,67.4,81.1,63.2,64.0,67.3,19.0,4,1,126,127,5.6,7,12
Ben Boulware,12090,LB,CLEMSON,14,12,4.8,0,0,140,77.1,71.3,44.1,65.4,65.7,77.1,13.0,9,5,358,365,7.3,26,48
Fred Ross,12091,WR,MISS STATE,1,0,,0,0,227,,60.1,60.0,,60.0,,,0,0,1,1,0.0,0,0
Bryan Cox Jr.,12092,ED,FLORIDA,11,2,-1.8,0,1,163,63.7,67.4,84.3,61.3,68.9,71.7,0.0,0,0,103,106,6.8,7,8
Josh Tupou,12093,DI,COLORADO,14,6,2.6,0,0,143,60.0,81.4,59.7,77.1,80.7,64.1,7.7,3,2,342,347,6.1,21,30
Jamal Marcus,12094,ED,AKRON,7,0,1.5,2,0,102,63.6,63.7,0.0,67.7,61.6,81.9,0.0,0,3,97,101,10.3,10,11
Channing Stribling,12095,CB,MICHIGAN,13,1,7.8,0,0,222,89.6,85.6,86.8,76.1,56.6,77.8,10.0,1,3,374,381,0.5,2,8
Ladell Fleming,12096,ED,N ILLINOIS,12,9,2.9,0,0,254,54.1,69.4,59.4,67.2,71.7,72.2,8.6,3,3,290,296,5.9,17,23
J.D. Harmon,12099,CB,KENTUCKY,13,1,9.3,0,0,202,66.4,66.1,82.9,55.9,64.8,72.0,11.1,1,3,178,179,0.6,1,7
Alvin Hill,12100,CB,MARYLAND,13,4,9.1,0,1,215,71.4,72.5,58.7,69.2,71.1,73.0,15.4,4,4,467,479,1.5,7,18
Kenneth Olugbode,12103,LB,COLORADO,14,15,4.9,0,0,143,75.7,88.0,88.2,63.3,88.7,83.3,7.7,7,0,416,423,8.9,37,69
Johnathan Calvin,12106,ED,MISS STATE,13,6,3.1,0,0,227,80.4,72.0,25.0,68.9,69.9,68.1,13.3,4,4,227,231,7.0,16,20
Izaah Lunsford,12113,DI,BOWL GREEN,12,9,1.9,0,0,122,53.3,74.2,86.1,59.1,79.9,61.1,4.8,2,0,263,271,10.3,27,31
Lenzy Pipkins,12117,CB,OKLA STATE,13,1,12.7,0,0,262,58.5,63.0,83.7,71.6,79.3,70.0,0.0,0,2,180,185,1.1,2,7
Bug Howard,12125,WR,N CAROLINA,1,0,,0,0,245,,60.0,60.0,,60.0,,,0,3,1,1,0.0,0,0
Reggie Porter,12128,CB,UTAH,13,0,5.6,1,0,328,61.6,63.1,86.0,60.0,68.4,50.1,25.0,3,5,251,257,1.6,4,9
Garrett Sickels,12131,ED,PENN STATE,14,3,0.6,0,0,266,62.4,77.5,76.3,73.1,76.8,61.6,12.5,4,1,284,289,8.1,23,25
Jhaustin Thomas,12132,ED,IOWA STATE,12,2,1.4,0,0,193,83.6,74.0,49.7,75.1,64.9,73.0,11.5,3,3,258,261,5.8,15,21
Devin Chappell,12135,S,OREGON ST,12,17,7.9,1,1,265,79.9,77.2,34.6,61.8,73.7,68.3,13.1,8,4,423,430,3.3,14,36
