player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Aaron Hansford,40694,LB,TEXAS A&M,12,11,4.1,0,0,312,70.7,75.9,60.2,70.0,78.2,63.0,11.9,8,1,292,300,11.6,34,48
Rontavius Groves,40901,WR,TEXAS ST,1,0,,0,0,314,,60.0,63.7,,60.0,,,0,2,1,1,0.0,0,0
Malik Staples,40902,LB,W KENTUCKY,7,1,0.0,0,0,346,58.0,48.5,78.5,63.0,37.9,23.7,62.5,5,0,47,49,4.3,2,2
Deonte Perry,41092,S,FRESNO ST,6,0,11.7,0,0,169,78.0,72.4,80.8,57.5,49.8,65.8,25.0,1,0,29,29,3.4,1,3
Chris Redmon,41160,ED,TOLEDO,5,0,,0,0,316,60.0,66.0,73.8,64.5,60.6,71.1,,0,0,7,7,0.0,0,0
Eric Sutton,41489,CB,TEXAS ST,10,1,5.2,0,0,314,48.3,54.3,84.5,63.7,65.6,62.5,16.7,2,0,133,135,3.0,4,9
Jaquel Pierce,41589,ED,TEXAS ST,9,3,1.7,0,0,314,,63.5,77.9,52.4,69.9,77.4,0.0,0,0,46,48,2.2,1,3
Ty Shelby,41752,ED,LA MONROE,12,5,4.5,0,0,209,64.5,73.5,88.2,66.6,74.2,82.5,0.0,0,0,292,297,5.5,16,25
Sam Hammond,41836,ED,NEVADA,13,6,2.3,0,0,239,59.2,66.1,88.1,63.7,65.1,51.3,20.0,7,0,289,296,5.2,15,22
Kadarius Smith,41840,ED,SMU,1,0,,0,0,287,,47.8,67.9,58.0,52.6,,,0,0,4,4,0.0,0,0
Ben Davis,41960,ED,TEXAS,11,0,2.2,0,0,311,60.7,67.3,86.0,72.5,64.5,83.5,0.0,0,0,73,74,4.1,3,6
Eric Collins,41998,WR,UMASS,1,0,,0,0,216,,60.0,60.0,,60.0,,,0,3,1,1,0.0,0,0
Kenny Turnier,42019,DI,TCU,3,0,1.0,0,0,305,,65.7,74.8,55.1,70.1,69.7,0.0,0,0,15,15,6.7,1,1
Dru Mathis,42027,LB,OREGON,1,1,2.0,0,0,264,49.5,60.8,69.7,59.1,75.5,75.8,0.0,0,0,4,4,25.0,1,1
Freddie Johnson,42129,CB,TEMPLE,10,2,7.0,0,0,306,60.5,60.4,80.9,60.0,58.9,42.5,28.6,2,1,167,168,0.6,1,3
Avien Peah,42158,ED,UMASS,12,14,3.3,0,0,216,63.2,64.3,88.3,64.6,60.9,74.4,7.3,3,0,291,294,3.8,11,24
Nick Grant,42242,S,VIRGINIA,11,4,4.3,0,2,335,63.7,67.1,85.7,47.8,74.9,53.2,21.9,7,0,245,254,5.3,13,21
Alonzo McCoy,42383,CB,C MICHIGAN,13,7,5.6,0,0,134,81.3,79.0,57.1,58.3,66.5,65.4,20.0,5,1,277,282,2.2,6,13
Keyshon Camp,42384,DI,PITTSBURGH,11,2,2.1,1,0,268,56.0,67.6,51.3,76.7,59.9,57.7,11.8,2,1,100,103,13.0,13,13
Chris Moore,42400,S,GA STATE,12,8,5.4,0,0,175,75.9,75.9,44.2,66.6,75.6,71.8,15.9,7,1,294,299,5.1,15,29
Raleigh Texada,42440,CB,BAYLOR,14,1,9.9,1,0,118,51.9,57.1,34.2,96.7,52.3,82.5,14.3,2,5,216,224,0.9,2,11
Greg Eisworth II,42444,S,IOWA STATE,13,10,5.6,0,0,193,71.0,70.0,16.4,56.3,70.1,47.7,17.8,8,2,313,317,3.8,12,27
JoJo Domann,42446,LB,NEBRASKA,10,4,4.0,0,1,238,87.8,87.3,91.7,72.6,83.1,74.2,10.3,3,2,256,261,4.3,11,22
D.J. Ford,42473,S,E CAROLINA,11,7,4.1,0,0,156,69.4,64.5,84.6,50.5,56.9,73.5,20.0,5,0,155,157,5.8,9,13
Monte McGary,42477,S,UTAH ST,12,5,10.7,0,0,329,64.1,61.2,12.2,61.1,55.6,54.1,27.3,3,1,133,136,0.8,1,3
Tomon Fox,42486,ED,N CAROLINA,13,3,4.6,0,0,245,65.6,73.0,78.9,76.3,65.8,69.5,18.2,4,1,323,330,2.2,7,15
Jay Lenard,42492,S,S JOSE ST,12,11,5.6,0,0,285,59.6,68.6,61.0,81.1,78.9,74.8,7.8,4,2,369,377,4.9,18,36
Devin Harper,42494,LB,OKLA STATE,14,11,4.5,0,0,262,63.1,75.1,39.4,89.6,77.7,71.8,11.7,7,2,309,312,7.4,23,42
Cedric Boswell,42504,CB,MIAMI OH,13,3,4.8,0,1,221,40.9,42.8,87.3,53.5,47.7,57.6,30.0,9,8,346,351,2.6,9,18
Keir Thomas,42509,ED,FLORIDA ST,12,9,1.5,1,0,167,71.4,69.2,46.2,67.8,67.0,72.5,9.1,3,3,275,281,5.5,15,21
Tyrez Lindsey,42510,S,MEMPHIS,10,4,6.5,0,0,218,65.4,64.4,28.7,76.1,60.8,62.4,16.0,4,1,175,177,2.3,4,17
Bricen Garner,42520,S,W MICHIGAN,3,3,7.7,0,0,347,81.1,61.2,79.1,,29.4,36.3,40.0,4,0,57,58,0.0,0,3
James Skalski,42552,LB,CLEMSON,13,10,3.2,0,0,140,66.0,64.7,59.5,60.2,63.4,47.8,24.5,13,1,263,273,7.2,19,30
Nazeeh Johnson,42553,S,MARSHALL,10,7,10.1,0,0,214,82.0,77.6,89.0,68.5,61.7,73.9,12.5,4,1,340,350,1.2,4,21
Jordan Fox,42554,ED,STANFORD,12,14,3.8,0,0,300,68.5,64.7,28.0,63.9,63.8,54.0,17.8,8,3,251,255,4.0,10,23
Ja'Quain Blakely,42579,ED,TENNESSEE,13,4,1.7,0,0,307,61.2,59.2,68.0,55.7,61.6,74.0,4.3,1,1,204,207,6.4,13,18
Aaron Ramseur,42585,LB,E CAROLINA,9,6,3.5,0,0,156,55.7,74.3,0.0,77.5,82.1,71.1,7.1,2,1,104,107,15.4,16,20
Leevel Tatum III,42587,DI,ARIZONA,10,3,2.5,0,0,109,60.0,53.8,9.4,67.4,53.4,28.6,16.7,3,2,103,103,7.8,8,12
Andrzej Hughes-Murray,42597,ED,OREGON ST,13,12,3.5,0,0,265,54.4,70.8,78.2,74.0,67.6,63.3,14.3,7,2,288,293,6.3,18,30
Taylor Riggins,42599,ED,BUFFALO,5,8,3.5,0,1,126,60.0,92.3,83.8,91.6,86.6,84.6,0.0,0,0,118,121,5.9,7,8
Tayler Hawkins,42606,CB,S DIEGO ST,13,2,7.6,0,0,284,89.4,85.4,0.0,65.9,72.9,79.2,10.0,2,7,278,284,2.2,6,16
Therran Coleman,42611,CB,W MICHIGAN,13,5,12.4,0,0,347,65.4,66.5,86.5,55.1,68.3,43.2,25.0,5,3,297,300,0.7,2,10
Caesar Williams,42613,CB,WISCONSIN,13,0,7.1,0,0,349,77.2,77.4,44.4,,75.8,86.8,11.1,1,5,263,267,0.8,2,8
Calvin Swenson,42636,S,MINNESOTA,3,0,12.5,0,0,225,28.7,29.0,75.5,,52.8,79.4,0.0,0,0,17,17,0.0,0,2
Brandon Bouyer-Randle,42637,LB,TEXAS TECH,7,4,1.8,0,0,315,35.4,53.2,81.3,84.6,59.6,50.5,18.2,2,1,96,98,3.1,3,5
Joe Headen,42645,CB,DOMINION,13,4,6.7,1,1,263,70.7,73.2,90.9,68.3,76.1,73.0,13.0,3,2,323,328,2.2,7,16
Lawson Hall,42652,LB,NEVADA,13,14,4.6,0,0,239,43.2,37.8,84.4,61.6,36.0,63.7,16.7,10,0,354,361,5.1,18,36
Clifford Chattman,42657,S,UTSA,4,2,6.6,0,0,331,48.9,56.6,79.8,67.7,73.1,78.9,0.0,0,0,34,35,5.9,2,7
Eric Kendzior,42672,ED,LA TECH,5,2,,0,0,208,62.5,64.8,81.4,64.4,61.0,75.2,0.0,0,0,31,32,0.0,0,0
Mike Palmer,42674,S,BOSTON COL,12,6,7.5,0,0,121,78.5,79.1,32.5,52.9,80.6,82.2,12.5,3,1,211,213,3.3,7,15
Isaiah Graham-Mobley,42679,LB,BOSTON COL,9,13,4.0,0,0,121,58.6,48.9,8.2,58.4,44.6,54.2,14.6,7,2,207,209,8.7,18,28
Tyreek Maddox-Williams,42694,LB,RUTGERS,8,4,1.8,0,0,278,63.7,59.9,82.6,57.7,55.8,76.1,10.5,2,0,100,101,10.0,10,13
Demetrius Cain,42697,LB,W KENTUCKY,14,10,5.4,0,0,346,67.4,57.0,23.6,62.4,49.5,69.7,15.9,7,2,305,307,3.6,11,27
Drew Harvey,42699,LB,UMASS,3,0,1.5,0,0,216,38.5,33.1,0.0,55.1,53.7,31.8,33.3,1,1,14,14,14.3,2,2
Jeremy Darvin,42713,DI,W KENTUCKY,13,8,2.5,0,0,346,54.5,53.5,68.5,59.0,52.4,28.0,19.4,7,1,263,267,6.1,16,21
Ryan Bowman,42714,ED,WASHINGTON,7,3,2.4,0,0,340,60.3,71.8,60.1,69.2,72.3,33.4,31.0,9,2,171,172,8.2,14,17
Zach Hannibal,42732,CB,LA TECH,12,2,6.0,0,0,208,71.0,69.5,81.4,60.0,61.5,63.1,28.6,2,1,138,140,1.4,2,3
Spencer Eason-Riddle,42747,LB,S CAROLINA,1,0,,0,0,289,62.3,66.1,67.9,,61.6,73.1,,0,0,3,3,0.0,0,0
Nick Heninger,42766,ED,UTAH ST,14,14,0.7,0,2,329,67.4,83.6,78.2,81.5,78.1,56.1,16.1,9,1,348,351,8.9,31,33
Lorenzo Dantzler,42768,ED,UTSA,11,0,1.3,0,0,331,59.5,66.8,60.7,71.2,60.1,39.8,33.3,2,1,147,151,2.7,4,4
Markell Utsey,42779,ED,ARKANSAS,11,5,1.1,1,0,111,56.6,52.8,45.0,52.7,58.4,43.9,7.1,1,2,209,211,2.4,5,8
Ajani Kerr,42797,CB,TULANE,12,2,26.0,0,0,319,60.1,61.8,86.6,54.7,68.5,58.2,0.0,0,4,257,260,0.4,1,3
Mike Maskalunas,42820,LB,WISCONSIN,7,2,4.0,0,0,349,70.9,67.5,75.7,68.7,54.4,29.6,50.0,3,0,39,39,2.6,1,1
Tommy Dawkins Jr.,42832,ED,APP STATE,14,4,5.3,0,0,108,60.1,59.6,54.1,58.7,60.6,79.6,0.0,0,1,138,141,1.4,2,4
Chase Lucas,42833,CB,ARIZONA ST,10,1,8.1,0,0,110,58.2,60.5,7.4,68.6,75.6,74.2,0.0,0,6,238,244,0.4,1,7
Willie Baker,42835,ED,LA TECH,10,6,1.8,0,0,208,68.9,58.8,83.4,54.0,58.8,54.9,22.2,4,0,115,119,6.1,7,8
Xavior Williams,42838,CB,IOWA,2,1,,0,0,192,60.0,64.5,71.4,,63.7,74.3,0.0,0,0,8,8,0.0,0,0
Justus Rogers,42865,LB,WASH STATE,13,7,4.1,0,2,341,59.4,59.2,54.0,72.8,55.4,59.0,14.3,7,1,303,311,6.3,19,35
D.C. Williams,42880,CB,TEXAS ST,12,0,9.3,5,0,314,48.4,46.5,40.8,60.0,39.5,29.8,42.1,8,10,344,349,0.6,2,11
Grant Morgan,42888,LB,ARKANSAS,13,15,2.6,0,0,111,77.1,74.5,20.1,82.9,65.7,64.2,13.9,10,2,292,296,13.4,39,47
Jahad Woods,42896,LB,WASH STATE,13,24,5.5,0,2,341,67.4,66.0,55.2,69.1,62.2,62.9,15.4,14,1,342,351,8.2,28,53
Joshua Bailey,42907,DI,CHARLOTTE,7,1,4.3,0,0,136,,57.8,80.5,67.7,50.9,26.0,37.5,3,0,60,61,1.7,1,4
Rachuan Mitchell,42909,CB,SO MISS,11,1,6.2,3,0,296,48.2,43.9,33.5,63.7,30.1,29.7,40.0,4,6,237,244,1.3,3,5
Deon Edwards,42912,LB,ARKANSAS,4,2,1.0,0,0,111,69.7,73.4,77.4,56.3,77.2,80.3,0.0,0,0,13,13,7.7,1,1
Travon Fuller,42926,CB,TULSA,13,3,8.0,0,0,320,75.1,77.7,84.9,,85.7,60.5,11.1,3,0,344,346,2.6,9,21
Lawrence Stevens,42940,CB,RUTGERS,2,1,,0,0,278,61.3,64.6,73.6,,69.2,78.5,0.0,0,0,8,9,0.0,0,0
Jacobi Francis,42941,CB,MEMPHIS,12,5,4.1,0,0,218,76.1,76.9,85.4,48.2,78.4,69.5,16.7,3,2,365,368,1.4,5,10
Jordan Happle,42942,S,OREGON,13,7,4.3,0,0,264,61.9,65.3,84.3,59.0,70.4,50.8,14.3,5,0,210,216,6.7,14,23
Coney Durr,42953,CB,MINNESOTA,13,4,1.7,0,0,225,74.3,73.3,85.5,70.1,65.6,52.4,38.9,7,3,305,309,1.6,5,7
Noah Burks,42956,ED,WISCONSIN,13,6,2.1,0,0,349,70.7,75.2,90.9,67.7,77.3,69.9,8.3,2,1,272,275,4.4,12,16
Thomas Pickens,42970,LB,MEMPHIS,10,9,6.0,0,0,218,58.8,61.2,80.6,61.9,62.0,67.8,3.3,1,0,175,176,6.3,11,20
Will Evans,42984,ED,OHIO,12,5,2.4,0,0,259,65.5,73.9,42.2,73.3,72.1,53.3,17.9,5,3,279,281,4.7,13,18
Davonte Robinson,42999,CB,KENTUCKY,12,6,6.8,0,0,202,61.4,59.4,88.9,56.8,54.4,72.6,11.1,2,0,167,170,4.2,7,10
JoVanni Stewart,43001,LB,HOUSTON,12,3,2.0,1,0,182,59.3,60.2,15.6,62.9,62.8,59.5,14.3,1,1,110,110,1.8,2,3
Elijah Hamilton,43012,CB,LA TECH,11,1,8.0,0,0,208,45.7,49.6,1.0,59.5,71.0,67.5,14.3,1,2,110,111,3.6,4,5
Terrell Vassel,43023,S,OLE MISS,2,0,,0,0,226,61.7,42.7,73.2,,35.6,20.7,100.0,1,0,12,12,0.0,0,0
Marquel Dismuke,43025,S,NEBRASKA,12,12,7.4,0,0,238,66.7,64.2,57.9,48.3,62.4,46.7,23.8,10,1,346,352,1.7,6,20
Caleb Kelly,43026,ED,OKLAHOMA,10,5,1.7,0,0,261,58.3,65.3,85.7,59.3,69.0,42.4,20.0,2,0,60,60,3.3,2,3
Shawn Jennings,43027,LB,S ALABAMA,9,7,3.7,0,1,288,70.5,65.6,81.4,73.1,52.3,43.5,23.1,6,0,92,93,8.7,8,13
Gage Kreski,43047,S,C MICHIGAN,13,6,7.2,0,0,134,64.6,71.4,55.5,74.5,80.1,77.7,10.5,6,1,343,350,5.8,20,45
D.J. Morgan,43099,LB,UCONN,7,5,3.3,0,0,146,56.0,49.4,80.2,56.3,43.5,71.3,20.0,2,0,83,84,3.6,3,3
Kevin Meitzenheimer,43102,LB,UTAH ST,14,9,2.4,0,0,329,43.9,55.8,82.6,55.4,65.4,36.8,19.4,6,0,200,203,5.5,11,16
Shane Simmons,43103,ED,MARSHALL,9,10,3.3,0,0,214,69.1,71.2,85.2,71.8,64.4,57.3,17.9,5,0,170,172,4.7,8,13
Sean Mahone,43146,S,W VIRGINIA,13,13,10.3,0,0,343,59.6,64.3,54.0,70.4,71.1,66.2,14.0,8,1,348,354,3.7,13,36
Justin Clark,43185,CB,TOLEDO,13,2,2.0,2,0,316,71.6,74.2,83.2,71.3,76.9,90.7,0.0,0,5,193,196,4.1,8,11
Nolan Turner,43187,S,CLEMSON,10,12,4.2,0,0,140,63.8,63.0,48.5,62.1,61.3,57.0,21.1,8,1,237,245,4.2,10,18
Ryan McWood,43189,LB,MIAMI OH,2,0,2.5,0,0,221,51.3,46.5,73.9,56.8,50.0,33.2,33.3,1,0,15,16,13.3,2,2
Amir Tyler,43191,S,TEMPLE,10,16,6.4,0,1,306,41.7,55.1,84.2,57.9,71.8,77.2,10.7,6,1,324,328,3.1,10,34
Korel Smith,43201,CB,FAU,12,3,8.1,1,0,165,77.3,77.4,15.3,77.5,72.1,63.3,14.3,4,2,215,224,3.3,7,21
Chima Azunna,43211,S,HAWAII,8,0,8.6,0,0,180,51.1,52.6,85.8,59.7,56.6,76.8,22.2,2,0,149,153,0.7,1,7
Kaiden Smith,43224,S,APP STATE,10,8,5.9,0,0,108,67.2,71.1,87.1,54.9,79.5,77.8,6.7,2,1,232,237,3.0,7,20
Chase Pine,43225,LB,PITTSBURGH,13,4,3.9,0,0,268,45.4,53.9,81.2,58.7,61.3,52.0,20.0,5,0,118,120,10.2,12,16
Corey Hightower,43234,CB,NEW MEXICO,12,11,2.5,1,0,241,60.4,62.5,86.1,87.6,60.4,50.4,32.3,10,4,324,330,1.5,5,10
Eric Monroe,43239,S,TEXAS TECH,13,18,8.0,1,1,315,77.3,76.7,59.3,64.3,75.1,83.5,7.8,5,3,344,347,3.2,11,41
Chris Henderson,43249,ED,S ALABAMA,12,6,2.8,0,0,288,59.1,63.1,89.0,64.9,60.1,61.8,13.3,4,0,157,158,7.6,12,20
Anthony Ekpe,43280,ED,BALL ST,10,2,2.4,0,0,117,32.1,82.7,56.6,91.6,63.3,52.5,7.7,1,1,105,107,7.6,8,10
Josh Perry,43283,S,SO MISS,3,0,,0,0,296,62.8,62.8,73.0,64.0,57.8,76.4,,0,0,12,13,0.0,0,0
Treyvon Reeves,43286,LB,TULSA,9,4,4.1,0,0,320,54.9,62.1,81.6,54.8,71.0,69.8,6.3,1,0,189,189,3.2,6,11
Braden Smith,43298,S,WYOMING,10,3,11.4,0,0,351,69.1,63.8,28.0,56.0,56.2,45.5,28.6,6,1,194,200,1.0,2,12
Garrett Crall,43309,ED,WYOMING,13,5,2.3,1,0,351,63.7,69.9,76.8,66.8,67.3,59.7,15.0,6,1,394,402,6.1,24,29
Qwuantrezz Knight,43322,S,UCLA,12,8,3.6,1,1,324,45.5,53.9,9.8,70.3,66.8,63.4,3.0,1,4,239,243,6.7,16,24
Jordan Helm,43329,S,FAU,12,11,6.0,1,0,165,76.3,78.1,24.1,71.0,80.3,75.7,10.2,6,2,345,356,5.5,19,42
Bryan Mead,43333,LB,OKLAHOMA,2,0,,0,0,261,63.9,62.3,65.7,58.0,61.3,73.1,,0,0,4,4,0.0,0,0
Obi Eboh,43343,CB,UCLA,12,0,7.3,0,0,324,66.5,63.2,84.7,83.7,42.9,62.0,22.2,2,0,146,150,0.7,1,7
Zeke Brown,43346,CB,BAYLOR,6,0,10.0,0,0,118,68.8,67.4,76.9,,59.0,63.2,33.3,1,0,34,34,2.9,1,2
DaMarcus Fields,43347,CB,TEXAS TECH,12,1,6.0,1,0,315,65.0,67.0,86.7,55.1,73.5,60.6,9.1,1,3,333,337,0.9,3,9
Mandela Lawrence-Burke,43352,LB,KENT STATE,12,16,5.4,1,0,201,53.9,48.7,58.2,55.9,45.2,58.7,18.3,13,2,304,311,5.6,17,42
Jaydon Grant,43354,CB,OREGON ST,13,12,8.4,0,1,265,63.8,62.9,25.8,75.5,58.2,38.5,23.8,10,4,335,341,2.4,8,20
Cameron Lewis,43359,S,LSU,11,8,11.9,0,0,211,57.7,61.8,88.1,84.8,62.1,59.4,13.8,4,0,274,283,1.5,4,17
C.J. Morgan,43360,S,MISS STATE,1,0,,0,0,227,43.1,45.6,71.5,,60.0,,,0,0,4,4,0.0,0,0
Trey Baldwin,43361,LB,LA TECH,12,14,2.9,0,0,208,81.7,64.0,56.1,63.0,50.8,56.7,19.8,16,1,329,335,10.6,35,51
Christian Holmes,43393,CB,OKLA STATE,14,2,7.7,1,0,262,79.4,76.9,84.8,46.1,62.4,67.2,10.0,1,3,209,213,0.5,1,7
Baylen Buchanan,43400,CB,LA TECH,11,2,9.5,0,0,208,65.2,65.2,84.4,56.0,63.5,56.6,22.7,5,1,242,246,2.1,5,15
Phil Campbell III,43402,LB,PITTSBURGH,13,14,3.3,0,0,268,66.0,67.4,83.8,58.9,71.3,69.4,10.6,5,0,214,224,8.9,19,28
Hauati Pututau,43425,DI,UTAH,14,4,0.8,0,0,328,56.8,69.6,83.9,68.0,68.4,26.7,36.8,7,0,208,214,3.4,7,8
Michael Pitts,43431,ED,W KENTUCKY,14,3,4.1,0,0,346,72.5,71.3,61.5,66.4,70.6,70.0,6.7,1,1,126,128,3.2,4,11
