player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Artie Burns,10659,CB,MIAMI FL,12,2,14.9,1,0,220,78.3,74.2,0.0,42.6,72.0,75.3,5.3,1,9,272,280,1.5,4,16
Kenny Clark,10661,DI,UCLA,13,8,2.2,0,0,324,76.9,81.4,79.8,76.6,75.5,74.5,11.7,7,1,443,449,7.7,34,45
Robert Nkemdiche,10663,DI,OLE MISS,11,3,1.2,1,0,226,65.9,79.7,36.0,80.7,73.2,82.4,0.0,0,3,231,233,6.1,14,17
Vernon Butler,10664,DI,LA TECH,13,12,1.3,1,0,208,58.7,83.2,14.1,74.2,90.2,79.1,6.3,3,6,293,304,9.2,27,33
Emmanuel Ogbah,10666,ED,OKLA STATE,13,8,1.3,0,1,262,69.1,80.4,88.5,86.8,64.5,70.5,7.7,3,0,336,342,6.8,23,28
Kevin Dodd,10667,ED,CLEMSON,15,10,1.3,0,0,140,73.7,80.8,89.2,75.3,76.3,73.7,6.8,3,0,345,351,7.8,27,31
Jaylon Smith,10668,LB,NOTRE DAME,13,16,4.8,0,2,258,79.8,89.4,65.6,81.2,88.7,83.3,7.0,6,1,380,384,9.5,36,64
Myles Jack,10670,LB,UCLA,3,3,11.6,1,0,324,80.1,77.4,0.0,66.8,78.9,86.5,0.0,0,4,91,93,3.3,3,5
Chris Jones,10671,DI,MISS STATE,13,6,2.1,0,0,227,55.6,89.9,70.5,91.3,78.2,85.1,8.6,3,1,266,270,8.3,22,26
Xavien Howard,10672,CB,BAYLOR,13,2,12.1,1,0,118,79.0,78.6,54.9,66.0,77.6,78.3,17.4,4,7,445,451,1.6,7,17
Reggie Ragland,10675,LB,ALABAMA,15,10,3.1,0,1,103,87.7,90.4,89.3,75.6,85.5,79.0,12.9,8,0,325,331,9.8,32,44
Kamalei Correa,10676,ED,BOISE ST,13,4,0.7,0,0,120,84.9,79.0,38.9,83.1,64.4,71.3,10.0,2,3,290,294,4.5,13,14
Austin Johnson,10677,DI,PENN STATE,13,18,2.5,1,1,266,75.6,87.6,62.5,66.7,91.1,82.7,6.6,4,2,336,338,8.6,29,39
Jihad Ward,10678,ED,ILLINOIS,12,8,2.6,0,0,187,65.5,66.0,48.1,59.4,69.0,73.3,13.7,7,3,346,351,7.2,25,36
A'Shawn Robinson,10680,DI,ALABAMA,15,7,1.6,0,0,103,64.8,85.8,86.1,66.8,91.4,85.7,0.0,0,0,214,220,10.7,23,27
Jarran Reed,10683,DI,ALABAMA,15,9,1.9,0,0,103,60.0,90.4,67.2,70.6,93.2,78.8,0.0,0,1,246,250,13.4,33,38
Deion Jones,10686,LB,LSU,12,15,4.5,0,0,211,47.1,53.3,4.4,80.1,54.2,67.2,18.8,12,3,278,283,8.6,24,37
Su'a Cravens,10687,S,USC,14,10,6.3,0,0,326,85.5,83.6,93.7,69.8,76.8,76.1,9.4,5,1,393,398,6.9,27,38
Mackensie Alexander,10688,CB,CLEMSON,14,2,3.9,1,0,140,72.3,73.6,53.7,68.8,75.7,58.4,9.1,1,2,329,336,1.2,4,8
T.J. Green,10691,S,CLEMSON,15,11,12.0,0,2,140,49.3,63.4,58.7,62.8,83.5,76.1,8.1,5,1,387,394,5.2,20,46
Sean Davis,10692,CB,MARYLAND,12,3,6.8,0,3,215,60.2,64.6,56.8,63.5,78.2,77.7,16.3,7,5,411,419,2.9,12,33
Cyrus Jones,10694,CB,ALABAMA,15,1,6.5,1,1,103,81.7,85.0,56.8,70.9,90.7,83.3,7.1,1,5,334,340,1.2,4,12
Vonn Bell,10695,S,OHIO STATE,13,5,8.9,0,0,260,83.4,82.5,60.4,58.6,75.7,73.1,14.8,4,2,399,406,1.5,6,18
Adam Gotsis,10697,DI,GA TECH,9,5,2.5,0,0,176,63.1,74.2,36.4,82.1,66.5,62.0,12.0,3,2,176,180,8.5,15,17
Kevin Byard,10698,S,MIDDLE TN,11,6,8.6,0,0,224,88.7,88.3,48.3,64.4,78.6,85.4,3.7,1,1,294,295,0.7,2,20
Carl Nassib,10699,ED,PENN STATE,12,5,2.3,1,0,266,64.2,83.9,53.9,90.7,69.7,67.6,12.1,4,2,279,283,5.7,16,24
Maliek Collins,10701,DI,NEBRASKA,13,6,5.0,0,1,238,61.9,83.9,12.5,77.0,90.1,72.4,4.5,1,6,252,260,4.8,12,15
Will Redmond,10702,CB,MISS STATE,7,2,6.4,0,0,227,74.4,73.7,83.7,59.5,67.3,60.0,26.7,4,0,172,176,1.7,3,9
Yannick Ngakoue,10703,ED,MARYLAND,12,5,2.1,0,0,215,53.9,66.0,41.8,82.2,52.6,70.8,13.6,3,4,367,374,3.0,11,14
Darian Thompson,10705,S,BOISE ST,11,1,4.9,0,2,120,84.9,87.8,88.2,70.2,87.5,59.4,14.6,6,0,271,275,7.4,20,34
Jonathan Bullard,10706,DI,FLORIDA,14,11,0.6,0,0,163,63.6,90.7,28.6,69.8,94.4,89.2,0.0,0,4,298,305,12.1,36,45
KeiVarae Russell,10708,CB,NOTRE DAME,11,1,12.6,0,0,258,71.9,70.5,86.2,58.9,62.3,73.9,21.1,4,2,335,339,1.5,5,14
Shilique Calhoun,10709,ED,MICH STATE,14,4,4.0,1,0,223,67.0,78.0,0.0,89.5,66.6,51.4,18.8,6,11,379,389,3.7,14,22
Daryl Worley,10711,CB,W VIRGINIA,12,2,9.0,1,0,343,78.1,81.0,86.2,58.2,84.8,78.3,15.0,3,4,345,355,2.3,8,15
Adolphus Washington,10714,DI,OHIO STATE,12,8,1.9,0,0,260,68.7,88.1,72.8,89.5,75.0,78.7,13.3,6,1,329,335,7.0,23,31
Jordan Jenkins,10717,ED,GEORGIA,12,9,2.2,0,1,173,72.6,79.9,88.7,72.1,77.6,79.2,11.8,6,1,283,289,9.2,26,36
Kendall Fuller,10718,CB,VA TECH,3,0,14.0,0,0,337,55.5,61.8,81.3,90.0,66.3,61.2,33.3,1,2,83,86,1.2,1,2
Nick Vigil,10721,LB,UTAH ST,13,21,3.5,0,1,329,77.2,86.3,41.8,82.7,77.6,80.9,11.6,14,3,497,506,12.1,60,86
Kyler Fackrell,10722,ED,UTAH ST,13,9,2.5,0,1,329,74.8,79.8,67.6,90.5,69.8,64.4,13.8,8,2,491,501,5.7,28,41
Brandon Williams,10726,CB,TEXAS A&M,13,2,11.7,0,0,312,60.1,59.4,38.2,73.0,56.1,79.6,15.4,2,4,278,283,1.1,3,9
Vincent Valentine,10730,DI,NEBRASKA,10,2,1.0,0,0,238,62.0,73.5,84.4,66.6,74.8,79.0,0.0,0,0,146,147,3.4,5,5
Justin Simmons,10732,S,BOSTON COL,12,5,7.3,0,1,121,81.2,84.7,88.7,71.2,85.2,85.0,9.4,3,0,330,339,3.9,13,24
Joe Schobert,10733,ED,WISCONSIN,13,8,2.5,0,2,349,75.1,88.7,76.0,91.3,83.0,68.8,17.0,8,1,286,296,7.7,22,31
Charles Tapper,10735,DI,OKLAHOMA,13,13,4.0,0,3,261,65.7,77.9,71.4,70.3,77.5,73.2,8.5,4,2,344,345,5.5,19,30
Joshua Perry,10736,LB,OHIO STATE,13,16,4.4,0,0,260,84.6,86.0,88.3,73.9,77.1,88.9,3.0,2,1,349,356,7.7,27,48
Sheldon Day,10737,DI,NOTRE DAME,13,3,1.1,0,1,258,57.5,89.7,47.6,86.0,89.6,73.4,7.9,3,3,384,387,6.8,26,32
Tavon Young,10738,CB,TEMPLE,13,4,2.7,0,0,306,70.9,74.0,86.8,78.1,80.1,77.0,0.0,0,7,290,295,0.3,1,3
Eric Murray,10740,CB,MINNESOTA,13,3,6.0,0,2,225,67.6,72.0,86.7,94.1,68.5,56.0,28.2,11,5,474,482,2.7,13,25
B.J. Goodson,10743,LB,CLEMSON,15,25,3.6,0,0,140,80.0,89.6,65.5,71.7,84.9,90.0,3.2,3,2,404,411,11.9,48,66
Nick Kwiatkoski,10747,LB,W VIRGINIA,13,9,3.1,0,1,343,85.8,81.8,26.2,66.0,82.0,78.6,12.5,8,4,377,386,8.8,33,47
De'Vondre Campbell,10749,LB,MINNESOTA,13,10,4.4,0,0,225,85.0,76.1,84.6,65.4,67.2,90.8,6.3,4,0,347,354,7.2,25,49
Hassan Ridgeway,10750,DI,TEXAS,11,6,3.0,0,0,311,66.3,84.3,84.3,76.1,80.6,85.2,0.0,0,0,211,214,8.5,18,27
Juston Burris,10752,CB,NC STATE,13,4,6.3,0,1,248,78.1,77.5,51.2,50.8,75.1,80.4,16.7,3,4,352,354,1.4,5,11
Andrew Billings,10756,DI,BAYLOR,12,4,1.4,0,1,118,52.2,80.2,74.3,75.2,84.2,84.3,2.7,1,1,342,346,7.6,26,32
Deon Bush,10758,S,MIAMI FL,13,7,6.9,0,0,220,73.8,73.0,39.2,70.2,69.0,65.3,18.9,7,2,262,271,2.7,7,23
Antonio Morrison,10759,LB,FLORIDA,14,10,3.3,0,0,163,45.7,54.2,61.5,66.9,59.8,50.7,18.5,12,2,365,372,7.4,27,43
Derrick Kindred,10763,S,TCU,13,8,9.3,0,1,305,82.1,83.6,89.6,60.0,80.3,63.8,16.7,9,1,474,478,2.1,10,37
Blake Martinez,10765,LB,STANFORD,14,17,4.7,0,0,300,90.1,80.8,88.4,59.6,68.2,83.6,9.1,9,1,363,374,11.0,40,73
Willie Henry,10766,DI,MICHIGAN,13,8,1.8,1,0,222,62.8,75.4,0.0,77.1,77.4,72.9,12.9,4,9,257,265,6.2,16,19
Dean Lowry,10771,ED,NWESTERN,13,9,1.4,0,0,256,65.8,80.4,46.8,76.3,80.1,85.2,6.8,3,3,284,285,8.8,25,32
Zack Sanchez,10775,CB,OKLAHOMA,10,1,10.5,0,0,261,68.7,69.8,86.9,78.9,64.3,69.1,15.0,3,3,367,370,2.5,9,16
Ronald Blair III,10776,DI,APP STATE,13,8,1.4,0,1,108,72.5,85.9,69.6,78.0,78.4,84.0,5.5,3,1,290,296,13.8,40,44
Quinton Jefferson,10781,DI,MARYLAND,12,4,1.8,0,1,215,60.3,77.4,72.7,73.2,76.4,64.2,10.8,4,1,333,342,6.6,22,29
Matt Ioannidis,10786,DI,TEMPLE,14,6,2.0,0,0,306,66.6,77.3,87.5,78.5,69.0,56.9,18.2,6,0,272,276,7.4,20,21
K.J. Dillon,10793,CB,W VIRGINIA,13,6,6.5,1,0,343,70.9,70.8,67.4,68.7,67.3,45.6,20.6,7,3,389,399,3.1,12,21
Kentrell Brothers,10794,LB,MISSOURI,12,24,3.3,0,1,229,80.3,91.2,62.4,74.9,90.8,80.7,8.3,10,1,406,411,15.8,64,87
DJ Reader,10800,DI,CLEMSON,9,1,2.8,0,0,140,67.3,74.6,85.2,73.4,68.6,68.8,8.3,1,0,114,116,7.0,8,10
Antwione Williams,10803,LB,GA SOUTHRN,13,15,3.7,0,3,174,64.2,74.1,88.7,72.5,73.9,76.8,7.2,5,0,346,352,9.0,31,49
Trey Caldwell,10807,CB,LA MONROE,13,2,9.1,1,0,209,89.7,88.9,86.6,71.0,71.8,65.1,15.4,4,1,449,463,1.8,8,20
Jatavis Brown,10809,LB,AKRON,13,16,6.7,0,1,102,90.9,92.3,88.7,93.7,75.2,76.3,5.7,4,0,308,320,7.5,23,50
D.J. White,10812,CB,GA TECH,11,3,14.7,1,1,176,65.4,68.4,85.0,59.5,75.9,74.5,6.7,1,3,328,334,0.0,0,11
Devante Bond,10817,ED,OKLAHOMA,9,3,5.2,0,0,261,73.8,77.9,89.7,74.9,74.5,78.8,5.6,2,1,235,237,8.5,20,31
Anthony Brown,10823,CB,PURDUE,12,5,11.3,0,0,273,76.9,75.0,87.0,82.6,59.1,61.4,34.8,8,5,448,457,0.4,2,10
Josh Forrest,10824,LB,KENTUCKY,12,17,4.6,0,0,202,84.4,81.4,22.7,87.2,67.2,56.7,14.1,9,3,418,428,4.8,20,38
Cory James,10828,LB,COLO STATE,13,8,3.7,0,0,144,72.7,71.3,32.7,70.5,67.2,87.7,2.4,1,3,351,359,7.1,25,33
Blake Countess,10830,CB,AUBURN,13,3,6.0,0,0,115,76.7,74.0,60.0,58.2,64.9,67.3,18.8,6,4,402,411,2.5,10,23
Anthony Zettel,10836,DI,PENN STATE,13,6,1.7,1,0,266,67.8,77.0,56.7,76.3,71.1,80.2,8.1,3,2,322,326,7.8,25,28
Dadi Nicolas,10837,ED,VA TECH,13,11,2.3,1,0,337,67.9,69.9,16.7,84.6,59.0,82.3,5.1,2,7,392,400,4.8,19,26
Jordan Lucas,10838,S,PENN STATE,8,3,6.8,0,0,266,58.2,59.9,86.9,53.4,63.6,66.5,27.3,6,0,242,245,2.1,5,13
Maurice Canady,10843,CB,VIRGINIA,12,3,9.5,0,0,335,59.3,60.5,89.3,52.1,65.1,51.2,15.8,3,3,366,372,1.6,6,13
Kavon Frazier,10846,S,C MICHIGAN,13,8,6.1,0,0,134,74.9,76.6,88.7,65.2,73.4,90.7,10.4,8,1,403,411,6.7,27,61
Elandon Roberts,10848,LB,HOUSTON,14,12,3.3,0,1,182,74.8,82.2,39.8,69.7,79.5,75.3,10.3,11,2,363,368,16.0,58,84
Kevon Seymour,10852,CB,USC,11,1,18.0,0,0,326,68.1,69.5,84.0,,71.3,79.0,20.0,1,3,178,180,1.1,2,3
Will Parks,10853,S,ARIZONA,13,10,6.3,0,2,109,72.9,74.7,90.3,57.3,77.0,65.3,10.4,5,1,476,488,3.6,17,33
Travis Feeney,10854,ED,WASHINGTON,13,5,4.1,1,0,340,60.3,71.3,2.4,79.5,72.4,74.8,4.8,2,6,242,244,9.9,24,35
Aaron Wallace,10856,ED,UCLA,13,20,4.6,0,0,324,55.9,69.0,74.9,72.8,67.1,84.0,7.8,4,1,345,348,4.1,14,27
Stephen Weatherly,10861,ED,VANDERBILT,12,11,1.5,0,2,333,62.0,68.2,49.6,63.5,72.8,70.4,7.5,3,3,342,349,6.1,21,26
Steven Daniels,10866,LB,BOSTON COL,12,13,1.9,0,0,121,86.3,92.1,60.8,77.0,92.0,76.6,9.2,7,1,328,337,15.2,50,56
Jalen Mills,10867,CB,LSU,7,1,9.4,0,0,211,59.2,60.1,87.2,70.1,56.3,69.2,10.0,1,0,156,159,2.6,4,8
Alex McCalister,10874,ED,FLORIDA,9,5,3.8,0,0,163,55.9,68.4,85.9,71.7,62.0,73.6,8.3,1,0,152,156,2.6,4,6
Jayron Kearse,10878,S,CLEMSON,15,5,4.0,0,0,140,80.3,80.3,62.6,57.0,82.6,72.0,16.1,5,1,388,395,2.6,10,21
Clayton Fejedelem,10879,S,ILLINOIS,12,17,6.5,0,0,187,82.1,88.0,88.6,,88.2,89.5,6.2,6,1,372,377,8.6,32,74
Tyler Matakevich,10880,LB,TEMPLE,14,23,2.9,0,0,306,83.5,85.1,64.4,81.2,76.9,76.4,17.0,17,1,356,362,12.6,45,60
Prince Charles Iworah,10883,CB,W KENTUCKY,14,4,17.2,1,0,346,78.2,76.9,87.0,51.3,67.2,42.1,23.1,3,3,413,421,0.2,1,6
Scooby Wright III,10884,LB,ARIZONA,3,6,3.1,0,1,109,43.1,69.7,0.0,73.8,79.1,64.4,8.0,2,1,101,104,11.9,12,17
Joe Walker,10885,LB,OREGON,12,17,3.2,0,0,264,49.7,51.3,88.8,67.4,51.7,50.8,18.2,12,0,321,328,8.4,27,37
Kalan Reed,10887,CB,SO MISS,14,4,12.4,2,0,296,88.7,85.5,24.3,74.1,65.4,62.1,25.0,5,5,347,349,0.9,3,11
Tyriq McCord,10889,LB,MIAMI FL,13,2,2.2,0,0,220,61.5,62.5,60.7,69.6,57.5,78.4,0.0,0,1,239,247,4.6,11,18
Giorgio Newberry,10891,DI,FLORIDA ST,13,3,3.2,0,0,167,47.5,69.0,65.7,61.5,79.1,82.1,0.0,0,1,126,128,8.7,11,13
Mike Hilton,10898,CB,OLE MISS,13,2,3.1,0,1,226,86.6,84.8,63.1,71.4,72.3,75.8,22.2,6,2,332,336,3.6,12,19
Jarrod Wilson,10902,S,MICHIGAN,13,3,15.1,0,0,222,86.6,84.2,88.0,74.0,72.2,73.3,10.7,3,1,354,363,1.1,4,22
Briean Boddy-Calhoun,10903,CB,MINNESOTA,11,3,5.1,0,0,225,68.9,70.0,87.2,61.8,70.1,52.6,22.7,5,0,320,327,2.5,8,14
Daniel Davie,10906,CB,NEBRASKA,5,0,4.5,0,0,238,54.8,57.3,81.9,51.9,76.2,79.6,0.0,0,2,76,80,1.3,1,2
Curt Maggitt,10911,ED,TENNESSEE,2,1,-2.0,0,0,307,54.3,66.6,81.4,69.4,62.9,37.2,33.3,2,0,29,29,10.3,3,3
Stefan McClure,10912,S,CAL,13,7,9.6,0,1,130,70.6,79.7,87.2,66.9,88.0,82.8,4.7,2,2,366,375,3.8,14,34
Chris Milton,10914,CB,GA TECH,12,1,9.9,0,0,176,74.4,74.4,85.6,62.9,65.5,47.1,25.0,3,1,336,344,0.9,3,8
Anthony Sarao,10919,LB,USC,14,5,3.3,0,0,326,54.2,51.2,7.3,61.3,52.1,66.6,12.5,4,2,228,230,5.3,12,23
Delvon Simmons,10920,DI,USC,14,7,2.7,0,2,326,66.4,84.0,57.3,65.2,90.2,77.7,9.8,5,2,337,341,8.3,28,39
Ron Thompson,10922,ED,SYRACUSE,12,3,2.1,0,1,304,54.3,70.9,32.2,82.1,65.3,29.6,16.1,5,4,283,289,6.4,18,23
Darius White,10923,CB,CAL,13,2,8.3,0,0,130,63.0,61.6,57.4,64.2,55.5,59.7,21.1,4,4,445,457,1.3,6,13
Andrew Williamson,10924,S,VANDERBILT,10,1,12.4,0,1,333,59.1,64.4,86.5,78.9,69.2,55.6,16.7,5,1,220,224,4.1,9,24
Sterling Bailey,10926,DI,GEORGIA,13,12,2.2,0,0,173,63.4,79.2,85.2,68.3,79.8,64.1,15.1,8,0,301,308,9.6,29,33
Tyson Coleman,10930,ED,OREGON,13,10,3.7,0,0,264,76.6,76.1,79.2,78.7,69.1,68.4,7.5,3,1,317,323,4.4,14,27
Traveon Henry,10934,S,NWESTERN,12,16,6.7,0,0,256,73.2,74.3,56.4,70.4,72.5,79.8,10.2,6,1,355,357,4.2,15,37
Isaiah Johnson,10935,S,S CAROLINA,12,9,13.5,0,0,289,80.1,79.1,57.4,58.0,74.3,75.5,8.9,4,1,465,474,1.1,5,32
DaVonte Lambert,10937,ED,AUBURN,12,5,2.7,0,0,115,56.1,56.0,86.3,52.2,58.9,67.7,4.3,1,0,259,261,3.9,10,17
Cassanova McKinzy,10938,LB,AUBURN,13,10,2.8,0,1,115,59.2,73.7,75.1,80.5,68.3,70.2,8.8,5,1,350,357,8.0,28,42
Jontavius Morris,10939,DI,W KENTUCKY,14,6,1.9,0,0,346,66.0,56.9,73.7,63.9,50.2,72.9,6.3,2,1,275,279,7.3,20,24
Elijah Shumate,10942,S,NOTRE DAME,13,6,6.2,0,0,258,61.1,65.9,19.5,55.0,78.6,81.9,10.3,4,3,391,394,3.3,13,29
Channing Ward,10943,ED,OLE MISS,13,3,1.4,0,0,226,69.6,74.9,86.0,65.0,76.4,85.3,4.3,1,0,152,153,10.5,16,19
Matthias Farley,10953,S,NOTRE DAME,11,5,8.4,0,0,258,73.4,70.0,85.7,51.3,63.1,74.1,11.4,4,0,187,191,3.7,7,26
Lamar Louis,10957,LB,LSU,9,2,5.5,0,0,211,64.0,56.2,7.5,57.0,53.7,70.5,5.6,1,1,75,77,6.7,5,15
Givens Price,10958,DI,NEBRASKA,2,0,5.0,0,0,238,,56.8,71.7,56.6,58.7,69.7,0.0,0,0,6,6,0.0,0,1
Ronald Zamort,10961,CB,W MICHIGAN,13,4,10.5,1,0,347,66.9,67.9,62.9,52.7,71.5,78.5,8.7,2,9,377,384,0.5,2,17
Bryson Albright,10962,ED,MIAMI OH,12,9,1.8,0,0,221,78.1,76.7,46.1,76.9,69.9,74.0,9.8,4,3,322,325,6.5,21,28
Claudell Louis,10969,DI,FRESNO ST,12,8,4.3,0,0,169,63.2,61.7,83.9,67.3,55.7,71.5,9.8,4,0,332,336,6.0,20,29
Eric Striker,10973,ED,OKLAHOMA,13,5,1.9,0,0,261,90.4,80.2,66.3,86.6,61.7,50.2,17.6,9,2,423,427,6.9,29,37
Julian Whigham,10974,CB,SYRACUSE,11,0,9.0,1,0,304,56.4,60.5,84.1,67.0,75.6,75.5,10.0,1,3,130,133,1.5,2,9
Keith Baxter,10976,CB,MARSHALL,13,1,10.5,1,0,214,72.6,74.0,85.0,71.9,70.8,71.6,0.0,0,3,260,262,0.0,0,2
Theiren Cockran,10978,ED,MINNESOTA,13,3,4.0,0,0,225,65.9,57.3,33.6,61.5,54.5,66.3,10.7,3,4,359,364,4.2,15,22
Jake Ganus,10979,LB,GEORGIA,13,18,4.0,0,0,173,65.3,66.3,55.6,61.7,64.8,56.5,20.7,18,1,358,364,8.9,32,51
Denzell Perine,10981,ED,FIU,12,7,2.0,1,0,166,65.5,63.5,76.2,66.0,57.5,72.6,3.4,1,1,330,333,5.2,17,21
Terrell Chestnut,10987,CB,W VIRGINIA,12,1,11.6,0,1,343,76.8,78.6,85.6,,78.8,70.0,5.0,1,3,274,279,1.8,5,18
Tyler Marcordes,10994,LB,GA TECH,12,7,3.1,0,0,176,54.6,54.0,86.7,61.2,51.7,46.0,20.5,9,0,287,292,6.3,18,28
Adrian McDonald,10995,S,HOUSTON,14,6,7.2,0,1,182,72.7,75.9,34.9,60.2,82.7,88.9,8.3,4,3,390,395,4.6,18,38
Shaq Petteway,10997,ED,W VIRGINIA,13,16,2.9,0,0,343,56.6,69.3,37.4,73.0,73.0,79.0,8.7,6,2,333,341,10.2,34,47
Larry Scott,11001,CB,OREGON ST,7,2,15.4,1,0,265,68.1,69.1,83.7,57.9,70.3,57.9,22.2,2,2,197,202,1.5,3,5
Trevor Williams,11004,CB,PENN STATE,13,2,4.8,0,0,266,75.0,77.4,85.8,52.0,83.1,82.4,13.3,2,3,315,317,1.9,6,11
Carlos Wray,11005,DI,DUKE,13,8,3.5,0,0,154,90.4,62.1,86.1,55.8,60.6,71.3,8.3,3,0,290,294,5.9,17,25
Jeremy Cash,11007,S,DUKE,12,20,2.3,0,3,154,68.1,82.9,39.3,90.4,89.2,83.1,9.7,7,3,429,433,8.2,35,45
Jared Norris,11011,LB,UTAH,12,10,4.3,0,1,328,74.5,68.3,69.1,69.6,58.4,74.6,12.9,8,1,299,307,7.4,22,44
Vontarrius Dora,11014,ED,LA TECH,13,8,3.5,0,1,208,72.4,66.5,90.5,60.3,66.4,81.1,2.9,1,0,298,309,6.0,18,26
Antonio Glover,11016,S,GA SOUTHRN,13,6,6.5,1,0,174,72.1,74.5,87.7,51.7,76.0,78.7,13.9,5,2,331,337,3.0,10,25
Calvin Heurtelou,11018,DI,MIAMI FL,13,4,2.5,0,0,220,66.5,73.4,87.2,65.1,73.2,74.9,8.0,2,0,244,250,5.3,13,19
David Moala,11021,DI,UTAH ST,11,13,1.3,0,0,329,60.0,75.9,87.4,76.5,71.2,77.3,8.3,4,0,301,306,7.3,22,31
Dwayne Norman,11025,LB,DUKE,13,16,4.6,0,1,154,81.0,80.0,86.9,60.0,75.4,90.4,4.5,4,2,471,476,8.5,40,69
Kyle Peko,11027,DI,OREGON ST,12,4,3.3,0,0,265,62.8,72.0,71.5,61.2,74.7,64.0,10.3,4,1,319,324,6.0,19,31
Frank Shannon,11029,LB,OKLAHOMA,10,13,4.7,0,0,261,55.6,64.3,82.1,60.9,71.2,85.1,5.7,2,1,129,130,6.2,8,20
Eddie Yarbrough,11033,ED,WYOMING,12,5,2.9,0,0,351,54.4,75.2,49.7,74.2,76.4,77.4,2.5,1,3,431,437,6.0,26,34
Geno Matias-Smith,11036,S,ALABAMA,15,5,5.5,0,1,103,71.0,75.4,89.3,56.2,81.8,82.2,16.2,6,0,338,344,4.7,16,26
Josh Dawson,11037,DI,GEORGIA,9,3,2.0,0,0,173,60.0,63.1,78.1,58.4,62.9,78.7,0.0,0,0,47,47,6.4,3,3
Gerald Dixon Jr.,11038,DI,S CAROLINA,12,7,3.2,0,0,289,56.5,49.8,87.9,58.1,46.9,80.2,4.8,1,0,256,263,3.1,8,13
Torrey Green,11041,ED,UTAH ST,13,1,4.3,0,0,329,55.9,63.7,87.8,64.9,64.3,56.5,21.2,7,0,263,269,6.1,16,25
Cory Johnson,11042,DI,KENTUCKY,11,14,2.9,0,1,202,66.3,77.5,83.6,68.1,76.5,60.3,9.7,6,0,276,284,10.1,28,42
Chris Mayes,11046,DI,GEORGIA,12,10,3.5,0,0,173,62.6,68.6,85.7,57.3,69.2,79.2,5.9,2,0,284,291,5.3,15,22
J.D. McKissic,11047,WR,ARK STATE,1,0,,1,0,113,62.5,63.2,68.4,,60.0,,,0,1,1,1,0.0,0,0
Ivan McLennan,11048,ED,WASH STATE,13,3,3.0,1,0,341,61.5,63.4,59.1,67.0,59.9,59.2,19.2,5,2,258,263,4.7,12,18
David Mims II,11049,CB,TEXAS ST,12,7,11.7,0,0,314,52.4,61.2,86.4,52.5,91.2,75.1,4.3,1,4,439,448,1.8,8,15
Sharrod Neasman,11050,S,FAU,12,13,9.3,0,0,165,78.0,82.7,89.4,59.2,83.8,83.9,7.3,4,1,423,430,1.4,6,38
Brian Poole,11052,CB,FLORIDA,14,3,7.2,1,0,163,64.6,65.9,88.6,62.9,67.5,56.0,29.4,5,2,245,248,1.2,3,9
