player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
JR Pace,10116,S,NWESTERN,14,10,6.9,0,0,256,79.2,75.0,90.5,57.5,61.7,60.3,16.7,8,0,406,412,3.4,14,30
Enoch Smith Jr.,12534,DI,OKLA STATE,13,7,2.9,0,0,262,63.4,70.3,44.4,59.9,76.4,74.5,3.7,1,3,288,297,4.5,13,19
Jeffrey Allison,12542,LB,FRESNO ST,14,16,3.3,0,0,169,71.4,74.8,85.5,60.7,74.7,70.0,13.9,14,2,357,360,13.7,49,71
Rashaan Falemalu,12678,LB,HAWAII,1,0,7.0,0,0,180,,59.3,69.3,,59.3,74.3,0.0,0,0,8,8,0.0,0,1
Robert Bullard,12729,CB,AIR FORCE,4,0,,0,0,101,64.6,63.2,78.7,59.1,55.4,77.0,,0,0,55,55,0.0,0,0
Malik Rivera,12743,S,GA TECH,13,7,9.1,0,0,176,76.0,65.6,0.0,67.5,51.7,54.9,21.6,11,3,368,370,2.7,10,33
Kamal Martin,12744,LB,MINNESOTA,12,11,2.4,0,0,225,62.7,60.1,86.7,58.5,55.7,47.8,20.5,9,1,260,262,6.2,16,24
Ken Webster,12955,CB,OLE MISS,10,3,6.3,0,0,226,75.7,76.7,83.1,63.7,75.6,72.4,8.3,2,2,186,191,3.8,7,19
Reggie Robinson II,13094,CB,TULSA,8,2,8.0,0,0,320,65.7,62.6,0.0,56.2,59.1,80.2,7.1,1,2,160,163,2.5,4,11
Jaylan Foster,13095,CB,S CAROLINA,2,0,,0,0,289,54.8,55.7,72.7,,61.0,73.5,,0,0,9,9,0.0,0,0
Ed Rolle,13172,CB,CHARLOTTE,12,3,4.8,0,1,136,63.4,63.7,87.5,55.0,64.0,55.2,21.1,4,0,258,262,1.9,5,12
Deonta Moore,13310,HB,S ALABAMA,1,0,,0,0,288,,60.1,60.0,,60.0,,,0,1,1,1,0.0,0,0
Jabril Robinson,13396,ED,W VIRGINIA,12,3,3.0,0,0,343,63.7,67.0,86.7,55.1,73.4,43.7,13.8,4,0,218,224,6.9,15,22
Penny Hart,13534,WR,GA STATE,1,0,,0,0,175,,60.0,60.0,,60.0,,,0,4,1,1,0.0,0,0
Ricky Brookins,13582,HB,INDIANA,1,0,,0,0,190,,60.3,60.0,,60.0,,,0,0,1,1,0.0,0,0
Corey Bell Jr.,13596,CB,N CAROLINA,5,1,7.0,0,0,245,71.3,68.0,81.9,52.9,53.9,32.4,33.3,1,2,40,41,2.5,1,1
Jeremy McDuffie,13599,CB,DUKE,7,1,9.0,1,0,154,55.1,59.9,84.2,64.4,71.3,76.5,0.0,0,2,132,134,2.3,3,8
DeShawn Capers-Smith,13604,CB,TEXAS A&M,11,5,3.9,0,0,312,70.0,72.2,88.4,70.5,73.9,64.6,18.2,4,0,199,204,4.0,8,13
Abraham Maiava,13614,DI,ARIZONA,11,3,3.7,0,0,109,55.0,43.2,83.6,53.5,39.9,53.5,7.1,1,0,120,125,7.5,9,10
Daylon Charlot,13641,WR,KANSAS,1,0,,0,0,198,,60.0,60.0,,60.0,,,0,2,1,1,0.0,0,0
Colin Samuel,13643,CB,UCLA,3,0,2.0,0,0,324,47.3,50.1,73.6,,59.4,77.0,0.0,0,0,28,28,3.6,1,1
Tanner Karafa,13787,DI,BOSTON COL,12,8,2.0,2,0,121,59.6,73.7,43.9,57.2,82.9,74.7,4.8,2,3,357,360,7.6,27,32
Aaron Roberson,13789,CB,LA TECH,4,0,0.0,0,0,208,74.2,75.2,76.7,59.0,69.2,76.0,0.0,0,0,16,16,6.3,1,1
Hunter Andrews,13808,DI,E MICHIGAN,13,6,3.5,0,0,160,60.7,60.9,53.4,54.6,65.4,73.5,4.5,1,1,119,122,8.4,10,15
