player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Jaheim Thomas,54193,LB,CINCINNATI,13,14,3.5,0,1,138,51.9,74.7,20.8,84.1,80.6,69.9,13.1,8,2,234,238,9.8,23,39
Isaiah Norman,54967,S,MARSHALL,8,2,8.0,0,0,214,51.1,56.1,26.6,58.0,69.9,85.8,0.0,0,1,169,174,3.0,5,13
Aapri Washington,55013,CB,E CAROLINA,10,3,11.8,1,0,156,63.5,66.6,82.2,59.3,79.3,73.2,0.0,0,1,104,105,1.0,1,4
Tim Terry,55020,LB,AKRON,10,9,2.9,0,0,102,76.2,75.3,82.8,61.7,72.0,73.8,12.5,5,0,182,187,11.5,21,26
Isaiah King,55037,CB,BUFFALO,9,5,11.3,1,1,126,57.1,62.4,83.8,62.9,79.8,57.6,11.1,2,2,196,198,1.5,3,11
Chibueze Onwuka,55044,DI,BOSTON COL,12,7,1.6,0,0,121,58.2,73.1,86.4,60.4,78.7,57.6,10.0,4,0,227,230,10.1,23,29
Devonni Reed,55046,S,S CAROLINA,10,10,4.9,0,0,289,43.3,43.8,83.9,54.2,45.8,57.5,21.6,8,1,195,197,3.1,6,19
Troy Brown,55050,LB,OLE MISS,13,12,3.6,0,1,226,64.2,72.0,0.0,68.1,78.8,83.0,7.7,5,3,260,265,11.5,30,48
Angelo Howze,55073,ED,AKRON,1,1,,0,0,102,,31.7,74.6,55.2,34.7,25.6,50.0,1,0,6,6,0.0,0,0
Jabari Taylor,55075,ED,CINCINNATI,12,11,3.1,0,0,138,60.0,70.9,71.5,72.0,67.4,28.4,23.5,8,1,312,316,2.9,9,15
Wilson Huber,55090,LB,CINCINNATI,13,5,3.1,0,0,138,60.1,64.2,86.9,71.5,61.2,74.6,5.4,2,1,286,290,7.3,21,30
Jordan Swann,55103,CB,JAMES MAD,11,2,5.0,0,0,197,69.9,69.4,86.7,79.3,53.8,58.2,50.0,3,2,219,222,0.5,1,1
Ian Swenson,55104,LB,UCONN,13,13,4.8,0,1,146,64.6,62.3,59.7,62.5,59.8,70.4,13.2,7,1,350,351,6.6,23,33
Caleb Thomas,55105,DI,LA MONROE,12,5,0.9,0,0,209,61.4,70.9,25.6,64.0,75.3,28.6,25.0,9,4,288,295,7.3,21,22
Dorian Hall,55168,S,FIU,11,5,15.2,0,0,166,70.1,61.0,0.0,57.8,52.2,52.7,25.0,5,4,158,161,0.6,1,10
Chris Bacon,55196,S,BOWL GREEN,13,5,9.2,0,0,122,62.4,66.1,28.3,63.5,74.9,66.2,14.8,8,2,339,347,4.1,14,41
Jaylon Jones,55197,CB,GA STATE,12,2,14.0,1,0,175,67.9,67.5,83.5,56.3,62.3,53.3,0.0,0,3,179,183,0.0,0,1
Jordan Strachan,55198,ED,S CAROLINA,2,2,1.6,0,0,289,56.3,60.0,82.7,58.7,61.2,57.6,0.0,0,0,56,57,7.1,4,5
Zachary Ford,55353,S,TOLEDO,14,7,5.1,0,0,316,82.4,78.3,88.2,66.3,66.6,71.4,17.6,6,0,301,310,3.7,11,21
Nate Givhan,55355,ED,TOLEDO,11,4,3.6,1,0,316,69.0,68.1,61.5,65.7,66.5,60.5,14.3,2,1,131,137,4.6,6,8
Austin Camden,55408,DI,UCF,2,0,2.5,0,0,323,,71.3,0.0,62.7,80.6,72.4,0.0,0,1,9,9,22.2,2,2
Anthony Montalvo,55417,DI,UCF,14,9,2.0,0,0,323,55.1,62.3,85.4,56.6,66.4,72.3,2.6,1,0,278,280,7.6,21,28
Coby Davis,55425,CB,WAKE,2,0,4.0,0,0,339,65.1,65.4,77.7,59.0,64.1,77.8,0.0,0,0,28,28,0.0,0,1
Troy Simon,55427,S,TOLEDO,4,1,6.0,0,0,316,46.6,46.9,79.3,60.0,49.2,58.8,20.0,1,0,51,52,2.0,1,3
Mike Allen,55430,ED,W KENTUCKY,13,2,2.8,1,0,346,60.4,64.1,55.3,66.1,60.2,73.1,0.0,0,1,93,98,4.3,4,4
Tyler Williams,55432,DI,WAKE,13,4,1.4,0,0,339,71.8,80.8,46.5,80.7,73.9,49.0,14.3,3,2,208,213,5.8,12,14
DJ Taylor,55438,LB,BOWL GREEN,13,9,4.4,0,0,122,55.7,59.4,81.8,71.4,58.6,61.4,15.1,8,0,247,253,7.7,19,36
Chase Monroe,55439,LB,CHARLOTTE,12,14,4.8,0,1,136,50.5,55.8,38.2,71.8,59.6,43.0,17.4,8,1,212,217,6.6,14,24
Malik Denkins,55516,ED,C MICHIGAN,2,0,,0,0,134,,56.1,74.2,54.7,60.3,,,0,0,4,4,0.0,0,0
Malik Hausman,55567,CB,HAWAII,13,2,13.9,0,0,180,65.1,61.4,90.9,61.0,45.0,59.1,31.6,6,3,322,326,0.6,2,11
Tony Wallace,55568,CB,UTSA,1,0,,0,0,331,48.4,41.5,67.4,,60.0,74.8,,0,0,0,1,,0,0
Azizi Hearn,55569,CB,UCLA,13,1,7.8,1,0,324,68.8,68.6,50.7,56.7,72.2,83.2,18.2,2,6,208,213,1.4,3,8
Timarcus Davis,55574,CB,ARIZONA ST,5,4,5.7,0,0,110,50.1,50.8,0.0,56.2,70.9,57.6,9.1,1,4,129,132,1.6,2,6
Wylan Free,55596,S,GA SOUTHRN,12,14,13.0,0,0,174,64.1,68.6,54.7,72.5,75.3,88.3,5.0,3,1,308,311,4.2,13,43
Wesley McCormick,55609,CB,W VIRGINIA,10,1,3.5,0,1,343,53.3,54.2,2.2,,65.9,54.4,25.0,1,1,120,123,0.0,0,2
Cedrick Dort Jr.,55614,CB,WISCONSIN,12,1,9.3,0,0,349,72.0,72.3,87.4,,69.4,87.0,0.0,0,0,168,168,0.6,1,3
Anthony Johnson,55628,CB,VIRGINIA,10,8,7.3,1,0,335,84.4,82.5,52.2,68.2,72.9,73.4,19.4,6,5,343,348,1.7,6,17
Zack Sanders,55638,CB,OHIO,11,14,8.4,0,0,259,68.5,66.0,25.5,73.5,59.0,58.8,24.4,10,2,256,265,3.1,8,17
Tre Shaw,55648,CB,W KENTUCKY,9,1,3.7,0,1,346,62.7,59.0,3.6,41.0,60.1,59.8,22.2,2,1,88,92,3.4,3,6
Tariq Drake,55668,S,OHIO,12,7,14.4,1,0,259,67.8,64.1,89.4,,51.6,28.2,29.0,9,1,295,305,0.7,2,15
Justin Broiles,55678,S,OKLAHOMA,13,10,6.3,0,0,261,61.9,63.4,47.7,64.4,66.1,64.3,8.3,3,2,259,260,3.9,10,23
Kordell Rodgers,55713,CB,TEXAS ST,9,2,6.3,0,0,314,90.3,90.1,85.7,87.5,68.1,56.4,25.0,2,0,181,184,1.1,2,4
Orlando Lacey,55720,LB,TROY,1,0,,0,0,318,49.4,45.7,64.7,,60.0,20.7,,0,0,1,1,0.0,0,0
Grayson Cash,55727,S,UAB,13,9,6.3,0,0,321,82.4,76.1,18.0,62.4,65.7,76.8,12.1,4,2,307,314,2.9,9,20
Andre Grayson,55735,CB,UTAH ST,12,4,6.3,0,0,329,62.0,65.6,84.7,,76.7,77.0,0.0,0,1,264,265,0.8,2,8
Zahodri Jackson,55736,CB,N TEXAS,7,1,5.7,0,0,251,51.6,53.7,0.0,,66.8,58.6,20.0,1,1,95,97,1.1,1,3
Keyon Blankenbaker,55749,CB,TEXAS TECH,7,0,,0,0,315,58.1,56.1,81.1,66.4,46.9,29.2,100.0,1,1,29,29,0.0,0,0
C.J. Coldon Jr.,55750,CB,OKLAHOMA,11,5,4.5,1,0,261,57.1,59.4,84.9,53.9,69.5,68.4,13.3,2,2,216,220,1.9,4,8
Jordyn Riley,55767,S,LA MONROE,8,1,5.8,0,0,209,54.6,55.5,78.3,56.4,58.0,29.8,30.0,3,0,75,78,2.7,2,6
Steven Jones Jr.,55785,CB,APP STATE,12,2,5.0,1,0,108,74.1,77.0,52.3,82.7,82.7,51.4,26.7,4,5,324,330,1.5,5,9
Jarques McClellion,55795,S,FLORIDA ST,8,2,8.8,0,0,167,38.3,45.9,80.6,56.2,64.9,75.1,0.0,0,2,53,55,1.9,1,5
Korey Hernandez,55796,CB,E MICHIGAN,7,2,5.0,0,0,160,67.8,68.0,83.2,,64.4,74.0,0.0,0,1,80,81,0.0,0,1
Jahmin Muse,55830,S,BUFFALO,12,1,10.6,0,3,126,75.1,77.0,88.6,78.6,72.7,66.3,16.7,6,0,339,346,3.8,13,29
Isaiah Lewis,55854,S,COLORADO,4,1,7.6,0,0,143,50.7,45.9,80.8,,40.9,39.6,36.8,7,0,88,89,4.5,4,11
Davondre Robinson,55861,S,CHARLOTTE,5,4,9.7,0,0,136,47.5,53.8,79.8,60.0,62.4,55.2,26.1,6,0,87,93,5.7,5,13
Blake Bogan,55868,S,E MICHIGAN,4,3,,0,0,160,68.3,66.3,81.8,60.0,55.9,77.8,0.0,0,0,44,45,0.0,0,0
Cyrus Fagan,55895,S,NC STATE,13,6,8.0,0,0,248,81.7,78.3,88.2,57.0,64.4,79.7,13.0,3,1,249,250,1.6,4,14
William Poole,55911,CB,GEORGIA,1,0,,0,0,173,64.5,64.2,74.2,,59.8,,,0,0,3,3,0.0,0,0
Latavious Brini,55915,S,ARKANSAS,13,10,5.7,0,0,111,67.8,69.2,90.9,73.6,67.3,72.9,12.8,6,4,308,315,5.2,16,31
Ameer Speed,55918,CB,MICH STATE,12,6,9.1,0,0,223,55.7,57.2,55.8,59.8,62.6,84.2,14.8,4,1,358,364,0.8,3,17
Devodric Bynum,55931,CB,UAB,13,1,5.7,0,0,321,79.6,80.5,8.2,90.9,80.5,67.3,9.1,1,3,225,228,1.3,3,9
Bennett Williams,55954,CB,OREGON,13,11,5.8,0,0,264,68.5,73.3,29.3,79.3,86.0,76.4,8.8,3,2,294,302,3.4,10,20
Bryant Fitzgerald,55961,S,INDIANA,11,10,4.2,0,1,190,50.2,56.8,86.5,55.3,65.5,65.8,15.3,9,1,291,295,7.2,21,40
Trey Creamer,55962,CB,CHARLOTTE,2,0,8.0,0,0,136,69.7,70.2,77.9,,67.4,80.8,0.0,0,0,40,41,0.0,0,1
Camron Harrell,55965,CB,SO MISS,13,4,10.8,0,0,296,60.4,61.8,42.5,66.2,64.0,51.0,18.8,3,2,198,202,2.0,4,9
Datrone Young,55969,CB,DUKE,12,4,7.2,1,0,154,55.4,56.0,12.9,,65.7,55.0,22.2,6,4,246,247,1.6,4,17
Gervarrius Owens,55987,S,HOUSTON,12,8,7.6,0,0,182,87.7,82.6,89.8,53.7,69.0,61.1,13.6,6,0,331,336,2.7,9,30
Tyrell Ajian,55995,S,KENTUCKY,12,4,11.6,1,1,202,73.2,71.7,40.2,81.8,63.9,58.2,16.7,3,1,223,226,1.3,3,11
Bralen Trahan,56012,S,LA LAFAYET,13,14,7.0,0,1,207,65.8,71.2,88.7,56.0,79.7,69.8,8.2,4,0,322,329,2.8,9,31
Xavier Cullens,56044,LB,MEMPHIS,13,27,4.2,1,1,218,90.3,83.6,17.4,70.9,79.4,64.8,13.1,13,3,365,370,9.6,35,59
Derrick Smith,56050,LB,W KENTUCKY,14,11,5.1,1,1,346,60.7,56.3,0.0,70.2,52.9,61.6,12.3,9,4,340,351,8.2,28,53
Jaylen Kelly-Powell,56057,S,AKRON,6,4,6.3,1,0,102,41.6,47.2,84.5,75.7,52.6,62.8,16.7,2,1,101,101,1.0,1,6
Hunter Reynolds,56060,S,UTAH ST,13,14,10.6,0,0,329,89.7,78.0,62.1,60.9,58.3,76.3,13.3,10,2,449,454,3.1,14,51
Cameron Ruiz,56131,CB,TEMPLE,10,0,13.0,0,0,306,66.9,67.5,83.2,78.9,57.8,78.0,25.0,1,1,45,46,0.0,0,3
Rani Abdulaziz,56149,CB,RUTGERS,1,0,,0,0,278,,60.0,65.9,,60.0,,,0,0,1,1,0.0,0,0
Parker Day,56151,HB,RUTGERS,1,0,,0,0,278,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Tavyn Jackson,56164,S,COAST CAR,13,5,11.2,0,0,141,63.2,61.0,85.3,70.7,52.5,41.7,33.3,7,0,172,175,1.7,3,9
Jamyest Williams,56165,HB,GA STATE,2,0,,0,0,175,,60.4,60.0,,60.0,,,0,1,2,2,0.0,0,0
Eric Coley,56200,S,SYRACUSE,7,2,7.5,0,0,304,62.4,67.0,78.9,54.3,74.6,68.5,0.0,0,0,63,63,1.6,1,2
Noah Daniels,56206,CB,TCU,3,1,,0,0,305,60.6,62.1,75.2,,65.4,53.6,0.0,0,0,13,13,0.0,0,0
Christian Braswell,56207,CB,RUTGERS,12,2,8.5,0,0,278,87.1,86.3,85.4,86.1,71.3,71.0,18.8,3,3,215,223,1.4,3,11
Myles Jones,56220,CB,TEXAS A&M,1,0,,0,0,312,46.0,48.0,73.9,,61.8,73.5,,0,0,13,13,0.0,0,0
John Davis,56230,CB,N TEXAS,1,1,2.0,0,0,251,50.0,55.7,73.6,,72.7,79.3,0.0,0,0,11,11,9.1,1,1
Adrian Frye,56233,CB,TEXAS TECH,7,2,4.5,0,0,315,51.8,58.9,83.6,55.8,80.1,75.7,0.0,0,1,78,78,5.1,4,8
Jordan Perryman,56240,CB,WASHINGTON,10,3,7.7,0,0,340,51.3,55.2,84.9,66.7,69.6,55.2,14.3,3,2,206,212,3.9,8,15
Shea Pitts,56242,LB,UCLA,4,0,8.5,0,0,324,71.4,70.9,76.9,59.7,64.2,80.2,0.0,0,0,14,14,14.3,2,4
Elijah Gates,56243,S,FRESNO ST,7,0,9.1,0,1,169,72.8,72.2,85.6,63.7,68.6,76.4,16.7,4,0,168,169,1.8,3,20
Jay Shaw,56244,CB,WISCONSIN,13,2,8.0,0,0,349,69.0,67.0,84.6,,53.4,55.3,22.2,4,3,251,252,2.0,5,12
Mo Osling III,56246,S,UCLA,13,12,10.3,0,0,324,67.3,69.9,57.8,62.8,75.0,90.0,4.9,2,1,328,336,1.5,5,27
Armani Marsh,56292,CB,WASH STATE,12,8,7.9,0,0,341,74.6,72.9,88.7,69.8,64.1,69.3,19.2,5,1,306,310,1.6,5,13
Jalen Harris,56321,ED,ARIZONA,12,13,3.4,0,0,109,71.1,60.6,88.1,58.9,56.9,62.0,16.7,7,0,314,321,4.5,14,22
Jose Ramirez,56323,ED,E MICHIGAN,12,14,2.1,1,0,160,63.7,88.3,21.2,90.5,80.1,78.6,5.6,3,6,265,271,10.6,28,37
Cole Maxwell,56332,ED,BAYLOR,10,3,1.5,0,0,118,55.6,62.7,52.3,62.8,65.2,51.6,12.5,2,1,153,153,7.2,11,11
Marcus Valdez,56333,ED,BOSTON COL,12,7,2.7,0,0,121,70.9,74.5,88.0,69.2,71.6,50.1,8.3,2,0,233,236,5.2,12,15
Myles Cecil,56334,DI,VANDERBILT,10,3,2.0,0,0,333,55.2,61.9,45.4,60.7,67.5,65.7,11.1,1,1,91,98,4.4,4,5
Nick Figueroa,56335,ED,USC,14,4,1.8,0,0,326,44.7,63.9,67.2,69.0,63.8,54.6,5.9,1,1,158,158,5.7,9,12
Terrance Lang,56343,ED,COLORADO,12,4,1.9,0,0,143,60.8,57.0,46.6,54.7,59.5,52.9,15.4,6,2,219,223,8.7,19,29
Taijh Alston,56348,ED,W VIRGINIA,12,5,3.6,1,2,343,59.8,60.3,39.9,54.2,69.1,73.4,0.0,0,2,168,173,3.6,6,8
Jelani Arnold,56376,DI,KANSAS,1,0,,0,0,198,,67.3,71.6,65.8,63.0,,,0,0,5,5,0.0,0,0
Sam Burt,56379,DI,KANSAS,13,2,3.1,0,0,198,62.1,61.4,84.3,53.1,63.8,63.9,0.0,0,0,229,233,3.9,9,14
Zayin West,56384,ED,KENT STATE,12,2,0.8,0,0,201,65.9,74.2,37.0,75.0,69.5,81.8,0.0,0,3,275,278,8.7,24,25
Andre Jones Jr.,56395,ED,LA LAFAYET,12,11,3.5,1,0,207,74.3,77.3,40.8,77.0,72.2,64.5,10.3,4,3,232,237,6.9,16,24
Amani Johnson,56408,DI,OLE MISS,1,0,,0,0,226,,60.0,63.6,,60.0,,,0,0,1,1,0.0,0,0
Ibrahim Kante,56423,ED,BUFFALO,12,3,0.4,0,0,126,65.5,63.1,72.4,61.7,60.1,29.0,31.6,6,1,238,245,4.2,10,10
Brock Martin,56439,ED,OKLA STATE,12,9,2.0,1,2,262,64.2,76.2,76.9,69.2,78.2,61.6,12.2,5,1,286,289,6.3,18,27
Marcus Haynes,56441,ED,DOMINION,12,12,2.1,1,0,263,61.2,59.2,29.2,63.9,57.5,38.8,20.0,9,4,311,317,6.4,20,24
Damion Barber,56443,DI,MARSHALL,13,6,2.8,0,0,214,74.6,67.9,53.9,78.3,50.6,64.2,15.4,2,1,126,130,4.0,5,5
Robert McWilliams III,56445,ED,ARK STATE,3,0,,0,0,113,61.5,69.1,76.5,63.9,61.3,73.4,,0,0,14,14,0.0,0,0
TyJuan Garbutt,56473,ED,VA TECH,9,5,-0.4,0,1,337,59.7,73.0,66.8,69.9,73.8,50.9,27.3,6,1,145,146,6.9,10,11
Zion DeBose,56476,ED,KANSAS,11,4,2.7,0,0,198,54.1,58.7,84.1,60.0,58.2,57.2,23.1,3,0,77,78,5.2,4,6
Christian Mejia,56478,DI,WASH STATE,12,5,2.1,0,0,341,63.6,62.7,84.4,60.0,60.6,52.1,12.9,4,0,170,172,10.6,18,22
Victor Jones,56486,ED,AKRON,12,11,2.4,1,0,102,54.3,64.7,49.3,74.1,59.3,51.0,15.6,7,4,321,326,5.6,18,27
Antoine Cook,56490,ED,KENT STATE,12,2,2.0,0,0,201,,60.4,83.5,64.7,55.7,65.4,0.0,0,0,137,140,3.6,5,7
Walter Haire,56555,DI,BOWL GREEN,13,5,2.1,0,0,122,60.9,66.7,83.4,70.8,59.3,50.1,20.8,5,0,191,195,4.7,9,14
Shaundre Mims,56570,DI,E CAROLINA,13,5,0.8,0,0,156,63.6,63.2,83.5,61.5,59.7,74.2,10.0,1,0,119,121,2.5,3,4
Kolby Wyatt,56615,ED,HAWAII,12,2,2.0,0,0,180,69.3,67.5,85.4,55.9,71.6,66.1,0.0,0,0,108,110,7.4,8,10
Jamal Woods,56640,DI,ILLINOIS,10,1,2.0,0,0,187,,72.2,79.8,60.8,76.8,64.6,9.1,1,0,48,48,14.6,7,9
Alfred Bryant,56647,ED,INDIANA,12,11,3.6,0,0,190,60.7,71.3,76.6,59.2,80.1,64.9,9.4,3,1,316,322,2.8,9,18
Jamare Edwards,56686,DI,JAMES MAD,11,6,0.8,0,0,197,62.6,76.4,30.0,73.4,76.1,57.5,8.8,3,3,211,214,11.4,24,25
Bryce Brand,56691,ED,BOWL GREEN,13,5,2.9,1,0,122,55.0,67.8,88.7,70.5,63.6,31.6,27.8,5,1,159,161,3.8,6,8
B'Ahmad Miller,56693,DI,ARIZONA ST,7,0,-0.2,0,0,110,,37.6,78.2,49.2,36.5,52.9,0.0,0,0,54,54,7.4,4,5
DJ Johnson,56704,ED,OREGON,11,8,3.4,0,0,264,50.4,66.4,42.5,72.3,66.3,63.3,10.7,3,3,162,166,6.2,10,17
Isaac Hampton,56712,DI,CHARLOTTE,2,0,4.0,0,0,136,,62.2,75.0,60.0,61.9,69.7,0.0,0,0,17,18,5.9,1,1
Phil Paea,56717,DI,UTAH ST,3,1,,0,0,329,61.3,42.1,78.6,57.1,32.7,69.7,0.0,0,0,45,45,0.0,0,0
Caleb Sampson,56729,DI,KANSAS,13,7,2.9,0,0,198,,71.2,85.5,67.4,69.8,39.5,21.2,7,0,282,284,5.3,15,19
Damian Jackson,56747,ED,BUFFALO,13,9,3.8,0,0,126,56.4,55.3,69.7,56.3,55.2,50.6,19.2,5,1,205,207,4.9,10,12
Xach Gill,56758,DI,TEMPLE,12,10,2.1,0,0,306,60.0,69.3,85.9,58.4,71.6,69.8,3.8,1,0,254,255,5.1,13,15
Jordon Riley,56759,DI,OREGON,13,10,2.5,0,0,264,64.6,58.0,58.9,57.5,57.6,82.4,0.0,0,1,135,138,5.9,8,11
