player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
CJ Jimcoily,199771,S,LSU,4,0,0,211,60.0,0,0,1,6.3,0.0,0,0,0.0,0,16,1,0,0,,0,0,0,0.0,,0,,0,3,0,0
Charles Ross II,199772,LB,LSU,2,0,0,211,59.3,0,0,1,10.0,0.0,0,0,0.0,0,10,1,0,0,,0,0,0,0.0,,0,,0,2,0,0
JC Clark,199777,CB,UMASS,2,0,0,216,58.2,0,0,1,6.3,0.0,0,0,0.0,0,16,1,0,0,58.2,0,0,1,16.7,0.0,0,0.0,0,6,1,0
Emmanuel Karmo,199789,LB,MINNESOTA,13,1,0,225,60.7,1,6,41,36.8,7.3,3,0,13.4,2,114,42,9,0,67.3,1,4,27,71.1,11.1,3,13.0,1,38,27,6
Kade Pietrzak,199799,ED,NEBRASKA,13,1,0,238,56.3,1,9,133,99.3,6.0,8,0,4.5,1,141,140,11,1,59.2,0,8,54,100.0,13.0,7,7.4,0,56,56,8
Dawson Merritt,199801,LB,NEBRASKA,7,0,0,238,52.7,0,1,5,11.9,0.0,0,0,10.0,0,42,5,1,0,56.5,0,0,2,12.5,0.0,0,0.0,0,16,2,0
Javion Butts,199819,S,N CAROLINA,4,0,0,245,56.7,0,0,3,7.7,0.0,0,0,0.0,0,39,3,0,0,,0,0,0,0.0,,0,,0,14,0,0
Austin Alexander,199820,ED,N CAROLINA,1,0,0,245,58.5,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,59.6,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Devin Ancrum,199822,DI,N CAROLINA,2,0,0,245,53.7,0,1,14,100.0,0.0,0,0,3.6,0,15,15,1,0,55.1,0,1,10,100.0,0.0,0,5.0,0,11,11,1
Xavier Lewis,199826,DI,N CAROLINA,12,0,0,245,71.3,6,8,124,100.0,14.5,18,0,6.5,1,130,130,15,0,73.4,6,4,62,100.0,17.7,11,8.1,0,65,65,10
Broderick Windham,199829,S,N ILLINOIS,6,0,0,254,59.2,0,0,1,1.7,0.0,0,1,0.0,0,58,1,0,0,59.2,0,0,1,6.7,0.0,0,0.0,0,15,1,0
Jasper Beeler,199831,S,N ILLINOIS,12,0,0,254,75.6,0,1,5,1.3,20.0,1,2,50.0,2,372,5,3,0,67.6,0,1,3,2.2,0.0,0,50.0,1,137,3,2
Montrel Canion,199833,DI,N ILLINOIS,4,0,0,254,55.7,0,0,15,100.0,0.0,0,0,0.0,0,15,15,0,0,56.4,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Jordan Bellamy,199834,DI,N ILLINOIS,1,0,0,254,57.3,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,57.5,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Davion Dixon,199840,DI,NOTRE DAME,1,0,0,258,59.7,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0
Madden Faraimo,199843,LB,NOTRE DAME,8,0,0,258,68.5,0,3,12,18.2,8.3,1,1,29.2,2,66,12,5,0,59.1,0,3,8,25.0,12.5,1,18.8,0,32,8,3
Trajen Odom,199848,DI,OHIO STATE,1,0,0,260,58.9,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,58.9,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Jarquez Carter,199851,DI,OHIO STATE,5,0,0,260,72.3,0,0,20,100.0,20.0,4,0,0.0,0,21,21,0,0,74.7,0,0,7,100.0,42.9,3,0.0,0,8,8,0
Zion Grady,199852,ED,OHIO STATE,11,0,0,260,61.5,0,3,43,92.6,7.0,3,0,5.8,1,54,50,4,0,62.7,0,1,14,94.7,14.3,2,3.6,0,19,18,1
Tarvos Alford,199853,ED,OHIO STATE,6,0,0,260,53.4,0,3,9,71.4,0.0,0,0,16.7,0,14,10,3,0,56.7,0,0,2,75.0,0.0,0,0.0,0,4,3,0
Riley Pettijohn,199867,LB,OHIO STATE,7,0,0,260,64.5,1,0,7,24.1,14.3,1,0,7.1,0,29,7,1,0,68.3,1,0,2,22.2,50.0,1,25.0,0,9,2,1
Devin Sanchez,199868,CB,OHIO STATE,14,0,1,260,63.3,0,1,2,1.0,50.0,1,3,25.0,0,205,2,1,0,55.8,0,0,1,1.3,0.0,0,0.0,0,75,1,0
Gavin Nix,199869,LB,OREGON,4,0,0,264,66.3,1,1,4,17.4,25.0,1,0,25.0,0,23,4,2,0,64.5,0,1,1,14.3,100.0,1,50.0,0,7,1,1
Brandon Finney Jr.,199871,CB,OREGON,15,0,0,264,65.9,0,1,4,1.0,25.0,1,3,12.5,0,384,4,1,0,70.9,0,1,1,0.6,100.0,1,50.0,0,160,1,1
Nasir Wyatt,199873,ED,OREGON,11,0,0,264,92.3,3,1,31,94.1,38.7,12,0,16.1,3,34,32,7,0,91.9,3,1,19,95.2,36.8,7,21.1,2,21,20,6
Matthew Johnson,199874,DI,OREGON,7,0,0,264,65.7,0,2,26,100.0,11.5,3,0,3.8,0,28,28,2,0,66.7,0,1,10,100.0,20.0,2,5.0,0,11,11,1
Na'eem Offord,199879,CB,OREGON,12,0,0,264,73.6,2,0,3,2.5,0.0,0,2,33.3,0,121,3,2,0,71.8,1,0,1,2.0,0.0,0,50.0,0,50,1,1
Trey Glasper,199887,CB,OREGON ST,12,0,0,265,57.3,0,0,2,0.6,0.0,0,2,0.0,0,318,2,0,0,58.1,0,0,1,0.8,0.0,0,0.0,0,119,1,0
Cortez Harris,199893,ED,PENN STATE,3,0,0,266,59.2,0,0,10,84.6,10.0,1,0,0.0,0,13,11,0,0,55.0,0,0,5,100.0,0.0,0,0.0,0,6,6,0
Alex Tatsch,199895,LB,PENN STATE,6,0,0,266,64.3,0,1,8,15.0,25.0,2,0,6.3,0,60,9,1,0,59.8,0,1,7,28.0,14.3,1,7.1,0,25,7,1
Yvan Kemajou,199898,ED,PENN STATE,11,1,0,266,62.8,1,8,113,99.2,10.6,12,1,4.9,1,121,120,10,0,63.8,0,4,47,100.0,17.0,8,4.3,0,50,50,4
Daryus Dixson,199900,CB,PENN STATE,10,0,0,266,91.3,1,2,8,4.0,0.0,0,1,43.8,2,199,8,5,0,91.8,1,2,7,7.0,0.0,0,50.0,2,100,7,5
Chaz Coleman,199909,ED,PENN STATE,9,0,0,266,90.3,4,10,68,94.6,22.1,15,0,11.8,1,74,70,15,0,91.0,2,6,30,94.1,30.0,9,16.7,1,34,32,9
Randy Adirika,199914,DI,PENN STATE,2,0,0,266,56.7,0,1,8,90.0,0.0,0,0,6.3,0,10,9,1,0,57.2,0,1,3,100.0,0.0,0,16.7,0,4,4,1
Chauncey Chidi,199917,ED,SM HOUSTON,11,0,0,281,55.6,3,5,145,72.0,4.8,7,1,4.8,3,211,152,11,0,70.0,1,2,25,96.3,24.0,6,10.0,1,27,26,4
JaMair Diaz,199919,ED,SM HOUSTON,4,0,0,281,81.5,3,8,77,78.6,16.9,13,0,8.4,1,103,81,12,0,74.0,1,3,19,95.2,26.3,5,10.5,0,21,20,4
She'Fon Boyd,199920,DI,SM HOUSTON,11,0,0,281,55.9,1,2,124,100.0,2.4,3,0,2.0,1,134,134,4,0,62.7,1,1,15,100.0,13.3,2,6.7,0,18,18,2
Jacob Robinson,199923,LB,SM HOUSTON,2,0,0,281,57.4,0,0,5,50.0,0.0,0,0,0.0,0,10,5,0,0,,0,0,0,,,0,,0,0,0,0
Bryen Spaulding,199926,ED,SM HOUSTON,4,0,0,281,56.9,0,0,15,100.0,0.0,0,0,6.7,1,16,16,1,0,58.4,0,0,10,100.0,0.0,0,10.0,1,10,10,1
Tokyo Gordon,199927,LB,SM HOUSTON,11,0,0,281,68.2,1,2,11,16.7,0.0,0,0,22.7,1,66,11,4,0,69.2,1,0,4,40.0,0.0,0,12.5,0,10,4,1
Brody Henderson,199933,ED,SM HOUSTON,11,0,1,281,61.6,2,9,109,92.6,10.1,11,1,5.0,0,122,113,11,0,59.9,0,4,22,100.0,13.6,3,9.1,0,23,23,4
Anthony Addison,199946,ED,S CAROLINA,2,0,0,289,54.9,0,0,10,100.0,0.0,0,0,0.0,0,10,10,0,0,56.3,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Jaquavious Dodd,199953,ED,S CAROLINA,1,0,0,289,55.3,0,1,7,100.0,0.0,0,0,21.4,1,7,7,2,0,56.2,0,1,3,100.0,0.0,0,50.0,1,3,3,2
Brenden Anes,199965,LB,TENNESSEE,4,0,0,307,56.7,0,0,2,9.1,0.0,0,0,0.0,0,22,2,0,0,59.3,0,0,1,14.3,0.0,0,0.0,0,7,1,0
Jayden Loftin,199968,ED,TENNESSEE,1,0,0,307,59.2,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Mariyon Dye,199969,ED,TENNESSEE,7,0,0,307,65.7,1,3,60,98.4,15.0,9,0,3.3,0,62,61,4,0,61.4,0,2,23,100.0,21.7,5,4.3,0,23,23,2
Jadon Perlotte,199972,LB,TENNESSEE,10,0,1,307,76.1,2,9,21,18.1,28.6,6,2,31.0,1,127,23,12,0,71.4,1,7,14,27.3,35.7,5,28.6,0,55,15,8
Sidney Walton,199975,S,TENNESSEE,7,0,0,307,59.9,0,2,2,3.0,0.0,0,0,50.0,0,66,2,2,0,,0,0,0,0.0,,0,,0,25,0,0
Jaedon Harmon,199976,LB,TENNESSEE,8,1,0,307,76.5,1,2,20,30.9,15.0,3,0,12.5,1,68,21,4,0,71.1,0,1,6,26.1,16.7,1,25.0,1,23,6,2
Ty Redmond,199979,CB,TENNESSEE,13,0,0,307,82.1,1,1,3,0.7,33.3,1,2,33.3,0,448,3,2,0,58.7,0,0,1,0.7,0.0,0,0.0,0,153,1,0
Isaiah Campbell,199981,DI,TENNESSEE,8,0,0,307,67.8,0,5,56,100.0,14.3,8,0,4.5,0,58,58,5,0,73.6,0,4,21,100.0,28.6,6,9.5,0,21,21,4
Christian Gass,199982,ED,TENNESSEE,1,0,0,307,55.6,0,0,8,100.0,0.0,0,0,0.0,0,8,8,0,0,56.7,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Ethan Utley,199986,DI,TENNESSEE,10,0,1,307,61.2,0,3,55,100.0,7.3,4,2,2.7,0,56,56,3,0,61.3,0,1,17,100.0,11.8,2,2.9,0,18,18,1
Noah Mikhail,199989,LB,TEXAS A&M,9,0,0,312,66.9,0,0,3,6.0,33.3,1,1,0.0,0,50,3,0,0,67.4,0,0,2,9.5,50.0,1,0.0,0,21,2,0
Marco Jones,199990,ED,TEXAS A&M,13,0,0,312,71.3,2,4,66,93.2,10.6,7,0,7.6,2,73,68,8,0,78.8,2,2,23,96.0,26.1,6,17.4,2,25,24,6
Devarrick Woods,200004,DI,TEXAS ST,11,0,0,314,66.3,1,9,88,100.0,13.6,12,0,6.8,1,95,95,11,0,69.2,0,7,24,100.0,25.0,6,14.6,0,26,26,7
Craig Royal Jr.,200005,CB,TEXAS ST,13,0,0,314,53.8,0,1,2,1.3,0.0,0,3,25.0,0,157,2,1,0,58.3,0,1,1,2.9,0.0,0,50.0,0,35,1,1
Javarius Bell,200009,DI,TEXAS ST,1,0,0,314,56.4,0,0,8,100.0,0.0,0,0,0.0,0,8,8,0,0,,0,0,0,,,0,,0,0,0,0
Greg Gipson Jr.,200018,S,TEXAS ST,4,0,0,314,58.9,0,0,3,10.3,0.0,0,0,0.0,0,29,3,0,0,,0,0,0,0.0,,0,,0,5,0,0
Blake Isbell,200023,ED,TEXAS ST,1,0,0,314,60.6,0,0,8,100.0,12.5,1,0,0.0,0,8,8,0,0,,0,0,0,,,0,,0,0,0,0
Joseph Reddish,200024,CB,VA TECH,8,0,0,337,58.9,0,0,1,2.3,0.0,0,0,0.0,0,44,1,0,0,58.9,0,0,1,10.0,0.0,0,0.0,0,10,1,0
Brett Clatterbaugh,200029,ED,VA TECH,2,0,0,337,56.7,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,58.3,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Zeke Chinwike,200033,ED,VA TECH,1,0,0,337,58.1,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0
Jahmari DeLoatch,200034,CB,VA TECH,2,0,0,337,59.6,0,0,1,12.5,0.0,0,0,0.0,0,8,1,0,0,,0,0,0,0.0,,0,,0,2,0,0
Christian Evans,200035,DI,VA TECH,1,0,0,337,59.2,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0
Brayden Johnson,200049,LB,WYOMING,12,0,0,351,59.4,1,9,64,20.9,17.2,11,0,7.8,0,325,68,10,0,55.7,0,5,25,31.2,16.0,4,10.0,0,93,29,5
Esaia Bogar,200050,ED,WYOMING,10,0,0,351,66.8,1,7,89,81.7,12.4,11,1,5.6,1,115,94,9,0,74.1,0,3,25,77.8,20.0,5,10.0,1,36,28,4
JJ Shelton,200077,LB,ARKANSAS,5,0,0,111,74.3,0,1,2,10.0,50.0,1,0,75.0,1,30,3,2,0,66.1,0,1,2,17.6,50.0,1,25.0,0,17,3,1
Trent Sellers,200083,ED,ARKANSAS,1,0,0,111,59.9,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Reginald Vaughn,200084,DI,ARKANSAS,1,0,0,111,58.0,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,58.0,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Kevin Oatis,200085,DI,ARKANSAS,3,0,0,111,66.4,0,2,12,100.0,16.7,2,0,8.3,0,12,12,2,0,66.4,0,1,3,100.0,33.3,1,16.7,0,3,3,1
Frank Mulipola,200086,ED,ARKANSAS,5,0,0,111,56.5,0,0,9,100.0,0.0,0,1,0.0,0,10,10,0,0,56.9,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Caleb Bell,200088,DI,ARKANSAS,1,0,0,111,59.8,0,1,1,100.0,0.0,0,0,50.0,0,1,1,1,0,59.8,0,1,1,100.0,0.0,0,50.0,0,1,1,1
Bo Onu,200103,S,BAYLOR,5,0,0,118,60.9,0,2,6,20.0,33.3,2,0,16.7,0,30,6,2,0,68.3,0,1,2,18.2,50.0,1,25.0,0,11,2,1
Kamauryn Morgan,200104,ED,BAYLOR,9,0,0,118,58.9,0,6,62,94.4,8.1,5,0,4.8,0,71,67,6,0,58.6,0,3,20,92.6,10.0,2,7.5,0,27,25,3
Jalen Wiggins,200119,ED,FLORIDA,3,0,0,163,63.0,0,1,8,72.7,12.5,1,0,6.3,0,11,8,1,0,63.7,0,1,6,85.7,16.7,1,8.3,0,7,6,1
Drake Stubbs,200123,S,FLORIDA,2,0,0,163,65.0,0,0,2,6.1,50.0,1,0,0.0,0,33,2,0,0,,0,0,0,0.0,,0,,0,18,0,0
Ben Hanks III,200133,CB,FLORIDA,3,0,0,163,58.3,0,0,1,1.3,0.0,0,0,0.0,0,79,1,0,0,58.3,0,0,1,2.9,0.0,0,0.0,0,35,1,0
Lagonza Hayward,200134,S,FLORIDA,8,0,0,163,71.0,1,1,11,15.8,18.2,2,0,18.2,1,76,12,3,0,60.3,1,0,4,15.2,0.0,0,12.5,0,33,5,1
Jayden Woods,200135,ED,FLORIDA,12,0,0,163,73.7,1,12,154,75.2,11.7,18,0,6.8,4,214,161,17,0,70.0,1,8,69,76.6,20.3,14,9.4,2,94,72,11
Kalen Edwards,200149,DI,KENTUCKY,5,0,0,202,56.5,0,0,17,100.0,0.0,0,0,0.0,0,17,17,0,0,57.3,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Herbert Scroggins III,200159,ED,MIAMI FL,9,0,0,220,62.9,3,0,44,100.0,13.6,6,0,3.4,0,45,45,3,0,62.5,3,0,15,100.0,20.0,3,10.0,0,16,16,3
Kellen Wiley Jr.,200164,LB,MIAMI FL,3,0,0,220,75.9,0,3,3,30.0,66.7,2,0,50.0,0,10,3,3,0,76.5,0,2,2,66.7,100.0,2,50.0,0,3,2,2
Donta Simpson,200165,DI,MIAMI FL,8,0,0,220,56.6,1,2,63,100.0,3.2,2,0,2.4,0,64,64,3,0,53.5,1,0,19,100.0,0.0,0,2.6,0,20,20,1
Niles King,200179,ED,S DIEGO ST,13,0,0,284,78.7,6,22,202,96.0,15.8,32,0,10.4,7,224,215,35,0,85.9,4,17,88,98.9,26.1,23,17.6,5,94,93,26
Zach Johnson,200211,ED,UAB,9,0,0,321,63.8,1,8,53,100.0,9.4,5,0,8.5,0,58,58,9,0,67.4,0,3,30,100.0,16.7,5,5.0,0,33,33,3
James Steel,200218,DI,UAB,1,0,0,321,59.4,0,1,2,100.0,0.0,0,0,25.0,0,2,2,1,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
John Gayer,200236,ED,UTAH ST,2,0,1,329,55.6,0,1,13,100.0,0.0,0,1,3.8,0,13,13,1,0,59.7,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Paxton Naegle,200238,ED,UTAH ST,1,0,0,329,58.8,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Charger Doty,200240,S,UTAH ST,4,0,0,329,55.6,0,1,11,25.6,0.0,0,0,4.5,0,43,11,1,0,59.0,0,1,7,31.8,0.0,0,7.1,0,22,7,1
Mataira Brown,200241,LB,UTAH ST,13,1,0,329,53.2,0,7,85,39.7,4.7,4,0,5.3,1,224,89,8,1,60.2,0,1,22,46.9,4.5,1,6.8,1,49,23,2
Kone Aumua-Uiagalelei,200249,DI,UTAH ST,4,0,0,329,55.8,0,0,16,100.0,0.0,0,0,0.0,0,16,16,0,0,57.4,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Chris Joe,200251,LB,UTAH ST,13,0,0,329,69.8,5,7,120,40.5,10.8,13,2,9.2,5,309,125,17,0,73.9,2,3,41,64.2,14.6,6,11.0,2,67,43,7
Joshua Papu,200252,DI,UTAH ST,3,0,0,329,58.1,0,0,11,100.0,0.0,0,0,0.0,0,11,11,0,0,,0,0,0,,,0,,0,0,0,0
Dakota Howell,200260,LB,UTAH ST,1,0,0,329,54.3,0,1,4,62.5,0.0,0,0,12.5,0,8,5,1,0,59.9,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Nikhil Jefferson,200262,DI,VANDERBILT,1,0,0,333,55.2,0,0,15,100.0,0.0,0,0,0.0,0,16,16,0,0,56.6,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Vanzale Hinton,200263,S,VANDERBILT,5,0,0,333,58.5,0,0,2,6.9,0.0,0,0,0.0,0,29,2,0,0,59.5,0,0,1,10.0,0.0,0,0.0,0,10,1,0
Carson Lawrence,200264,S,VANDERBILT,6,0,0,333,58.7,0,1,9,11.5,0.0,0,0,5.6,0,87,10,1,0,63.0,0,1,4,15.6,0.0,0,12.5,0,32,5,1
Sichan John,200268,DI,VIRGINIA,5,0,0,335,60.2,0,1,32,100.0,6.3,2,0,1.6,0,33,33,1,0,58.7,0,1,16,100.0,6.3,1,3.1,0,16,16,1
Corey Costner,200270,CB,VIRGINIA,13,0,0,335,56.7,0,0,3,2.2,0.0,0,0,0.0,0,139,3,0,0,59.5,0,0,1,1.4,0.0,0,0.0,0,74,1,0
DJ Sanders,200290,DI,TEXAS A&M,4,0,0,312,59.5,0,2,16,100.0,6.3,1,0,6.3,0,19,19,2,0,62.6,0,2,8,100.0,12.5,1,12.5,0,9,9,2
Kwon McGinney,200294,DI,GA SOUTHRN,5,0,0,174,49.9,0,2,26,100.0,0.0,0,0,3.8,0,29,29,2,0,46.6,0,1,6,100.0,0.0,0,8.3,0,6,6,1
Amory Hills,200305,G,MARYLAND,1,0,0,215,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Zahir Mathis,200306,ED,MARYLAND,10,1,0,215,74.0,5,21,230,93.8,15.7,36,2,7.8,5,260,244,31,0,79.4,4,8,98,94.6,24.5,24,11.2,5,112,106,17
Jayden Shipps,200309,CB,MARYLAND,8,0,0,215,69.6,0,1,4,5.1,25.0,1,0,37.5,1,78,4,2,0,72.3,0,0,2,5.4,50.0,1,50.0,1,37,2,1
Lonnie McAllister III,200317,CB,STANFORD,5,0,0,300,56.5,0,0,5,6.8,0.0,0,0,0.0,0,73,5,0,0,57.3,0,0,2,7.4,0.0,0,0.0,0,27,2,0
Adam Shovlin,200320,ED,STANFORD,1,0,0,300,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Gabe Kaminski,200322,ED,STANFORD,4,0,0,300,68.5,1,3,22,75.8,13.6,3,0,9.1,0,33,25,4,0,68.6,0,2,6,69.2,33.3,2,16.7,0,13,9,2
Scott Taylor,200329,ED,UCLA,7,0,1,324,49.6,1,4,55,64.9,1.8,1,1,4.5,0,94,61,5,0,51.2,1,3,30,79.5,3.3,1,6.7,0,44,35,4
Jewelous Walls,200336,ED,UCLA,10,0,0,324,62.3,0,8,94,96.2,12.8,12,0,4.3,0,106,102,8,0,63.5,0,4,40,97.9,17.5,7,5.0,0,48,47,4
Cole Cogshell,200337,ED,UCLA,6,0,0,324,57.3,2,1,34,97.1,2.9,1,0,7.4,1,35,34,4,0,52.9,1,0,11,100.0,0.0,0,4.5,0,11,11,1
Dallas Golden,200343,CB,NOTRE DAME,10,0,0,258,61.5,0,2,3,2.3,0.0,0,1,33.3,0,219,5,2,0,62.7,0,2,2,3.3,0.0,0,50.0,0,120,4,2
Christopher Burgess Jr.,200348,ED,NOTRE DAME,1,0,0,258,59.7,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0
Gordy Sulfsted,200353,DI,NOTRE DAME,1,0,0,258,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Joe Reiff,200354,ED,NOTRE DAME,1,0,0,258,59.6,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0
Eddie Vega,203591,DI,AKRON,2,0,0,102,58.8,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0
Nehemiah Musika,203952,DI,AKRON,8,0,0,102,54.8,0,1,35,100.0,0.0,0,1,1.4,0,37,37,1,0,55.2,0,0,9,100.0,0.0,0,0.0,0,10,10,0
Troy Hazuda,203955,WR,AKRON,1,0,0,102,60.0,0,0,0,100.0,,0,0,,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Tairan Davis Jr.,203958,S,AKRON,3,0,0,102,60.0,1,0,0,33.3,,0,0,,0,3,1,1,0,,1,0,0,0.0,,0,,0,1,0,1
Israel Duncan,203963,ED,AKRON,2,0,0,102,57.1,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0
Jourdin Crawford,203972,DI,AUBURN,6,0,0,115,56.1,0,0,14,100.0,0.0,0,0,0.0,0,16,16,0,0,57.6,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Bol Bol,203976,ED,BOISE ST,7,0,0,120,68.8,0,1,30,91.4,10.0,3,0,5.0,1,35,32,2,0,65.6,0,1,9,100.0,11.1,1,16.7,1,10,10,2
Syncere Brackett-Lambey,203982,LB,BOISE ST,4,0,0,120,64.2,0,1,3,25.0,33.3,1,0,16.7,0,16,4,1,0,59.0,0,1,1,14.3,0.0,0,50.0,0,7,1,1
Nusi Taumoepeau,203986,ED,BYU,9,0,0,128,70.0,2,12,47,60.0,19.1,9,0,17.0,1,85,51,15,0,66.0,2,5,25,75.7,20.0,5,14.0,0,37,28,7
Kendal Wall,203988,DI,BYU,3,0,0,128,65.0,0,1,11,100.0,18.2,2,0,4.5,0,12,12,1,0,57.6,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Ulavai Fetuli,203989,DI,BYU,3,0,0,128,59.9,0,1,15,100.0,6.7,1,0,3.3,0,16,16,1,0,56.1,0,1,4,100.0,0.0,0,12.5,0,4,4,1
Will Felder Jr.,204001,LB,DUKE,1,0,0,154,59.1,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,59.1,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Andrew Pellicciotta,204005,S,DUKE,14,0,0,154,58.3,0,0,4,2.4,0.0,0,0,0.0,0,169,4,0,0,,0,0,0,0.0,,0,,0,67,0,0
Falelua Moalele,204042,DI,HAWAII,1,0,0,180,54.6,1,0,6,100.0,0.0,0,0,8.3,0,6,6,1,0,54.8,1,0,5,100.0,0.0,0,10.0,0,5,5,1
Jordan Lynch,204044,DI,HAWAII,8,0,0,180,54.5,0,0,21,100.0,0.0,0,1,0.0,0,24,24,0,0,56.0,0,0,5,100.0,0.0,0,0.0,0,7,7,0
Qwyn Williams,204046,DI,HAWAII,13,0,0,180,70.6,5,12,215,100.0,9.3,20,1,5.3,3,227,227,20,0,70.6,2,7,65,100.0,13.8,9,10.0,2,68,68,11
Iose Epenesa,204051,ED,IOWA,4,0,0,192,59.4,0,0,12,100.0,8.3,1,0,0.0,0,12,12,0,0,63.4,0,0,4,100.0,25.0,1,0.0,0,4,4,0
Brent Gordon Jr.,204113,CB,LA LAFAYET,12,0,0,207,49.9,0,1,6,1.4,0.0,0,3,8.3,0,415,6,1,0,51.8,0,1,3,2.3,0.0,0,16.7,0,132,3,1
Steven Ranel II,204126,S,LA LAFAYET,1,0,0,207,59.4,0,0,1,4.0,0.0,0,0,0.0,0,25,1,0,0,,0,0,0,0.0,,0,,0,11,0,0
Kainoa Winston,204138,LB,MICHIGAN,1,0,0,222,59.4,0,0,1,33.3,0.0,0,0,0.0,0,3,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Benny Patterson,204139,ED,MICHIGAN,2,0,0,222,60.0,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Jayden Sanders,204141,CB,MICHIGAN,12,0,0,222,60.0,0,0,1,0.5,0.0,0,0,0.0,0,184,1,0,0,,0,0,0,0.0,,0,,0,71,0,0
Elijah Dotson,204144,CB,MICHIGAN,8,0,1,222,59.2,0,1,1,1.4,0.0,0,2,50.0,0,71,1,1,0,59.2,0,1,1,3.4,0.0,0,50.0,0,29,1,1
Nate Marshall,204145,ED,MICHIGAN,10,0,0,222,72.0,3,3,44,87.0,11.4,5,1,6.8,0,54,47,6,0,68.8,1,3,15,88.9,20.0,3,13.3,0,18,16,4
LaCorian Hodge,204175,LB,NC STATE,4,0,0,248,56.9,0,1,2,11.8,0.0,0,0,25.0,0,17,2,1,0,56.9,0,1,2,40.0,0.0,0,25.0,0,5,2,1
Ke'Von Carter,204176,ED,NC STATE,6,0,0,248,52.2,0,2,33,87.5,6.1,2,1,3.0,0,40,35,2,0,57.3,0,1,14,94.1,7.1,1,3.6,0,17,16,1
Fred Giles,204199,ED,DOMINION,12,0,0,263,69.4,9,13,120,100.0,20.8,25,3,10.8,2,127,127,24,0,76.5,5,6,45,100.0,33.3,15,14.4,1,49,49,12
