Year,Player,Pos,School,Height,Weight,40yd,Vertical,Broad Jump,Bench,3Cone,Shuttle,Drafted,Round,Pick,RAS,arm_length_inches,player_game_count,yprr,yards_per_reception,caught_percent,avg_depth_of_target,targeted_qb_rating,contested_catch_rate,drop_rate,yards_after_catch_per_reception,avoided_tackles,slot_rate,wide_rate,inline_rate,route_rate,routes,targets,receptions
2019,Andy Isabella,WR,Massachusetts,69.0,188.0,4.31,36.5,121.0,15.0,6.95,4.15,True,2.0,62.0,7.26,29.75,12.0,4.15,16.8,69.2,12.1,129.3,36.0,5.6,7.3,18.0,42.2,55.8,0.9,94.2,409.0,146.0,101.0
2019,Gary Jennings,WR,West Virginia,73.0,214.0,4.42,37.0,127.0,20.0,7.32,4.15,True,4.0,120.0,9.04,32.5,11.0,2.69,17.0,75.0,13.4,144.7,68.8,10.0,6.6,8.0,98.0,2.0,0.0,95.3,341.0,72.0,54.0
2019,Anthony Johnson,WR,Buffalo,74.0,209.0,,32.5,122.0,18.0,7.12,,False,,,7.01,33.0,13.0,3.28,17.7,59.4,17.9,111.9,64.3,5.0,4.9,13.0,19.6,78.3,1.2,91.4,308.0,96.0,57.0
2019,Diontae Johnson,WR,Toledo,70.0,183.0,4.53,33.5,123.0,15.0,7.09,4.45,True,3.0,66.0,4.18,30.75,13.0,2.3,15.5,55.1,12.2,108.9,25.0,12.5,8.4,10.0,30.2,68.6,0.3,93.5,331.0,89.0,49.0
2019,Keesean Johnson,WR,Fresno State,73.0,201.0,4.6,30.0,117.0,14.0,7.28,4.23,True,6.0,174.0,3.18,32.0,14.0,3.06,14.0,74.4,11.1,121.8,47.8,6.8,5.4,16.0,30.4,69.6,0.0,96.7,439.0,129.0,96.0
2019,Bisi Johnson,WR,Colorado State,72.0,204.0,4.51,38.0,124.0,14.0,6.88,4.16,True,7.0,247.0,8.16,30.75,,,,,,,,,,,,,,,,,
2019,Damarkus Lodge,WR,Mississippi,74.0,202.0,4.55,33.5,119.0,11.0,7.06,4.53,False,,,3.58,33.12,11.0,2.24,13.5,61.3,14.5,92.3,53.8,11.0,4.8,11.0,0.0,100.0,0.0,95.4,391.0,106.0,65.0
2019,Terry McLaurin,WR,Ohio State,72.0,208.0,4.35,37.5,125.0,18.0,7.01,4.15,True,3.0,76.0,9.56,31.5,14.0,2.19,20.0,71.4,16.1,153.3,50.0,5.4,5.7,5.0,16.1,83.6,0.3,95.2,320.0,49.0,35.0
2019,D.K. Metcalf,WR,Mississippi,75.0,228.0,4.33,40.5,134.0,27.0,7.38,4.5,True,2.0,64.0,9.66,34.88,7.0,2.83,21.9,61.9,14.0,135.4,45.5,10.3,9.7,3.0,0.0,100.0,0.0,93.9,201.0,42.0,26.0
2019,Jakobi Meyers,WR,North Carolina State,74.0,203.0,4.63,37.0,118.0,13.0,7.07,4.23,False,,,6.34,32.0,12.0,2.65,11.4,76.0,9.0,98.8,77.3,3.2,4.0,12.0,94.9,2.4,1.7,95.4,395.0,121.0,92.0
2019,Dillon Mitchell,WR,Oregon,73.0,197.0,4.46,36.5,122.0,12.0,,4.29,True,7.0,239.0,7.96,31.5,13.0,2.9,15.8,57.7,14.6,110.5,27.8,9.6,5.1,16.0,23.3,76.5,0.0,95.1,408.0,130.0,75.0
2019,Stanley Morgan,WR,Nebraska,72.0,202.0,4.53,38.5,125.0,14.0,6.78,4.13,False,,,8.62,32.38,12.0,2.24,14.3,66.0,12.9,110.7,44.4,4.1,5.5,11.0,21.4,78.6,0.0,96.1,449.0,106.0,70.0
2019,Nyqwan Murray,WR,Florida State,70.0,191.0,4.63,34.0,113.0,8.0,7.2,4.4,False,,,0.95,31.12,12.0,2.3,13.8,65.1,11.0,90.6,38.5,3.6,6.7,10.0,72.7,27.0,0.0,93.9,323.0,83.0,54.0
2019,Hunter Renfrow,WR,Clemson,70.0,184.0,4.59,35.0,116.0,7.0,6.8,4.19,True,5.0,149.0,2.91,29.12,15.0,1.71,11.1,74.2,9.5,103.4,66.7,2.0,3.7,7.0,91.2,8.5,0.0,96.1,318.0,66.0,49.0
2019,Riley Ridley,WR,Georgia,73.0,199.0,4.58,30.5,124.0,13.0,7.22,4.28,True,4.0,126.0,4.53,32.62,14.0,1.81,13.0,71.7,13.2,133.3,75.0,4.4,3.4,8.0,8.7,91.0,0.3,96.0,309.0,60.0,43.0
2019,Deebo Samuel,WR,South Carolina,71.0,214.0,4.48,39.0,122.0,15.0,7.03,4.14,True,2.0,36.0,7.91,31.38,12.0,2.46,14.2,63.3,8.7,117.0,47.6,6.1,9.5,21.0,19.8,79.4,0.0,92.3,358.0,98.0,62.0
2019,David Sills,WR,West Virginia,75.0,211.0,4.57,37.5,117.0,14.0,6.97,4.28,False,,,,32.0,,,,,,,,,,,,,,,,,
2019,Darius Slayton,WR,Auburn,73.0,190.0,4.39,40.5,135.0,11.0,7.0,4.15,True,5.0,171.0,8.91,32.75,12.0,1.82,19.1,48.6,18.1,98.7,35.3,18.6,7.4,6.0,16.1,83.9,0.0,95.6,368.0,72.0,35.0
2019,Jaylen Smith,WR,Louisville,74.0,219.0,4.47,34.5,122.0,14.0,7.55,4.48,False,,,6.39,33.88,12.0,1.57,15.3,52.9,12.7,60.3,38.5,18.2,6.4,7.0,25.8,73.3,0.8,97.2,350.0,68.0,36.0
2019,Cody Thompson,WR,Toledo,73.0,205.0,4.57,38.5,119.0,19.0,6.87,4.03,False,,,8.45,31.0,13.0,1.62,13.5,55.2,15.0,98.2,23.5,5.9,3.3,5.0,28.5,70.6,0.5,93.2,399.0,87.0,48.0
2019,Jamarius Way,WR,South Alabama,75.0,215.0,4.63,32.5,119.0,16.0,,4.66,False,,,2.28,33.0,12.0,2.56,14.0,64.2,12.6,103.7,47.8,6.2,6.3,14.0,3.0,97.0,0.0,92.8,335.0,95.0,61.0
2019,Alex Wesley,WR,Northern Colorado,72.0,190.0,4.45,38.5,125.0,13.0,7.4,4.44,False,,,5.89,31.25,,,,,,,,,,,,,,,,,
2019,Antoine Wesley,WR,Texas Tech,76.0,206.0,,37.0,117.0,6.0,7.07,4.26,False,,,3.22,34.0,12.0,2.59,16.0,69.3,12.1,126.4,53.6,2.2,7.1,12.0,6.3,93.8,0.0,94.4,544.0,127.0,88.0
2020,Brandon Aiyuk,WR,Arizona State,72.0,205.0,4.5,40.0,128.0,11.0,,,True,1.0,25.0,8.47,33.5,12.0,3.04,18.3,65.7,10.1,133.9,25.0,8.5,10.9,14.0,16.8,82.7,0.5,95.4,392.0,99.0,65.0
2020,Omar Bayless,WR,Arkansas State,73.0,212.0,4.62,36.0,123.0,11.0,7.35,4.5,False,,,3.56,31.88,13.0,3.12,17.8,66.0,14.2,130.7,45.2,7.9,6.6,13.0,6.2,93.7,0.2,93.1,530.0,141.0,93.0
2020,Lynn Bowden,WR,Kentucky,71.0,204.0,,,,13.0,,,True,3.0,80.0,,30.88,,,,,,,,,,,,,,,,,
2020,Tony Brown,WR,Colorado,73.0,198.0,4.65,33.5,119.0,14.0,7.21,4.27,False,,,3.08,31.5,12.0,1.89,12.6,75.7,11.3,110.6,57.1,5.1,4.2,6.0,3.0,97.0,0.0,95.2,375.0,74.0,56.0
2020,Lawrence Cager,WR,Georgia,77.0,220.0,,,,,,,False,,,,33.38,9.0,3.33,14.4,82.5,13.7,139.2,85.7,2.9,3.5,2.0,7.3,92.7,0.0,95.3,143.0,40.0,33.0
2020,Marquez Callaway,WR,Tennessee,73.0,205.0,4.55,38.0,126.0,,,,False,,,8.89,32.38,13.0,1.9,21.2,51.7,19.8,118.1,58.8,9.1,4.6,2.0,21.3,77.8,0.8,93.8,334.0,58.0,30.0
2020,Quintez Cephus,WR,Wisconsin,73.0,202.0,4.73,38.5,124.0,23.0,7.2,4.33,True,5.0,166.0,4.5,32.12,14.0,3.1,15.3,64.8,13.2,109.3,66.7,7.8,4.7,9.0,29.4,70.6,0.0,97.3,291.0,91.0,59.0
2020,Chase Claypool,WR,Notre Dame,76.0,238.0,4.42,40.5,126.0,19.0,,,True,2.0,49.0,9.98,32.5,13.0,2.48,15.7,61.1,13.0,124.9,57.7,9.6,5.4,14.0,15.5,84.5,0.0,95.0,418.0,108.0,66.0
2020,Tyrie Cleveland,WR,Florida,74.0,209.0,4.46,39.5,126.0,13.0,,,True,7.0,252.0,9.65,32.88,13.0,1.83,14.0,73.5,11.0,116.2,37.5,7.4,4.9,4.0,26.9,73.1,0.0,95.5,192.0,34.0,25.0
2020,Isaiah Coulter,WR,Rhode Island,74.0,198.0,4.45,36.0,121.0,,7.28,4.62,True,5.0,171.0,6.68,31.75,,,,,,,,,,,,,,,,,
2020,Gabriel Davis,WR,UCF,74.0,216.0,4.54,35.0,124.0,14.0,7.08,4.59,True,4.0,128.0,6.85,32.25,,,,,,,,,,,,,,,,,
2020,Quartney Davis,WR,Texas A&M,73.0,201.0,4.54,35.5,,,,,False,,,7.02,31.38,11.0,1.62,11.4,58.1,10.8,79.0,33.3,10.0,4.9,8.0,78.6,21.4,0.0,93.4,380.0,93.0,54.0
2020,Devin Duvernay,WR,Texas,70.0,200.0,4.39,35.5,123.0,,7.13,4.2,True,3.0,92.0,7.86,30.62,13.0,3.0,13.3,81.4,7.9,125.2,60.0,2.8,6.8,23.0,98.6,1.0,0.0,93.9,464.0,129.0,105.0
2020,Bryan Edwards,WR,South Carolina,75.0,212.0,,,,,,,True,3.0,81.0,,32.25,10.0,2.58,11.5,66.4,8.5,107.8,46.2,4.1,7.6,15.0,32.3,67.4,0.0,94.6,316.0,107.0,71.0
2020,Chris Finke,WR,Notre Dame,69.0,186.0,4.57,40.0,,7.0,,,False,,,4.15,29.0,12.0,1.19,11.1,77.4,7.6,111.8,44.4,2.4,4.6,5.0,62.4,37.6,0.0,95.0,384.0,53.0,41.0
2020,Aaron Fuller,WR,Washington,71.0,188.0,4.59,34.0,118.0,,7.14,,False,,,2.53,29.75,12.0,2.06,11.9,64.8,11.3,96.5,30.8,10.6,4.4,3.0,29.4,70.6,0.0,95.2,340.0,91.0,59.0
2020,Antonio Gandy-Golden,WR,Liberty,76.0,223.0,4.6,36.0,127.0,22.0,7.33,4.55,True,4.0,142.0,6.13,31.75,,,,,,,,,,,,,,,,,
2020,Antonio Gibson,WR,Memphis,72.0,228.0,4.39,35.0,118.0,16.0,,,True,3.0,66.0,9.29,31.12,14.0,2.23,19.3,65.5,10.5,148.3,50.0,5.0,11.7,17.0,87.1,7.3,0.8,92.7,330.0,58.0,38.0
2020,Stephen Guidry,WR,Mississippi State,75.0,201.0,4.47,34.0,125.0,,7.31,4.46,False,,,6.04,32.75,12.0,1.48,12.8,56.6,15.3,95.2,36.4,11.8,4.8,13.0,9.2,90.8,0.0,96.0,261.0,53.0,30.0
2020,KJ Hamler,WR,Penn State,69.0,178.0,,,,15.0,,,True,2.0,46.0,,30.75,13.0,2.48,16.1,60.9,14.4,109.1,40.0,16.4,6.7,4.0,89.3,10.4,0.0,95.0,364.0,92.0,56.0
2020,Tee Higgins,WR,Clemson,76.0,216.0,,,,,,,True,2.0,33.0,4.12,34.12,15.0,3.67,19.8,67.8,15.7,140.7,55.0,9.2,5.8,12.0,14.2,85.8,0.0,93.8,318.0,87.0,59.0
2020,John Hightower,WR,Boise State,73.0,189.0,4.43,38.5,122.0,,7.07,4.21,True,5.0,168.0,8.02,31.5,14.0,2.48,18.5,57.3,17.3,114.6,37.5,7.3,6.7,5.0,9.3,90.5,0.0,95.0,380.0,89.0,51.0
2020,K.J. Hill,WR,Ohio State,72.0,196.0,4.6,32.5,114.0,17.0,,,True,7.0,220.0,3.89,29.12,14.0,1.77,11.2,76.0,9.1,134.8,28.6,3.4,4.3,10.0,96.3,3.4,0.3,94.7,359.0,75.0,57.0
2020,Isaiah Hodgins,WR,Oregon State,76.0,210.0,4.61,36.5,124.0,9.0,7.01,4.12,True,6.0,207.0,7.56,33.12,12.0,2.67,13.5,72.9,12.8,140.4,59.1,1.1,3.4,7.0,4.5,95.5,0.0,96.4,433.0,118.0,86.0
2020,Henry Ruggs III,WR,Alabama,71.0,188.0,4.27,42.0,131.0,,,,True,1.0,12.0,9.54,30.5,12.0,2.45,18.6,72.7,11.7,154.4,40.0,2.4,10.5,4.0,17.9,82.1,0.0,95.6,304.0,55.0,40.0
2020,Trishton Jackson,WR,Syracuse,73.0,197.0,4.5,36.0,117.0,,,,False,,,6.45,32.38,12.0,2.0,15.4,61.3,14.4,123.2,45.0,4.4,5.7,10.0,16.1,83.7,0.2,95.8,501.0,106.0,65.0
2020,Justin Jefferson,WR,LSU,73.0,202.0,4.43,37.5,126.0,,,,True,1.0,22.0,9.69,33.0,15.0,2.64,13.9,82.8,9.4,147.9,92.3,5.9,6.4,25.0,98.3,0.5,0.2,96.2,583.0,134.0,111.0
2020,Van Jefferson,WR,Florida,73.0,200.0,,,,,,,True,2.0,57.0,,32.75,13.0,2.0,13.4,71.0,10.3,117.8,50.0,7.5,5.4,3.0,30.1,69.9,0.0,90.9,329.0,69.0,49.0
2020,Jauan Jennings,WR,Tennessee,75.0,215.0,4.72,29.0,119.0,,,,True,7.0,217.0,2.7,31.62,13.0,3.09,16.4,64.1,11.4,110.3,48.0,6.3,8.0,30.0,86.7,11.4,1.5,94.6,314.0,92.0,59.0
2020,Jerry Jeudy,WR,Alabama,73.0,193.0,4.45,35.0,120.0,,,4.53,True,1.0,15.0,6.76,32.12,13.0,3.3,15.1,71.3,11.1,129.5,50.0,8.3,7.8,15.0,58.1,41.4,0.0,95.1,352.0,108.0,77.0
2020,Collin Johnson,WR,Texas,78.0,222.0,,,,17.0,,,True,5.0,165.0,,31.75,7.0,2.06,14.6,66.7,16.2,108.4,35.7,5.0,2.4,3.0,12.2,87.4,0.3,94.1,269.0,57.0,38.0
2020,Juwan Johnson,WR,Oregon,76.0,230.0,4.58,33.0,124.0,14.0,6.94,4.37,False,,,6.5,34.25,10.0,2.13,15.6,58.8,12.0,107.2,28.6,21.1,5.9,4.0,11.8,87.8,0.4,95.6,219.0,51.0,30.0
2020,Tyler Johnson,WR,Minnesota,73.0,206.0,,,,,,,True,5.0,161.0,,30.88,13.0,3.64,15.1,73.1,11.0,138.5,66.7,6.5,5.3,10.0,86.2,13.8,0.0,94.3,362.0,119.0,87.0
2020,Laviska Shenault Jr.,WR,Colorado,73.0,227.0,4.58,,,17.0,,,True,2.0,42.0,6.97,31.88,11.0,2.98,13.6,70.0,10.1,111.7,46.2,5.1,7.5,15.0,16.2,81.5,0.4,94.5,256.0,80.0,56.0
2020,CeeDee Lamb,WR,Oklahoma,74.0,198.0,4.5,34.5,124.0,11.0,,,True,1.0,17.0,7.44,32.25,13.0,3.99,21.4,70.5,13.2,147.7,38.5,4.6,11.0,26.0,29.8,69.9,0.0,96.0,332.0,88.0,62.0
2020,Kalija Lipscomb,WR,Vanderbilt,72.0,207.0,4.57,32.0,127.0,16.0,,,False,,,5.82,32.88,11.0,1.64,11.0,56.3,10.5,61.1,35.7,4.3,5.4,18.0,16.2,83.8,0.0,95.9,301.0,80.0,45.0
2020,Austin Mack,WR,Ohio State,73.0,208.0,4.59,31.5,117.0,,,4.42,False,,,4.3,33.62,11.0,2.02,13.4,69.2,13.6,124.0,57.1,6.9,2.6,4.0,12.6,86.4,0.5,93.7,179.0,39.0,27.0
2020,Denzel Mims,WR,Baylor,75.0,207.0,4.38,38.5,131.0,16.0,6.66,4.43,True,2.0,59.0,9.77,33.88,14.0,2.36,15.4,58.4,14.9,119.9,48.8,9.6,2.8,7.0,4.6,95.2,0.2,94.1,430.0,113.0,66.0
2020,Darnell Mooney,WR,Tulane,70.0,176.0,4.38,37.0,124.0,9.0,,,True,5.0,173.0,7.04,30.88,13.0,1.98,15.2,53.4,14.6,94.7,57.9,14.5,3.2,9.0,10.4,89.3,0.3,96.8,362.0,88.0,47.0
2020,K.J. Osborn,WR,Miami,71.0,203.0,4.48,37.5,123.0,18.0,7.0,4.35,True,5.0,176.0,8.0,31.25,13.0,1.31,10.9,61.7,11.1,102.2,43.5,7.4,2.9,6.0,8.9,91.1,0.0,95.0,418.0,81.0,50.0
2020,Aaron Parker,WR,Rhode Island,74.0,209.0,4.57,26.5,112.0,12.0,6.94,4.23,False,,,3.62,31.12,,,,,,,,,,,,,,,,,
2020,Dezmon Patmon,WR,Washington State,76.0,225.0,4.48,36.0,132.0,15.0,7.28,4.38,True,6.0,212.0,8.46,32.75,13.0,2.18,12.8,65.6,10.1,98.2,40.0,10.6,5.1,7.0,2.5,97.5,0.0,95.9,347.0,90.0,59.0
2020,Donovan Peoples-Jones,WR,Michigan,74.0,212.0,4.48,44.5,139.0,,,,True,6.0,187.0,9.63,33.5,11.0,1.73,13.4,57.9,11.9,117.8,36.4,10.8,5.3,4.0,48.4,51.3,0.0,93.1,256.0,57.0,33.0
2020,Malcolm Perry,WR,Navy,69.0,186.0,4.63,36.0,122.0,10.0,7.12,4.31,True,7.0,246.0,1.88,29.62,,,,,,,,,,,,,,,,,
2020,Michael Pittman,WR,USC,76.0,223.0,4.52,36.5,121.0,13.0,6.96,4.14,True,2.0,34.0,8.27,32.5,13.0,2.32,12.6,75.9,10.2,117.0,44.4,2.9,4.8,14.0,9.6,90.4,0.0,95.3,546.0,133.0,101.0
2020,James Proche,WR,SMU,71.0,201.0,,34.5,,20.0,7.27,4.4,True,6.0,201.0,,29.75,13.0,2.54,11.1,67.5,10.1,107.4,46.5,2.7,4.3,11.0,50.5,49.5,0.0,93.4,479.0,163.0,110.0
2020,Jalen Reagor,WR,TCU,71.0,206.0,4.47,42.0,138.0,17.0,7.31,4.46,True,1.0,21.0,,31.38,12.0,1.49,14.2,48.9,14.9,71.7,42.1,14.0,3.8,5.0,10.5,88.1,0.0,96.3,411.0,88.0,43.0
2020,Joe Reed,WR,Virginia,72.0,224.0,4.47,38.0,123.0,21.0,,,True,5.0,151.0,9.35,31.12,13.0,1.54,8.8,70.9,8.0,100.7,44.4,2.5,5.7,15.0,69.4,24.8,1.5,94.9,443.0,110.0,78.0
2020,Kendrick Rogers,WR,Texas A&M,76.0,208.0,4.51,35.5,124.0,17.0,7.13,4.48,False,,,7.32,,13.0,0.97,11.7,54.5,12.4,78.7,54.5,9.1,3.6,8.0,16.9,83.1,0.0,94.0,361.0,55.0,30.0
2020,Darrell Stewart,WR,Michigan State,72.0,212.0,,35.0,117.0,15.0,,,False,,,,32.0,9.0,2.63,13.8,57.5,10.3,88.7,33.3,19.4,4.8,9.0,79.3,20.7,0.0,93.6,262.0,87.0,50.0
2020,Freddie Swain,WR,Florida,72.0,197.0,4.46,36.5,124.0,16.0,7.05,4.26,True,6.0,214.0,8.29,30.62,12.0,2.33,13.6,70.4,8.7,109.3,25.0,2.6,7.5,7.0,92.9,6.7,0.4,93.3,222.0,54.0,38.0
2020,Jeff Thomas,WR,Miami,69.0,170.0,4.45,36.5,125.0,,,,False,,,6.68,30.38,10.0,1.62,12.2,70.5,12.0,119.4,28.6,0.0,5.8,5.0,21.1,77.3,1.6,94.7,234.0,44.0,31.0
2020,Ben Victor,WR,Ohio State,76.0,198.0,4.6,35.0,128.0,9.0,7.1,,False,,,,34.12,,,,,,,,,,,,,,,,,
2020,Quez Watkins,WR,Southern Miss,72.0,185.0,4.35,36.5,125.0,,7.28,4.36,True,6.0,200.0,,32.88,11.0,3.03,18.6,61.8,14.3,100.6,50.0,10.0,8.9,9.0,28.7,71.3,0.0,95.8,387.0,102.0,63.0
2020,Cody White,WR,Michigan State,75.0,217.0,4.66,35.5,120.0,,7.19,4.52,False,,,3.95,32.5,13.0,2.01,14.0,63.5,11.4,91.1,56.5,4.3,4.2,11.0,30.5,69.3,0.0,93.9,459.0,104.0,66.0
2021,Jonathan Adams,WR,Arkansas St.,74.0,210.0,4.59,39.0,132.0,,7.04,4.38,False,,,,,10.0,2.7,14.2,64.5,15.3,123.5,62.2,12.4,3.3,7.0,8.5,91.3,0.0,93.8,410.0,121.0,78.0
2021,Tutu Atwell,WR,Louisville,68.0,155.0,4.42,33.0,117.0,,6.89,4.14,True,2.0,57.0,6.25,29.25,9.0,2.44,13.6,64.8,11.6,102.1,45.5,4.2,6.2,4.0,81.7,17.9,0.0,95.5,256.0,71.0,46.0
2021,Kawaan Baker,WR,South Alabama,72.0,210.0,4.44,39.5,129.0,21.0,7.42,4.41,False,,,9.08,32.38,10.0,1.92,12.9,72.9,8.1,134.2,50.0,7.3,7.0,16.0,73.1,26.9,0.0,94.2,343.0,70.0,51.0
2021,Rashod Bateman,WR,Minnesota,72.0,190.0,4.39,36.0,123.0,,,,True,1.0,27.0,8.04,33.0,5.0,3.45,13.1,65.5,10.4,81.8,40.0,14.3,5.3,9.0,67.1,32.9,0.0,95.8,137.0,55.0,36.0
2021,Tarik Black,WR,Texas,74.0,213.0,4.54,40.0,132.0,15.0,6.91,4.26,False,,,9.55,33.75,8.0,2.36,23.4,41.7,17.1,74.0,16.7,16.7,10.3,2.0,15.0,85.0,0.0,92.5,99.0,24.0,10.0
2021,Josh Blancato,WR,Georgia Tech,69.0,182.0,4.55,32.0,124.0,17.0,6.9,4.31,False,,,4.39,,5.0,0.0,,0.0,23.5,39.6,0.0,,,0.0,70.0,20.0,0.0,90.0,9.0,2.0,0.0
2021,Dyami Brown,WR,North Carolina,72.0,189.0,4.46,35.0,128.0,18.0,6.87,4.35,True,3.0,82.0,8.38,32.75,11.0,3.11,20.0,67.1,18.4,127.3,36.4,5.2,4.9,9.0,1.1,98.9,0.0,93.4,353.0,82.0,55.0
2021,Amon-Ra St. Brown,WR,USC,71.0,197.0,4.51,38.5,127.0,20.0,6.88,4.17,True,4.0,112.0,7.13,30.38,6.0,1.85,11.7,71.9,10.9,121.9,57.1,8.9,4.0,3.0,34.8,64.5,0.4,94.5,258.0,57.0,41.0
2021,Jalen Camp,WR,Georgia Tech,73.0,226.0,4.48,39.5,125.0,29.0,7.0,4.14,False,,,9.75,33.75,10.0,1.57,15.1,61.7,13.0,94.2,58.3,9.4,4.2,0.0,25.6,74.1,0.0,92.7,279.0,47.0,29.0
2021,Ja'Marr Chase,WR,LSU,72.0,201.0,4.34,41.0,132.0,,6.96,3.99,True,1.0,5.0,9.82,30.75,,,,,,,,,,,,,,,,,
2021,Ramaud Chiaokhiao-Bowman,WR,Northwestern,73.0,204.0,4.78,34.5,119.0,11.0,6.78,4.2,False,,,4.02,,9.0,1.61,12.4,64.1,12.1,108.1,46.2,6.8,1.4,3.0,9.5,89.9,0.6,96.6,315.0,64.0,41.0
2021,Nico Collins,WR,Michigan,76.0,215.0,4.43,37.5,125.0,14.0,6.78,4.29,True,3.0,89.0,9.57,34.12,,,,,,,,,,,,,,,,,
2021,Damonte Coxie,WR,Memphis,74.0,198.0,4.77,30.5,122.0,4.0,6.92,4.45,False,,,1.71,33.25,2.0,2.2,11.7,64.0,11.9,99.9,25.0,5.9,1.3,3.0,4.5,95.5,0.0,96.6,85.0,25.0,16.0
2021,Frank Darby,WR,Arizona St.,72.0,201.0,4.56,34.5,117.0,19.0,7.05,4.25,True,6.0,187.0,5.89,31.38,3.0,0.84,7.7,50.0,13.3,87.5,100.0,14.3,2.3,3.0,3.3,96.7,0.0,91.7,55.0,12.0,6.0
2021,Jaelon Darden,WR,North Texas,67.0,174.0,4.47,35.5,122.0,,6.66,3.98,True,4.0,129.0,7.14,30.62,9.0,4.31,16.1,66.1,12.9,126.1,0.0,8.6,7.7,23.0,85.9,14.1,0.0,97.5,276.0,112.0,74.0
2021,DeVontres Dukes,WR,South Florida,75.0,216.0,4.81,33.0,122.0,16.0,7.07,4.41,False,,,4.62,,,,,,,,,,,,,,,,,,
2021,Brennan Eagles,WR,Texas,75.0,225.0,4.55,36.5,125.0,,6.93,4.42,False,,,8.96,33.5,9.0,2.0,16.8,58.3,17.5,126.1,50.0,9.7,4.3,3.0,15.3,84.7,0.0,92.2,235.0,48.0,28.0
2021,D'Wayne Eskridge,WR,West. Michigan,68.0,190.0,4.38,35.0,124.0,,6.93,4.22,True,2.0,56.0,6.71,30.12,6.0,4.94,23.1,70.8,12.7,152.8,45.5,8.1,14.4,4.0,16.9,83.1,0.0,92.4,159.0,48.0,34.0
2021,Simi Fehoko,WR,Stanford,75.0,222.0,4.44,34.5,120.0,16.0,6.78,4.26,True,5.0,179.0,9.18,31.62,6.0,2.73,15.5,62.7,12.6,104.8,53.8,14.0,5.4,4.0,30.3,69.7,0.0,95.0,210.0,59.0,37.0
2021,Dez Fitzpatrick,WR,Louisville,73.0,208.0,4.43,35.0,,,7.09,4.26,True,4.0,109.0,,32.75,11.0,2.49,19.3,58.9,14.1,95.2,41.7,10.4,8.8,9.0,5.4,94.6,0.0,95.4,334.0,73.0,43.0
2021,Bailey Gaither,WR,San Jose St.,72.0,188.0,4.45,31.0,121.0,9.0,7.07,4.39,False,,,,,7.0,3.14,17.7,70.7,13.5,128.9,33.3,6.8,6.6,2.0,6.5,93.5,0.0,93.9,231.0,58.0,41.0
2021,Trevon Grimes,WR,Florida,76.0,220.0,4.49,35.0,118.0,15.0,6.98,4.28,False,,,8.44,31.38,11.0,1.88,15.5,64.4,13.5,136.9,33.3,5.0,5.3,5.0,24.6,75.1,0.3,94.0,314.0,59.0,38.0
2021,Adrian Hardy,WR,Louisiana Tech,73.0,205.0,4.61,37.5,124.0,12.0,6.96,4.5,False,,,5.71,32.0,7.0,1.83,13.0,60.7,10.3,101.9,18.2,5.6,6.8,12.0,2.7,97.3,0.0,92.7,241.0,56.0,34.0
2021,Jacob Harris,WR,Central Florida,77.0,219.0,4.39,40.5,133.0,15.0,6.54,4.31,False,,,9.88,33.75,10.0,1.52,18.0,54.5,16.6,112.8,43.8,23.1,4.0,1.0,34.2,65.0,0.8,93.4,355.0,55.0,30.0
2021,Jaylen Harris,WR,Ohio St.,68.0,170.0,4.77,30.5,109.0,8.0,7.37,4.5,False,,,,,,,,,,,,,,,,,,,,,
2021,Damon Hazelton,WR,Missouri,,,4.6,37.5,,,,,False,,,6.36,33.38,9.0,2.45,13.2,65.2,12.6,99.6,57.1,11.8,4.3,9.0,10.0,90.0,0.0,95.3,162.0,46.0,30.0
2021,Josh Imatorbhebhe,WR,Illinois,72.0,218.0,4.53,46.5,134.0,24.0,7.1,4.38,False,,,8.97,32.38,7.0,1.61,13.5,51.2,12.0,96.8,71.4,15.4,5.9,5.0,5.1,94.9,0.0,93.9,185.0,43.0,22.0
2021,Warren Jackson,WR,Colorado St.,78.0,219.0,4.68,33.5,123.0,,7.81,4.53,False,,,,33.5,,,,,,,,,,,,,,,,,
2021,Johnathon Johnson,WR,Missouri,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,
2021,Terrace Marshall Jr.,WR,LSU,74.0,205.0,4.4,39.0,125.0,19.0,,,False,,,9.76,,7.0,2.91,15.2,71.6,9.5,134.4,81.8,12.7,6.4,7.0,82.2,17.4,0.4,96.9,251.0,67.0,48.0
2021,Adam Krumholz,WR,Wisconsin,72.0,193.0,4.6,35.5,118.0,11.0,7.03,4.28,False,,,5.37,,2.0,1.09,15.7,50.0,11.8,76.4,100.0,25.0,7.0,0.0,4.4,95.6,0.0,95.6,43.0,6.0,3.0
2021,Riley Lees,WR,Northwestern,71.0,192.0,4.47,35.0,119.0,7.0,6.78,4.16,False,,,5.89,,9.0,0.9,10.7,54.1,10.9,66.7,33.3,0.0,3.5,3.0,83.6,16.0,0.0,95.6,239.0,37.0,20.0
2021,Branden Mack,WR,Temple,77.0,217.0,4.66,31.0,115.0,11.0,7.13,4.37,False,,,2.35,,7.0,1.21,11.2,45.6,11.9,39.3,33.3,13.3,4.5,6.0,6.3,92.2,0.8,93.8,240.0,57.0,26.0
