Year,Player,Pos,School,Height,Weight,40yd,Vertical,Broad Jump,Bench,3Cone,Shuttle,Drafted,Round,Pick,RAS,arm_length_inches,player_game_count,yprr,yards_per_reception,caught_percent,avg_depth_of_target,targeted_qb_rating,contested_catch_rate,drop_rate,yards_after_catch_per_reception,avoided_tackles,slot_rate,wide_rate,inline_rate,route_rate,routes,targets,receptions
2017,Chris Godwin,WR,Penn State,73.0,209.0,4.42,36.0,126.0,19.0,7.01,4.0,True,3.0,84.0,9.66,,14.0,2.31,16.6,64.1,15.5,135.1,,7.8,4.5,9.0,1.6,98.4,0.0,95.5,425.0,92.0,59.0
2017,Kenny Golladay,WR,Northern Illinois,76.0,218.0,4.5,35.5,120.0,18.0,7.0,4.15,True,3.0,96.0,8.94,32.0,12.0,2.93,13.3,61.7,13.3,103.6,,4.4,3.5,8.0,7.1,92.4,0.0,96.3,394.0,141.0,87.0
2017,Chad Hansen,WR,California,74.0,202.0,4.53,35.0,119.0,11.0,6.74,4.13,True,4.0,141.0,7.39,32.12,10.0,3.13,13.6,63.9,11.6,111.1,,4.2,4.8,7.0,2.6,97.0,0.0,93.4,399.0,144.0,92.0
2017,Keon Hatcher,WR,Arkansas,73.0,212.0,4.64,,,16.0,,,False,,,4.54,32.0,12.0,2.56,16.9,65.7,13.4,130.2,,2.2,5.9,7.0,15.5,83.2,0.3,93.5,290.0,67.0,44.0
2017,Carlos Henderson,WR,Louisiana Tech,71.0,199.0,4.46,36.0,131.0,13.0,7.18,4.35,True,3.0,82.0,5.75,31.38,13.0,3.55,18.7,59.9,15.2,116.8,,4.7,9.6,48.0,4.7,95.0,0.0,97.1,431.0,137.0,82.0
2017,Mack Hollins,WR,North Carolina,76.0,221.0,4.53,,,,,,True,4.0,118.0,,33.25,7.0,2.13,19.3,51.6,18.0,112.8,,5.9,3.3,0.0,5.1,91.7,3.2,92.4,145.0,31.0,16.0
2017,Bug Howard,WR,North Carolina,76.0,221.0,4.58,37.5,119.0,,6.95,4.14,False,,,8.33,33.12,13.0,2.02,15.6,65.4,15.1,126.9,,5.4,3.6,2.0,6.3,93.7,0.0,94.9,409.0,81.0,53.0
2017,Zay Jones,WR,East Carolina,74.0,201.0,4.45,36.5,133.0,15.0,6.79,4.01,True,2.0,37.0,9.71,32.5,12.0,2.96,11.0,73.1,8.5,99.4,,3.7,5.0,24.0,30.8,68.7,0.5,95.5,589.0,216.0,158.0
2017,Victor Bolden Jr.,WR,Oregon State,68.0,178.0,4.54,32.0,117.0,9.0,6.83,4.22,False,,,2.69,31.12,12.0,1.48,11.6,52.8,11.3,60.4,,13.0,5.5,9.0,86.4,11.5,0.0,94.4,368.0,89.0,47.0
2017,Greg Ward Jr.,WR,Houston,71.0,186.0,,,,10.0,,,False,,,3.02,31.12,,,,,,,,,,,,,,,,,
2017,Cooper Kupp,WR,East. Washington,74.0,204.0,4.62,31.0,116.0,,6.75,4.08,True,3.0,69.0,,31.5,,,,,,,,,,,,,,,,,
2017,Jerome Lane,WR,Akron,74.0,226.0,4.6,35.0,125.0,16.0,6.87,4.12,False,,,8.34,31.5,12.0,2.47,16.4,60.2,15.2,88.5,,6.1,5.2,7.0,2.0,97.8,0.2,92.2,411.0,103.0,62.0
2017,Keevan Lucas,WR,Tulsa,69.0,192.0,4.55,32.5,119.0,11.0,7.23,4.43,False,,,1.82,31.88,13.0,2.54,14.4,59.9,13.5,106.2,,12.8,4.4,12.0,96.5,3.1,0.2,94.9,466.0,137.0,82.0
2017,Josh Malone,WR,Tennessee,75.0,208.0,4.4,30.5,121.0,10.0,7.05,4.19,True,4.0,128.0,7.03,31.38,13.0,2.44,19.4,67.6,15.9,144.4,,5.7,5.8,7.0,10.7,89.3,0.0,97.1,399.0,74.0,50.0
2017,Gabe Marks,WR,Washington State,71.0,189.0,4.56,29.5,117.0,11.0,7.01,4.2,False,,,2.35,30.38,13.0,1.67,10.0,68.5,10.7,117.9,,4.3,3.6,4.0,12.3,86.9,0.0,94.4,535.0,130.0,89.0
2017,Isaiah McKenzie,WR,Georgia,67.0,173.0,4.42,36.0,123.0,11.0,6.64,4.15,True,5.0,172.0,6.36,28.88,13.0,2.89,14.4,67.7,9.1,128.6,,13.7,9.8,11.0,91.7,7.8,0.0,95.2,219.0,65.0,44.0
2017,Drew Morgan,WR,Arkansas,72.0,190.0,4.74,30.0,112.0,10.0,6.85,4.12,False,,,1.7,30.38,13.0,2.23,11.3,68.0,9.2,88.3,,2.9,5.7,12.0,34.7,64.1,0.3,93.8,335.0,97.0,66.0
2017,Speedy Noil,WR,Texas A&M,71.0,199.0,,43.5,133.0,18.0,,,False,,,,30.0,10.0,1.24,15.5,43.8,13.1,72.0,,12.5,7.2,6.0,9.2,90.8,0.0,96.3,262.0,48.0,21.0
2017,Zach Pascal,WR,Old Dominion,74.0,219.0,4.55,36.0,126.0,14.0,7.11,4.29,False,,,8.16,32.0,13.0,2.7,14.6,64.4,13.8,120.3,,5.8,4.2,6.0,49.5,47.8,0.3,94.1,350.0,101.0,65.0
2017,James Quick,WR,Louisville,72.0,186.0,4.6,31.0,115.0,11.0,7.0,4.39,False,,,1.68,30.75,13.0,2.3,17.1,66.2,16.1,121.5,,15.1,5.0,3.0,43.1,56.4,0.6,96.5,334.0,68.0,45.0
2017,Michael Rector,WR,Stanford,72.0,193.0,4.42,36.5,129.0,,6.77,4.19,False,,,9.28,32.5,13.0,1.29,11.5,54.2,18.3,69.0,,8.6,2.1,0.0,16.6,83.4,0.0,94.7,285.0,59.0,32.0
2017,Josh Reynolds,WR,Texas A&M,75.0,194.0,4.52,37.0,124.0,,6.83,4.13,True,4.0,117.0,9.1,31.5,13.0,2.33,17.0,64.9,14.7,124.1,,9.0,4.9,4.0,3.6,96.4,0.0,95.5,445.0,94.0,61.0
2017,Jalen Robinette,WR,Air Force,75.0,220.0,4.62,31.5,120.0,13.0,6.77,4.46,False,,,4.52,32.38,,,,,,,,,,,,,,,,,
2017,Darreus Rogers,WR,USC,73.0,216.0,,26.5,112.0,8.0,7.22,4.54,False,,,0.35,32.0,13.0,1.54,12.4,71.8,11.2,110.8,,3.4,4.4,11.0,9.1,90.2,0.2,96.2,453.0,78.0,56.0
2017,Fred Ross,WR,Mississippi State,73.0,213.0,4.51,35.0,113.0,10.0,6.99,4.28,False,,,5.95,31.25,13.0,2.33,12.7,61.5,10.7,109.5,,8.9,4.8,4.0,52.5,47.3,0.0,93.6,394.0,117.0,72.0
2017,John Ross,WR,Washington,71.0,188.0,4.22,37.0,133.0,,,,True,1.0,9.0,9.5,31.5,14.0,3.05,14.1,65.9,12.2,131.7,,4.7,4.8,18.0,10.5,89.3,0.3,95.4,374.0,123.0,81.0
2017,Travis Rudolph,WR,Florida State,72.0,189.0,4.65,31.5,114.0,12.0,6.93,4.46,False,,,1.54,31.88,13.0,1.87,15.0,56.0,12.5,98.8,,6.7,4.7,13.0,36.1,63.3,0.4,94.1,449.0,100.0,56.0
2017,Curtis Samuel,WR,Ohio State,71.0,196.0,4.31,37.0,119.0,18.0,7.09,4.33,True,2.0,40.0,7.45,31.25,,,,,,,,,,,,,,,,,
2017,Artavis Scott,WR,Clemson,70.0,193.0,4.61,31.0,116.0,13.0,7.19,4.49,False,,,1.01,31.38,15.0,1.44,8.1,79.2,4.4,106.5,,6.2,7.0,18.0,34.8,65.0,0.0,94.7,430.0,96.0,76.0
2017,Ricky Seals-Jones,WR,Texas A&M,77.0,243.0,4.69,28.0,121.0,17.0,7.46,4.33,False,,,3.34,33.12,11.0,0.98,12.8,49.1,10.0,67.6,,10.3,5.7,6.0,86.9,1.9,10.3,94.7,340.0,53.0,26.0
2017,JuJu Smith-Schuster,WR,USC,73.0,215.0,4.54,32.5,120.0,15.0,,,True,2.0,62.0,7.33,32.88,13.0,2.14,13.1,66.7,11.2,117.7,,5.4,5.5,9.0,14.7,84.0,0.2,96.6,428.0,105.0,70.0
2017,Jamari Staples,WR,Louisville,75.0,195.0,4.51,36.0,130.0,,,,False,,,7.55,33.5,12.0,1.62,17.1,50.0,16.0,82.8,,12.2,5.6,5.0,6.3,93.7,0.0,95.5,380.0,72.0,36.0
2017,ArDarius Stewart,WR,Alabama,71.0,204.0,4.49,34.0,124.0,,,,True,3.0,79.0,5.89,32.5,12.0,2.6,15.6,70.1,9.3,113.8,,6.9,10.5,18.0,21.9,73.7,2.0,95.0,325.0,77.0,54.0
2017,Ryan Switzer,WR,North Carolina,68.0,181.0,4.51,32.0,116.0,11.0,6.77,4.0,True,4.0,133.0,4.83,28.0,13.0,2.76,11.5,77.0,8.1,115.6,,3.0,5.7,9.0,86.9,12.4,0.0,94.6,404.0,126.0,97.0
2017,Taywan Taylor,WR,Western Kentucky,71.0,203.0,4.5,33.5,132.0,13.0,6.57,4.21,True,3.0,72.0,8.7,32.62,14.0,3.91,17.7,67.1,14.4,134.8,,7.5,6.8,12.0,16.6,81.3,0.0,96.3,442.0,146.0,98.0
2017,Trent Taylor,WR,Louisiana Tech,68.0,181.0,4.63,33.0,117.0,13.0,6.74,4.01,True,5.0,177.0,4.0,28.75,14.0,3.27,13.3,80.1,7.1,129.4,,2.8,7.7,17.0,95.1,4.5,0.0,97.0,556.0,171.0,137.0
2017,Noel Thomas,WR,Connecticut,72.0,205.0,4.63,32.5,118.0,9.0,,,False,,,2.53,30.0,12.0,2.54,11.8,61.3,10.7,74.1,,6.5,5.4,16.0,67.7,31.7,0.0,96.1,464.0,163.0,100.0
2017,Dede Westbrook,WR,Oklahoma,72.0,178.0,,,,,,,True,4.0,110.0,4.84,30.62,13.0,4.07,19.0,76.9,11.4,149.8,,4.8,9.7,20.0,13.9,85.6,0.3,94.2,373.0,104.0,80.0
2017,Kermit Whitfield,WR,Florida State,68.0,185.0,4.44,32.5,120.0,8.0,7.17,4.37,False,,,2.91,30.0,13.0,1.48,11.6,68.0,8.9,90.0,,10.5,6.1,4.0,80.2,19.4,0.0,96.0,267.0,50.0,34.0
2017,Mike Williams,WR,Clemson,76.0,218.0,,32.5,121.0,15.0,,,True,1.0,7.0,7.24,,15.0,3.34,13.8,69.5,12.7,111.3,,5.8,4.0,22.0,5.6,94.4,0.0,94.2,406.0,141.0,98.0
2017,Jesus Wilson,WR,Florida State,69.0,189.0,4.57,,119.0,10.0,,4.57,False,,,,,,,,,,,,,,,,,,,,,
2018,Dante Pettis,WR,Washington,72.0,186.0,,,,,,,True,2.0,44.0,,32.25,13.0,2.57,12.2,63.3,11.3,102.3,47.4,4.6,4.5,6.0,15.4,84.0,0.3,94.6,295.0,98.0,62.0
2018,Marcell Ateman,WR,Oklahoma State,76.0,216.0,4.62,34.0,121.0,13.0,7.07,4.25,True,7.0,228.0,5.18,32.88,13.0,3.52,19.3,66.7,15.6,134.7,55.2,4.8,5.6,5.0,2.8,97.2,0.0,92.4,330.0,90.0,60.0
2018,Braxton Berrios,WR,Miami (FL),69.0,184.0,,,,11.0,,,True,6.0,210.0,5.68,28.0,13.0,1.69,12.4,65.5,10.9,121.1,70.0,6.8,4.7,8.0,97.1,2.9,0.0,95.7,403.0,84.0,55.0
2018,Equanimeous St. brown,WR,Notre Dame,77.0,214.0,4.48,,,20.0,,,True,6.0,207.0,9.85,33.0,13.0,1.7,15.6,46.5,15.0,66.3,37.5,8.3,4.6,5.0,21.3,78.4,0.3,95.0,303.0,71.0,33.0
2018,Deontay Burnett,WR,USC,72.0,186.0,,,,,,,False,,,,31.5,14.0,2.38,12.9,66.2,10.5,102.9,50.0,3.4,5.8,14.0,84.1,12.7,1.9,96.9,464.0,130.0,86.0
2018,Deon Cain,WR,Clemson,74.0,202.0,4.43,33.5,115.0,11.0,6.71,4.37,True,6.0,185.0,6.47,33.0,14.0,2.07,12.7,64.4,13.1,102.7,40.0,7.9,3.7,9.0,3.5,96.5,0.0,95.7,354.0,90.0,58.0
2018,Antonio Callaway,WR,Florida,71.0,200.0,4.41,34.0,121.0,,,,True,4.0,105.0,6.2,31.5,,,,,,,,,,,,,,,,,
2018,Dylan Cantrell,WR,Texas Tech,75.0,226.0,4.59,38.5,130.0,18.0,6.56,4.03,True,6.0,191.0,9.86,31.38,13.0,1.49,11.5,63.4,9.8,94.9,44.4,4.1,4.8,12.0,17.0,80.7,1.9,94.8,546.0,112.0,71.0
2018,D.J. Chark,WR,LSU,75.0,199.0,4.34,40.0,129.0,16.0,,,True,2.0,61.0,9.94,32.38,13.0,2.92,21.8,58.0,20.3,104.9,66.7,4.8,4.3,2.0,27.9,70.5,0.0,95.8,299.0,69.0,40.0
2018,Simmie Cobbs,WR,Indiana,75.0,220.0,4.64,30.0,113.0,11.0,6.7,4.32,False,,,4.68,32.0,12.0,1.53,11.6,60.0,11.2,92.9,42.1,11.1,2.7,13.0,9.9,90.1,0.0,93.5,546.0,120.0,72.0
2018,Keke Coutee,WR,Texas Tech,70.0,181.0,4.43,34.5,113.0,14.0,6.93,4.15,True,4.0,103.0,5.64,29.88,13.0,3.09,15.4,76.9,8.3,139.4,20.0,7.9,8.3,19.0,94.0,5.3,0.0,95.1,462.0,121.0,93.0
2018,Robert Foster,WR,Alabama,74.0,196.0,4.41,31.0,116.0,,6.9,4.2,False,,,6.6,32.12,14.0,0.75,12.3,53.8,12.3,87.3,60.0,17.6,10.4,3.0,2.5,97.5,0.0,95.4,229.0,26.0,14.0
2018,Michael Gallup,WR,Colorado State,73.0,205.0,4.51,36.0,122.0,10.0,6.95,4.37,True,3.0,81.0,5.87,31.5,13.0,3.18,14.1,61.3,12.0,101.1,54.3,7.4,6.6,20.0,10.6,89.4,0.0,94.1,444.0,163.0,100.0
2018,Davon Grayson,WR,East Carolina,73.0,199.0,4.51,34.5,124.0,19.0,,,False,,,6.88,31.38,11.0,2.24,15.0,65.6,14.0,106.1,50.0,9.2,5.2,11.0,5.4,94.4,0.0,92.5,396.0,90.0,59.0
2018,Daesean Hamilton,WR,Penn State,73.0,203.0,,34.5,118.0,,6.84,4.15,True,4.0,113.0,8.09,31.0,13.0,2.02,16.3,64.6,10.8,126.3,61.1,7.0,6.3,14.0,98.4,1.6,0.0,97.1,428.0,82.0,53.0
2018,Quadree Henderson,WR,Pittsburgh,68.0,192.0,4.5,32.5,120.0,12.0,6.89,4.28,False,,,5.03,29.5,12.0,1.79,10.9,73.9,4.7,61.1,,5.6,10.2,0.0,72.6,17.9,4.7,98.1,104.0,23.0,17.0
2018,Darren Carrington II,WR,Utah,74.0,199.0,,36.0,120.0,,,,False,,,,32.75,12.0,2.51,14.0,70.7,11.7,109.8,40.0,4.1,5.0,6.0,42.7,57.3,0.0,91.1,391.0,99.0,70.0
2018,Richie James,WR,Middle Tennessee State,70.0,183.0,4.48,35.5,122.0,6.0,6.87,4.16,True,7.0,240.0,5.99,31.25,5.0,1.93,9.4,55.4,8.7,80.2,55.6,13.9,4.5,1.0,88.2,7.5,0.0,93.2,150.0,56.0,31.0
2018,Christian Kirk,WR,Texas A&M,70.0,201.0,4.47,35.5,115.0,20.0,7.09,4.45,True,2.0,47.0,6.23,30.38,13.0,2.3,12.9,63.4,10.2,111.4,42.9,7.8,5.4,8.0,93.8,2.8,0.7,94.8,400.0,112.0,71.0
2018,Chris Lacy,WR,Oklahoma State,75.0,205.0,4.51,33.5,120.0,11.0,,,False,,,5.08,31.25,12.0,1.45,13.2,50.0,14.5,60.8,25.0,13.0,3.2,2.0,3.7,96.3,0.0,96.3,182.0,40.0,20.0
2018,Jordan Lasley,WR,UCLA,73.0,203.0,4.5,34.5,112.0,8.0,,4.19,True,5.0,162.0,4.47,32.75,9.0,3.15,18.3,66.3,12.8,124.8,54.2,15.9,7.3,13.0,10.6,89.2,0.2,96.2,401.0,104.0,69.0
2018,Allen Lazard,WR,Iowa State,77.0,227.0,4.55,38.0,122.0,17.0,,,False,,,8.56,32.25,13.0,1.99,13.3,56.3,12.0,103.3,39.5,9.0,3.7,3.0,14.9,85.1,0.0,95.2,472.0,126.0,71.0
2018,Tavares Martin,WR,Washington State,73.0,177.0,4.8,31.5,,,,,False,,,0.24,32.12,11.0,1.91,11.9,66.7,9.9,99.3,44.4,4.1,6.0,15.0,0.2,99.6,0.0,96.5,436.0,105.0,70.0
2018,Ray-ray McCloud,WR,Clemson,69.0,190.0,4.53,34.5,113.0,13.0,,,True,6.0,187.0,3.71,30.25,14.0,1.44,9.8,75.8,6.1,101.2,41.2,0.0,5.9,8.0,15.1,83.0,0.0,95.3,341.0,66.0,50.0
2018,Anthony Miller,WR,Memphis,71.0,201.0,,,,22.0,,,True,2.0,51.0,9.27,31.62,13.0,3.47,15.2,64.0,11.7,130.0,41.7,11.1,7.4,19.0,37.1,61.2,1.3,94.0,421.0,150.0,96.0
2018,Steven Mitchell,WR,USC,70.0,189.0,4.56,32.5,121.0,13.0,6.75,4.4,False,,,3.93,30.38,12.0,2.16,15.7,60.3,14.6,105.3,6.7,10.9,5.8,7.0,14.5,84.8,0.0,96.1,298.0,68.0,41.0
2018,Jmon Moore,WR,Missouri,75.0,207.0,4.6,38.0,120.0,21.0,6.56,4.04,False,,,8.43,32.88,13.0,2.85,16.6,67.0,12.4,121.6,57.9,11.0,6.5,14.0,1.5,98.5,0.0,94.1,380.0,97.0,65.0
2018,D.J. Moore,WR,Maryland,72.0,210.0,4.42,39.5,132.0,15.0,6.95,4.07,True,1.0,24.0,9.65,,12.0,2.83,12.9,60.6,11.3,95.9,40.7,8.0,5.9,20.0,19.4,78.8,0.5,93.4,365.0,132.0,80.0
2018,Cam Phillips,WR,Virginia Tech,72.0,201.0,,,,,,,False,,,1.68,30.5,12.0,2.98,13.6,65.1,11.6,107.0,34.8,2.7,4.8,10.0,17.9,81.8,0.3,95.3,324.0,109.0,71.0
2018,Byron Pringle,WR,Kansas State,73.0,203.0,4.46,33.5,120.0,15.0,6.87,4.4,False,,,7.28,32.0,12.0,2.76,22.6,50.8,18.1,97.8,42.9,18.4,4.6,2.0,4.7,95.3,0.0,91.0,254.0,61.0,31.0
2018,Trey Quinn,WR,SMU,71.0,203.0,4.55,33.5,116.0,17.0,6.91,4.19,True,7.0,256.0,,30.75,13.0,2.62,10.8,74.0,8.2,114.5,57.1,1.7,4.8,13.0,34.0,65.4,0.0,95.0,472.0,154.0,114.0
2018,Calvin Ridley,WR,Alabama,72.0,189.0,4.43,31.0,110.0,15.0,6.88,4.41,True,1.0,26.0,5.12,31.62,14.0,2.78,15.3,64.9,11.7,106.3,18.8,10.0,6.3,2.0,23.4,74.9,0.0,95.9,348.0,97.0,63.0
2018,Korey Robertson,WR,Southern Miss,73.0,212.0,4.56,34.0,123.0,13.0,,,False,,,,32.88,13.0,2.55,14.4,65.0,11.1,122.3,54.3,9.5,5.1,20.0,2.9,97.1,0.0,95.4,431.0,117.0,76.0
2018,Jaleel Scott,WR,New Mexico State,77.0,218.0,4.56,34.5,124.0,16.0,7.2,4.4,True,4.0,132.0,7.6,33.5,13.0,1.86,14.2,62.3,14.2,105.2,51.4,7.3,2.6,2.0,12.4,87.6,0.0,96.8,579.0,122.0,76.0
2018,Trequan Smith,WR,Central Florida,74.0,203.0,4.49,37.5,130.0,12.0,6.97,4.5,False,,,6.85,33.38,13.0,2.81,19.8,71.1,15.2,142.9,54.5,9.2,5.8,12.0,21.1,78.9,0.0,95.9,417.0,83.0,59.0
2018,Courtland Sutton,WR,SMU,75.0,218.0,4.54,35.5,124.0,18.0,6.57,4.11,True,2.0,40.0,,32.38,13.0,2.21,16.0,53.5,14.6,100.7,46.4,6.8,5.3,13.0,16.6,83.4,0.0,95.5,490.0,127.0,68.0
2018,Auden Tate,WR,Florida State,77.0,228.0,4.68,31.0,112.0,,,,True,7.0,253.0,1.82,33.75,12.0,1.79,13.7,59.7,13.4,94.4,66.7,4.8,3.1,4.0,11.5,88.2,0.3,95.3,306.0,67.0,40.0
2018,Marquez Valdes-Scantling,WR,South Florida,76.0,206.0,4.37,30.5,124.0,15.0,,,True,5.0,174.0,9.26,32.25,12.0,2.31,16.5,57.0,15.8,105.8,45.0,14.5,6.1,7.0,24.8,74.9,0.3,95.9,379.0,93.0,53.0
2018,James Washington,WR,Oklahoma State,71.0,213.0,4.54,34.5,120.0,14.0,7.11,4.32,True,2.0,60.0,5.55,32.38,13.0,3.48,20.9,61.7,18.9,131.3,48.0,6.3,5.5,7.0,8.1,91.7,0.0,94.5,444.0,120.0,74.0
2018,Jester Weah,WR,Pittsburgh,74.0,211.0,4.43,38.0,129.0,15.0,7.24,4.41,False,,,7.76,31.12,12.0,1.91,17.0,51.3,17.5,87.4,28.0,14.6,5.1,6.0,8.5,91.5,0.0,97.3,365.0,80.0,41.0
2018,Karaun White,WR,West Virginia,73.0,206.0,4.52,33.5,118.0,24.0,7.16,4.57,False,,,5.76,32.25,13.0,2.03,16.5,57.5,15.9,107.6,41.0,12.9,4.3,6.0,2.1,97.5,0.4,94.5,495.0,106.0,61.0
2018,Jake Wieneke,WR,South Dakota State,76.0,221.0,4.67,34.0,114.0,9.0,7.24,4.37,False,,,2.51,33.0,,,,,,,,,,,,,,,,,
2018,Cedrick Wilson,WR,Boise State,74.0,197.0,4.55,37.0,121.0,9.0,6.89,4.23,True,6.0,208.0,,,14.0,3.45,18.2,63.8,14.0,118.5,68.4,6.7,7.0,10.0,15.2,84.2,0.4,94.8,438.0,130.0,83.0
2018,Javon Wims,WR,Georgia,75.0,215.0,4.53,33.5,113.0,,7.0,,True,7.0,224.0,5.44,31.5,15.0,2.57,15.7,62.2,13.7,114.9,44.0,13.2,3.5,10.0,17.2,82.8,0.0,94.9,282.0,74.0,46.0
2019,J.J. Arcega-Whiteside,WR,Stanford,74.0,225.0,,,,,,,True,2.0,57.0,6.14,33.25,12.0,3.03,16.8,67.0,14.9,135.6,62.9,6.0,4.0,7.0,12.9,87.1,0.0,92.3,350.0,94.0,63.0
2019,Miles Boykin,WR,Notre Dame,76.0,220.0,4.42,43.5,140.0,12.0,6.77,4.07,True,3.0,93.0,9.94,33.5,13.0,1.99,14.7,60.2,15.1,103.6,41.7,4.8,3.5,1.0,14.8,85.2,0.0,95.8,435.0,98.0,59.0
2019,Tyre Brady,WR,Marshall,75.0,211.0,,32.0,117.0,12.0,,4.25,False,,,2.75,33.62,13.0,2.18,14.0,49.7,13.1,78.8,36.0,11.3,4.4,6.0,12.4,87.6,0.0,95.8,455.0,143.0,71.0
2019,A.J. Brown,WR,Mississippi,72.0,226.0,4.49,36.5,120.0,19.0,,,True,2.0,51.0,8.59,32.88,12.0,3.01,15.6,73.0,11.2,113.2,40.0,5.6,7.1,17.0,58.6,40.4,0.0,95.2,434.0,115.0,84.0
2019,Marquise Brown,WR,Oklahoma,69.0,166.0,,,,,,,True,1.0,25.0,,30.5,14.0,3.56,17.6,72.8,12.7,135.1,33.3,8.5,8.5,18.0,23.0,75.2,0.0,95.6,370.0,103.0,75.0
2019,Emmanuel Butler,WR,Northern Arizona,75.0,217.0,,36.0,115.0,11.0,,4.22,False,,,3.75,33.0,,,,,,,,,,,,,,,,,
2019,Hakeem Butler,WR,Iowa State,77.0,227.0,4.48,36.0,128.0,18.0,,,True,4.0,103.0,9.47,35.25,13.0,3.27,22.0,57.7,16.5,119.1,56.7,15.5,6.9,15.0,27.4,72.6,0.0,93.7,403.0,104.0,60.0
2019,Parris Campbell,WR,Ohio State,72.0,205.0,4.31,40.0,135.0,11.0,,4.03,True,2.0,59.0,9.76,32.25,14.0,3.47,11.8,82.0,4.7,139.2,71.4,5.2,8.9,15.0,87.3,11.5,0.9,93.6,309.0,111.0,91.0
2019,Jamal Custis,WR,Syracuse,76.0,214.0,4.5,34.5,124.0,,,,False,,,6.47,33.88,13.0,1.72,18.1,56.8,15.6,105.5,34.8,3.8,4.3,4.0,17.2,82.8,0.0,92.1,525.0,88.0,50.0
2019,Felton Davis,WR,Michigan State,75.0,211.0,,,,21.0,,,False,,,,32.75,7.0,1.91,15.3,52.5,11.9,94.9,53.8,11.4,3.9,6.0,11.8,88.2,0.0,94.3,248.0,59.0,31.0
2019,Ryan Davis,WR,Auburn,70.0,189.0,,35.0,124.0,12.0,7.09,4.23,False,,,3.17,30.88,13.0,1.71,7.9,82.1,1.7,87.8,16.7,4.2,7.0,13.0,46.2,50.5,0.0,96.1,320.0,84.0,69.0
2019,Johnnie Dixon,WR,Ohio State,70.0,201.0,4.41,37.5,120.0,16.0,,4.43,False,,,6.22,30.25,14.0,2.0,15.9,66.7,13.8,128.2,14.3,6.7,3.7,3.0,10.9,88.8,0.3,93.3,334.0,63.0,42.0
2019,Greg Dortch,WR,Wake Forest,67.0,173.0,,,,,,,False,,,3.07,29.25,12.0,2.67,12.1,70.6,8.2,101.2,36.8,4.3,5.4,12.0,87.2,12.8,0.0,95.5,404.0,126.0,89.0
2019,Keelan Doss,WR,UC Davis,74.0,211.0,,,,8.0,,,False,,,,31.75,,,,,,,,,,,,,,,,,
2019,Ashton Dulin,WR,Malone University (Ohio),73.0,215.0,4.43,38.0,121.0,13.0,7.0,4.22,False,,,,33.38,,,,,,,,,,,,,,,,,
2019,Jovon Durante,WR,Florida Atlantic,71.0,160.0,4.55,31.5,120.0,,7.0,4.31,False,,,2.03,31.12,12.0,2.57,13.3,68.4,11.2,92.8,36.4,8.2,7.6,9.0,12.8,86.1,0.5,95.1,348.0,98.0,67.0
2019,Jazz Ferguson,WR,Northwestern St. (LA),77.0,227.0,4.45,37.0,123.0,8.0,7.25,4.59,False,,,,34.25,,,,,,,,,,,,,,,,,
2019,Travis Fulgham,WR,Old Dominion,74.0,215.0,4.58,36.5,126.0,15.0,,,True,6.0,184.0,8.01,33.75,12.0,2.2,17.2,58.9,15.6,101.9,57.7,7.4,3.3,4.0,11.2,88.8,0.0,94.8,492.0,107.0,63.0
2019,Terry Godwin,WR,Georgia,71.0,184.0,4.55,36.5,117.0,,6.96,,True,7.0,237.0,5.26,30.0,13.0,2.26,17.0,64.7,13.6,118.9,42.9,4.3,6.2,3.0,52.7,46.7,0.6,97.6,165.0,34.0,22.0
2019,Emanuel Hall,WR,Missouri,74.0,201.0,4.39,43.5,141.0,15.0,,,False,,,9.88,33.25,9.0,4.14,22.4,63.8,20.3,141.8,27.3,9.8,6.3,6.0,5.6,94.4,0.0,93.0,200.0,58.0,37.0
2019,Mecole Hardman,WR,Georgia,70.0,187.0,4.33,36.5,119.0,17.0,,,True,2.0,56.0,8.3,30.25,14.0,2.41,15.5,62.5,11.8,126.7,0.0,10.3,8.3,4.0,85.8,13.3,0.4,96.6,225.0,56.0,35.0
2019,Kelvin Harmon,WR,North Carolina State,74.0,221.0,4.6,32.5,117.0,18.0,7.15,4.32,True,6.0,206.0,4.88,32.5,12.0,2.83,14.6,69.2,15.1,118.4,56.7,4.7,3.1,5.0,3.6,96.4,0.0,95.4,419.0,117.0,81.0
2019,N'Keal Harry,WR,Arizona State,74.0,228.0,4.53,38.5,122.0,27.0,,,True,1.0,32.0,8.44,33.0,12.0,2.71,14.9,64.6,10.4,118.9,51.4,6.4,7.1,17.0,32.1,66.5,0.7,94.8,402.0,113.0,73.0
2019,Lil'Jordan Humphrey,WR,Texas,76.0,210.0,4.75,33.5,119.0,13.0,7.09,4.29,False,,,3.43,32.75,14.0,2.51,13.7,71.7,9.2,113.8,66.7,6.5,6.9,28.0,91.1,8.5,0.0,94.7,469.0,120.0,86.0
2019,Jalen Hurd,WR,Baylor,77.0,226.0,,,,23.0,,,True,3.0,67.0,8.21,32.0,12.0,2.1,13.7,65.1,10.6,94.3,22.2,11.5,5.2,12.0,95.6,3.2,0.0,94.9,451.0,106.0,69.0
