rank,Player,School,Pos,Year,predicted_round,Height,Weight,arm_length_inches,40yd,Vertical,Broad Jump,Bench,3Cone,Shuttle,RAS,speed_score,explosive_score,agility_score,p4_conference,yards_per_coverage_snap,forced_incompletion_rate,snap_counts_coverage,coverage_percent,coverage_snaps_per_target,INT_rate,PBU_rate,qb_rating_against,catch_rate,stop_percent,missed_tackle_rate,avg_depth_of_tackle,snap_counts_run,forced_fumbles,interceptions,pass_break_ups,true_pass_set_pass_rush_win_rate,pass_rush_win_rate,snap_counts_pass_rush,true_pass_set_pressure_rate,true_pass_set_sack_rate,snap_counts_pass_block,snap_counts_run_block,grades_run_block,gap_rate,zone_rate,penalty_rate,arm_33_plus,arm_34_plus,is_center,btt_rate,twp_rate,ypa,qb_rating,pressure_to_sack_rate,sack_percent,epa,positive_epa_percent,player_game_count,yprr,yards_per_reception,caught_percent,avg_depth_of_target,targeted_qb_rating,contested_catch_rate,drop_rate,yards_after_catch_per_reception,avoided_tackles,slot_rate,wide_rate,inline_rate,route_rate,yards_after_contact,yco_attempt,elusive_rating,mtf_per_attempt,breakaway_percent,explosive_rate,targets_per_route,fumble_rate
11,Zxavian Harris,Ole Miss,DT,2026,2.6146,80.0,330.0,,,,,,,,,,0.0,,1.0,,,,,,,,,,8.1,,,,,,,9.2,7.0,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Lee Hunter,Texas Tech,DT,2026,2.7872,75.5,318.0,33.25,5.18,21.5,100.0,,,,,88.33607055407602,-3.4659006688529255,,1.0,,,,,,,,,,11.9,,,,,,,17.5,10.6,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Omar Cooper Jr,Indiana,WR,2026,2.7875,72.0,199.0,30.25,4.42,37.0,,,,,,104.27831253892639,0.5250521510416721,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,2.55,13.6,75.8,9.7,143.2,50.0,4.2,7.2,27.0,83.3,15.7,0.8,94.3,,,,,,,,
14,Isaac Smith,Mississippi State,S,2026,2.7914,72.0,220.0,,4.6,,,,,,,98.2700890863026,0.0,,1.0,0.3,26.7,217.0,91.2,13.5,0.0046082949308755,0.0184331797235023,26.8,40.0,6.1,2.9,5.3,182.0,1.0,1.0,4.0,16.7,17.6,21.0,,,,,,,,,,,,,,,,,,,,,,,,11.8,,,,,,,,,,,,,,,,,
15,Kadyn Proctor,Alabama,OT,2026,2.7968,78.0,352.0,,5.22,32.5,109.0,25.0,,,,94.8179687018087,,-0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0424710424710424,0.0038610038610038,259.0,369.0,81.1,0.477,0.4529999999999999,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Malachi Lawrence,UCF,ED,2026,2.8184,76.0,253.0,33.625,4.52,40.0,130.0,,,,,121.2262797678768,3.897354618416667,,1.0,,,,,,,,,,4.2,,,,,,,34.7,19.2,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Dillon Thieneman,Purdue,S,2026,2.8411,72.0,201.0,,4.35,41.0,,,,,,112.27137079521073,1.8696863865774944,,1.0,0.4,17.2,436.0,98.9,14.2,0.0045871559633027,0.0091743119266055,80.4,62.1,4.9,11.1,6.8,371.0,0.0,2.0,4.0,0.0,20.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,
18,Treydan Stukes,Arizona,CB,2026,2.917,77.0,190.0,,4.33,38.0,,,,,,108.10157243465963,0.710183978898797,,1.0,0.8,15.4,285.0,96.3,6.8,0.0140350877192982,0.0210526315789473,34.4,59.0,2.0,3.3,9.7,312.0,0.0,4.0,6.0,50.0,27.3,11.0,,,,,,,,,,,,,,,,,,,,,,,,10.3,,,,,,,,,,,,,,,,,
19,Zion Young,Missouri,ED,2026,2.9341,78.0,262.0,33.0,4.76,,,,,,,102.07126005380407,0.0,,1.0,,,,,,,,,,9.3,,,,,,,25.6,17.4,326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Eli Stowers,Vanderbilt,TE,2026,3.0893,76.0,239.0,32.62,4.51,45.5,135.0,,,,,115.53717093006233,4.052974082257908,,1.0,,,,,,,,,,,,,,,,,,,,,,,127.0,51.2,,,,,,,,,,,,,,,12.0,2.55,12.4,72.9,8.2,101.5,41.2,6.1,6.1,9.0,66.4,8.4,24.9,90.4,,,,,,,,
