rank,Player,School,Pos,Year,predicted_round,Height,Weight,arm_length_inches,40yd,Vertical,Broad Jump,Bench,3Cone,Shuttle,RAS,speed_score,explosive_score,agility_score,p4_conference,yards_per_coverage_snap,forced_incompletion_rate,snap_counts_coverage,coverage_percent,coverage_snaps_per_target,INT_rate,PBU_rate,qb_rating_against,catch_rate,stop_percent,missed_tackle_rate,avg_depth_of_tackle,snap_counts_run,forced_fumbles,interceptions,pass_break_ups,true_pass_set_pass_rush_win_rate,pass_rush_win_rate,snap_counts_pass_rush,true_pass_set_pressure_rate,true_pass_set_sack_rate,snap_counts_pass_block,snap_counts_run_block,grades_run_block,gap_rate,zone_rate,penalty_rate,arm_33_plus,arm_34_plus,is_center,btt_rate,twp_rate,ypa,qb_rating,pressure_to_sack_rate,sack_percent,epa,positive_epa_percent,player_game_count,yprr,yards_per_reception,caught_percent,avg_depth_of_target,targeted_qb_rating,contested_catch_rate,drop_rate,yards_after_catch_per_reception,avoided_tackles,slot_rate,wide_rate,inline_rate,route_rate,yards_after_contact,yco_attempt,elusive_rating,mtf_per_attempt,breakaway_percent,explosive_rate,targets_per_route,fumble_rate
73,Arvell Reese,Ohio State,LB,2026,4.16,76.125,241.0,32.5,4.46,,,,,,,121.81691683602679,0.0,,1.0,0.9,3.6,251.0,67.8,8.5,0.0,0.0039840637450199,,,6.4,4.7,1.9,281.0,0.0,0.0,1.0,27.1,13.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,John Henry Daley,Utah,ED,2026,4.166,76.0,247.0,,,,,,,,,,0.0,,1.0,,,,,,,,,,8.8,,,,,,,33.6,23.0,279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Dae'Quan Wright,Mississippi,TE,2026,4.1679,76.0,246.0,32.25,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,366.0,43.2,,,,,,,,,,,,,,,15.0,2.08,16.3,70.9,7.7,132.0,0.0,4.9,10.1,7.0,34.8,7.6,46.0,69.8,,,,,,,,
76,Blake Miller,Clemson,OT,2026,4.1693,78.0,317.0,,5.04,32.0,113.0,32.0,,,,98.25781721290365,,-0.0,1.0,,,,,,,,,,,,,,,,,,,,0.056701030927835,0.0103092783505154,194.0,346.0,73.3,0.506,0.367,0.0018518518518518,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Denzel Boston,Washington,WR,2026,4.1771,75.625,212.0,32.0,,35.0,,,,4.28,,,-0.09557308766105019,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.44,14.2,65.3,14.4,116.2,76.9,3.1,4.9,7.0,17.6,81.3,0.5,97.8,,,,,,,,
78,Emmett Johnson,Nebraska,RB,2026,4.1847,70.0,202.0,30.25,4.56,,120.0,16.0,7.32,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,,,,,,,1.27,,,,,,,,68.0,,,,,740.0,2.95,88.3,0.2709163346613545,27.9,0.1434262948207171,0.1855670103092783,0.0033670033670033
79,Derrick Moore,Michigan,ED,2026,4.2423,76.0,255.0,33.375,4.65,,,,,,,109.0833242998705,0.0,,1.0,,,,,,,,,,5.5,,,,,,,36.0,19.8,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Luke Altmyer,Illinois,QB,2026,4.2488,74.0,210.0,29.78,4.72,32.0,114.0,,,,,84.62161232961536,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.1,8.2,106.4,21.5,7.4,0.17,52.0,13.0,,,,9.3,,,,,,,,,,,,,,,,,
81,Joey Aguilar,Tennessee,QB,2026,4.2571,75.0,229.0,31.38,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,1.9,8.8,104.0,14.6,4.4,0.19,50.4,13.0,,,,9.5,,,,,,,,,,,,,,,,,
82,Keanu Tanuvasa,BYU,DT,2026,4.3022,76.0,300.0,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Devin Moore,Florida,CB,2026,4.3272,75.0,198.0,,4.5,,,,,,,96.57064471879286,0.0,,1.0,0.7,13.3,268.0,97.5,8.5,0.0074626865671641,0.0111940298507462,70.0,56.7,2.2,15.0,9.7,281.0,1.0,2.0,3.0,,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,
84,Matayo Uiagalelei,Oregon,ED,2026,4.3275,77.0,270.0,,4.85,,,,,,,97.59482854040125,0.0,,1.0,,,,,,,,,,3.7,,,,,,,25.2,15.4,383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Darrell Jackson Jr.,Florida State,DT,2026,4.3493,77.625,315.0,34.75,5.05,,,,,,,96.8668187238679,0.0,,1.0,,,,,,,,,,8.9,,,,,,,9.6,5.8,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Malik Benson,Oregon,WR,2026,4.36,72.0,189.0,31.88,4.37,32.5,122.0,,,,,103.64922328047979,-0.8713546360394531,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,2.6,16.7,72.9,13.8,133.4,60.0,2.3,4.2,3.0,20.1,79.5,0.0,94.5,,,,,,,,
87,Jake Slaughter,Florida,IOL,2026,4.3686,77.0,303.0,,5.1,32.5,110.0,,,,,89.57605250753083,,-0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0283687943262411,0.0070921985815602,141.0,326.0,80.2,0.316,0.635,0.0085653104925053,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Eric McAlister,TCU,WR,2026,4.3696,76.0,194.0,32.62,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,2.6,16.5,59.7,12.0,96.4,37.9,7.8,7.9,27.0,21.9,78.1,0.0,95.2,,,,,,,,
89,Colton Hood,Auburn,CB,2026,4.4081,71.0,193.0,,4.44,40.5,125.0,,,,,99.3242796953008,1.7844102926294367,,1.0,0.8,15.4,450.0,99.8,8.1,0.0022222222222222,0.0111111111111111,70.8,53.8,2.2,13.0,7.6,322.0,0.0,1.0,5.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,11.6,,,,,,,,,,,,,,,,,
90,Chandler Rivers,Duke,CB,2026,4.4154,69.0,185.0,,4.4,39.0,130.0,,,,,98.71678847073285,2.137514698298751,,1.0,1.1,16.4,482.0,95.4,7.3,0.0041493775933609,0.0124481327800829,84.9,70.5,1.1,26.1,5.4,357.0,0.0,2.0,6.0,18.2,18.2,23.0,,,,,,,,,,,,,,,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,
91,Kyle Louis,Pittsburgh,LB,2026,4.4313,72.0,220.0,31.25,4.53,39.5,129.0,,6.97,4.26,,104.48642460924971,3.196847516573795,,1.0,1.5,5.0,290.0,77.1,4.6,0.0068965517241379,0.0103448275862068,,,5.6,8.2,6.7,292.0,0.0,2.0,3.0,29.4,16.7,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Julian Neal,Fresno State,CB,2026,4.4328,74.0,203.0,,4.49,40.0,134.0,,7.13,4.2,,99.89429116969761,3.209785241126051,,0.0,1.0,16.7,386.0,98.5,7.4,0.005181347150259,0.0207253886010362,82.5,56.3,0.8,8.7,8.6,379.0,0.0,2.0,8.0,100.0,50.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,15.2,,,,,,,,,,,,,,,,,
93,Kendrick Law,Kentucky,WR,2026,4.4375,71.0,203.0,31.12,4.45,42.0,128.0,21.0,,,,103.5347143561544,2.076615247798478,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.84,10.2,82.8,3.4,97.9,100.0,1.9,9.5,14.0,77.3,19.8,0.6,93.6,,,,,,,,
94,Eli Raridon,Notre Dame,TE,2026,4.4483,78.0,245.0,32.75,4.62,36.0,123.0,,,,,107.55439899298796,0.886704670343629,,0.0,,,,,,,,,,,,,,,,,,,,,,,332.0,55.4,,,,,,,,,,,,,,,12.0,2.23,15.1,72.7,8.1,98.9,66.7,8.6,5.8,6.0,47.9,3.6,46.6,69.9,,,,,,,,
95,Jaren Kanak,Oklahoma,TE,2026,4.4508,74.0,234.0,30.5,4.52,36.0,119.0,,,,,112.12232990388607,0.886704670343629,,1.0,,,,,,,,,,,,,,,,,,,,,,,204.0,43.9,,,,,,,,,,,,,,,13.0,1.73,12.0,77.2,7.5,90.5,60.0,2.2,6.1,8.0,44.6,9.2,41.0,83.2,,,,,,,,
96,Max Llewellyn,Iowa,ED,2026,4.4757,78.0,258.0,32.25,4.81,32.5,115.0,,,,,96.39830466497826,-0.7089799081799518,,1.0,,,,,,,,,,4.1,,,,,,,24.5,17.2,306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Tanner Koziol,Houston,TE,2026,4.4876,78.5,247.0,33.75,4.7,36.5,122.0,,,,,101.23612588609787,1.0533504288654332,,1.0,,,,,,,,,,,,,,,,,,,,,,,434.0,46.0,,,,,,,,,,,,,,,13.0,2.26,9.8,78.7,6.9,111.3,74.1,2.6,3.9,2.0,50.9,7.6,37.0,76.3,,,,,,,,
98,Gabe Jacas,Illinois,ED,2026,4.5026,76.0,260.0,33.0,,,,30.0,,,,,0.0,,1.0,,,,,,,,,,7.0,,,,,,,24.1,14.9,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Keith Abney II,Arizona State,CB,2026,4.5155,70.0,187.0,,,,,,,,,,0.0,,1.0,0.7,13.9,458.0,98.7,6.0,0.0043668122270742,0.019650655021834,46.1,44.4,1.0,10.0,5.0,321.0,0.0,2.0,9.0,0.0,20.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,11.2,,,,,,,,,,,,,,,,,
100,Joe Fagnano,UConn,QB,2026,4.5156,75.0,226.0,31.38,4.83,35.0,118.0,,,4.35,,83.05196491175583,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,1.7,8.4,116.0,14.0,3.5,0.31,51.0,12.0,,,,7.6,,,,,,,,,,,,,,,,,
101,Kenyatta Jackson Jr.,Ohio State,ED,2026,4.5179,78.0,261.0,,,,,,,,,,0.0,,1.0,,,,,,,,,,5.5,,,,,,,22.6,12.9,287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,DJ Rogers,TCU,TE,2026,4.5425,76.0,258.0,33.62,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,205.0,58.3,,,,,,,,,,,,,,,13.0,1.4,9.4,85.0,5.4,116.6,66.7,5.6,5.0,10.0,35.7,6.4,56.4,72.6,,,,,,,,
103,CJ Allen,Georgia,LB,2026,4.5451,72.75,230.0,31.5,4.55,,,,,,,107.32780438621032,0.0,,1.0,1.3,6.8,255.0,74.3,5.5,0.0,0.0117647058823529,,,10.7,4.7,3.3,236.0,2.0,0.0,3.0,7.9,9.9,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Kayden McDonald,Ohio State,DT,2026,4.5612,74.125,326.0,32.25,,,,,,,,,0.0,,1.0,,,,,,,,,,13.8,,,,,,,7.7,4.0,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Deion Burks,Oklahoma,WR,2026,4.5953,69.75,180.0,29.38,4.3,42.5,131.0,26.0,,,,105.30007449980272,2.2317715574741586,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.45,10.6,67.4,8.6,94.0,52.9,4.9,5.2,10.0,22.1,77.9,0.0,95.1,,,,,,,,
106,Ty Simpson,Alabama,QB,2026,4.607,73.125,211.0,30.78,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,7.5,102.5,18.3,5.5,0.14,46.4,15.0,,,,8.6,,,,,,,,,,,,,,,,,
107,KC Concepcion,Texas A&M,WR,2026,4.6137,71.625,196.0,30.25,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,2.46,15.1,60.4,12.3,111.8,66.7,10.3,7.2,14.0,34.4,65.3,0.3,94.7,,,,,,,,
108,Will Kacmarek,Ohio State,TE,2026,4.616,77.625,261.0,32.25,4.74,36.0,119.0,,,,,103.40871377848424,0.886704670343629,,1.0,,,,,,,,,,,,,,,,,,,,,,,302.0,71.0,,,,,,,,,,,,,,,14.0,1.46,11.2,88.2,5.5,147.1,50.0,0.0,5.7,1.0,10.1,5.3,77.3,55.6,,,,,,,,
109,Chris Brazzell II,Tennessee,WR,2026,4.6278,76.0,198.0,32.38,4.37,,,,,,,108.58490057955026,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.57,16.5,70.9,15.7,135.1,41.2,3.2,4.0,8.0,5.7,94.3,0.0,92.5,,,,,,,,
110,Taylen Green,Arkansas,QB,2026,4.6346,78.0,227.0,34.68,4.36,43.5,134.0,,,,,125.63478352484341,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,5.3,8.2,91.9,19.0,6.9,0.08,48.9,12.0,,,,9.5,,,,,,,,,,,,,,,,,
111,Kaytron Allen,Penn State,RB,2026,4.6847,71.0,216.0,29.5,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,0.48,,,,,,,,57.0,,,,,792.0,3.77,102.6,0.2714285714285714,40.4,0.1428571428571428,0.1619718309859155,0.0043859649122807
112,Vincent Anthony Jr.,Duke,ED,2026,4.6932,78.0,258.0,34.125,4.84,32.5,123.0,,,,,94.0303938235244,0.5413508504063649,,1.0,,,,,,,,,,3.4,,,,,,,12.1,11.3,323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Francis Mauigoa,Miami,OT,2026,4.7068,77.0,329.0,,5.3,,,,,,,83.39162086569883,,-0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0377358490566037,0.0047169811320754,212.0,476.0,77.1,0.492,0.452,0.004360465116279,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Zach Rice,North Carolina,IOL,2026,4.7193,77.0,320.0,,5.0,,,,,,,102.4,,-0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,10.0,69.7,0.2,0.6,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Monroe Freeling,Georgia,OT,2026,4.7327,79.0,315.0,,4.93,33.5,,,,,,106.64803853661111,,-0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0442477876106194,0.0176991150442477,113.0,422.0,61.7,0.455,0.45,0.0037383177570093,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Joshua Josephs,Tennessee,ED,2026,4.7352,75.0,242.0,34.25,4.68,,,,,,,100.89321224408168,0.0,,1.0,,,,,,,,,,8.2,,,,,,,34.8,21.3,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Peyton Bowen,Oklahoma,S,2026,4.7375,72.0,201.0,,4.45,,,,,,,102.51466790929572,0.0,,1.0,1.0,18.8,396.0,98.8,11.6,0.005050505050505,0.0151515151515151,124.5,75.0,2.6,8.7,4.2,278.0,0.0,2.0,6.0,,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,
118,Marlin Klein,Michigan,TE,2026,4.7463,78.0,248.0,32.38,4.61,36.0,117.0,,7.42,,,109.81912395047212,0.886704670343629,,1.0,,,,,,,,,,,,,,,,,,,,,,,183.0,59.9,,,,,,,,,,,,,,,11.0,1.53,10.3,58.5,8.6,84.2,40.0,11.1,5.5,1.0,38.6,7.6,53.8,77.1,,,,,,,,
119,Avieon Terrell,Clemson,CB,2026,4.7529,70.0,186.0,,4.39,,123.0,,,,,100.15781899578903,-0.17989715613014529,,1.0,0.9,17.6,392.0,96.8,7.3,0.0,0.0127551020408163,96.9,56.9,2.5,15.8,4.5,248.0,1.0,0.0,5.0,0.0,7.7,13.0,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,,,,,,,,,
120,Shad Banks Jr.,UTSA,LB,2026,4.7679,73.0,230.0,32.0,,,,,,,,,0.0,,0.0,0.6,11.1,351.0,86.2,12.1,0.0085470085470085,0.0056980056980056,,,10.0,14.1,4.0,306.0,1.0,3.0,2.0,34.8,22.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Bishop Fitzgerald,North Carolina State,S,2026,4.7729,71.0,201.0,,4.55,,,,,,,93.79516818099249,0.0,,1.0,0.6,12.5,290.0,97.0,11.3,0.0172413793103448,0.0103448275862068,88.4,70.8,2.5,6.1,10.4,241.0,0.0,5.0,3.0,0.0,11.1,9.0,,,,,,,,,,,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,
122,Antonio Williams,Clemson,WR,2026,4.8032,71.5,187.0,30.75,4.41,39.5,124.0,10.0,7.0,,,98.8820005463785,1.300833699420075,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.27,11.1,76.4,7.7,119.6,46.2,1.8,5.8,8.0,93.0,6.7,0.0,94.4,,,,,,,,
123,Bryce Lance,North Dakota State,WR,2026,4.8129,75.0,204.0,32.12,4.34,41.5,133.0,,7.0,4.15,,115.00090155520506,1.9214589381227973,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Jude Bowry,Boston College,OT,2026,4.8383,77.0,314.0,,5.08,34.5,115.0,,,,,94.29850219363156,,-0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0902255639097744,0.0,133.0,189.0,68.2,0.6559999999999999,0.296,0.0062111801242236,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Robert Spears-Jennings,Oklahoma,S,2026,4.839,73.0,205.0,,4.32,,,,,4.43,,117.71962486193196,0.0,,1.0,1.0,3.3,348.0,96.1,11.0,0.0028735632183908,0.0028735632183908,118.9,73.3,3.2,11.1,6.4,227.0,0.0,1.0,1.0,0.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,,
126,Matt Gulbin,Wake Forest,IOL,2026,4.842,76.0,305.0,,5.3,,,,,,,77.30834153203082,,-0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0242424242424242,0.0121212121212121,165.0,301.0,81.9,0.256,0.635,0.0042918454935622,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Eric Rivers,Georgia Tech,WR,2026,4.8561,70.0,176.0,30.5,4.35,37.0,127.0,,,,,98.30726995003526,0.5250521510416721,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,2.07,14.4,68.2,12.9,103.7,42.9,6.3,5.3,7.0,27.3,72.7,0.0,96.3,,,,,,,,
128,Max Klare,Ohio State,TE,2026,4.8594,76.0,246.0,32.12,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,151.0,71.6,,,,,,,,,,,,,,,14.0,1.48,10.4,78.2,6.9,97.6,66.7,4.4,5.2,5.0,40.1,13.4,42.1,89.6,,,,,,,,
129,Bauer Sharp,LSU,TE,2026,4.8615,77.0,249.0,31.75,4.63,35.0,120.0,,,,,108.36907806622428,0.5534131533000207,,1.0,,,,,,,,,,,,,,,,,,,,,,,282.0,51.1,,,,,,,,,,,,,,,13.0,1.14,10.3,77.4,4.9,108.0,60.0,7.7,6.0,2.0,36.6,4.1,57.2,68.1,,,,,,,,
130,Keylan Rutledge,Middle Tennessee,IOL,2026,4.8731,76.0,316.0,,5.05,32.5,104.0,,7.54,,,97.1743324341024,,0.8958341214565502,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Elijah Sarratt,Indiana,WR,2026,4.9047,74.5,210.0,31.25,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.39,12.9,73.6,9.6,132.9,40.0,4.5,4.8,9.0,13.7,86.3,0.0,94.3,,,,,,,,
132,Ahmaad Moses,SMU,S,2026,4.9058,69.0,196.0,,4.6,38.0,,,,,,87.54971573143324,0.869780846503083,,1.0,0.6,4.1,556.0,95.9,10.6,0.0089928057553956,0.0035971223021582,84.2,71.4,3.8,12.7,6.8,352.0,0.0,5.0,2.0,0.0,8.7,24.0,,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,
133,Brandon Cisse,North Carolina State,CB,2026,4.9255,72.0,189.0,,,41.0,131.0,,,,,,3.033822007646819,,1.0,1.4,21.1,269.0,97.5,6.6,0.0037174721189591,0.0260223048327137,78.9,47.4,5.2,10.5,2.9,216.0,0.0,1.0,7.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,15.3,,,,,,,,,,,,,,,,,
134,Oscar Delp,Georgia,TE,2026,4.9394,77.0,245.0,31.62,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,392.0,59.4,,,,,,,,,,,,,,,14.0,1.29,13.1,71.4,8.1,112.4,25.0,4.8,7.8,0.0,23.9,0.6,73.9,62.7,,,,,,,,
135,Isaiah Nwokobia,SMU,S,2026,4.9424,73.0,205.0,,4.48,,,,,,,101.78219224452373,0.0,,1.0,0.9,12.2,435.0,97.5,10.1,0.0045977011494252,0.0114942528735632,95.8,70.7,4.4,6.4,7.0,279.0,0.0,2.0,5.0,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,9.6,,,,,,,,,,,,,,,,,
136,Bryce Foster,Texas A&M,IOL,2026,4.9524,77.0,310.0,,4.95,,,,,,,103.26921928397347,,-0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0341880341880341,0.0,117.0,347.0,66.9,0.461,0.4379999999999999,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Chase Bisontis,Texas A&M,IOL,2026,4.9665,77.0,315.0,,5.02,32.0,105.0,29.0,7.53,4.78,,99.20319987342225,,0.7747186988832788,1.0,,,,,,,,,,,,,,,,,,,,0.028169014084507,0.0,213.0,354.0,62.7,0.492,0.475,0.0070546737213403,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Jalen Catalon,Arkansas,S,2026,4.9691,71.0,205.0,,4.55,,,,,,,95.66173869205703,0.0,,1.0,0.4,0.0,205.0,95.8,13.6,0.0,0.0,85.1,71.4,3.2,10.0,5.9,156.0,0.0,0.0,0.0,33.3,11.1,9.0,,,,,,,,,,,,,,,,,,,,,,,,5.3,,,,,,,,,,,,,,,,,
139,Germie Bernard,Alabama,WR,2026,4.9761,73.25,206.0,30.38,4.48,32.5,125.0,,6.71,4.31,,102.27869074327751,-0.8713546360394531,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,1.7,13.5,62.7,10.7,112.5,35.7,1.5,6.2,17.0,34.5,62.2,0.0,94.2,,,,,,,,
140,Raheem Anderson II,Michigan,IOL,2026,4.989,74.0,321.0,,5.1,,,,,,,94.89740216144357,,-0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,60.0,499.0,69.6,0.5329999999999999,0.389,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Zavion Thomas,LSU,WR,2026,4.9904,70.0,190.0,30.5,4.28,36.0,,,,,,113.24225803830451,0.21473953169031096,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.5,12.0,68.3,9.0,108.5,45.5,4.7,6.3,7.0,19.0,79.3,0.0,91.9,,,,,,,,
142,Cole Payton,North Dakota State,QB,2026,4.9924,75.0,232.0,31.58,4.56,,,,7.12,4.36,,107.31455027334692,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Domani Jackson,USC,CB,2026,5.001,73.0,194.0,,4.41,,,,,,,102.58346580747289,0.0,,1.0,0.5,4.8,300.0,99.0,13.6,0.0,0.0033333333333333,108.2,76.2,2.4,10.0,11.5,213.0,0.0,0.0,1.0,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,
144,Emmanuel Henderson Jr,Kansas,WR,2026,5.0179,73.0,185.0,31.0,4.44,35.0,120.0,,,,,95.20721110689455,-0.09557308766105019,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.31,17.0,66.2,15.0,122.5,75.0,8.2,7.0,3.0,32.0,67.2,0.3,96.5,,,,,,,,
145,Anto Saka,Northwestern,ED,2026,5.0243,76.0,257.0,,,,,,,,,,0.0,,1.0,,,,,,,,,,1.5,,,,,,,28.9,20.1,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Jaishawn Barham,Michigan,LB,2026,5.0358,75.0,243.0,,4.55,,,,,,,113.39415854717004,0.0,,1.0,0.5,20.0,63.0,28.0,6.2,0.0,0.0317460317460317,,,12.8,16.7,1.6,150.0,0.0,0.0,2.0,20.0,13.1,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Kevin Coleman Jr,Missouri,WR,2026,5.0364,70.0,179.0,30.0,4.49,38.5,126.0,,,,,88.08412866687621,0.9905210800687139,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,2.23,11.1,78.6,7.8,97.0,81.8,2.9,5.7,18.0,87.3,9.8,0.9,94.8,,,,,,,,
148,Behren Morton,Texas Tech,QB,2026,5.0478,74.0,221.0,30.58,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,4.5,8.3,105.6,23.6,5.7,0.16,47.0,12.0,,,,8.0,,,,,,,,,,,,,,,,,
149,RJ Maryland,SMU,TE,2026,5.0518,76.0,236.0,32.25,4.51,,122.0,,,,,114.08691355437118,,,1.0,,,,,,,,,,,,,,,,,,,,,,,91.0,42.8,,,,,,,,,,,,,,,12.0,1.62,11.9,71.1,7.8,113.9,16.7,6.9,6.1,2.0,64.8,8.0,21.6,92.5,,,,,,,,
150,Jaeden Roberts,Alabama,IOL,2026,5.0611,77.0,333.0,,5.0,,,25.0,,,,106.56,,-0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0219780219780219,0.0109890109890109,91.0,115.0,62.6,0.478,0.426,0.0048543689320388,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Jack Endries,Texas,TE,2026,5.073,76.625,245.0,31.12,4.62,36.0,119.0,,,,,107.55439899298796,0.886704670343629,,1.0,,,,,,,,,,,,,,,,,,,,,,,276.0,66.6,,,,,,,,,,,,,,,13.0,1.07,10.5,73.3,8.2,117.5,60.0,0.0,4.9,3.0,25.6,8.9,65.2,78.3,,,,,,,,
