Year,Player,Pos,School,Height,Weight,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted,Round,Pick,RAS,arm_length_inches,true_pass_set_pass_rush_win_rate,pass_rush_win_rate,snap_counts_pass_rush,stop_percent,missed_tackle_rate,avg_depth_of_tackle,snap_counts_run,forced_fumbles,yards_per_coverage_snap,forced_incompletion_rate,snap_counts_coverage,coverage_percent,interceptions,pass_break_ups,coverage_snaps_per_target,INT_rate,PBU_rate
2017,Kevin Davis,ILB,Colorado State,6-2,235.0,4.91,30.5,11.0,110.0,7.18,4.38,False,,,1.36,32.38,10.5,7.7,67.0,9.5,6.1,4.1,429.0,3.0,0.8,3.8,254.0,79.1,1.0,1.0,9.2,0.003937007874015748,0.003937007874015748
2017,Dylan Donahue,OLB,West Georgia,6-3,248.0,4.75,29.5,26.0,116.0,7.02,4.46,True,5.0,181.0,,30.25,,,,,,,,,,,,,,,,,
2017,Brooks Ellis,ILB,Arkansas,6-2,240.0,4.79,29.5,18.0,115.0,6.8,4.25,False,,,5.07,31.75,0.0,7.0,59.0,6.4,11.3,3.8,378.0,0.0,1.3,6.0,367.0,86.2,1.0,2.0,7.1,0.0027247956403269754,0.005449591280653951
2017,Devonte Fields,OLB,Louisville,6-2,236.0,4.72,34.0,,124.0,7.4,4.5,False,,,5.93,32.38,20.8,10.6,304.0,7.6,17.5,1.7,308.0,0.0,0.0,66.7,51.0,14.4,1.0,2.0,16.7,0.0196078431372549,0.0392156862745098
2017,Reuben Foster,ILB,Alabama,6-0,229.0,,,,,,,True,1.0,31.0,,32.38,18.0,14.0,93.0,16.3,5.7,2.3,323.0,0.0,0.7,14.3,407.0,81.4,0.0,4.0,7.0,0.0,0.009828009828009828
2017,Ben Gedeon,ILB,Michigan,6-2,244.0,4.75,34.5,27.0,119.0,6.98,4.13,True,4.0,120.0,8.47,32.62,7.7,6.4,103.0,8.8,9.2,1.9,381.0,0.0,1.0,3.8,304.0,74.7,0.0,0.0,11.2,0.0,0.0
2017,Connor Harris,ILB,Lindenwood,5-11,242.0,4.73,33.0,18.0,114.0,7.13,4.31,False,,,4.13,30.12,,,,,,,,,,,,,,,,,
2017,Anthony Walker Jr.,ILB,Northwestern,6-1,238.0,4.65,30.5,23.0,116.0,7.23,4.34,True,5.0,161.0,6.74,30.38,14.8,17.5,58.0,10.4,16.2,1.5,394.0,3.0,0.7,7.1,473.0,89.1,1.0,2.0,10.9,0.0021141649048625794,0.004228329809725159
2017,Keith Kelsey,ILB,Louisville,6-0,233.0,4.92,29.5,23.0,112.0,7.28,4.56,False,,,1.26,31.38,11.1,10.0,82.0,9.0,16.7,2.9,374.0,0.0,0.7,3.2,376.0,82.1,0.0,1.0,11.3,0.0,0.0026595744680851063
2017,Harvey Langi,ILB,BYU,6-2,251.0,,33.0,23.0,118.0,7.0,4.32,False,,,8.69,32.88,,,,,,,,,,,,,,,,,
2017,Marquel Lee,ILB,Wake Forest,6-3,240.0,,31.0,25.0,118.0,,,True,5.0,168.0,7.29,32.5,3.2,9.9,84.0,12.3,8.5,2.1,385.0,1.0,0.5,0.0,379.0,81.9,0.0,0.0,13.5,0.0,0.0
2017,Takkarist McKinley,OLB,UCLA,6-2,250.0,4.59,33.0,24.0,122.0,7.48,4.62,True,1.0,26.0,,34.75,26.9,14.9,340.0,8.2,10.6,1.8,285.0,0.0,0.0,,12.0,3.4,0.0,0.0,,0.0,0.0
2017,Raekwon McMillan,ILB,Ohio State,6-2,240.0,4.61,33.0,23.0,121.0,7.15,4.39,True,2.0,54.0,8.22,33.0,26.3,15.6,48.0,11.1,10.0,2.8,382.0,2.0,0.5,8.0,368.0,88.5,0.0,2.0,14.4,0.0,0.005434782608695652
2017,Matt Milano,OLB,Boston Col.,6-0,223.0,4.67,35.0,24.0,126.0,,,True,5.0,163.0,6.95,32.0,18.8,9.2,107.0,7.7,4.9,2.8,319.0,1.0,0.7,14.3,359.0,77.0,1.0,4.0,9.7,0.002785515320334262,0.011142061281337047
2017,Hardy Nickerson,ILB,Illinois,6-0,232.0,4.78,33.0,18.0,116.0,,4.38,False,,,3.75,32.0,12.5,6.1,36.0,6.4,6.9,4.9,511.0,0.0,1.3,0.0,342.0,90.5,2.0,0.0,8.0,0.005847953216374269,0.0
2017,Carroll Phillips,OLB,Illinois,6-3,242.0,4.64,30.0,23.0,123.0,7.06,4.37,False,,,,33.75,17.9,10.9,272.0,6.3,8.8,2.4,305.0,0.0,0.0,,1.0,0.4,0.0,0.0,,0.0,0.0
2017,Ejuan Price,OLB,Pittsburgh,5-11,241.0,4.84,31.5,20.0,117.0,,4.34,True,7.0,234.0,,32.75,23.4,14.7,497.0,5.8,11.1,0.6,291.0,1.0,-0.3,20.0,18.0,3.5,0.0,1.0,3.4,0.0,0.05555555555555555
2017,Haason Reddick,OLB,Temple,6-1,237.0,4.52,36.5,24.0,133.0,7.01,4.37,True,1.0,13.0,,32.75,26.5,15.7,248.0,8.7,18.9,1.3,301.0,1.0,1.4,14.3,74.0,23.0,1.0,2.0,3.3,0.013513513513513514,0.02702702702702703
2017,Jalen Reeves-Maybin,OLB,Tennessee,6-0,230.0,,,,,,,True,4.0,124.0,5.5,32.25,0.0,0.0,3.0,10.5,11.8,3.1,60.0,0.0,0.3,0.0,51.0,94.4,0.0,0.0,16.0,0.0,0.0
2017,Duke Riley,OLB,LSU,6-0,232.0,4.58,34.5,18.0,122.0,6.89,4.21,True,3.0,75.0,8.55,32.88,3.6,5.5,59.0,8.9,9.5,2.6,345.0,1.0,0.4,3.6,351.0,85.6,1.0,1.0,12.1,0.002849002849002849,0.002849002849002849
2017,Pita Taumoepenu,OLB,Utah,6-1,243.0,4.67,28.5,24.0,112.0,6.91,4.33,True,6.0,202.0,,32.38,17.3,12.0,402.0,4.8,29.4,4.0,233.0,0.0,11.2,0.0,15.0,3.6,0.0,0.0,2.3,0.0,0.0
2017,Tanner Vallejo,ILB,Boise State,6-1,228.0,4.67,33.5,,121.0,,4.39,True,6.0,195.0,6.3,30.5,20.0,15.9,47.0,9.8,21.4,3.7,210.0,0.0,0.7,0.0,258.0,84.6,0.0,0.0,5.8,0.0,0.0
2017,T.J. Watt,OLB,Wisconsin,6-4,252.0,4.69,37.0,21.0,128.0,6.79,4.13,True,1.0,30.0,9.92,33.12,23.4,18.1,278.0,7.7,13.6,2.8,278.0,0.0,0.6,37.5,105.0,27.4,1.0,2.0,12.6,0.009523809523809525,0.01904761904761905
2017,Tim Williams,OLB,Alabama,6-3,244.0,4.68,33.5,,124.0,7.36,4.57,True,3.0,78.0,,32.75,34.6,22.9,287.0,12.7,14.3,0.0,120.0,0.0,2.0,33.3,22.0,7.1,0.0,1.0,7.0,0.0,0.045454545454545456
2018,Genard Avery,ILB,Memphis,6-1,248.0,4.59,36.0,26.0,124.0,6.9,4.36,True,5.0,150.0,,31.0,33.3,21.2,270.0,9.0,16.7,1.9,416.0,2.0,1.1,13.0,197.0,42.2,0.0,2.0,8.2,0.0,0.01015228426395939
2018,Jerome Baker,OLB,Ohio State,6-1,229.0,4.53,36.5,22.0,126.0,,,True,3.0,73.0,9.25,31.5,13.3,11.1,76.0,7.7,5.9,3.4,330.0,0.0,0.9,4.7,363.0,82.7,0.0,2.0,8.0,0.0,0.005509641873278237
2018,Keishawn Bierria,ILB,Washington,6-2,230.0,4.79,30.5,21.0,117.0,7.26,,True,6.0,217.0,4.32,31.12,40.0,16.3,49.0,4.0,10.5,3.6,280.0,0.0,0.7,5.0,318.0,86.6,0.0,2.0,7.7,0.0,0.006289308176100629
2018,Oren Burks,OLB,Vanderbilt,6-3,233.0,4.59,39.5,18.0,131.0,6.82,4.15,True,3.0,88.0,9.72,33.38,0.0,2.6,41.0,7.9,11.3,4.4,358.0,0.0,1.0,7.9,283.0,87.3,1.0,2.0,7.0,0.0035335689045936395,0.007067137809187279
2018,Jason Cabinda,ILB,Penn State,6-1,239.0,,,19.0,,,,False,,,7.94,32.0,8.3,12.3,78.0,11.7,15.3,3.4,261.0,0.0,0.6,8.6,347.0,81.6,0.0,3.0,9.5,0.0,0.008645533141210375
2018,Jack Cichy,ILB,Wisconsin,6-2,238.0,,,18.0,,,,True,6.0,202.0,7.84,32.12,14.3,11.1,55.0,9.6,9.5,2.5,171.0,1.0,0.9,12.5,162.0,74.7,0.0,2.0,9.8,0.0,0.012345679012345678
2018,Chris Covington,OLB,Indiana,6-2,245.0,4.78,,23.0,,,,True,6.0,193.0,7.41,32.5,14.3,7.4,100.0,10.5,5.6,3.2,361.0,0.0,0.8,18.5,239.0,70.5,0.0,4.0,8.4,0.0,0.016736401673640166
2018,Nick Deluca,OLB,North Dakota State,6-3,251.0,4.85,29.5,18.0,112.0,7.09,4.23,False,,,5.19,32.75,,,,,,,,,,,,,,,,,
2018,Tremaine Edmunds,LB,Virginia Tech,6-5,253.0,4.54,,19.0,117.0,,,True,1.0,16.0,9.74,34.5,16.0,9.6,85.0,12.5,6.6,2.8,372.0,0.0,0.9,2.8,356.0,80.7,0.0,1.0,9.5,0.0,0.0028089887640449437
2018,Leighton Vander esch,ILB,Boise State,6-4,256.0,4.65,39.5,20.0,124.0,6.88,4.15,True,1.0,19.0,9.98,33.88,17.2,12.4,98.0,16.2,6.6,3.0,366.0,2.0,0.9,5.0,392.0,80.0,3.0,2.0,9.5,0.007653061224489796,0.00510204081632653
2018,Rashaan Evans,LB,Alabama,6-3,232.0,,30.0,,116.0,6.95,4.36,True,1.0,22.0,5.14,32.25,22.2,17.8,110.0,7.0,5.7,4.6,299.0,1.0,0.6,6.9,235.0,68.1,0.0,2.0,7.8,0.0,0.00851063829787234
2018,Shaquem Griffin,OLB,Central Florida,6-1,227.0,4.38,,20.0,117.0,,,True,5.0,141.0,8.32,32.12,26.7,19.8,249.0,6.6,12.8,2.4,371.0,1.0,1.1,6.9,239.0,49.0,1.0,1.0,7.8,0.0041841004184100415,0.0041841004184100415
2018,Shaun dion Hamilton,ILB,Alabama,6-0,228.0,,,20.0,,,,True,6.0,197.0,,31.0,37.5,12.9,33.0,6.9,6.7,2.5,176.0,0.0,0.4,17.6,169.0,83.7,0.0,2.0,9.5,0.0,0.011834319526627219
2018,Joel Iyiegbuniwe,LB,Western Kentucky,6-1,229.0,4.6,35.0,19.0,117.0,7.06,4.28,True,4.0,115.0,7.76,32.62,,,,,,,,,,,,,,,,,
2018,Malik Jefferson,OLB,Texas,6-3,236.0,4.52,36.0,27.0,125.0,,,True,3.0,78.0,9.77,32.0,10.8,7.9,135.0,12.1,14.3,2.4,366.0,0.0,0.5,4.2,339.0,71.5,0.0,1.0,13.7,0.0,0.0029498525073746312
2018,Josey Jewell,ILB,Iowa,6-1,234.0,4.82,33.0,18.0,117.0,6.8,4.27,True,4.0,106.0,5.67,32.0,13.3,7.7,40.0,12.1,11.2,3.2,359.0,0.0,0.8,17.0,425.0,91.4,2.0,9.0,7.7,0.004705882352941176,0.021176470588235293
2018,Micah Kiser,ILB,Virginia,6-2,238.0,4.66,35.5,,121.0,7.05,4.24,True,5.0,147.0,8.43,32.0,12.2,8.5,113.0,9.4,6.7,3.7,449.0,0.0,1.4,5.3,293.0,72.2,0.0,2.0,7.3,0.0,0.006825938566552901
2018,Darius Leonard,OLB,South Carolina State,6-2,234.0,4.7,,17.0,,,,True,2.0,36.0,4.9,34.38,,,,,,,,,,,,,,,,,
2018,Mike McCray,ILB,Michigan,6-4,243.0,4.76,31.5,16.0,119.0,7.09,4.25,False,,,6.21,32.62,3.2,6.1,71.0,6.9,8.8,3.1,355.0,0.0,0.8,5.0,343.0,82.9,0.0,0.0,8.0,0.0,0.0
2018,Skai Moore,OLB,South Carolina,6-2,226.0,4.73,36.0,,117.0,,,False,,,5.95,32.0,7.7,3.1,67.0,8.4,5.5,3.6,389.0,0.0,0.5,6.7,407.0,85.9,3.0,1.0,13.1,0.007371007371007371,0.002457002457002457
2018,Dorian O'daniel,OLB,Clemson,6-1,223.0,4.61,32.0,21.0,119.0,6.64,4.07,True,3.0,100.0,7.42,31.12,16.7,7.5,58.0,7.9,4.1,2.6,324.0,0.0,0.7,6.3,346.0,85.6,2.0,1.0,6.9,0.005780346820809248,0.002890173410404624
2018,Jacob Pugh,OLB,Florida State,6-4,246.0,4.65,38.5,,122.0,,,False,,,8.52,34.38,12.5,5.3,80.0,3.6,0.0,2.2,171.0,0.0,1.1,0.0,64.0,44.4,0.0,0.0,7.5,0.0,0.0
2018,Christian Sam,ILB,Arizona State,6-2,244.0,4.75,32.0,28.0,114.0,7.03,4.25,True,6.0,178.0,7.53,31.5,28.6,9.3,56.0,12.6,10.4,3.8,372.0,0.0,1.2,1.9,442.0,88.8,1.0,1.0,7.8,0.0022624434389140274,0.0022624434389140274
2018,Tegray Scales,ILB,Indiana,6-0,230.0,4.77,,27.0,,,,False,,,5.38,30.75,20.0,12.3,59.0,8.8,14.7,2.9,387.0,0.0,0.8,3.0,303.0,83.7,2.0,1.0,8.6,0.006600660066006601,0.0033003300330033004
2018,Andre Smith,ILB,North Carolina,6-0,237.0,4.63,,19.0,,,,True,7.0,234.0,5.71,33.12,,0.0,2.0,7.9,20.0,3.0,63.0,0.0,1.4,7.7,70.0,97.2,1.0,1.0,5.1,0.014285714285714285,0.014285714285714285
2018,Roquan Smith,OLB,Georgia,6-1,236.0,4.51,,,,,,True,1.0,8.0,8.58,32.0,15.2,13.5,55.0,13.0,2.2,5.0,348.0,0.0,0.6,12.8,388.0,87.6,0.0,3.0,9.6,0.0,0.007731958762886598
2018,Matthew Thomas,OLB,Florida State,6-3,232.0,4.58,41.5,,131.0,6.85,4.28,False,,,9.57,33.0,13.6,4.8,65.0,9.0,13.4,3.8,315.0,0.0,0.5,11.1,294.0,81.9,1.0,3.0,10.6,0.003401360544217687,0.01020408163265306
2018,Azeem Victor,ILB,Washington,6-1,240.0,4.72,32.5,19.0,115.0,7.2,4.4,True,6.0,216.0,6.15,33.0,15.8,10.5,39.0,12.5,0.0,3.8,88.0,0.0,0.4,20.0,98.0,71.5,0.0,2.0,9.4,0.0,0.02040816326530612
2018,Fred Warner,OLB,BYU,6-3,236.0,4.64,38.5,21.0,119.0,6.9,4.28,True,3.0,70.0,9.67,32.0,,,,,,,,,,,,,,,,,
2018,Chris Worley,ILB,Ohio State,6-2,238.0,4.86,29.5,15.0,,,,False,,,1.65,31.25,0.0,8.9,48.0,12.2,4.3,3.5,225.0,1.0,1.1,6.7,248.0,83.8,0.0,2.0,7.9,0.0,0.008064516129032258
2018,Kenny Young,ILB,UCLA,6-1,236.0,4.6,36.0,23.0,117.0,7.38,4.48,True,4.0,122.0,7.49,32.38,14.3,15.8,25.0,7.8,4.7,4.8,536.0,0.0,1.0,12.5,324.0,92.8,0.0,3.0,9.7,0.0,0.009259259259259259
2019,Azeez Al-Shaair,LB,Florida Atlantic,6-1,234.0,,,16.0,,,,False,,,,32.38,0.0,5.6,37.0,8.7,0.0,4.7,150.0,0.0,1.6,7.1,102.0,73.4,0.0,1.0,6.6,0.0,0.00980392156862745
2019,Otaro Alaka,LB,Texas A&M,6-3,239.0,4.82,36.0,20.0,131.0,,,False,,,7.26,33.0,16.7,16.1,94.0,12.8,9.8,3.1,255.0,1.0,1.0,3.4,280.0,74.9,0.0,1.0,9.3,0.0,0.0035714285714285713
2019,Dakota Allen,LB,Texas Tech,6-1,232.0,4.77,31.5,23.0,116.0,6.88,4.04,True,7.0,251.0,6.02,31.25,9.5,6.8,48.0,11.9,6.7,2.1,230.0,0.0,0.5,5.0,309.0,86.6,0.0,1.0,14.8,0.0,0.003236245954692557
2019,Bryson Allen-Williams,LB,South Carolina,6-1,236.0,4.88,,14.0,,7.4,,False,,,0.68,31.5,7.7,6.5,178.0,8.7,18.2,2.5,213.0,0.0,0.5,14.3,60.0,25.2,0.0,0.0,8.0,0.0,0.0
2019,Jeff Allison,LB,Fresno State,5-11,228.0,4.82,31.0,12.0,115.0,7.2,4.45,False,,,1.56,32.25,,,,,,,,,,,,,,,,,
2019,Cody Barton,LB,Utah,6-2,237.0,4.64,32.5,30.0,116.0,6.9,4.03,True,3.0,88.0,9.29,31.88,17.2,14.2,112.0,6.6,5.8,3.6,397.0,0.0,0.7,12.2,461.0,80.5,1.0,6.0,8.8,0.0021691973969631237,0.013015184381778741
2019,Ben Burr-Kirven,LB,Washington,6-0,230.0,4.56,34.5,21.0,121.0,6.85,4.09,True,5.0,142.0,8.95,31.88,23.3,18.4,50.0,10.8,7.3,4.4,378.0,1.0,1.1,6.4,464.0,90.3,2.0,5.0,5.6,0.004310344827586207,0.010775862068965518
2019,Devin Bush,LB,Michigan,5-11,234.0,4.43,40.5,21.0,124.0,6.93,4.23,True,1.0,10.0,9.32,32.0,20.0,19.4,71.0,6.8,11.6,4.1,288.0,0.0,0.6,14.7,299.0,80.8,0.0,5.0,8.0,0.0,0.016722408026755852
2019,Blake Cashman,LB,Minnesota,6-1,237.0,4.5,37.5,18.0,124.0,6.95,4.12,True,5.0,157.0,9.51,30.12,28.6,22.0,42.0,12.4,8.5,3.6,308.0,1.0,0.7,7.5,344.0,89.1,0.0,3.0,8.1,0.0,0.00872093023255814
2019,Te'von Coney,LB,Notre Dame,6-1,234.0,,,,,,,False,,,2.55,32.88,15.4,10.1,76.0,9.5,2.8,4.8,381.0,0.0,0.3,10.8,464.0,85.9,1.0,2.0,12.1,0.0021551724137931034,0.004310344827586207
2019,Ryan Connelly,LB,Wisconsin,6-2,242.0,4.66,34.5,,118.0,7.09,4.31,True,5.0,143.0,7.81,30.88,18.8,13.3,62.0,10.1,9.7,2.6,346.0,0.0,0.4,4.8,290.0,82.4,0.0,1.0,12.9,0.0,0.0034482758620689655
2019,Deshaun Davis,LB,Auburn,5-11,234.0,,31.0,25.0,111.0,,4.38,True,6.0,210.0,2.63,31.25,12.5,6.4,52.0,13.7,9.4,2.9,341.0,0.0,1.1,2.7,325.0,86.2,0.0,0.0,8.2,0.0,0.0
2019,Tyrel Dodson,LB,Texas A&M,6-0,237.0,4.6,,24.0,118.0,,,False,,,6.55,31.75,7.1,4.9,66.0,7.5,12.1,3.9,300.0,0.0,0.8,5.6,396.0,85.7,1.0,2.0,10.6,0.0025252525252525255,0.005050505050505051
2019,T.J. Edwards,LB,Wisconsin,6-0,230.0,,,16.0,,,,False,,,2.75,31.25,8.3,7.0,45.0,12.9,3.3,3.1,364.0,0.0,0.4,11.1,324.0,87.8,3.0,2.0,16.9,0.009259259259259259,0.006172839506172839
2019,Emeke Egbule,LB,Houston,6-2,245.0,4.65,33.0,20.0,119.0,7.38,4.38,True,6.0,200.0,7.27,33.0,30.4,17.2,166.0,2.1,16.7,4.8,532.0,1.0,1.5,5.4,291.0,63.7,2.0,3.0,5.0,0.006872852233676976,0.010309278350515464
2019,Joe Giles-Harris,LB,Duke,6-2,234.0,4.75,29.5,17.0,111.0,,,False,,,3.08,31.25,23.8,15.2,51.0,8.8,7.6,2.7,312.0,0.0,0.8,7.7,252.0,83.2,0.0,2.0,9.3,0.0,0.007936507936507936
2019,Andrew Van ginkel,LB,Wisconsin,6-3,241.0,,38.0,17.0,123.0,6.89,4.14,True,5.0,151.0,,32.5,16.2,11.2,201.0,5.6,5.7,4.0,290.0,1.0,0.5,22.2,103.0,33.9,0.0,2.0,11.0,0.0,0.019417475728155338
2019,Dre Greenlaw,LB,Arkansas,5-11,237.0,,33.0,24.0,117.0,,,True,5.0,148.0,4.96,32.25,6.7,6.0,51.0,7.4,1.7,5.7,259.0,0.0,1.0,0.0,159.0,75.7,2.0,0.0,9.3,0.012578616352201259,0.0
2019,Nate Hall,LB,Northwestern,6-2,225.0,,,,,,,False,,,6.73,32.25,0.0,2.7,39.0,6.7,12.1,4.7,243.0,0.0,1.4,2.5,284.0,87.9,3.0,0.0,6.7,0.01056338028169014,0.0
2019,Terez Hall,LB,Missouri,6-1,230.0,,,20.0,,,,False,,,5.9,33.5,18.2,12.1,98.0,8.0,11.4,3.1,329.0,0.0,0.9,3.4,364.0,78.8,1.0,1.0,11.7,0.0027472527472527475,0.0027472527472527475
2019,Terrill Hanks,LB,New Mexico State,6-2,242.0,4.98,35.5,21.0,118.0,,,False,,,3.99,33.5,,,,,,,,,,,,,,,,,
2019,Chase Hansen,LB,Utah,6-3,222.0,,,,,,,False,,,,30.5,17.8,10.8,98.0,12.3,8.5,2.1,330.0,0.0,0.6,6.1,367.0,78.9,2.0,2.0,10.5,0.005449591280653951,0.005449591280653951
2019,Gary Johnson,LB,Texas,6-0,226.0,4.43,33.5,16.0,121.0,7.15,4.57,False,,,5.67,31.25,8.2,4.8,172.0,6.8,15.4,2.9,360.0,0.0,0.5,10.0,360.0,67.7,0.0,1.0,17.0,0.0,0.002777777777777778
2019,Jordan Jones,LB,Kentucky,6-2,234.0,4.62,32.5,23.0,123.0,,4.37,False,,,7.67,31.75,13.5,12.3,81.0,11.7,9.3,2.6,278.0,1.0,1.1,14.8,212.0,72.4,0.0,3.0,7.5,0.0,0.014150943396226415
2019,Kendall Joseph,LB,Clemson,6-0,233.0,,,25.0,,,,False,,,0.5,31.62,13.5,6.7,107.0,5.6,11.8,3.6,309.0,0.0,0.6,3.1,340.0,76.1,0.0,1.0,9.9,0.0,0.0029411764705882353
2019,Vosean Joseph,LB,Florida,6-1,230.0,,,,,,,True,5.0,147.0,0.2,31.38,11.1,12.2,47.0,9.5,13.9,3.1,314.0,0.0,1.0,13.2,316.0,87.1,0.0,4.0,7.8,0.0,0.012658227848101266
2019,Tre Lamar,LB,Clemson,6-3,253.0,,,,,,,False,,,3.79,32.25,4.3,9.6,77.0,11.2,3.3,2.9,253.0,1.0,0.8,0.0,212.0,73.4,1.0,0.0,12.6,0.0047169811320754715,0.0
2019,Bobby Okereke,LB,Stanford,6-1,239.0,4.58,33.5,,122.0,7.25,4.26,True,3.0,89.0,8.4,34.5,10.3,15.4,66.0,7.6,12.2,4.8,391.0,1.0,0.8,8.2,460.0,87.5,0.0,2.0,9.1,0.0,0.004347826086956522
2019,Germaine Pratt,LB,North Carolina State,6-2,240.0,4.57,32.5,24.0,116.0,,,True,3.0,72.0,8.5,31.62,12.5,9.7,77.0,13.4,3.1,3.3,242.0,1.0,0.6,3.6,359.0,82.3,0.0,1.0,12.4,0.0,0.002785515320334262
2019,Cameron Smith,LB,USC,6-2,238.0,4.69,39.0,15.0,123.0,,4.23,True,5.0,162.0,8.34,32.38,6.5,4.2,74.0,12.6,8.3,3.3,285.0,0.0,0.8,13.3,301.0,80.3,0.0,4.0,9.4,0.0,0.013289036544850499
2019,Ty Summers,LB,TCU,6-1,241.0,4.51,36.0,27.0,123.0,,,True,7.0,226.0,9.71,31.5,20.0,14.9,89.0,7.6,16.3,3.8,200.0,0.0,1.1,5.6,102.0,53.4,0.0,0.0,5.3,0.0,0.0
2019,Sione Takitaki,LB,BYU,6-1,238.0,4.63,37.0,24.0,125.0,7.21,4.28,True,3.0,80.0,9.07,32.0,,,,,,,,,,,,,,,,,
2019,Jahlani Tavai,LB,Hawaii,6-2,250.0,,,,,,,True,2.0,43.0,4.12,31.88,17.8,12.5,90.0,9.1,12.7,4.8,258.0,0.0,1.7,9.5,125.0,58.1,0.0,2.0,5.8,0.0,0.016
2019,Drue Tranquill,LB,Notre Dame,6-2,234.0,4.57,37.5,31.0,122.0,6.94,4.14,True,4.0,130.0,9.87,31.5,20.0,12.9,67.0,9.6,13.6,3.6,305.0,0.0,0.5,7.7,425.0,86.4,0.0,3.0,10.4,0.0,0.007058823529411765
2019,Devin White,LB,LSU,6-0,237.0,4.42,39.5,22.0,118.0,7.07,4.17,True,1.0,5.0,9.32,32.12,20.4,15.8,101.0,11.2,10.9,4.9,344.0,2.0,0.5,10.7,379.0,79.0,0.0,3.0,12.7,0.0,0.0079155672823219
2019,Mack Wilson,LB,Alabama,6-1,240.0,,32.0,,117.0,,,True,5.0,155.0,5.24,32.38,13.9,10.9,67.0,4.6,14.3,4.7,377.0,0.0,0.8,6.8,448.0,87.0,2.0,2.0,9.8,0.004464285714285714,0.004464285714285714
2020,Joe Bachie,LB,Michigan State,6-1,230.0,4.67,33.5,26.0,119.0,6.93,4.34,False,,,8.27,31.62,13.6,8.5,50.0,9.7,14.3,3.7,232.0,0.0,0.5,15.8,254.0,83.6,1.0,3.0,12.5,0.003937007874015748,0.011811023622047244
2020,Markus Bailey,LB,Purdue,6-0,235.0,,,15.0,,,,True,7.0,215.0,,31.5,28.6,23.1,17.0,12.2,22.2,3.5,43.0,0.0,0.8,10.0,103.0,85.8,0.0,1.0,9.7,0.0,0.009708737864077669
2020,Zack Baun,LB,Wisconsin,6-2,238.0,4.65,32.5,24.0,115.0,7.0,4.31,True,3.0,74.0,7.85,32.75,27.1,18.6,347.0,10.3,12.5,1.9,285.0,0.0,0.7,16.7,109.0,23.9,1.0,2.0,8.8,0.009174311926605505,0.01834862385321101
2020,Francis Bernard,LB,Utah,6-0,234.0,4.81,32.5,19.0,120.0,,,False,,,3.29,31.88,7.3,9.6,120.0,12.0,12.3,2.7,289.0,1.0,0.5,3.6,368.0,75.4,2.0,1.0,12.7,0.005434782608695652,0.002717391304347826
2020,Daniel Bituli,LB,Tennessee,6-2,246.0,4.84,32.0,16.0,121.0,,,False,,,3.71,34.38,13.0,19.5,43.0,11.2,10.6,3.3,274.0,0.0,1.2,9.1,256.0,85.6,0.0,2.0,7.3,0.0,0.0078125
2020,Shaun Bradley,LB,Temple,6-1,235.0,4.51,32.5,14.0,121.0,7.07,4.24,True,6.0,196.0,7.73,31.75,0.0,3.1,66.0,12.1,11.8,2.9,359.0,0.0,0.7,6.3,417.0,86.3,0.0,2.0,12.2,0.0,0.004796163069544364
2020,Jordyn Brooks,LB,Texas Tech,6-0,240.0,4.54,,,,,,True,1.0,27.0,,,8.9,12.1,117.0,15.5,10.3,2.4,316.0,0.0,0.5,0.0,274.0,70.1,0.0,0.0,18.5,0.0,0.0
2020,Cameron Brown,LB,Penn State,6-5,233.0,4.72,35.5,16.0,123.0,,,True,6.0,183.0,6.04,34.0,9.7,12.7,76.0,4.9,15.2,3.2,289.0,1.0,1.1,5.9,263.0,77.6,0.0,2.0,7.4,0.0,0.0076045627376425855
2020,K'Lavon Chaisson,LB,LSU,6-3,254.0,,,,,,,True,1.0,20.0,,32.25,19.0,12.8,364.0,6.8,17.5,2.7,280.0,1.0,0.8,9.1,101.0,21.7,0.0,1.0,8.8,0.0,0.009900990099009901
2020,Nick Coe,LB,Auburn,6-5,280.0,4.89,29.0,21.0,116.0,,,False,,,,33.75,11.2,9.8,228.0,4.1,8.3,-0.2,151.0,0.0,0.0,0.0,2.0,0.9,0.0,0.0,2.0,0.0,0.0
2020,Carter Coughlin,LB,Minnesota,6-3,236.0,4.57,36.0,,126.0,,,True,7.0,218.0,9.8,31.38,25.7,15.6,295.0,10.7,12.5,1.9,255.0,1.0,0.7,20.0,48.0,14.0,0.0,1.0,9.6,0.0,0.020833333333333332
2020,Akeem Davis-Gaither,LB,Appalachian State,6-1,224.0,,,21.0,,,,True,4.0,107.0,,31.12,11.8,13.5,190.0,7.2,9.7,3.7,380.0,0.0,1.1,4.5,316.0,62.5,1.0,2.0,6.9,0.0031645569620253164,0.006329113924050633
2020,Michael Divinity,LB,LSU,6-2,242.0,4.85,31.0,14.0,115.0,,,False,,,1.78,33.62,9.1,6.1,88.0,8.0,7.1,3.1,76.0,1.0,0.8,0.0,71.0,44.7,0.0,0.0,10.5,0.0,0.0
2020,Troy Dye,LB,Oregon,6-3,231.0,,,,,,,True,4.0,132.0,,32.25,18.4,15.9,113.0,9.1,9.4,3.4,312.0,1.0,0.6,8.6,371.0,76.7,2.0,3.0,10.1,0.005390835579514825,0.008086253369272238
