Year,Player,Pos,School,Height,Weight,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted,Round,Pick,RAS,arm_length_inches,is_center,true_pass_set_pressure_rate,true_pass_set_sack_rate,snap_counts_pass_block,snap_counts_run_block,grades_run_block,gap_rate,zone_rate,penalty_rate
2022,Chris Paul,OG,Tulsa,6-4,323.0,4.89,27.0,,109.0,7.74,4.83,True,7.0,230.0,9.45,33.62,0,0.11926605504587157,0.01834862385321101,109.0,316.0,63.4,0.408,0.5379999999999999,0.009411764705882352
2022,Sean Rhyan,OG,UCLA,6-5,321.0,5.25,33.5,,110.0,7.55,4.81,True,3.0,92.0,,32.38,0,0.04060913705583756,0.005076142131979695,197.0,409.0,86.1,0.616,0.32299999999999995,0.0033003300330033004
2022,Tyrese Robinson,OG,Oklahoma,6-3,317.0,5.25,22.5,,100.0,8.35,4.94,False,,,3.03,33.12,0,0.04,0.032,125.0,331.0,73.2,0.447,0.483,0.0043859649122807015
2022,Jamaree Salyer,OG,Georgia,6-3,321.0,,,31.0,,,,True,6.0,195.0,5.69,33.62,0,0.027777777777777776,0.0,72.0,284.0,62.0,0.426,0.46799999999999997,0.011235955056179775
2022,Justin Shaffer,OG,Georgia,6-4,314.0,5.14,25.5,,107.0,,,True,6.0,190.0,7.46,33.25,0,0.08943089430894309,0.016260162601626018,123.0,431.0,76.8,0.439,0.46399999999999997,0.005415162454873646
2022,Lecitus Smith,OG,Virginia Tech,6-3,314.0,5.18,,23.0,99.0,7.88,4.78,True,6.0,215.0,6.48,31.88,0,0.06382978723404255,0.010638297872340425,94.0,297.0,71.4,0.384,0.535,0.0076726342710997444
2022,Cole Strange,OG,Tennessee-Chattanooga,6-5,307.0,5.03,28.0,31.0,120.0,7.44,4.5,True,1.0,29.0,,33.0,0,,,,,,,,
2022,Zach Thomas,OG,San Diego St.,6-5,308.0,4.96,22.5,21.0,107.0,7.4,4.65,False,,,,,0,0.064,0.024,125.0,463.0,89.6,0.27399999999999997,0.6779999999999999,0.0017006802721088435
2022,Zach Tom,C,Wake Forest,6-4,304.0,4.94,33.0,,118.0,7.32,4.47,True,4.0,140.0,,,1,0.028688524590163935,0.00819672131147541,244.0,431.0,79.2,0.48,0.469,0.005925925925925926
2022,Cordell Volson,OG,North Dakota St.,6-6,315.0,5.27,25.0,25.0,104.0,8.31,4.93,True,4.0,136.0,6.04,33.88,0,,,,,,,,
2022,Luke Wattenberg,C,Washington,6-4,299.0,5.2,29.5,,113.0,7.45,4.57,True,5.0,171.0,9.64,,1,0.04784688995215311,0.004784688995215311,209.0,326.0,71.6,0.46299999999999997,0.451,0.001869158878504673
2022,Dohnovan West,C,Arizona St.,6-3,296.0,5.27,28.0,,112.0,,,False,,,6.99,,1,0.02877697841726619,0.007194244604316547,139.0,388.0,72.6,0.369,0.534,0.0
2023,Alan Ali,C,TCU,6-4,301.0,,26.5,,,,,False,,,3.78,,1,0.08695652173913043,0.006211180124223602,161.0,481.0,62.6,0.374,0.509,0.001557632398753894
2023,Jake Andrews,C,Troy,6-3,305.0,5.15,26.0,,102.0,,4.73,True,4.0,107.0,7.57,,1,0.049079754601226995,0.012269938650306749,163.0,424.0,77.1,0.564,0.35600000000000004,0.0017035775127768314
2023,Steve Avila,OG,TCU,6-4,332.0,5.21,29.5,,98.0,7.85,4.74,False,,,8.44,33.0,0,0.030864197530864196,0.0,162.0,480.0,66.6,0.373,0.508,0.0
2023,Henry Bainivalu,OG,Washington,6-6,306.0,5.5,28.0,,101.0,8.34,4.97,False,,,4.57,34.0,0,0.02617801047120419,0.005235602094240838,191.0,317.0,65.9,0.312,0.615,0.001968503937007874
2023,TJ Bass,OG,Oregon,6-4,317.0,5.48,28.5,,109.0,,,False,,,8.16,32.38,0,0.08527131782945736,0.0,129.0,431.0,78.0,0.594,0.325,0.0017857142857142857
2023,Anthony Bradford,OG,LSU,6-4,332.0,5.08,30.0,,106.0,7.84,4.8,True,4.0,108.0,9.78,33.5,0,0.0335195530726257,0.01675977653631285,179.0,308.0,70.0,0.308,0.617,0.002053388090349076
2023,Nick Broeker,OG,Mississippi,6-4,305.0,5.27,,,,7.75,4.7,True,7.0,230.0,8.16,32.5,0,0.09615384615384616,0.0,104.0,544.0,62.0,0.43,0.517,0.0030864197530864196
2023,McClendon Curtis,OG,Tennessee-Chattanooga,6-6,324.0,5.24,26.5,,105.0,7.7,4.97,False,,,,35.0,0,,,,,,,,
2023,Alex Forsyth,C,Oregon,6-4,303.0,,20.5,,95.0,,,True,7.0,257.0,,,1,0.00909090909090909,0.0,110.0,397.0,70.3,0.602,0.33,0.0
2023,Jon Gaines,OG,UCLA,6-4,303.0,5.01,32.5,,114.0,7.31,4.45,False,,,9.61,,0,0.05405405405405406,0.006756756756756757,148.0,429.0,76.7,0.42200000000000004,0.534,0.0034662045060658577
2023,Jovaughn Gwyn,OG,South Carolina,6-2,297.0,5.12,27.5,,109.0,7.9,4.8,False,,,7.76,31.75,0,0.07179487179487179,0.010256410256410256,195.0,325.0,65.2,0.557,0.308,0.0057692307692307696
2023,Emil Ekiyor Jr.,OG,Alabama,6-3,314.0,,,,,,,False,,,,33.88,0,0.043209876543209874,0.0,162.0,291.0,70.1,0.292,0.677,0.0
2023,Jaxson Kirkland,OG,Washington,6-7,321.0,,,,,,,False,,,4.9,33.5,0,0.028901734104046242,0.0,173.0,250.0,73.2,0.292,0.648,0.002364066193853428
2023,Brent Laing,OG,Duluth/University of Minnesota,6-4,304.0,,,,,,,False,,,,32.38,0,,,,,,,,
2023,Tashawn Manning,OG,Kentucky,6-3,327.0,5.34,27.5,,102.0,7.9,4.8,False,,,6.23,34.5,0,0.07142857142857142,0.03571428571428571,140.0,349.0,68.7,0.48100000000000004,0.42100000000000004,0.0
2023,Jordan McFadden,OG,Clemson,6-2,303.0,4.99,28.5,,,7.7,4.81,True,5.0,156.0,7.68,34.0,0,0.050359712230215826,0.014388489208633094,139.0,461.0,67.0,0.43200000000000005,0.46,0.0033333333333333335
2023,Olusegun Oluwatimi,C,Michigan,6-3,309.0,5.38,29.0,,110.0,,,False,,,7.93,,1,0.040229885057471264,0.0,174.0,507.0,83.5,0.607,0.35100000000000003,0.0014684287812041115
2023,Jarrett Patterson,C,Notre Dame,6-5,306.0,5.33,29.5,,106.0,7.96,4.73,True,6.0,201.0,7.41,,1,0.04477611940298507,0.0,134.0,445.0,70.3,0.575,0.337,0.0
2023,Nick Saldiveri,OG,Old Dominion,6-6,318.0,5.21,31.0,,111.0,,4.69,False,,,,33.25,0,0.06756756756756757,0.0,222.0,236.0,61.5,0.445,0.521,0.006550218340611353
2023,John Michael Schmitz,C,Minnesota,6-4,301.0,5.35,29.5,,104.0,,4.56,False,,,7.9,,1,0.03773584905660377,0.009433962264150943,106.0,465.0,92.4,0.42200000000000004,0.546,0.0017513134851138354
2023,Juice Scruggs,C,Penn St.,6-3,301.0,5.22,32.0,,102.0,7.75,4.82,True,2.0,62.0,8.0,,1,0.043478260869565216,0.005434782608695652,184.0,406.0,69.9,0.41100000000000003,0.534,0.001694915254237288
2023,Sidy Sow,OG,Eastern Michigan,6-5,323.0,5.07,32.0,,110.0,7.62,4.69,False,,,9.69,33.62,0,0.058823529411764705,0.0106951871657754,187.0,447.0,78.4,0.642,0.306,0.0
2023,Ricky Stromberg,C,Arkansas,6-3,306.0,5.26,32.5,,111.0,,,True,3.0,97.0,9.6,,1,0.0472972972972973,0.0,148.0,482.0,83.7,0.16399999999999998,0.745,0.0015873015873015873
2023,Joe Tippmann,C,Wisconsin,6-6,313.0,,,,,,,True,2.0,43.0,,,1,0.022988505747126436,0.005747126436781609,174.0,399.0,78.2,0.581,0.33299999999999996,0.008726003490401396
2023,O'Cyrus Torrence,OG,Florida,6-5,330.0,5.31,23.5,,101.0,,4.81,True,2.0,59.0,6.12,33.88,0,0.049586776859504134,0.0,121.0,343.0,89.9,0.27699999999999997,0.644,0.0
2023,Andrew Vorhees,OG,USC,6-6,310.0,,29.0,,105.0,,,True,7.0,229.0,,32.12,0,0.06164383561643835,0.0136986301369863,146.0,284.0,82.5,0.45399999999999996,0.45799999999999996,0.011627906976744186
2023,Luke Wypler,C,Ohio St.,6-3,303.0,5.14,30.5,,106.0,7.64,4.53,True,6.0,190.0,9.31,,1,0.028901734104046242,0.005780346820809248,173.0,378.0,81.0,0.267,0.6559999999999999,0.0018148820326678765
