Year,Player,Pos,School,Height,Weight,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted,Round,Pick,RAS,arm_length_inches,true_pass_set_pass_rush_win_rate,pass_rush_win_rate,snap_counts_pass_rush,stop_percent,missed_tackle_rate,avg_depth_of_tackle,snap_counts_run,forced_fumbles,yards_per_coverage_snap,forced_incompletion_rate,snap_counts_coverage,coverage_percent,interceptions,pass_break_ups,coverage_snaps_per_target,INT_rate,PBU_rate,qb_rating_against,catch_rate,avg_depth_of_target
2022,Chris Steele,CB,USC,6-0,187.0,4.48,37.5,,126.0,,,False,,,7.54,,0.0,0.0,4.0,0.9,30.8,7.7,332.0,0.0,1.1,9.3,315.0,98.7,2.0,2.0,6.9,0.006349206349206349,0.006349206349206349,96.7,62.8,13.6
2022,Derek Stingley,CB,LSU,6-0,190.0,,,,,,,True,1.0,3.0,8.98,,,,,3.9,33.3,2.0,78.0,0.0,0.6,0.0,76.0,100.0,0.0,0.0,17.8,0.0,0.0,128.1,50.0,7.8
2022,Alontae Taylor,CB,Tennessee,6-0,199.0,4.36,34.5,,128.0,,,True,2.0,49.0,9.06,,0.0,0.0,7.0,1.5,4.5,7.5,349.0,0.0,0.9,11.5,464.0,98.5,2.0,4.0,8.7,0.004310344827586207,0.008620689655172414,70.7,55.8,10.8
2022,Cam Taylor-Britt,CB,Nebraska,5-11,196.0,4.38,,,,,,True,2.0,60.0,8.31,,0.0,12.5,8.0,2.2,22.2,7.6,363.0,0.0,0.9,18.2,414.0,98.1,1.0,9.0,6.0,0.0024154589371980675,0.021739130434782608,77.3,53.0,11.6
2022,Isaac Taylor-Stuart,CB,USC,6-2,201.0,4.42,,,123.0,,,False,,,,,100.0,75.0,4.0,1.1,13.3,6.1,287.0,0.0,1.5,7.9,318.0,98.8,1.0,3.0,7.9,0.0031446540880503146,0.009433962264150943,122.7,68.4,13.3
2022,Josh Thompson,CB,Texas,6-0,194.0,4.4,,,,,,False,,,9.55,,25.0,10.0,10.0,0.9,23.5,8.8,235.0,0.0,1.5,5.6,234.0,95.9,1.0,2.0,6.3,0.004273504273504274,0.008547008547008548,114.9,69.4,11.2
2022,Jermaine Waller,CB,Virginia Tech,6-0,180.0,4.68,,,,,,False,,,3.83,,,0.0,4.0,3.3,11.1,6.1,249.0,0.0,1.6,9.5,278.0,98.6,4.0,3.0,6.2,0.014388489208633094,0.01079136690647482,73.2,64.3,13.4
2022,Jaylen Watson,CB,Washington St.,6-2,197.0,4.51,,18.0,,,,True,7.0,243.0,9.21,,0.0,0.0,8.0,1.3,12.5,10.7,304.0,0.0,0.9,6.3,373.0,97.9,2.0,2.0,7.5,0.005361930294906166,0.005361930294906166,75.9,58.3,11.1
2022,Sam Webb,CB,Missouri Western,6-1,202.0,4.48,,14.0,,,,False,,,9.31,,,,,,,,,,,,,,,,,,,,,
2022,Damarion Williams,CB,Houston,5-10,182.0,,34.5,17.0,118.0,,,True,4.0,141.0,6.18,,33.3,14.3,7.0,5.2,10.9,6.0,291.0,1.0,0.8,16.1,413.0,98.3,1.0,8.0,6.9,0.002421307506053269,0.01937046004842615,93.2,53.6,11.9
2022,Joshua Williams,CB,Fayetteville St. University,6-3,195.0,4.53,36.0,,124.0,,,True,4.0,135.0,,,,,,,,,,,,,,,,,,,,,,
2022,Tariq Woolen,CB,Texas-San Antonio,6-4,205.0,4.26,42.0,,,,,True,5.0,153.0,,,,,,,,,,,,,,,,,,,,,,
2022,Mykael Wright,CB,Oregon,5-11,173.0,4.57,,,,,,False,,,2.97,,,50.0,3.0,1.2,17.4,12.1,332.0,0.0,0.9,13.3,482.0,99.4,1.0,3.0,7.6,0.002074688796680498,0.006224066390041493,98.0,61.7,13.6
2023,Alex Austin,CB,Oregon St.,6-1,195.0,4.55,33.0,,122.0,,4.33,True,7.0,252.0,7.29,,20.0,14.3,7.0,0.8,20.0,6.7,266.0,0.0,1.2,11.6,476.0,98.6,2.0,6.0,6.5,0.004201680672268907,0.012605042016806723,82.3,60.9,10.6
2023,Deonte Banks,CB,Maryland,6-0,197.0,4.35,42.0,,136.0,,,True,1.0,24.0,10.0,,,,,0.3,0.0,7.9,294.0,0.0,0.7,21.7,383.0,100.0,1.0,8.0,6.0,0.0026109660574412533,0.020887728459530026,71.4,43.3,13.8
2023,Jakorian Bennett,CB,Maryland,5-11,188.0,4.3,40.5,13.0,133.0,,,True,4.0,104.0,9.59,,0.0,0.0,6.0,2.8,8.7,7.7,294.0,0.0,0.8,16.7,407.0,98.5,2.0,7.0,7.0,0.004914004914004914,0.0171990171990172,47.5,44.4,14.8
2023,Mekhi Blackmon,CB,USC,5-11,178.0,4.47,36.0,11.0,125.0,,,True,3.0,102.0,7.43,,0.0,0.0,20.0,2.3,0.0,12.2,353.0,1.0,0.6,25.4,534.0,96.4,3.0,8.0,7.9,0.0056179775280898875,0.0149812734082397,46.1,47.6,11.8
2023,Lance Boykin,CB,Coastal Carolina,6-2,200.0,,,13.0,124.0,,,False,,,3.38,,,,,,,,,,,,,,,,,,,,,
2023,Brian Branch,CB,Alabama,6-0,190.0,4.58,34.5,14.0,125.0,,,True,2.0,45.0,,,27.3,11.9,44.0,7.8,6.0,3.1,308.0,0.0,0.6,15.8,416.0,90.4,2.0,6.0,6.9,0.004807692307692308,0.014423076923076924,69.3,63.2,8.9
2023,Julius Brents,CB,Kansas St.,6-3,198.0,4.53,41.5,,138.0,6.63,4.05,True,2.0,44.0,9.99,,,,,,,,,,,,,,,,,,,,,
2023,Myles Brooks,CB,Louisiana Tech,6-1,201.0,,,,,,,False,,,6.43,,0.0,0.0,2.0,0.9,26.7,9.4,351.0,1.0,0.6,24.5,366.0,99.5,3.0,9.0,6.5,0.00819672131147541,0.02459016393442623,46.0,37.7,14.7
2023,Cameron Brown,CB,Ohio St.,6-0,199.0,,,,,,,False,,,,,0.0,0.0,6.0,0.0,100.0,,121.0,0.0,1.7,16.1,189.0,96.9,0.0,5.0,5.8,0.0,0.026455026455026454,120.4,54.8,15.6
2023,Arquon Bush,CB,Cincinnati,6-0,187.0,4.54,33.5,,115.0,,,False,,,2.99,,,,,0.6,14.3,6.3,347.0,0.0,1.7,6.9,320.0,100.0,2.0,5.0,4.3,0.00625,0.015625,80.3,54.2,12.3
2023,Kei'Trel Clark,CB,Louisville,5-10,181.0,4.42,34.5,,122.0,,4.21,False,,,7.67,,0.0,14.3,17.0,2.5,20.0,7.4,363.0,0.0,1.1,5.9,391.0,95.8,1.0,2.0,5.5,0.0025575447570332483,0.005115089514066497,107.8,61.8,10.4
2023,Emmanuel Forbes,CB,Mississippi St.,6-1,166.0,4.35,37.5,,131.0,,,True,1.0,16.0,9.26,,0.0,0.0,5.0,2.4,6.3,8.7,294.0,0.0,0.7,15.5,430.0,98.9,6.0,7.0,7.1,0.013953488372093023,0.01627906976744186,44.7,53.4,10.7
2023,Mekhi Garner,CB,LSU,6-2,212.0,4.55,38.0,,128.0,,,False,,,8.98,,0.0,0.0,5.0,1.5,18.5,8.8,348.0,0.0,1.0,13.0,424.0,98.8,0.0,4.0,7.4,0.0,0.009433962264150943,83.6,44.4,12.8
2023,Christian Gonzalez,CB,Oregon,6-1,197.0,4.38,41.5,14.0,133.0,,,True,1.0,17.0,9.95,,0.0,0.0,4.0,1.5,3.8,5.5,271.0,0.0,1.2,14.1,441.0,99.1,4.0,6.0,6.5,0.009070294784580499,0.013605442176870748,74.7,60.9,11.0
2023,Tre'Vius Hodges-Tomlinson,CB,TCU,5-8,178.0,4.41,39.0,12.0,132.0,,,True,6.0,182.0,8.01,,,,,,,,,,,,,,,,,,,,,
2023,Clark Phillips III,CB,Utah,5-9,184.0,4.51,33.0,18.0,,,4.32,True,4.0,113.0,5.6,,,50.0,2.0,0.0,25.0,6.0,233.0,0.0,1.4,7.6,385.0,99.5,6.0,4.0,5.6,0.015584415584415584,0.01038961038961039,68.4,62.1,9.3
2023,Anthony Johnson,CB,Virginia,6-2,205.0,4.63,30.5,15.0,116.0,,,False,,,,,0.0,0.0,5.0,1.7,19.4,7.3,348.0,0.0,0.9,20.0,381.0,98.7,2.0,9.0,6.0,0.005249343832020997,0.023622047244094488,53.3,51.7,13.6
2023,Jaylon Jones,CB,Texas A&M,6-2,200.0,4.57,38.0,14.0,122.0,6.88,4.3,True,7.0,221.0,8.79,,0.0,0.0,2.0,0.6,16.7,12.7,321.0,0.0,0.4,21.1,278.0,99.3,0.0,1.0,13.5,0.0,0.0035971223021582736,66.6,52.6,11.1
2023,Nic Jones,CB,Ball St.,6-0,189.0,4.51,34.5,,122.0,,4.34,True,7.0,250.0,6.31,,,,,0.6,25.0,5.8,345.0,0.0,1.0,20.6,390.0,100.0,2.0,7.0,5.4,0.005128205128205128,0.017948717948717947,67.6,44.1,15.3
2023,Darrell Luter Jr.,CB,South Alabama,6-0,189.0,4.46,40.5,,123.0,6.9,4.43,True,5.0,155.0,8.47,,0.0,0.0,12.0,0.7,8.3,8.4,274.0,0.0,1.1,15.4,494.0,97.6,1.0,6.0,7.1,0.0020242914979757085,0.012145748987854251,84.8,50.8,12.3
2023,Joey Porter Jr.,CB,Penn St.,6-3,193.0,4.46,35.0,17.0,129.0,,,True,2.0,32.0,9.71,,0.0,11.1,9.0,0.7,18.2,7.9,156.0,0.0,0.6,40.0,275.0,96.8,0.0,9.0,8.6,0.0,0.03272727272727273,63.6,50.0,8.9
2023,Kyu Blu Kelly,CB,Stanford,6-0,191.0,4.52,36.0,,131.0,,,False,,,8.75,,,,,0.8,10.5,8.8,256.0,0.0,1.1,11.9,345.0,100.0,0.0,3.0,7.8,0.0,0.008695652173913044,98.6,52.4,15.0
2023,Cameron Mitchell,CB,Northwestern,5-11,191.0,4.47,35.0,15.0,,,,True,5.0,142.0,8.86,,100.0,12.5,8.0,2.5,13.3,7.2,366.0,0.0,1.5,18.0,283.0,97.3,1.0,7.0,5.4,0.0035335689045936395,0.024734982332155476,82.9,58.0,11.6
2023,Riley Moss,CB,Iowa,6-1,193.0,4.45,39.0,,127.0,,,True,3.0,83.0,9.68,,,,,2.3,17.4,5.6,394.0,0.0,0.7,13.8,486.0,100.0,1.0,8.0,7.2,0.00205761316872428,0.01646090534979424,78.5,47.7,12.5
2023,Eli Ricks,CB,Alabama,6-2,188.0,,,,,,,False,,,5.06,,,0.0,1.0,1.3,28.6,4.8,159.0,0.0,0.4,36.8,223.0,99.6,0.0,5.0,10.9,0.0,0.02242152466367713,45.3,31.6,12.9
2023,Kelee Ringo,CB,Georgia,6-2,207.0,4.36,33.5,,122.0,,,True,4.0,105.0,8.29,,0.0,16.7,6.0,1.1,16.7,4.3,272.0,0.0,1.0,14.3,545.0,98.9,2.0,5.0,6.7,0.003669724770642202,0.009174311926605505,68.4,53.2,12.8
2023,Darius Rush,CB,South Carolina,6-2,198.0,4.36,35.0,,121.0,,,True,5.0,138.0,9.8,,0.0,0.0,3.0,0.7,23.5,16.7,293.0,0.0,1.2,22.6,280.0,98.9,2.0,6.0,8.4,0.007142857142857143,0.02142857142857143,87.7,58.1,16.5
2023,Terell Smith,CB,Minnesota,6-1,204.0,4.41,34.0,14.0,120.0,7.02,4.3,False,,,8.67,,0.0,11.1,9.0,1.6,15.0,4.5,250.0,0.0,1.1,9.4,339.0,97.4,2.0,4.0,6.1,0.0058997050147492625,0.011799410029498525,68.2,58.5,11.2
2023,Cam Smith,CB,South Carolina,6-1,180.0,4.43,38.0,,134.0,,,True,2.0,51.0,9.68,,50.0,20.0,10.0,0.7,30.0,4.0,279.0,0.0,0.8,18.4,301.0,96.8,1.0,6.0,7.3,0.0033222591362126247,0.019933554817275746,71.3,47.4,12.1
2023,Tyrique Stevenson,CB,Miami,6-0,198.0,4.45,38.5,,125.0,7.09,4.41,True,2.0,56.0,8.93,,0.0,0.0,2.0,1.2,20.0,7.0,258.0,0.0,1.3,20.0,294.0,99.3,2.0,5.0,7.1,0.006802721088435374,0.017006802721088437,78.4,42.5,13.6
2023,Cory Trice,CB,Purdue,6-3,206.0,4.47,35.5,17.0,132.0,,,True,7.0,241.0,9.65,,,0.0,2.0,1.7,5.3,7.1,295.0,0.0,0.7,20.5,359.0,99.4,2.0,9.0,7.5,0.005571030640668524,0.025069637883008356,51.3,47.7,12.3
2023,DJ Turner,CB,Michigan,5-11,178.0,4.26,38.5,,131.0,,,True,2.0,60.0,9.58,,0.0,0.0,5.0,0.0,11.1,26.0,274.0,0.0,0.9,19.7,467.0,98.9,1.0,7.0,6.3,0.0021413276231263384,0.014989293361884369,68.3,46.5,13.8
2023,Carrington Valentine,CB,Kentucky,6-0,193.0,,39.0,9.0,128.0,,,True,7.0,232.0,9.3,,33.3,14.3,7.0,1.5,15.0,8.9,344.0,0.0,1.4,13.8,375.0,98.2,1.0,6.0,5.4,0.0026666666666666666,0.016,94.5,55.4,13.6
2023,Jay Ward,CB,LSU,6-1,188.0,4.55,34.5,16.0,132.0,,,True,4.0,134.0,,,0.0,7.1,15.0,2.1,18.2,8.1,246.0,0.0,0.8,14.6,373.0,96.1,1.0,2.0,8.6,0.002680965147453083,0.005361930294906166,99.9,65.9,8.6
2023,Garrett Williams,CB,Syracuse,5-10,192.0,,,,,,,True,3.0,72.0,,,,,,1.8,26.7,6.6,114.0,0.0,1.6,14.3,170.0,99.4,2.0,1.0,7.7,0.011764705882352941,0.0058823529411764705,84.1,66.7,16.5
2023,Devon Witherspoon,CB,Illinois,6-0,181.0,,,,,,,True,1.0,5.0,,,0.0,0.0,7.0,1.7,14.3,5.2,307.0,0.0,0.5,29.0,424.0,98.4,3.0,14.0,6.4,0.007075471698113208,0.0330188679245283,25.3,35.5,12.5
2023,Rejzohn Wright,CB,Oregon St.,6-2,193.0,,,,,,,False,,,,,0.0,0.0,13.0,2.0,28.6,4.3,245.0,0.0,0.7,13.2,461.0,97.3,2.0,6.0,8.3,0.004338394793926247,0.013015184381778741,74.6,47.2,14.9
