Year,Player,Pos,School,Height,Weight,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted,Round,Pick,RAS,arm_length_inches,true_pass_set_pressure_rate,true_pass_set_sack_rate,snap_counts_pass_block,snap_counts_run_block,grades_run_block,gap_rate,zone_rate,penalty_rate
2019,Tyler Roemer,OT,San Diego State,6-6,312.0,5.21,30.5,18.0,108.0,7.75,4.76,False,,,8.03,33.88,0.14423076923076922,0.019230769230769232,104.0,371.0,70.9,0.41,0.47200000000000003,0.00631578947368421
2019,Dru Samia,OT,Oklahoma,6-5,305.0,5.29,27.5,28.0,101.0,7.89,4.7,True,4.0,114.0,,33.0,,,,,,,,
2019,Max Scharping,OT,Northern Illinois,6-6,327.0,,28.0,27.0,108.0,7.77,4.69,True,2.0,55.0,8.82,33.62,,,,,,,,
2019,William Sweet,OT,North Carolina,6-6,313.0,5.27,30.5,23.0,111.0,8.01,5.0,False,,,6.01,34.38,0.043010752688172046,0.0,93.0,324.0,74.3,0.40700000000000003,0.515,0.002398081534772182
2019,Jawaan Taylor,OT,Florida,6-5,312.0,,,24.0,,,,True,2.0,35.0,,35.12,0.05154639175257732,0.010309278350515464,97.0,421.0,83.2,0.41100000000000003,0.49200000000000005,0.009652509652509652
2019,Oli Udoh,OT,Elon,6-5,323.0,5.05,28.5,26.0,105.0,7.88,5.05,False,,,,35.38,,,,,,,,
2019,Jonah Williams,OT,Alabama,6-4,302.0,5.12,28.0,23.0,100.0,8.01,4.79,True,1.0,11.0,5.44,33.62,0.04093567251461988,0.0,171.0,426.0,83.6,0.371,0.596,0.0033500837520938024
2021,Jackson Carman,OT,Clemson,6-4,317.0,,,,,,,True,2.0,46.0,,32.5,0.050505050505050504,0.020202020202020204,99.0,302.0,81.5,0.318,0.603,0.00997506234413965
2021,Parker Ferguson,OT,Air Force,6-3,306.0,5.19,31.0,24.0,105.0,7.75,4.9,False,,,6.48,,0.0,0.0,28.0,270.0,76.3,0.259,0.174,0.010067114093959731
2021,Walker Little,OT,Stanford,6-7,313.0,5.3,29.5,24.0,111.0,7.44,4.59,True,2.0,45.0,8.9,33.75,,,,,,,,
2021,Jaylon Moore,OT,West. Michigan,6-4,311.0,5.25,30.0,27.0,106.0,7.77,4.67,False,,,7.47,33.38,0.1,0.04,50.0,209.0,75.8,0.163,0.785,0.007722007722007722
2021,Dillon Radunz,OT,North Dakota St.,6-5,301.0,5.16,32.0,24.0,112.0,7.27,4.57,True,2.0,53.0,9.28,34.0,,,,,,,,
2021,Landon Young,OT,Kentucky,6-6,310.0,5.0,30.5,34.0,108.0,7.7,4.89,True,6.0,206.0,9.16,33.75,0.09278350515463918,0.010309278350515464,97.0,394.0,75.7,0.292,0.652,0.006109979633401222
2022,Charles Cross,OT,Mississippi St.,6-5,307.0,4.95,26.0,,112.0,7.88,4.61,True,1.0,9.0,7.57,34.5,0.048,0.0,125.0,200.0,87.2,0.165,0.81,0.024615384615384615
2022,Myron Cunningham,OT,Arkansas,6-5,320.0,5.38,20.0,,98.0,8.5,5.16,False,,,2.08,34.5,0.1038961038961039,0.012987012987012988,77.0,505.0,69.3,0.265,0.618,0.003436426116838488
2022,Austin Deculus,OT,LSU,6-5,321.0,5.08,28.5,,109.0,,4.99,True,6.0,205.0,8.24,34.38,0.05806451612903226,0.0,155.0,332.0,57.1,0.47,0.473,0.006160164271047228
2022,Kellen Diesch,OT,Arizona St.,6-7,301.0,4.89,32.5,,110.0,7.77,4.43,False,,,9.76,32.25,0.02666666666666667,0.0,150.0,410.0,84.3,0.376,0.524,0.007142857142857143
2022,Ikem Ekwonu,OT,North Carolina St.,6-4,310.0,4.93,29.0,,108.0,7.82,4.73,True,1.0,6.0,8.49,34.0,0.05291005291005291,0.015873015873015872,189.0,319.0,93.8,0.23199999999999998,0.705,0.005905511811023622
2022,Obinna Eze,OT,TCU,6-7,321.0,5.17,27.5,18.0,104.0,8.2,5.08,False,,,,36.12,,,,,,,,
2022,Daniel Faalele,OT,Minnesota,6-8,384.0,,,24.0,,,,True,4.0,110.0,2.39,35.12,0.06593406593406594,0.01098901098901099,91.0,535.0,78.9,0.521,0.441,0.006389776357827476
2022,Braxton Jones,OT,Southern Utah St.,6-5,310.0,4.97,25.5,,108.0,,4.84,True,5.0,168.0,8.43,35.38,,,,,,,,
2022,Vederian Lowe,OT,Illinois,6-5,314.0,5.22,25.5,,99.0,7.83,4.71,True,6.0,184.0,5.68,35.38,0.060810810810810814,0.02702702702702703,148.0,386.0,80.3,0.233,0.684,0.0018726591760299626
2022,Abraham Lucas,OT,Washington St.,6-6,315.0,4.92,27.0,24.0,107.0,7.25,4.4,True,3.0,72.0,9.73,33.88,0.041025641025641026,0.0,195.0,324.0,68.3,0.41,0.435,0.0019267822736030828
2022,Max Mitchell,OT,Louisiana,6-6,307.0,5.32,25.0,,106.0,8.09,4.65,True,4.0,111.0,5.52,33.5,,,,,,,,
2022,Thayer Munford,OT,Ohio St.,6-6,328.0,5.39,22.0,,104.0,,,True,7.0,238.0,,35.12,,,,,,,,
2022,Evan Neal,OT,Alabama,6-8,337.0,,,,,,,True,1.0,7.0,,34.0,0.04291845493562232,0.004291845493562232,233.0,423.0,80.4,0.26,0.7120000000000001,0.001524390243902439
2022,Trevor Penning,OT,Northern Iowa,6-7,325.0,4.89,28.0,,111.0,7.25,4.62,True,1.0,19.0,9.96,34.25,,,,,,,,
2022,Nicholas Petit-Frere,OT,Ohio St.,6-5,316.0,5.14,24.5,,103.0,,,True,3.0,69.0,6.27,33.62,0.07027027027027027,0.005405405405405406,185.0,315.0,84.3,0.26,0.6859999999999999,0.006
2022,Bernhard Raimann,OT,Central Michigan,6-6,303.0,5.05,30.5,30.0,117.0,7.46,4.49,True,3.0,77.0,9.88,32.88,,,,,,,,
2022,Dare Rosenthal,OT,Kentucky,6-7,290.0,4.88,,,,,,False,,,7.64,33.5,0.09565217391304348,0.008695652173913044,115.0,360.0,79.0,0.314,0.561,0.0
2022,Andrew Rupcich,OT,Culver-Stockton College,6-6,318.0,5.31,27.5,,108.0,,,False,,,,32.88,,,,,,,,
2022,Tyler Smith,OT,Tulsa,6-5,324.0,5.02,27.5,,105.0,7.78,4.65,True,1.0,24.0,,34.0,0.05442176870748299,0.013605442176870748,147.0,463.0,93.9,0.45399999999999996,0.49,0.022950819672131147
2022,Andrew Stueber,OT,Michigan,6-7,325.0,,24.5,,101.0,7.94,4.9,True,7.0,245.0,,34.12,0.03723404255319149,0.005319148936170213,188.0,500.0,65.0,0.65,0.26,0.0
2022,Luke Tenuta,OT,Virginia Tech,6-8,319.0,5.41,26.0,,104.0,,4.77,True,6.0,209.0,4.7,32.88,0.03418803418803419,0.017094017094017096,117.0,362.0,74.2,0.36200000000000004,0.561,0.006263048016701462
2022,Matt Waletzko,OT,North Dakota,6-8,312.0,5.03,30.0,,113.0,,,True,5.0,155.0,,36.12,,,,,,,,
2022,Rasheed Walker,OT,Penn St.,6-6,313.0,,,,,,,True,7.0,249.0,,33.62,0.08888888888888889,0.016666666666666666,180.0,271.0,59.4,0.33899999999999997,0.59,0.004434589800443459
2022,Nick Zakelj,OT,Fordham,6-6,316.0,5.13,28.5,27.0,110.0,7.75,4.71,True,6.0,187.0,,32.5,,,,,,,,
2023,Malaesala Aumavae-Laulu,OT,Oregon,6-6,317.0,5.23,28.5,,106.0,7.65,4.75,True,6.0,199.0,,34.5,0.061068702290076333,0.007633587786259542,131.0,433.0,76.1,0.591,0.32799999999999996,0.0070921985815602835
2023,Matthew Bergeron,OT,Syracuse,6-5,318.0,,30.5,,103.0,,,True,2.0,38.0,,33.75,0.04390243902439024,0.01951219512195122,205.0,294.0,69.0,0.354,0.52,0.004008016032064128
2023,Braeden Daniels,OT,Utah,6-4,294.0,4.99,30.5,,109.0,7.53,4.6,False,,,,33.0,0.05581395348837209,0.0,215.0,453.0,65.9,0.302,0.649,0.0014970059880239522
2023,Jaelyn Duncan,OT,Maryland,6-6,306.0,5.1,31.5,,113.0,,,False,,,9.02,33.0,0.11695906432748537,0.029239766081871343,171.0,327.0,61.9,0.315,0.618,0.008032128514056224
2023,Blake Freeland,OT,BYU,6-8,302.0,4.98,37.0,,120.0,7.46,4.71,True,4.0,106.0,9.84,33.88,,,,,,,,
2023,Connor Galvin,OT,Baylor,6-7,293.0,5.48,30.5,,104.0,8.0,4.92,False,,,5.34,32.38,0.033783783783783786,0.013513513513513514,148.0,472.0,74.3,0.32,0.583,0.0032258064516129032
2023,Richard Gouraige,OT,Florida,6-5,306.0,,,,,,,False,,,1.52,34.0,0.11290322580645161,0.008064516129032258,124.0,316.0,65.7,0.272,0.655,0.006818181818181818
2023,Anton Harrison,OT,Oklahoma,6-4,315.0,4.98,28.5,,105.0,,,True,1.0,27.0,7.95,34.12,0.05555555555555555,0.0,90.0,415.0,67.7,0.508,0.439,0.007920792079207921
2023,Ryan Hayes,OT,Michigan,6-6,298.0,5.18,30.0,,103.0,7.39,,True,7.0,238.0,8.91,32.5,0.04861111111111111,0.0,144.0,432.0,72.1,0.623,0.345,0.0
2023,Mark Evans II,OT,University of Arkansas at Pine Bluff,6-3,303.0,5.44,26.5,,101.0,7.75,4.92,False,,,,32.38,,,,,,,,
2023,Broderick Jones,OT,Georgia,6-5,311.0,4.97,30.0,,108.0,,,True,1.0,14.0,9.58,34.75,0.04316546762589928,0.0,139.0,463.0,71.7,0.413,0.484,0.0016611295681063123
2023,Dawand Jones,OT,Ohio St.,6-8,374.0,5.35,,,,,,True,4.0,111.0,,36.38,0.0125,0.0,160.0,344.0,85.0,0.262,0.66,0.005952380952380952
2023,Earl Bostick Jr.,OT,Kansas,6-6,309.0,5.05,31.0,,111.0,,,False,,,9.41,34.12,0.059322033898305086,0.00847457627118644,118.0,391.0,53.1,0.614,0.32,0.003929273084479371
2023,Paris Johnson Jr.,OT,Ohio St.,6-6,313.0,,,,110.0,,,True,1.0,6.0,,36.12,0.046242774566473986,0.011560693641618497,173.0,378.0,80.9,0.267,0.6559999999999999,0.0
2023,Cody Mauch,OT,North Dakota St.,6-5,302.0,5.08,29.0,,108.0,7.33,4.55,False,,,,32.38,,,,,,,,
2023,Warren McClendon,OT,Georgia,6-4,306.0,,,,,,,True,5.0,174.0,,34.5,0.03571428571428571,0.0,112.0,356.0,64.3,0.43,0.47200000000000003,0.00641025641025641
2023,Wanya Morris,OT,Oklahoma,6-5,307.0,5.1,28.5,,111.0,,,True,3.0,92.0,8.38,35.12,0.08571428571428572,0.014285714285714285,70.0,277.0,76.9,0.5379999999999999,0.41200000000000003,0.008645533141210375
2023,John Ojukwu,OT,Boise St.,6-6,309.0,5.24,28.5,,104.0,7.52,4.52,False,,,8.74,34.0,0.06451612903225806,0.0,155.0,498.0,69.6,0.46,0.49200000000000005,0.0030627871362940277
2023,Asim Richards,OT,North Carolina,6-4,309.0,,,,,,,True,5.0,169.0,,34.0,0.057971014492753624,0.014492753623188406,207.0,383.0,53.1,0.337,0.467,0.001694915254237288
2023,Peter Skoronski,OT,Northwestern,6-4,313.0,5.16,34.5,,115.0,7.8,,True,1.0,11.0,,32.25,0.010869565217391304,0.005434782608695652,184.0,407.0,81.7,0.521,0.39299999999999996,0.00338409475465313
2023,Tyler Steen,OT,Alabama,6-6,321.0,,29.5,,109.0,,4.59,True,3.0,65.0,9.46,32.75,0.06598984771573604,0.01015228426395939,197.0,343.0,64.7,0.321,0.65,0.011111111111111112
2023,Dalton Wagner,OT,Arkansas,6-8,320.0,,24.5,,102.0,,,False,,,4.41,34.38,0.1,0.006666666666666667,150.0,484.0,76.6,0.174,0.742,0.0031545741324921135
2023,Carter Warren,OT,Pittsburgh,6-6,311.0,,,,,,,True,4.0,120.0,,35.38,0.09523809523809523,0.023809523809523808,42.0,128.0,60.3,0.172,0.7190000000000001,0.0
2023,Darnell Wright,OT,Tennessee,6-5,333.0,5.01,29.0,,114.0,,,True,1.0,10.0,9.68,33.75,0.03508771929824561,0.0,114.0,388.0,64.4,0.544,0.369,0.00199203187250996
