Year,Player,Pos,School,Height,Weight,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted,Round,Pick,RAS,arm_length_inches,attempts,yards,yards_after_contact,yco_attempt,ypa,touchdowns,total_touches,explosive,first_downs,fumbles,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,elusive_rating,elu_rush_mtf,mtf_per_attempt,explosive_rate,yprr,targets,routes,targets_per_route,fumble_rate
2019,Miles Sanders,RB,Penn State,,211.0,4.49,36.0,20.0,124.0,6.89,4.19,True,2.0,53.0,9.48,,220.0,1276.0,845.0,3.84,5.8,9.0,243.0,38.0,66.0,5.0,47.0,15.0,35.1,448.0,77.5,47.0,0.21363636363636362,0.17272727272727273,0.49,32.0,265.0,0.12075471698113208,0.0205761316872428
2019,Jordan Scarlett,RB,Florida,,208.0,4.47,30.0,21.0,116.0,7.37,4.63,True,5.0,154.0,4.71,,131.0,771.0,523.0,3.99,5.9,5.0,140.0,21.0,37.0,1.0,42.0,12.0,37.1,286.0,125.5,42.0,0.32061068702290074,0.16030534351145037,0.55,14.0,137.0,0.10218978102189781,0.007142857142857143
2019,Lj Scott,RB,Michigan State,,227.0,,33.0,21.0,120.0,7.27,4.34,False,,,5.99,,78.0,260.0,180.0,2.31,3.3,0.0,88.0,3.0,12.0,0.0,9.0,0.0,0.0,0.0,31.5,9.0,0.11538461538461539,0.038461538461538464,1.0,11.0,95.0,0.11578947368421053,0.0
2019,Devin Singletary,RB,Florida Atlantic,,203.0,4.66,35.0,15.0,117.0,7.32,4.4,True,3.0,74.0,1.65,,,,,,,,,,,,,,,,,,,,,,,,
2019,Benny Snell,RB,Kentucky,,224.0,4.66,29.5,16.0,119.0,7.07,4.33,True,4.0,122.0,3.41,,288.0,1451.0,930.0,3.23,5.0,16.0,305.0,38.0,90.0,1.0,46.0,18.0,29.5,428.0,52.9,46.0,0.1597222222222222,0.13194444444444445,0.8,21.0,131.0,0.16030534351145037,0.003278688524590164
2019,Mike Weber,RB,Ohio State,,211.0,4.47,33.5,22.0,,,,True,7.0,218.0,7.01,,172.0,954.0,513.0,2.98,5.5,5.0,193.0,32.0,53.0,4.0,36.0,13.0,32.8,313.0,57.2,36.0,0.20930232558139536,0.18604651162790697,0.59,28.0,188.0,0.14893617021276595,0.02072538860103627
2019,Dexter Williams,RB,Notre Dame,,212.0,4.57,36.0,17.0,130.0,7.0,4.16,True,6.0,194.0,8.13,,158.0,995.0,550.0,3.48,6.3,12.0,174.0,28.0,47.0,2.0,20.0,14.0,49.4,492.0,46.0,20.0,0.12658227848101267,0.17721518987341772,1.03,21.0,129.0,0.16279069767441862,0.011494252873563218
2019,James Williams,RB,Washington State,,197.0,4.58,36.5,,118.0,7.01,4.25,False,,,5.67,,122.0,560.0,363.0,2.98,4.6,12.0,205.0,12.0,36.0,3.0,37.0,6.0,23.9,134.0,104.5,37.0,0.30327868852459017,0.09836065573770492,1.59,92.0,381.0,0.24146981627296588,0.014634146341463415
2019,Trayveon Williams,RB,Texas A&M,,206.0,4.51,33.0,19.0,121.0,7.44,4.44,True,6.0,182.0,4.6,,270.0,1756.0,1022.0,3.79,6.5,18.0,298.0,57.0,89.0,3.0,47.0,32.0,48.7,856.0,74.9,47.0,0.17407407407407408,0.2111111111111111,0.95,35.0,298.0,0.1174496644295302,0.010067114093959731
2020,Salvon Ahmed,RB,Washington,,197.0,4.62,34.5,,120.0,,,False,,,4.97,,187.0,1009.0,648.0,3.47,5.4,11.0,204.0,21.0,50.0,1.0,30.0,9.0,29.9,302.0,57.8,30.0,0.16042780748663102,0.11229946524064172,0.4,21.0,239.0,0.08786610878661087,0.004901960784313725
2020,Cam Akers,RB,Florida State,,217.0,4.47,35.5,20.0,122.0,,4.42,True,2.0,52.0,8.79,,231.0,1142.0,904.0,3.91,4.9,14.0,261.0,35.0,68.0,3.0,76.0,15.0,33.3,380.0,125.9,76.0,0.329004329004329,0.15151515151515152,1.15,38.0,196.0,0.19387755102040816,0.011494252873563218
2020,Jet Anderson,RB,TCU,,208.0,4.61,36.0,19.0,128.0,,4.19,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,LeVante Bellamy,RB,Western Michigan,,192.0,4.5,39.5,16.0,125.0,,,False,,,6.49,,265.0,1471.0,814.0,3.07,5.6,23.0,280.0,32.0,73.0,1.0,54.0,24.0,52.3,770.0,60.3,54.0,0.2037735849056604,0.12075471698113208,0.24,22.0,233.0,0.0944206008583691,0.0035714285714285713
2020,Eno Benjamin,RB,Arizona State,,207.0,4.57,39.0,12.0,122.0,6.97,4.25,True,7.0,222.0,5.76,,253.0,1067.0,735.0,2.91,4.2,10.0,295.0,32.0,67.0,6.0,62.0,11.0,23.0,245.0,69.9,62.0,0.2450592885375494,0.12648221343873517,1.07,52.0,323.0,0.1609907120743034,0.020338983050847456
2020,Raymond Calais,RB,Louisiana-Lafayette,,188.0,4.42,37.5,20.0,120.0,,,True,7.0,245.0,,,,,,,,,,,,,,,,,,,,,,,,,
2020,DeeJay Dallas,RB,Miami,,217.0,4.58,33.5,,119.0,7.18,4.32,True,4.0,144.0,5.06,,115.0,687.0,407.0,3.54,6.0,8.0,129.0,21.0,32.0,0.0,36.0,12.0,49.6,341.0,118.0,36.0,0.3130434782608696,0.1826086956521739,0.88,16.0,160.0,0.1,0.0
2020,AJ Dillon,RB,Boston College,,247.0,4.53,41.0,23.0,131.0,7.19,,True,2.0,62.0,9.15,,317.0,1699.0,1104.0,3.48,5.4,14.0,330.0,41.0,95.0,3.0,81.0,21.0,31.7,538.0,88.6,81.0,0.2555205047318612,0.12933753943217666,1.56,16.0,125.0,0.128,0.00909090909090909
2020,J.K. Dobbins,RB,Ohio State,,209.0,,,23.0,,,,True,2.0,55.0,,,301.0,2003.0,1208.0,4.01,6.7,21.0,324.0,51.0,99.0,3.0,73.0,31.0,47.5,952.0,92.9,73.0,0.2425249169435216,0.16943521594684385,1.17,28.0,211.0,0.13270142180094788,0.009259259259259259
2020,Rico Dowdle,RB,South Carolina,,213.0,4.54,38.0,,127.0,,,False,,,8.58,,106.0,498.0,324.0,3.06,4.7,4.0,128.0,15.0,26.0,2.0,22.0,9.0,42.2,210.0,69.3,22.0,0.20754716981132076,0.14150943396226415,0.89,26.0,187.0,0.13903743315508021,0.015625
2020,Clyde Edwards-Helaire,RB,LSU,,207.0,4.6,39.5,15.0,123.0,,,True,1.0,32.0,5.41,,214.0,1419.0,782.0,3.65,6.6,16.0,269.0,36.0,78.0,1.0,71.0,21.0,44.7,635.0,115.5,71.0,0.3317757009345794,0.16822429906542055,1.07,64.0,422.0,0.15165876777251186,0.0037174721189591076
2020,Darrynton Evans,RB,Appalachian State,,203.0,4.41,37.0,20.0,125.0,,,True,3.0,93.0,9.11,,256.0,1484.0,761.0,2.97,5.8,18.0,277.0,43.0,69.0,0.0,50.0,22.0,47.8,709.0,60.1,50.0,0.1953125,0.16796875,1.03,27.0,192.0,0.140625,0.0
2020,JaMycal Hasty,RB,Baylor,,205.0,4.55,39.0,15.0,123.0,,4.03,False,,,6.7,,109.0,616.0,419.0,3.84,5.7,7.0,134.0,15.0,26.0,3.0,22.0,12.0,50.2,309.0,80.3,22.0,0.2018348623853211,0.13761467889908258,1.03,34.0,179.0,0.18994413407821228,0.022388059701492536
2020,Brian Herrien,RB,Georgia,,209.0,4.62,38.5,18.0,126.0,7.12,4.4,False,,,6.27,,102.0,488.0,324.0,3.18,4.8,6.0,118.0,13.0,31.0,0.0,13.0,5.0,22.1,108.0,37.7,13.0,0.12745098039215685,0.12745098039215685,1.25,22.0,88.0,0.25,0.0
2020,Tony Jones,RB,Notre Dame,,220.0,4.68,32.5,13.0,119.0,7.18,4.21,False,,,4.19,,144.0,856.0,549.0,3.81,5.9,6.0,159.0,25.0,40.0,0.0,33.0,13.0,45.7,391.0,81.5,33.0,0.22916666666666666,0.1736111111111111,0.63,23.0,165.0,0.1393939393939394,0.0
2020,Joshua Kelley,RB,UCLA,,212.0,4.49,31.0,23.0,121.0,6.95,4.28,True,4.0,112.0,7.59,,229.0,1060.0,641.0,2.8,4.6,12.0,240.0,27.0,60.0,1.0,44.0,9.0,25.6,271.0,51.3,44.0,0.19213973799126638,0.11790393013100436,0.49,15.0,146.0,0.10273972602739725,0.004166666666666667
2020,Javon Leake,RB,Maryland,,215.0,4.65,34.0,,125.0,,,False,,,5.02,,103.0,722.0,503.0,4.88,7.0,8.0,111.0,16.0,27.0,3.0,32.0,12.0,56.6,409.0,145.2,32.0,0.3106796116504854,0.1553398058252427,0.5,9.0,118.0,0.07627118644067797,0.02702702702702703
2020,Benny LeMay,RB,Charlotte,,221.0,4.75,28.5,24.0,112.0,,,False,,,1.06,,193.0,1074.0,671.0,3.48,5.6,9.0,211.0,31.0,50.0,1.0,49.0,15.0,37.5,403.0,89.0,49.0,0.2538860103626943,0.16062176165803108,1.32,22.0,178.0,0.12359550561797752,0.004739336492890996
2020,Anthony McFarland,RB,Maryland,,208.0,4.44,29.5,,116.0,,,True,4.0,124.0,4.4,,114.0,614.0,316.0,2.77,5.4,8.0,131.0,17.0,26.0,1.0,28.0,8.0,46.3,284.0,69.8,28.0,0.24561403508771928,0.14912280701754385,0.86,23.0,146.0,0.15753424657534246,0.007633587786259542
2020,Zack Moss,RB,Utah,,223.0,4.65,33.0,19.0,,,4.37,True,3.0,86.0,2.8,,234.0,1412.0,1042.0,4.45,6.0,15.0,262.0,36.0,74.0,1.0,89.0,21.0,44.5,628.0,176.8,89.0,0.3803418803418803,0.15384615384615385,2.36,31.0,164.0,0.18902439024390244,0.003816793893129771
2020,Sewo Olonilua,RB,TCU,,232.0,4.66,36.0,25.0,123.0,,4.28,False,,,8.46,,132.0,534.0,427.0,3.23,4.0,8.0,157.0,8.0,43.0,2.0,19.0,5.0,21.2,113.0,43.3,19.0,0.14393939393939395,0.06060606060606061,0.59,31.0,202.0,0.15346534653465346,0.012738853503184714
2020,La'Mical Perine,RB,Florida,,216.0,4.62,35.0,22.0,118.0,7.13,4.31,True,4.0,120.0,5.25,,132.0,676.0,493.0,3.73,5.1,6.0,173.0,21.0,35.0,0.0,24.0,7.0,36.4,246.0,69.1,24.0,0.18181818181818182,0.1590909090909091,0.95,53.0,284.0,0.18661971830985916,0.0
2020,Scottie Phillips,RB,Mississippi,,209.0,4.56,30.0,29.0,114.0,7.4,4.53,False,,,2.94,,125.0,542.0,341.0,2.73,4.3,5.0,133.0,11.0,28.0,1.0,15.0,9.0,39.3,213.0,39.0,15.0,0.12,0.088,0.61,10.0,126.0,0.07936507936507936,0.007518796992481203
2020,James Robinson,RB,Illinois State,,219.0,4.64,40.0,24.0,125.0,7.03,4.19,False,,,7.81,,,,,,,,,,,,,,,,,,,,,,,,
2020,D'Andre Swift,RB,Georgia,,212.0,4.48,35.5,,121.0,,,True,2.0,35.0,7.55,,197.0,1220.0,700.0,3.55,6.2,7.0,221.0,39.0,58.0,3.0,40.0,18.0,37.5,458.0,70.7,40.0,0.20304568527918782,0.19796954314720813,1.14,29.0,190.0,0.15263157894736842,0.013574660633484163
2020,J.J. Taylor,RB,Arizona,,185.0,4.61,34.5,19.0,118.0,7.0,4.15,False,,,4.65,,147.0,719.0,485.0,3.3,4.9,5.0,180.0,26.0,42.0,0.0,38.0,7.0,21.4,154.0,88.0,38.0,0.2585034013605442,0.17687074829931973,1.58,42.0,185.0,0.22702702702702704,0.0
2020,Jonathan Taylor,RB,Wisconsin,,226.0,4.39,36.0,17.0,123.0,7.01,4.24,True,2.0,41.0,9.53,,320.0,2002.0,1256.0,3.93,6.3,21.0,346.0,61.0,108.0,6.0,87.0,30.0,39.3,787.0,104.4,87.0,0.271875,0.190625,2.13,37.0,114.0,0.32456140350877194,0.017341040462427744
2020,Patrick Taylor,RB,Memphis,,217.0,4.57,34.0,15.0,123.0,,4.34,False,,,7.11,,78.0,339.0,232.0,2.97,4.3,5.0,86.0,12.0,25.0,2.0,6.0,3.0,15.0,51.0,27.7,6.0,0.07692307692307693,0.15384615384615385,0.68,14.0,77.0,0.18181818181818182,0.023255813953488372
2020,Ke'Shawn Vaughn,RB,Vanderbilt,,214.0,4.51,32.0,,117.0,,,True,3.0,76.0,5.17,,199.0,1028.0,743.0,3.73,5.2,9.0,228.0,32.0,55.0,2.0,55.0,12.0,39.0,401.0,103.2,55.0,0.27638190954773867,0.16080402010050251,1.28,33.0,223.0,0.14798206278026907,0.008771929824561403
2020,Mike Warren,RB,Cincinnati,,226.0,,,16.0,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Otis Anderson,RB,Central Florida,,179.0,4.63,36.0,11.0,113.0,7.04,4.38,False,,,1.53,,,,,,,,,,,,,,,,,,,,,,,,
2021,Rakeem Boyd,RB,Arkansas,,213.0,4.7,32.5,6.0,98.0,7.22,4.38,False,,,2.12,,81.0,314.0,202.0,2.49,3.9,3.0,91.0,6.0,21.0,0.0,8.0,1.0,5.1,16.0,21.9,8.0,0.09876543209876543,0.07407407407407407,0.38,13.0,88.0,0.14772727272727273,0.0
2021,Gary Brightwell,RB,Arizona,,218.0,4.62,34.5,17.0,118.0,7.51,4.48,True,6.0,196.0,4.57,,87.0,400.0,312.0,3.59,4.6,1.0,99.0,14.0,22.0,2.0,28.0,7.0,39.5,158.0,108.7,28.0,0.3218390804597701,0.16091954022988506,0.63,13.0,90.0,0.14444444444444443,0.020202020202020204
2021,Michael Carter,RB,North Carolina,,201.0,4.5,34.0,16.0,119.0,6.81,3.98,True,4.0,107.0,6.2,,157.0,1245.0,702.0,4.47,7.9,9.0,182.0,41.0,48.0,0.0,47.0,29.0,62.7,780.0,135.1,47.0,0.29936305732484075,0.2611464968152866,1.93,30.0,138.0,0.21739130434782608,0.0
2021,Corey Dauphine,RB,Tulane,,198.0,4.71,30.0,14.0,117.0,7.4,4.53,False,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,
2021,Bryson Denley,RB,Bowling Green,,189.0,4.56,27.5,13.0,110.0,7.25,4.57,False,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,
2021,Gerrid Doaks,RB,Cincinnati,,228.0,4.58,39.5,19.0,120.0,7.2,4.27,False,,,8.3,,144.0,673.0,389.0,2.7,4.7,7.0,158.0,17.0,39.0,2.0,25.0,8.0,36.1,243.0,44.5,25.0,0.1736111111111111,0.11805555555555555,1.29,18.0,156.0,0.11538461538461539,0.012658227848101266
2021,Travis Etienne,RB,Clemson,,215.0,4.45,33.5,18.0,128.0,,,True,1.0,25.0,9.12,,166.0,923.0,638.0,3.84,5.6,14.0,214.0,27.0,51.0,2.0,44.0,15.0,40.2,371.0,102.4,44.0,0.26506024096385544,0.16265060240963855,2.26,58.0,260.0,0.2230769230769231,0.009345794392523364
2021,Chris Evans,RB,Michigan,,211.0,4.5,40.5,20.0,127.0,6.83,4.12,True,6.0,202.0,9.84,,16.0,73.0,39.0,2.44,4.6,1.0,25.0,3.0,4.0,1.0,5.0,1.0,21.9,16.0,68.3,5.0,0.3125,0.1875,1.53,10.0,57.0,0.17543859649122806,0.04
2021,Demetric Felton,RB,UCLA,,189.0,4.55,,,,,,True,6.0,211.0,0.87,,132.0,668.0,443.0,3.36,5.1,5.0,154.0,22.0,42.0,1.0,36.0,8.0,26.3,176.0,91.5,36.0,0.2727272727272727,0.16666666666666666,1.18,26.0,135.0,0.1925925925925926,0.006493506493506494
2021,Jake Funk,RB,Maryland,,204.0,4.49,38.0,22.0,122.0,6.71,4.12,True,7.0,233.0,9.76,,61.0,515.0,185.0,3.03,8.4,3.0,70.0,13.0,18.0,0.0,14.0,11.0,66.0,340.0,60.7,14.0,0.22950819672131148,0.21311475409836064,0.84,11.0,76.0,0.14473684210526316,0.0
2021,Kenneth Gainwell,RB,Memphis,,201.0,4.42,,21.0,,,,True,5.0,150.0,5.66,,,,,,,,,,,,,,,,,,,,,,,,
2021,Garrett Groshek,RB,Wisconsin,,217.0,4.64,33.5,17.0,115.0,7.08,4.32,False,,,,,67.0,300.0,170.0,2.54,4.5,2.0,89.0,10.0,17.0,2.0,12.0,2.0,18.0,54.0,51.3,12.0,0.1791044776119403,0.14925373134328357,1.12,26.0,106.0,0.24528301886792453,0.02247191011235955
2021,Javian Hawkins,RB,Louisville,,183.0,4.46,36.0,,116.0,6.98,4.23,False,,,6.99,,131.0,811.0,536.0,4.09,6.2,7.0,147.0,22.0,36.0,3.0,33.0,12.0,53.9,437.0,91.9,33.0,0.25190839694656486,0.16793893129770993,1.09,18.0,117.0,0.15384615384615385,0.02040816326530612
2021,Justin Henderson,RB,Louisiana Tech,,220.0,4.65,32.0,26.0,118.0,7.22,4.59,False,,,2.82,,,,,,,,,,,,,,,,,,,,,,,,
2021,Khalil Herbert,RB,Virginia Tech,,210.0,4.46,33.0,22.0,115.0,6.96,4.31,True,6.0,217.0,6.14,,155.0,1172.0,734.0,4.74,7.6,8.0,165.0,34.0,49.0,1.0,42.0,19.0,55.3,648.0,126.3,42.0,0.2709677419354839,0.21935483870967742,1.85,14.0,97.0,0.14432989690721648,0.006060606060606061
2021,Kylin Hill,RB,Mississippi St.,,214.0,4.51,36.0,22.0,122.0,7.13,4.35,True,7.0,256.0,7.28,,15.0,58.0,37.0,2.47,3.9,0.0,38.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,77.9,3.0,0.2,0.06666666666666667,2.36,27.0,99.0,0.2727272727272727,0.0
2021,Chuba Hubbard,RB,Oklahoma St.,,210.0,4.48,36.0,20.0,120.0,7.24,4.26,True,4.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Deon Jackson,RB,Duke,,218.0,4.41,36.0,18.0,123.0,7.15,4.37,False,,,8.91,,162.0,674.0,531.0,3.28,4.2,5.0,171.0,15.0,34.0,5.0,35.0,9.0,41.1,277.0,72.8,35.0,0.21604938271604937,0.09259259259259259,0.44,15.0,184.0,0.08152173913043478,0.029239766081871343
2021,Jermar Jefferson,RB,Oregon St.,,206.0,4.57,31.0,13.0,115.0,7.38,4.38,True,7.0,257.0,2.22,,133.0,858.0,488.0,3.67,6.5,7.0,142.0,19.0,34.0,3.0,27.0,11.0,44.2,379.0,74.9,27.0,0.20300751879699247,0.14285714285714285,0.6,11.0,111.0,0.0990990990990991,0.02112676056338028
2021,Josh Johnson,RB,La-Monroe,,209.0,4.61,35.5,22.0,115.0,7.16,4.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Jamal Jones,RB,Arkansas St.,,198.0,4.67,28.0,23.0,112.0,7.39,4.65,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Brenden Knox,RB,Marshall,,215.0,4.67,35.0,23.0,112.0,7.19,4.39,False,,,4.33,,185.0,887.0,550.0,2.97,4.8,9.0,192.0,20.0,52.0,0.0,28.0,7.0,19.6,174.0,46.5,28.0,0.15135135135135136,0.10810810810810811,0.93,9.0,92.0,0.09782608695652174,0.0
2021,CJ Marable,RB,Coastal Carolina,,195.0,4.59,36.0,17.0,116.0,7.25,4.39,False,,,3.15,,,,,,,,,,,,,,,,,,,,,,,,
2021,Sandon McCoy,RB,Army,,215.0,4.78,32.0,18.0,114.0,7.47,4.56,False,,,3.05,,85.0,267.0,154.0,1.81,3.1,10.0,86.0,1.0,23.0,0.0,7.0,1.0,6.0,16.0,19.0,7.0,0.08235294117647059,0.011764705882352941,-0.5,1.0,8.0,0.125,0.0
2021,Greg McCrae,RB,Central Florida,,182.0,4.57,37.5,,124.0,6.89,4.34,False,,,7.18,,,,,,,,,,,,,,,,,,,,,,,,
2021,Dedrick Mills,RB,Nebraska,,217.0,4.65,32.5,13.0,117.0,7.06,4.35,False,,,3.77,,84.0,402.0,273.0,3.25,4.8,3.0,96.0,8.0,18.0,2.0,16.0,4.0,30.8,124.0,64.3,16.0,0.19047619047619047,0.09523809523809523,0.77,13.0,110.0,0.11818181818181818,0.020833333333333332
2021,Elijah Mitchell,RB,Louisiana,,201.0,4.38,37.5,17.0,128.0,6.94,4.19,True,6.0,194.0,9.5,,,,,,,,,,,,,,,,,,,,,,,,
2021,Jaret Patterson,RB,Buffalo,,195.0,4.59,30.0,19.0,117.0,7.03,4.35,False,,,4.42,,140.0,1074.0,664.0,4.74,7.7,19.0,140.0,24.0,56.0,0.0,47.0,16.0,55.4,595.0,159.2,47.0,0.3357142857142857,0.17142857142857143,0.0,0.0,66.0,0.0,0.0
2021,Trey Ragas,RB,Louisiana,,214.0,4.6,33.5,23.0,117.0,7.19,4.5,False,,,4.88,,,,,,,,,,,,,,,,,,,,,,,,
2021,Asim Rose,RB,Kentucky,,215.0,4.51,34.0,24.0,120.0,7.25,4.62,False,,,7.47,,106.0,666.0,411.0,3.88,6.3,2.0,116.0,20.0,31.0,3.0,23.0,11.0,47.0,313.0,76.9,23.0,0.2169811320754717,0.18867924528301888,1.0,12.0,83.0,0.14457831325301204,0.02586206896551724
2021,Larry Rountree,RB,Missouri,,,4.62,30.0,,,6.96,,True,6.0,198.0,2.01,,211.0,989.0,501.0,2.37,4.7,14.0,226.0,25.0,59.0,1.0,41.0,11.0,28.4,281.0,46.2,41.0,0.1943127962085308,0.11848341232227488,0.59,20.0,170.0,0.11764705882352941,0.004424778761061947
2021,Mekhi Sargent,RB,Iowa,,208.0,4.62,33.5,,114.0,7.08,4.39,False,,,3.58,,76.0,427.0,193.0,2.54,5.6,7.0,77.0,11.0,22.0,1.0,16.0,6.0,32.1,137.0,56.1,16.0,0.21052631578947367,0.14473684210526316,0.14,1.0,44.0,0.022727272727272728,0.012987012987012988
2021,Stevie Scott,RB,Indiana,,225.0,4.66,31.0,18.0,119.0,7.14,4.57,False,,,3.43,,156.0,561.0,382.0,2.45,3.6,10.0,169.0,13.0,43.0,1.0,22.0,6.0,19.4,109.0,37.7,22.0,0.14102564102564102,0.08333333333333333,0.51,19.0,168.0,0.1130952380952381,0.005917159763313609
2021,Trey Sermon,RB,Ohio St.,,215.0,4.57,37.0,,125.0,6.83,4.28,True,3.0,88.0,9.67,,116.0,870.0,469.0,4.04,7.5,4.0,128.0,27.0,36.0,0.0,33.0,16.0,53.1,462.0,116.9,33.0,0.28448275862068967,0.23275862068965517,0.99,15.0,96.0,0.15625,0.0
2021,Rhamondre Stevenson,RB,Oklahoma,,231.0,4.64,31.5,15.0,112.0,7.09,4.15,True,4.0,120.0,3.98,,101.0,665.0,393.0,3.89,6.6,7.0,119.0,22.0,30.0,1.0,36.0,12.0,42.1,280.0,140.6,36.0,0.3564356435643564,0.21782178217821782,2.32,23.0,91.0,0.25274725274725274,0.008403361344537815
2021,Harry Trotter,RB,Kansas St.,,207.0,4.63,32.5,22.0,112.0,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Israel Tucker,RB,Louisiana Tech,,194.0,4.6,38.5,20.0,123.0,7.25,4.52,False,,,5.25,,,,,,,,,,,,,,,,,,,,,,,,
2021,Javonte Williams,RB,North Carolina,,212.0,4.55,36.0,22.0,123.0,6.97,4.09,True,2.0,35.0,8.79,,157.0,1168.0,720.0,4.59,7.4,19.0,181.0,42.0,72.0,1.0,76.0,27.0,56.5,660.0,215.4,76.0,0.4840764331210191,0.267515923566879,1.64,30.0,168.0,0.17857142857142858,0.0055248618784530384
2021,Pooka Williams,RB,Kansas,,170.0,4.46,31.5,4.0,118.0,7.03,4.26,False,,,5.32,,50.0,202.0,126.0,2.52,4.0,2.0,56.0,4.0,8.0,0.0,16.0,2.0,18.3,37.0,76.5,16.0,0.32,0.08,0.52,8.0,60.0,0.13333333333333333,0.0
2022,Tyler Allgeier,RB,BYU,,224.0,4.6,33.0,,120.0,,,True,5.0,151.0,7.4,,,,,,,,,,,,,,,,,,,,,,,,
2022,Tyler Badie,RB,Missouri,,197.0,4.45,33.5,,121.0,,,True,6.0,196.0,6.38,,271.0,1604.0,916.0,3.38,5.9,14.0,323.0,46.0,74.0,0.0,57.0,22.0,43.2,693.0,72.2,57.0,0.21033210332103322,0.16974169741697417,1.18,68.0,283.0,0.24028268551236748,0.0
2022,Greg Bell,RB,San Diego St.,,201.0,,31.0,17.0,120.0,,,False,,,4.36,,244.0,1101.0,670.0,2.75,4.5,9.0,248.0,27.0,55.0,6.0,29.0,9.0,25.0,275.0,32.1,29.0,0.11885245901639344,0.11065573770491803,0.03,6.0,144.0,0.041666666666666664,0.024193548387096774
2022,Max Borghi,RB,Washington St.,,210.0,,,20.0,,,,False,,,7.54,,161.0,882.0,548.0,3.4,5.5,12.0,177.0,29.0,49.0,0.0,47.0,15.0,42.0,370.0,105.8,47.0,0.2919254658385093,0.18012422360248448,1.56,21.0,100.0,0.21,0.0
2022,Kennedy Brooks,RB,Oklahoma,,209.0,4.59,31.0,,120.0,,,False,,,5.98,,197.0,1255.0,778.0,3.95,6.4,13.0,206.0,33.0,59.0,0.0,60.0,25.0,52.7,661.0,118.9,60.0,0.30456852791878175,0.16751269035532995,0.43,12.0,168.0,0.07142857142857142,0.0
2022,Leddie Brown,RB,West Virginia,,213.0,4.64,30.0,,118.0,,,False,,,6.21,,222.0,1061.0,640.0,2.88,4.8,13.0,258.0,26.0,64.0,5.0,49.0,11.0,28.8,306.0,60.3,49.0,0.22072072072072071,0.11711711711711711,0.64,50.0,341.0,0.1466275659824047,0.01937984496124031
2022,Tykevious Chandler,RB,North Carolina,,204.0,4.38,31.0,,121.0,,,True,5.0,169.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Snoop Conner,RB,Mississippi,,222.0,4.59,29.5,25.0,118.0,,,True,5.0,154.0,7.03,,130.0,642.0,323.0,2.48,4.9,13.0,144.0,22.0,45.0,3.0,24.0,8.0,30.8,198.0,44.9,24.0,0.18461538461538463,0.16923076923076924,0.69,15.0,118.0,0.1271186440677966,0.020833333333333332
2022,James Cook,RB,Georgia,,199.0,4.42,33.0,,124.0,,,True,2.0,63.0,8.75,,113.0,728.0,442.0,3.91,6.4,7.0,140.0,18.0,37.0,0.0,25.0,10.0,39.8,290.0,86.6,25.0,0.22123893805309736,0.1592920353982301,1.63,30.0,168.0,0.17857142857142858,0.0
2022,Jashaun Corbin,RB,Florida St.,,202.0,,,,,,,False,,,5.35,,142.0,879.0,649.0,4.57,6.2,7.0,166.0,27.0,35.0,2.0,27.0,13.0,47.1,414.0,82.6,27.0,0.19014084507042253,0.19014084507042253,0.8,32.0,180.0,0.17777777777777778,0.012048192771084338
2022,Tyrion Davis-Price,RB,LSU,,211.0,4.48,30.0,,117.0,,,True,3.0,93.0,6.65,,211.0,1015.0,591.0,2.8,4.8,6.0,221.0,30.0,56.0,3.0,37.0,11.0,27.3,277.0,54.5,37.0,0.17535545023696683,0.14218009478672985,0.34,13.0,186.0,0.06989247311827956,0.013574660633484163
2022,Jerrion Ealy,RB,Mississippi,,189.0,4.52,34.5,,128.0,,,False,,,6.12,,132.0,778.0,547.0,4.14,5.9,5.0,164.0,21.0,41.0,0.0,45.0,12.0,47.2,367.0,131.4,45.0,0.3409090909090909,0.1590909090909091,1.43,35.0,152.0,0.23026315789473684,0.0
2022,Trestan Ebner,RB,Baylor,,206.0,4.43,30.0,,,,,True,6.0,203.0,4.77,,150.0,778.0,513.0,3.42,5.2,2.0,176.0,28.0,37.0,4.0,50.0,14.0,41.5,323.0,118.5,50.0,0.3333333333333333,0.18666666666666668,1.51,33.0,195.0,0.16923076923076924,0.022727272727272728
2022,Jerome Ford,RB,Cincinnati,,210.0,4.46,31.0,,118.0,,,True,5.0,156.0,6.91,,214.0,1307.0,656.0,3.07,6.1,19.0,235.0,32.0,69.0,2.0,52.0,15.0,41.2,539.0,73.0,52.0,0.24299065420560748,0.14953271028037382,1.01,22.0,217.0,0.10138248847926268,0.00851063829787234
